company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:05:03+00:00,1.29,1.29,2.31,734000000.0,1.28,59000000.0,389000000.0,2649000000.0,415000000.0,30000000.0,213000000.0,212000000.0,1000000.0,192000000.0,4000000.0,1815000000.0,218000000.0,67000000.0,,13000000.0,78000000.0,483000000.0,507000000.0,,17000000.0,45000000.0,686000000.0,,975000000.0,,87000000.0,1236000000.0,3051000000.0,1751000000.0,893000000.0,271000000.0,2708000000.0,241000000.0,149000000.0,149000000.0,149000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,FY,2009-01-01,2009-12-31,2011-02-28 16:05:03+00:00,-0.79,-0.79,0.2,372000000.0,-0.79,-131000000.0,329000000.0,1767000000.0,164000000.0,29000000.0,17000000.0,16000000.0,1000000.0,-118000000.0,1000000.0,1567000000.0,224000000.0,243000000.0,,9000000.0,76000000.0,373000000.0,539000000.0,,134000000.0,127000000.0,1082000000.0,,897000000.0,,2000000.0,538000000.0,2105000000.0,1650000000.0,1050000000.0,-115000000.0,2617000000.0,192000000.0,149000000.0,149000000.0,149000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 16:16:11+00:00,-0.1,-0.1,0.05,89000000.0,-0.1,-29000000.0,64000000.0,444000000.0,37000000.0,,19000000.0,19000000.0,,-16000000.0,1000000.0,385000000.0,55000000.0,107000000.0,,3000000.0,18000000.0,99000000.0,143000000.0,,34000000.0,23000000.0,311000000.0,,222000000.0,,,126000000.0,511000000.0,399000000.0,315000000.0,-10000000.0,700000000.0,47000000.0,160000000.0,160000000.0,160000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 16:17:59+00:00,-0.11,-0.11,-0.05,106000000.0,-0.11,-59000000.0,103000000.0,447000000.0,44000000.0,,18000000.0,18000000.0,,-16000000.0,,402000000.0,53000000.0,113000000.0,,2000000.0,21000000.0,97000000.0,115000000.0,,34000000.0,55000000.0,312000000.0,,224000000.0,,,150000000.0,552000000.0,429000000.0,298000000.0,-41000000.0,700000000.0,49000000.0,145500000.0,145500000.0,145500000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q4,2010-10-01,2010-12-31,,0.62,0.62,0.2,24000000.0,0.62,30000000.0,49000000.0,394000000.0,15000000.0,22000000.0,96000000.0,96000000.0,,96000000.0,1000000.0,405000000.0,57000000.0,,-1000000.0,2000000.0,25000000.0,123000000.0,144000000.0,,,-11000000.0,55000000.0,,248000000.0,,1000000.0,40000000.0,445000000.0,439000000.0,215000000.0,126000000.0,620000000.0,46000000.0,170000000.0,170000000.0,170000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 16:41:23+00:00,0.9,0.9,0.25,115000000.0,0.88,55000000.0,226000000.0,1617000000.0,91000000.0,30000000.0,277000000.0,260000000.0,17000000.0,153000000.0,1000000.0,1646000000.0,225000000.0,3000000.0,,10000000.0,79000000.0,406000000.0,528000000.0,,123000000.0,62000000.0,478000000.0,0.0,919000000.0,,1000000.0,207000000.0,1853000000.0,1642000000.0,789000000.0,315000000.0,2435000000.0,179000000.0,170000000.0,170000000.0,170000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q3,2010-07-01,2010-09-30,2010-10-29 16:16:11+00:00,0.34,0.34,0.05,27000000.0,0.33,7000000.0,55000000.0,399000000.0,25000000.0,,59000000.0,59000000.0,,59000000.0,,404000000.0,55000000.0,,,2000000.0,17000000.0,90000000.0,125000000.0,,,23000000.0,122000000.0,,234000000.0,,,52000000.0,456000000.0,402000000.0,186000000.0,66000000.0,590000000.0,44000000.0,173500000.0,173500000.0,178800000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.28,0.28,0.05,91000000.0,0.26,25000000.0,177000000.0,1223000000.0,76000000.0,8000000.0,181000000.0,164000000.0,17000000.0,57000000.0,,1241000000.0,168000000.0,3000000.0,1000000.0,8000000.0,54000000.0,283000000.0,384000000.0,,123000000.0,73000000.0,423000000.0,,671000000.0,,,167000000.0,1408000000.0,1203000000.0,574000000.0,189000000.0,1815000000.0,133000000.0,173500000.0,173500000.0,178800000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q2,2010-04-01,2010-06-30,2010-07-30 16:17:59+00:00,0.4,0.4,0.05,29000000.0,0.39,23000000.0,61000000.0,412000000.0,25000000.0,,70000000.0,70000000.0,,69000000.0,,422000000.0,55000000.0,1000000.0,1000000.0,3000000.0,19000000.0,93000000.0,130000000.0,,,25000000.0,126000000.0,,224000000.0,,,54000000.0,476000000.0,397000000.0,194000000.0,93000000.0,616000000.0,44000000.0,172500000.0,172500000.0,176900000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.06,-0.06,,64000000.0,-0.07,18000000.0,122000000.0,824000000.0,51000000.0,8000000.0,122000000.0,105000000.0,17000000.0,-2000000.0,,837000000.0,113000000.0,3000000.0,1000000.0,6000000.0,37000000.0,193000000.0,259000000.0,,123000000.0,50000000.0,301000000.0,,437000000.0,,,115000000.0,952000000.0,801000000.0,388000000.0,123000000.0,1225000000.0,89000000.0,172500000.0,172500000.0,176900000.0
