company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:05:03+00:00,,-11000000.0,241000000.0,1266000000.0,114000000.0,,6000000.0,1000000.0,8000000000.0,2250000000.0,4464000000.0,-3417000000.0,861000000.0,,,1000000.0,4464000000.0,-3417000000.0,862000000.0,1909000000.0,-2299000000.0,213000000.0,212000000.0,-1000000.0,-164000000.0,-34000000.0,-166000000.0,,-395000000.0,704000000.0,-5108000000.0,-3058000000.0,-1000000.0,,1857000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,FY,2009-01-01,2009-12-31,2011-02-28 16:05:03+00:00,,-5000000.0,251000000.0,619000000.0,122000000.0,,-674000000.0,,,,-7366000000.0,9469000000.0,90000000.0,,,1000000.0,-7366000000.0,9469000000.0,91000000.0,2194000000.0,-2010000000.0,33000000.0,34000000.0,1000000.0,-469000000.0,-313000000.0,40000000.0,,-72000000.0,1082000000.0,-9011000000.0,-4970000000.0,-1000000.0,,18440000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,Q4,2009-10-01,2009-12-31,,,,19000000.0,149000000.0,31000000.0,-7000000.0,-289000000.0,,,,53000000.0,2571000000.0,-25000000.0,,,,53000000.0,2571000000.0,-25000000.0,2599000000.0,185000000.0,-13000000.0,-11000000.0,2000000.0,-15000000.0,-311000000.0,-13000000.0,,78000000.0,259000000.0,-2001000000.0,101000000.0,,,4592000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,Q3,2009-07-01,2009-09-30,,,,449000000.0,132000000.0,30000000.0,,-71000000.0,,,,-4007000000.0,1712000000.0,173000000.0,,,,-4007000000.0,1712000000.0,173000000.0,-2122000000.0,-1564000000.0,19000000.0,19000000.0,,-118000000.0,5000000.0,-17000000.0,,-36000000.0,313000000.0,-4517000000.0,-2412000000.0,,,6246000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 16:16:11+00:00,,-5000000.0,232000000.0,470000000.0,91000000.0,7000000.0,-385000000.0,,,,-7419000000.0,6898000000.0,115000000.0,,,1000000.0,-7419000000.0,6898000000.0,116000000.0,-405000000.0,-2195000000.0,46000000.0,45000000.0,-1000000.0,-454000000.0,-2000000.0,53000000.0,,-150000000.0,823000000.0,-7010000000.0,-5071000000.0,-1000000.0,,13848000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-30 16:17:59+00:00,,-5000000.0,-217000000.0,338000000.0,61000000.0,7000000.0,-314000000.0,,,,-3412000000.0,5186000000.0,-58000000.0,0.0,0.0,1000000.0,-3412000000.0,5186000000.0,-57000000.0,1717000000.0,-631000000.0,27000000.0,26000000.0,-1000000.0,-336000000.0,-7000000.0,70000000.0,,-114000000.0,510000000.0,-2493000000.0,-2659000000.0,-1000000.0,,7602000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q4,2010-10-01,2010-12-31,,,12000000.0,60000000.0,47000000.0,30000000.0,,289000000.0,854000000.0,298000000.0,,-1231000000.0,-971000000.0,291000000.0,,,,-1231000000.0,-971000000.0,291000000.0,-1911000000.0,-146000000.0,-68000000.0,-102000000.0,-34000000.0,7000000.0,1095000000.0,-27000000.0,,-9000000.0,55000000.0,-1633000000.0,-1073000000.0,,-2250000000.0,689000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,FY,2010-01-01,2010-12-31,2012-02-21 16:49:43+00:00,0.0,26000000.0,108000000.0,227000000.0,124000000.0,0.0,555000000.0,854000000.0,298000000.0,,-6026000000.0,1206000000.0,1269000000.0,,,17000000.0,-6026000000.0,1206000000.0,1286000000.0,-3534000000.0,771000000.0,277000000.0,260000000.0,-17000000.0,-174000000.0,-1000000.0,-92000000.0,,-72000000.0,478000000.0,-2410000000.0,-5622000000.0,-4000000.0,-2250000000.0,3708000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-10-29 16:16:11+00:00,,14000000.0,48000000.0,180000000.0,94000000.0,,266000000.0,,,,-4795000000.0,2177000000.0,978000000.0,,,17000000.0,-4795000000.0,2177000000.0,995000000.0,-1623000000.0,917000000.0,345000000.0,362000000.0,17000000.0,-181000000.0,-1096000000.0,-65000000.0,,-63000000.0,423000000.0,-777000000.0,-4549000000.0,-4000000.0,,3019000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2010.0,Q3TTM,2009-10-01,2010-09-30,,,14000000.0,67000000.0,329000000.0,125000000.0,-7000000.0,-23000000.0,,,,-4742000000.0,4748000000.0,953000000.0,,,17000000.0,-4742000000.0,4748000000.0,970000000.0,976000000.0,1102000000.0,332000000.0,351000000.0,19000000.0,-196000000.0,-1407000000.0,-78000000.0,,15000000.0,682000000.0,-2778000000.0,-4448000000.0,-4000000.0,,7611000000.0
