company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,bankersacceptances,cashandequivalents,commonequity,customerandotherreceivables,fedfundssold,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2011.0,Q1,,2011-03-31,2011-05-02 16:29:24+00:00,849000000.0,-382000000.0,14000000.0,875000000.0,2483000000.0,14000000.0,,25516000000.0,3570000000.0,39176000000.0,6116000000.0,38327000000.0,637000000.0,16357000000.0,4188000000.0,1076000000.0,5317000000.0,61000000.0,55017000000.0,5877000000.0,5877000000.0,5877000000.0,49140000000.0,55017000000.0,,7406000000.0,-1541000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2012.0,FY,,2012-12-31,2014-02-14 08:31:38+00:00,629000000.0,-413000000.0,,1395000000.0,3303000000.0,,100000000.0,28912000000.0,3039000000.0,46057000000.0,4720000000.0,45428000000.0,622000000.0,23279000000.0,4188000000.0,1106000000.0,5931000000.0,110000000.0,65069000000.0,6942000000.0,6942000000.0,6942000000.0,58127000000.0,65069000000.0,,10297000000.0,-1879000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2012.0,Q3,,2012-09-30,2012-10-30 09:15:31+00:00,647000000.0,-253000000.0,,933000000.0,3294000000.0,,,28224000000.0,3005000000.0,44194000000.0,4740000000.0,43547000000.0,625000000.0,21753000000.0,4635000000.0,1450000000.0,5831000000.0,63000000.0,63314000000.0,7084000000.0,7084000000.0,7084000000.0,56230000000.0,63314000000.0,,10569000000.0,-1788000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2012.0,Q2,,2012-06-30,2012-07-30 17:02:23+00:00,667000000.0,-301000000.0,,1076000000.0,3285000000.0,,,28058000000.0,3065000000.0,43992000000.0,4742000000.0,43325000000.0,667000000.0,21330000000.0,4577000000.0,1409000000.0,5744000000.0,83000000.0,62650000000.0,7028000000.0,7028000000.0,7028000000.0,55622000000.0,62650000000.0,,9940000000.0,-1700000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2012.0,Q1,,2012-03-31,2012-05-01 17:21:16+00:00,704000000.0,-326000000.0,,984000000.0,3295000000.0,,10000000.0,28565000000.0,2966000000.0,43012000000.0,4919000000.0,42308000000.0,670000000.0,20741000000.0,5594000000.0,1301000000.0,5630000000.0,82000000.0,62593000000.0,6985000000.0,6985000000.0,6985000000.0,55608000000.0,62593000000.0,,10061000000.0,-1614000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2013.0,FY,,2013-12-31,2015-02-17 17:05:02+00:00,598000000.0,-391000000.0,,1140000000.0,3320000000.0,,,29417000000.0,5311000000.0,45470000000.0,3543000000.0,44872000000.0,594000000.0,23875000000.0,4000000000.0,986000000.0,6318000000.0,253000000.0,65224000000.0,7150000000.0,7150000000.0,7150000000.0,58074000000.0,65224000000.0,,9307000000.0,-2097000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2013.0,Q3,,2013-09-30,2013-10-29 17:31:11+00:00,604000000.0,-541000000.0,,1384000000.0,3312000000.0,,0.0,29013000000.0,5704000000.0,44151000000.0,3565000000.0,43547000000.0,604000000.0,23896000000.0,3943000000.0,1001000000.0,6239000000.0,226000000.0,64670000000.0,6969000000.0,6969000000.0,6969000000.0,57701000000.0,64670000000.0,,9488000000.0,-2041000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2013.0,Q2,,2013-06-30,2013-07-29 17:10:00+00:00,613000000.0,-538000000.0,,1016000000.0,3301000000.0,,31000000.0,29385000000.0,2878000000.0,45459000000.0,3601000000.0,44846000000.0,604000000.0,21870000000.0,3941000000.0,1049000000.0,6127000000.0,131000000.0,62947000000.0,6911000000.0,6911000000.0,6911000000.0,56036000000.0,62947000000.0,,9631000000.0,-1979000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2013.0,Q1,,2013-03-31,2013-04-29 16:10:29+00:00,617000000.0,-410000000.0,,877000000.0,3298000000.0,,0.0,29340000000.0,4720000000.0,45067000000.0,4699000000.0,44450000000.0,618000000.0,22777000000.0,3934000000.0,1023000000.0,6020000000.0,58000000.0,64885000000.0,6988000000.0,6988000000.0,6988000000.0,57897000000.0,64885000000.0,,10286000000.0,-1920000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2014.0,FY,,2014-12-31,2016-02-26 16:37:09+00:00,594000000.0,-412000000.0,,1026000000.0,3329000000.0,,,30262000000.0,5045000000.0,48593000000.0,2675000000.0,47999000000.0,532000000.0,27224000000.0,4533000000.0,1507000000.0,6744000000.0,116000000.0,69186000000.0,7402000000.0,7402000000.0,7402000000.0,61784000000.0,69186000000.0,,10051000000.0,-2259000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2014.0,Q3,,2014-09-30,2014-10-28 16:43:05+00:00,592000000.0,-317000000.0,,1039000000.0,3324000000.0,,,30091000000.0,6748000000.0,47708000000.0,2669000000.0,47116000000.0,524000000.0,27490000000.0,3992000000.0,1002000000.0,6631000000.0,202000000.0,68887000000.0,7433000000.0,7433000000.0,7433000000.0,61454000000.0,68887000000.0,,9468000000.0,-2205000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2014.0,Q2,,2014-06-30,2014-07-29 17:08:31+00:00,591000000.0,-304000000.0,,1226000000.0,3316000000.0,,,29396000000.0,2668000000.0,47882000000.0,2620000000.0,47291000000.0,562000000.0,24774000000.0,4044000000.0,990000000.0,6520000000.0,176000000.0,65325000000.0,7369000000.0,7369000000.0,7369000000.0,57956000000.0,65325000000.0,,9534000000.0,-2163000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2014.0,Q1,,2014-03-31,2014-04-29 17:12:28+00:00,594000000.0,-325000000.0,,1186000000.0,3323000000.0,,,29795000000.0,4434000000.0,46489000000.0,3534000000.0,45895000000.0,583000000.0,23955000000.0,4096000000.0,954000000.0,6414000000.0,160000000.0,65681000000.0,7283000000.0,7283000000.0,7283000000.0,58398000000.0,65681000000.0,,9487000000.0,-2129000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2015.0,FY,,2015-12-31,2017-02-14 18:25:29+00:00,634000000.0,-429000000.0,,1157000000.0,3314000000.0,,,29014000000.0,4990000000.0,49084000000.0,3058000000.0,48450000000.0,550000000.0,30839000000.0,4230000000.0,1383000000.0,7084000000.0,23000000.0,71877000000.0,7560000000.0,7560000000.0,7560000000.0,64317000000.0,71877000000.0,,12500000000.0,-2409000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2015.0,Q3,,2015-09-30,2015-10-29 16:21:00+00:00,622000000.0,-345000000.0,,1101000000.0,3306000000.0,,,30071000000.0,6099000000.0,48942000000.0,3100000000.0,48320000000.0,541000000.0,28697000000.0,4339000000.0,1413000000.0,7007000000.0,109000000.0,71012000000.0,7622000000.0,7622000000.0,7622000000.0,63390000000.0,71012000000.0,,10612000000.0,-2346000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2015.0,Q2,,2015-06-30,2015-07-27 16:54:43+00:00,618000000.0,-396000000.0,,1148000000.0,3299000000.0,,,30093000000.0,4817000000.0,49741000000.0,2841000000.0,49123000000.0,541000000.0,28167000000.0,4097000000.0,1265000000.0,6908000000.0,56000000.0,69945000000.0,7523000000.0,7523000000.0,7523000000.0,62422000000.0,69945000000.0,,10219000000.0,-2288000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2015.0,Q1,,2015-03-31,2015-04-29 16:51:19+00:00,601000000.0,-370000000.0,,1170000000.0,3329000000.0,,,30176000000.0,4792000000.0,49072000000.0,2686000000.0,48471000000.0,531000000.0,27394000000.0,4287000000.0,1500000000.0,6841000000.0,80000000.0,69336000000.0,7500000000.0,7500000000.0,7500000000.0,61836000000.0,69336000000.0,,10085000000.0,-2300000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2016.0,FY,,2016-12-31,2018-02-14 19:07:30+00:00,730000000.0,-383000000.0,,1249000000.0,3276000000.0,,,27445000000.0,5969000000.0,49088000000.0,5160000000.0,48358000000.0,501000000.0,31540000000.0,4532000000.0,1012000000.0,7331000000.0,25000000.0,72978000000.0,7796000000.0,7796000000.0,7796000000.0,65182000000.0,72978000000.0,,12369000000.0,-2428000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2016.0,Q3,,2016-09-30,2016-10-31 17:46:28+00:00,727000000.0,-292000000.0,,1292000000.0,3315000000.0,,,27485000000.0,6748000000.0,49274000000.0,5890000000.0,48547000000.0,528000000.0,31776000000.0,4525000000.0,1234000000.0,7262000000.0,12000000.0,74124000000.0,7727000000.0,7727000000.0,7727000000.0,66397000000.0,74124000000.0,,12484000000.0,-2558000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2016.0,Q2,,2016-06-30,2016-08-01 16:29:42+00:00,729000000.0,-295000000.0,,1172000000.0,3306000000.0,,,27815000000.0,2938000000.0,50380000000.0,5921000000.0,49651000000.0,544000000.0,28559000000.0,4456000000.0,1279000000.0,7157000000.0,12000000.0,71280000000.0,7694000000.0,7694000000.0,7694000000.0,63586000000.0,71280000000.0,,12519000000.0,-2474000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2016.0,Q1,,2016-03-31,2016-04-29 16:41:56+00:00,724000000.0,-328000000.0,,977000000.0,3299000000.0,,,28326000000.0,2025000000.0,49377000000.0,3109000000.0,48653000000.0,541000000.0,28025000000.0,4297000000.0,1389000000.0,7097000000.0,514000000.0,69007000000.0,7644000000.0,7644000000.0,7644000000.0,61363000000.0,69007000000.0,,12514000000.0,-2424000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2017.0,FY,,2017-12-31,2018-10-31 16:54:43+00:00,712000000.0,-451000000.0,,1438000000.0,3263000000.0,,,25832000000.0,4407000000.0,49173000000.0,4622000000.0,48461000000.0,466000000.0,32071000000.0,4591000000.0,1069000000.0,7887000000.0,10000000.0,71567000000.0,7963000000.0,7963000000.0,7963000000.0,63604000000.0,71567000000.0,,12204000000.0,-2736000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2017.0,Q3,,2017-09-30,2017-10-30 16:50:22+00:00,712000000.0,-359000000.0,,1351000000.0,3253000000.0,,,25428000000.0,4853000000.0,49209000000.0,4637000000.0,48497000000.0,467000000.0,32391000000.0,4507000000.0,1018000000.0,7746000000.0,509000000.0,72017000000.0,8034000000.0,8034000000.0,8034000000.0,63983000000.0,72017000000.0,,12342000000.0,-2606000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2017.0,Q2,,2017-06-30,2017-07-31 16:44:09+00:00,705000000.0,-361000000.0,,1372000000.0,3251000000.0,,,25571000000.0,4259000000.0,49408000000.0,5143000000.0,48703000000.0,484000000.0,31210000000.0,4255000000.0,997000000.0,7580000000.0,541000000.0,71447000000.0,7985000000.0,7985000000.0,7985000000.0,63462000000.0,71447000000.0,,12374000000.0,-2485000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2017.0,Q1,,2017-03-31,2017-04-28 16:46:29+00:00,708000000.0,-379000000.0,,1176000000.0,3247000000.0,,,26971000000.0,7143000000.0,48303000000.0,5153000000.0,47595000000.0,488000000.0,31892000000.0,4236000000.0,989000000.0,7431000000.0,41000000.0,72976000000.0,7930000000.0,7930000000.0,7930000000.0,65046000000.0,72976000000.0,,12338000000.0,-2369000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2018.0,FY,,2018-12-31,2020-02-11 16:37:03+00:00,671000000.0,-609000000.0,,1390000000.0,3289000000.0,,,26871000000.0,3171000000.0,50163000000.0,6463000000.0,49492000000.0,475000000.0,28690000000.0,4245000000.0,1243000000.0,8781000000.0,44000000.0,70818000000.0,7507000000.0,7507000000.0,7507000000.0,63311000000.0,70818000000.0,,12045000000.0,-3954000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2018.0,Q3,,2018-09-30,2018-10-31 16:54:43+00:00,664000000.0,-611000000.0,,945000000.0,3285000000.0,,,26705000000.0,4894000000.0,49010000000.0,6418000000.0,48346000000.0,472000000.0,29301000000.0,4929000000.0,1154000000.0,8587000000.0,84000000.0,71448000000.0,7786000000.0,7786000000.0,7786000000.0,63662000000.0,71448000000.0,,11862000000.0,-3475000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2018.0,Q2,,2018-06-30,2018-07-31 17:32:08+00:00,677000000.0,-589000000.0,,1424000000.0,3285000000.0,,,26894000000.0,4236000000.0,49792000000.0,5583000000.0,49115000000.0,467000000.0,30316000000.0,4830000000.0,1057000000.0,8374000000.0,58000000.0,71987000000.0,8079000000.0,8079000000.0,8079000000.0,63908000000.0,71987000000.0,,11915000000.0,-2991000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2018.0,Q1,,2018-03-31,2018-04-30 17:04:11+00:00,698000000.0,-553000000.0,,1173000000.0,3275000000.0,,,26674000000.0,5663000000.0,49240000000.0,5594000000.0,48542000000.0,468000000.0,30961000000.0,4518000000.0,1058000000.0,8110000000.0,48000000.0,72335000000.0,8000000000.0,8000000000.0,8000000000.0,64335000000.0,72335000000.0,,11971000000.0,-2832000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2019.0,FY,,2019-12-31,2020-04-29 16:58:36+00:00,637000000.0,-235000000.0,,973000000.0,3315000000.0,,,29913000000.0,4845000000.0,50369000000.0,7269000000.0,49732000000.0,457000000.0,27382000000.0,4997000000.0,1440000000.0,9538000000.0,71000000.0,73402000000.0,7327000000.0,7327000000.0,7327000000.0,66075000000.0,73402000000.0,,12398000000.0,-5291000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2019.0,Q3,,2019-09-30,2019-10-30 16:45:46+00:00,652000000.0,-336000000.0,,1229000000.0,3313000000.0,,,29675000000.0,2888000000.0,51491000000.0,7311000000.0,50839000000.0,467000000.0,27134000000.0,4996000000.0,1477000000.0,9369000000.0,51000000.0,72848000000.0,7200000000.0,7200000000.0,7200000000.0,65648000000.0,72848000000.0,,12429000000.0,-5146000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2019.0,Q2,,2019-06-30,2019-08-01 16:25:07+00:00,657000000.0,-382000000.0,,1029000000.0,3309000000.0,,,28536000000.0,2552000000.0,51801000000.0,6558000000.0,51144000000.0,470000000.0,27001000000.0,5004000000.0,1386000000.0,9176000000.0,1733000000.0,72537000000.0,7323000000.0,7323000000.0,7323000000.0,65214000000.0,72537000000.0,,12338000000.0,-4780000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2019.0,Q1,,2019-03-31,2019-04-29 16:20:13+00:00,647000000.0,-513000000.0,,1063000000.0,3300000000.0,,,27849000000.0,2418000000.0,50302000000.0,6848000000.0,49655000000.0,474000000.0,26242000000.0,4868000000.0,1407000000.0,8979000000.0,935000000.0,70690000000.0,7409000000.0,7409000000.0,7409000000.0,63281000000.0,70690000000.0,,12212000000.0,-4357000000.0
Comerica Inc,CMA,I9Q57JVPWHHZ3ZGBW498,28412,2020.0,Q1,,2020-03-31,2020-04-29 16:58:36+00:00,916000000.0,174000000.0,,848000000.0,3309000000.0,,,29720000000.0,4007000000.0,53458000000.0,7434000000.0,52542000000.0,454000000.0,27646000000.0,5445000000.0,1872000000.0,9389000000.0,2263000000.0,76337000000.0,7402000000.0,7402000000.0,7402000000.0,68935000000.0,76337000000.0,,13041000000.0,-5470000000.0
