company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,FY,,2009-05-31,2010-07-22 11:36:17+00:00,809100000.0,755300000.0,551300000.0,2566800000.0,-103700000.0,243200000.0,,3720300000.0,165900000.0,3483600000.0,5126000000.0,834900000.0,3455400000.0,1821700000.0,2559200000.0,0.0,269500000.0,246900000.0,20200000.0,768100000.0,1317000000.0,90900000.0,5900000.0,4042500000.0,27600000.0,11073300000.0,4720900000.0,3336600000.0,1574100000.0,4720900000.0,4720900000.0,6352400000.0,11073300000.0,5177500000.0,4778300000.0,-2938200000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q3,,2009-02-22,2010-04-02 12:38:48+00:00,807800000.0,889000000.0,693200000.0,2608500000.0,162200000.0,88200000.0,,3630400000.0,148700000.0,3478900000.0,5172700000.0,834400000.0,3072400000.0,2149300000.0,2564200000.0,,326900000.0,5000000.0,,1049600000.0,1281700000.0,10700000.0,,3953000000.0,504100000.0,11396200000.0,4888300000.0,3458400000.0,2153800000.0,4888300000.0,4888300000.0,6507900000.0,11396200000.0,5373600000.0,4354100000.0,-2857300000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q2,,2008-11-23,2010-01-05 16:24:44+00:00,1019500000.0,972100000.0,860000000.0,2589700000.0,165100000.0,132100000.0,,3623600000.0,175500000.0,3474400000.0,5147900000.0,824300000.0,3052500000.0,2275300000.0,2558200000.0,,455500000.0,5500000.0,,1062600000.0,1271700000.0,10700000.0,,3844900000.0,616900000.0,11770700000.0,4774600000.0,3840500000.0,2671900000.0,4774600000.0,4774600000.0,6996100000.0,11770700000.0,5372000000.0,4324200000.0,-2859000000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q1,,2008-08-24,2009-10-07 12:36:57+00:00,942200000.0,961300000.0,1023300000.0,2558200000.0,261400000.0,296400000.0,,3611800000.0,147800000.0,3477300000.0,5043500000.0,820600000.0,3048700000.0,2040100000.0,2485300000.0,,353900000.0,6000000.0,,1074800000.0,1250400000.0,10600000.0,,3761500000.0,340000000.0,11526300000.0,4773900000.0,3657700000.0,2453300000.0,4773900000.0,4773900000.0,6752400000.0,11526300000.0,5383300000.0,4299100000.0,-2860800000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2010.0,FY,,2010-05-30,2011-07-19 15:15:45+00:00,919100000.0,849600000.0,579000000.0,2750200000.0,-285300000.0,953200000.0,0.0,3737200000.0,263900000.0,3549900000.0,5352600000.0,874800000.0,3226400000.0,1597900000.0,2602400000.0,5000000.0,307300000.0,252100000.0,13400000.0,695600000.0,1541300000.0,55200000.0,5200000.0,4417100000.0,260800000.0,11738000000.0,4923900000.0,3960100000.0,2036200000.0,4923900000.0,4928900000.0,6809100000.0,11738000000.0,5175500000.0,4772900000.0,-2945100000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2010.0,Q3,,2010-02-28,2010-04-02 12:38:48+00:00,883900000.0,877300000.0,614400000.0,2821200000.0,-96300000.0,785600000.0,,3729400000.0,236800000.0,3494400000.0,5555200000.0,828700000.0,3225200000.0,2021200000.0,2734000000.0,,311200000.0,0.0,,694100000.0,1361300000.0,0.0,,4415300000.0,261600000.0,11746500000.0,5163300000.0,3995300000.0,1996700000.0,5163300000.0,5163300000.0,6583200000.0,11746500000.0,5017200000.0,4586500000.0,-2885100000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2010.0,Q2,,2009-11-29,2010-01-05 16:24:44+00:00,956400000.0,861600000.0,605300000.0,2765200000.0,-89100000.0,490200000.0,,3719000000.0,184100000.0,3494000000.0,5455200000.0,834700000.0,3223100000.0,2192200000.0,2690000000.0,,307900000.0,0.0,,695900000.0,1351300000.0,0.0,,4274800000.0,261700000.0,11566500000.0,4984600000.0,3851900000.0,2007500000.0,4984600000.0,4984600000.0,6581900000.0,11566500000.0,5024600000.0,4574400000.0,-2920100000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2010.0,Q1,,2009-08-30,2009-10-07 12:36:57+00:00,875000000.0,886100000.0,608800000.0,2702100000.0,-103300000.0,289700000.0,,3703200000.0,148700000.0,3491300000.0,5365300000.0,836500000.0,3470600000.0,2013300000.0,2663200000.0,,373600000.0,0.0,,676700000.0,1309000000.0,0.0,,4123900000.0,18500000.0,11230400000.0,4799800000.0,3562700000.0,1651000000.0,4799800000.0,4799800000.0,6430600000.0,11230400000.0,5004500000.0,4779600000.0,-2924000000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2011.0,FY,,2011-05-29,2012-07-20 11:02:21+00:00,1083700000.0,849400000.0,554300000.0,3028000000.0,-91200000.0,972400000.0,0.0,3738800000.0,124100000.0,3609400000.0,5698100000.0,936300000.0,2870300000.0,1803400000.0,2670100000.0,7000000.0,274100000.0,,,293600000.0,1736100000.0,,,4690300000.0,363500000.0,11408700000.0,4669700000.0,3899300000.0,2125600000.0,4669700000.0,4676700000.0,6732000000.0,11408700000.0,4839300000.0,4606400000.0,-3668200000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2011.0,Q3,,2011-02-27,2011-04-04 16:13:12+00:00,1031300000.0,876700000.0,764800000.0,3018200000.0,-244400000.0,882900000.0,,3741200000.0,147900000.0,3611100000.0,5655800000.0,941100000.0,2875100000.0,1932700000.0,2637600000.0,6900000.0,343200000.0,0.0,0.0,247500000.0,1670100000.0,0.0,0.0,4692900000.0,359400000.0,11472800000.0,4617300000.0,4035500000.0,2303400000.0,4617300000.0,4624200000.0,6848600000.0,11472800000.0,4799700000.0,4545200000.0,-3572400000.0
