company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2008.0,FY,2007-05-28,2008-05-25,2010-07-22 11:36:17+00:00,1.91,1.91,0.75,1.9,210400000.0,930600000.0,491100000.0,439500000.0,930600000.0,,8595900000.0,11248200000.0,,49700000.0,,1747600000.0,8595900000.0,2652300000.0,252900000.0,1747600000.0,904700000.0,-252900000.0,651800000.0,11248200000.0,487200000.0,487200000.0,489800000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,FY,2008-05-26,2009-05-31,2010-07-22 11:36:17+00:00,2.16,2.16,0.76,2.15,318600000.0,979000000.0,617800000.0,361200000.0,978400000.0,,9644100000.0,12426100000.0,,24000000.0,,1683600000.0,9644100000.0,2782000000.0,186000000.0,1683600000.0,1098400000.0,-186000000.0,912400000.0,12426100000.0,453000000.0,453000000.0,455100000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q4,2009-02-23,2009-05-31,,0.78,0.4,0.76,0.41,76000000.0,174900000.0,146300000.0,28600000.0,174700000.0,-400000.0,2228300000.0,2992900000.0,,10100000.0,,501200000.0,2228300000.0,764600000.0,51200000.0,501200000.0,263400000.0,-51200000.0,212200000.0,2992900000.0,453000000.0,453000000.0,455100000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q3YTD,2008-05-26,2009-02-22,,1.38,1.76,,1.74,242600000.0,804100000.0,471500000.0,332600000.0,803700000.0,400000.0,7415800000.0,9433200000.0,,13900000.0,,1182400000.0,7415800000.0,2017400000.0,134800000.0,1182400000.0,835000000.0,-134800000.0,700200000.0,9433200000.0,449300000.0,449300000.0,449300000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q3,2008-11-24,2009-02-22,2010-04-02 12:38:48+00:00,0.43,0.43,,0.43,92000000.0,193200000.0,191800000.0,1400000.0,193200000.0,,2385600000.0,3125000000.0,,11100000.0,,424700000.0,2385600000.0,739400000.0,42000000.0,424700000.0,314700000.0,-42000000.0,272700000.0,3125000000.0,449300000.0,449300000.0,449300000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q2YTD,2008-05-26,2008-11-23,,0.95,1.33,,1.31,150600000.0,610900000.0,279700000.0,331200000.0,610500000.0,400000.0,5030200000.0,6308200000.0,,2800000.0,,757700000.0,5030200000.0,1278000000.0,92800000.0,757700000.0,520300000.0,-92800000.0,427500000.0,6308200000.0,,442400000.0,454300000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q2,2008-08-25,2008-11-23,2010-01-05 16:24:44+00:00,,0.38,,0.37,84600000.0,168500000.0,172100000.0,-3600000.0,168100000.0,400000.0,2565200000.0,3251700000.0,,1900000.0,,389000000.0,2565200000.0,686500000.0,42700000.0,389000000.0,297500000.0,-42700000.0,254800000.0,3251700000.0,,442400000.0,454300000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2009.0,Q1,2008-05-26,2008-08-24,2009-10-07 12:36:57+00:00,0.95,0.95,,0.94,66000000.0,442400000.0,107600000.0,334800000.0,442400000.0,0.0,2465000000.0,3056500000.0,,900000.0,,368700000.0,2465000000.0,591500000.0,50100000.0,368700000.0,222800000.0,-50100000.0,172700000.0,3056500000.0,465700000.0,465700000.0,470600000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2010.0,Q4,2010-03-01,2010-05-30,,0.74,-0.05,0.79,-0.05,-20900000.0,-22100000.0,-4000000.0,-18100000.0,-21700000.0,-1300000.0,2095600000.0,2784100000.0,900000.0,4400000.0,,679400000.0,2095600000.0,688500000.0,38400000.0,679400000.0,9100000.0,-38400000.0,-29300000.0,2784100000.0,376400000.0,443600000.0,443600000.0
Conagra Brands Inc,CAG,54930035UDEIH090K650,23217,2010.0,FY,2009-06-01,2010-05-30,2012-07-20 11:02:21+00:00,1.63,1.38,0.79,1.37,292300000.0,611000000.0,630300000.0,-19300000.0,613500000.0,-2500000.0,8966300000.0,12014900000.0,,22100000.0,,1987700000.0,8966300000.0,3048600000.0,160400000.0,1987700000.0,1060900000.0,-160400000.0,900500000.0,12014900000.0,376400000.0,443600000.0,443600000.0
