company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:12:48+00:00,0.36,0.36,,1745000000.0,0.36,49000000.0,382000000.0,382000000.0,382000000.0,42736000000.0,49692000000.0,4633000000.0,42736000000.0,6956000000.0,246000000.0,99000000.0,6378000000.0,578000000.0,-147000000.0,431000000.0,49692000000.0,1061100000.0,1061100000.0,1061100000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 13:54:49+00:00,2.96,2.96,1.68,1814000000.0,2.94,2012000000.0,3003000000.0,3003000000.0,3003000000.0,38968000000.0,51486000000.0,5322000000.0,38968000000.0,12518000000.0,442000000.0,75000000.0,7136000000.0,5382000000.0,-367000000.0,5015000000.0,51486000000.0,1016000000.0,1016000000.0,1016000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:17:47+00:00,0.96,0.96,,456000000.0,0.96,545000000.0,970000000.0,970000000.0,970000000.0,9850000000.0,13113000000.0,1175000000.0,9850000000.0,3263000000.0,104000000.0,-13000000.0,1631000000.0,1632000000.0,-117000000.0,1515000000.0,13113000000.0,1010400000.0,1010400000.0,1010400000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:06:06+00:00,0.86,0.86,,452000000.0,0.85,491000000.0,873000000.0,873000000.0,873000000.0,9915000000.0,13001000000.0,1180000000.0,9915000000.0,3086000000.0,104000000.0,14000000.0,1632000000.0,1454000000.0,-90000000.0,1364000000.0,13001000000.0,1015100000.0,1015100000.0,1027100000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q4,2009-10-01,2009-12-31,,0.76,0.57,1.8,450000000.0,0.57,317000000.0,573000000.0,573000000.0,573000000.0,9814000000.0,12377000000.0,1147000000.0,9814000000.0,2563000000.0,89000000.0,13000000.0,1597000000.0,966000000.0,-76000000.0,890000000.0,12377000000.0,911100000.0,998000000.0,998000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 14:19:33+00:00,2.16,1.97,1.8,1747000000.0,1.96,1105000000.0,1968000000.0,1968000000.0,1968000000.0,35737000000.0,45297000000.0,4305000000.0,35737000000.0,9560000000.0,445000000.0,10000000.0,6052000000.0,3508000000.0,-435000000.0,3073000000.0,45297000000.0,911100000.0,998000000.0,998000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.4,1.4,,1297000000.0,1.39,788000000.0,1395000000.0,1395000000.0,1395000000.0,25923000000.0,32920000000.0,3158000000.0,25923000000.0,6997000000.0,356000000.0,-3000000.0,4455000000.0,2542000000.0,-359000000.0,2183000000.0,32920000000.0,997000000.0,997000000.0,997000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:32:37+00:00,0.55,0.55,,441000000.0,0.55,293000000.0,549000000.0,549000000.0,549000000.0,8780000000.0,11153000000.0,1003000000.0,8780000000.0,2373000000.0,93000000.0,6000000.0,1444000000.0,929000000.0,-87000000.0,842000000.0,11153000000.0,997000000.0,997000000.0,997000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.85,0.85,,856000000.0,0.84,495000000.0,846000000.0,846000000.0,846000000.0,17143000000.0,21767000000.0,2155000000.0,17143000000.0,4624000000.0,263000000.0,-9000000.0,3011000000.0,1613000000.0,-272000000.0,1341000000.0,21767000000.0,998000000.0,998000000.0,998000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 09:24:56+00:00,0.45,0.45,,426000000.0,0.44,247000000.0,445000000.0,445000000.0,445000000.0,8555000000.0,10829000000.0,953000000.0,8555000000.0,2274000000.0,181000000.0,-22000000.0,1379000000.0,895000000.0,-203000000.0,692000000.0,10829000000.0,998000000.0,998000000.0,998000000.0
