company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:12:48+00:00,,1351000000.0,248000000.0,1745000000.0,,12000000.0,-1741000000.0,174000000.0,6707000000.0,2297000000.0,-2199000000.0,1123000000.0,2297000000.0,-2199000000.0,1123000000.0,1233000000.0,382000000.0,382000000.0,737000000.0,-46000000.0,,-1703000000.0,-9056000000.0,-2820000000.0,-242000000.0,-2639000000.0,9638000000.0,85000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 13:54:49+00:00,,760000000.0,359000000.0,1814000000.0,,-65000000.0,1404000000.0,169000000.0,3613000000.0,-6702000000.0,-3179000000.0,8426000000.0,-6702000000.0,-3179000000.0,8426000000.0,-1520000000.0,3003000000.0,3003000000.0,2205000000.0,-363000000.0,,-2219000000.0,-3440000000.0,-2636000000.0,-4695000000.0,-3570000000.0,3113000000.0,147000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 16:17:47+00:00,,,,1360000000.0,,-6000000.0,1476000000.0,135000000.0,7189000000.0,-5037000000.0,-2693000000.0,6963000000.0,-5037000000.0,-2693000000.0,6948000000.0,-788000000.0,2749000000.0,2749000000.0,1378000000.0,-271000000.0,,-1781000000.0,-2646000000.0,-2108000000.0,-7296000000.0,-3284000000.0,2228000000.0,104000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q4,2009-10-01,2009-12-31,,,443000000.0,390000000.0,450000000.0,,1000000.0,-479000000.0,45000000.0,20000000.0,-1384000000.0,-369000000.0,1052000000.0,-1384000000.0,-369000000.0,1052000000.0,-700000000.0,573000000.0,573000000.0,508000000.0,-28000000.0,,-438000000.0,-385000000.0,-417000000.0,-845000000.0,-166000000.0,441000000.0,20000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 14:19:33+00:00,,443000000.0,390000000.0,1747000000.0,,43000000.0,603000000.0,149000000.0,3160000000.0,-3045000000.0,-1248000000.0,5285000000.0,-3045000000.0,-1248000000.0,5285000000.0,1035000000.0,1968000000.0,1968000000.0,967000000.0,44000000.0,,-1751000000.0,-2251000000.0,-1602000000.0,-4042000000.0,-561000000.0,2501000000.0,60000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q3TTM,2008-10-01,2009-09-30,,,760000000.0,359000000.0,1751000000.0,,-17000000.0,1010000000.0,138000000.0,-436000000.0,-3326000000.0,-1365000000.0,5696000000.0,-3326000000.0,-1365000000.0,5711000000.0,1003000000.0,1649000000.0,1649000000.0,1286000000.0,-20000000.0,,-1751000000.0,-2660000000.0,-1713000000.0,-596000000.0,-681000000.0,2945000000.0,83000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q3,2009-07-01,2009-09-30,,,,,441000000.0,,36000000.0,292000000.0,36000000.0,6000000.0,-1226000000.0,-464000000.0,1078000000.0,-1226000000.0,-464000000.0,1078000000.0,-576000000.0,549000000.0,549000000.0,-204000000.0,-10000000.0,,-437000000.0,-438000000.0,-514000000.0,-683000000.0,-148000000.0,475000000.0,23000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 16:32:37+00:00,,,,1297000000.0,,42000000.0,1082000000.0,104000000.0,3140000000.0,-1661000000.0,-879000000.0,4233000000.0,-1661000000.0,-879000000.0,4233000000.0,1735000000.0,1395000000.0,1395000000.0,459000000.0,72000000.0,,-1313000000.0,-1866000000.0,-1185000000.0,-3197000000.0,-395000000.0,2060000000.0,40000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q2,2009-04-01,2009-06-30,,,,,426000000.0,,32000000.0,-164000000.0,37000000.0,118000000.0,-1892000000.0,-19000000.0,959000000.0,-1892000000.0,-19000000.0,959000000.0,-920000000.0,445000000.0,445000000.0,252000000.0,60000000.0,,-438000000.0,-563000000.0,-289000000.0,-1478000000.0,-131000000.0,762000000.0,11000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 09:24:56+00:00,,,,856000000.0,,6000000.0,790000000.0,68000000.0,3134000000.0,-435000000.0,-415000000.0,3155000000.0,-435000000.0,-415000000.0,3155000000.0,2311000000.0,846000000.0,846000000.0,663000000.0,82000000.0,,-876000000.0,-1428000000.0,-671000000.0,-2514000000.0,-247000000.0,1585000000.0,17000000.0
United Parcel Service Inc,UPS,D01LMJZU09ULLNCY6Z23,1090727,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:19:03+00:00,,,,430000000.0,,-26000000.0,954000000.0,31000000.0,3016000000.0,1457000000.0,-396000000.0,2196000000.0,1457000000.0,-396000000.0,2196000000.0,3231000000.0,401000000.0,401000000.0,411000000.0,22000000.0,,-438000000.0,-865000000.0,-382000000.0,-1036000000.0,-116000000.0,823000000.0,6000000.0
