company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 11:04:48+00:00,0.41,0.41,,290738000.0,0.4,7483000.0,142924000.0,81943000.0,81943000.0,,82037000.0,-94000.0,1382019000.0,3055134000.0,,-31028000.0,,,882364000.0,1382019000.0,1673115000.0,236635000.0,1180585000.0,492530000.0,-267663000.0,224867000.0,3055134000.0,200100000.0,201279000.0,203290000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q4,2009-10-01,2009-12-31,,-0.79,0.29,,40798000.0,0.29,225000.0,29811000.0,61746000.0,73884000.0,-12138000.0,58327000.0,3419000.0,250723000.0,540125000.0,,2750000.0,,,105054000.0,250723000.0,289402000.0,42380000.0,146077000.0,143325000.0,-39630000.0,103695000.0,540125000.0,-21795000000.0,202812000.0,204271000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:12:23+00:00,-0.01,1.07,,277186000.0,1.07,168000.0,113762000.0,219379000.0,231517000.0,-12138000.0,217950000.0,1429000.0,1201871000.0,2774384000.0,,12599000.0,,,749934000.0,1201871000.0,1572513000.0,212545000.0,1027288000.0,545225000.0,-199946000.0,345279000.0,2774384000.0,-21795000000.0,202812000.0,204271000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 16:42:41+00:00,0.21,0.21,,81428000.0,0.21,705000.0,38613000.0,43177000.0,43177000.0,,43186000.0,-9000.0,321470000.0,764885000.0,,-1390000.0,,,218633000.0,321470000.0,443415000.0,59469000.0,300766000.0,142649000.0,-60859000.0,81790000.0,764885000.0,205600000.0,203216000.0,204892910.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.79,0.79,,236388000.0,0.79,-57000.0,83951000.0,157633000.0,157633000.0,,159623000.0,-1990000.0,951148000.0,2234259000.0,,9849000.0,,,644880000.0,951148000.0,1283111000.0,170165000.0,881211000.0,401900000.0,-160316000.0,241584000.0,2234259000.0,205600000.0,203216000.0,204892910.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 17:17:02+00:00,0.43,0.43,,78680000.0,0.43,742000.0,13761000.0,87512000.0,87512000.0,,87638000.0,-126000.0,312698000.0,746028000.0,,18394000.0,,,215854000.0,312698000.0,433330000.0,55175000.0,295276000.0,138054000.0,-36781000.0,101273000.0,746028000.0,203800000.0,202502000.0,204198813.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.57,0.57,,154960000.0,0.57,-762000.0,45338000.0,114456000.0,114456000.0,,116437000.0,-1981000.0,629678000.0,1469374000.0,,11239000.0,,,426247000.0,629678000.0,839696000.0,110696000.0,580445000.0,259251000.0,-99457000.0,159794000.0,1469374000.0,203800000.0,202502000.0,204198813.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 10:17:29+00:00,0.14,0.14,,76280000.0,0.14,-1504000.0,31577000.0,26944000.0,26944000.0,,28799000.0,-1855000.0,316980000.0,723346000.0,,-7155000.0,,,210393000.0,316980000.0,406366000.0,55521000.0,285169000.0,121197000.0,-62676000.0,58521000.0,723346000.0,205700000.0,202066000.0,203312000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q4,2010-10-01,2010-12-31,,0.14,0.14,0.25,55868000.0,0.15,8998000.0,48284000.0,30548000.0,71658000.0,-41110000.0,29332000.0,1216000.0,259481000.0,604920000.0,,2214000.0,,,123147000.0,259481000.0,345439000.0,39698000.0,188013000.0,157426000.0,-37484000.0,119942000.0,604920000.0,198600000.0,201991000.0,201991000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 12:47:58+00:00,-0.29,-0.29,0.375,304205000.0,-0.29,74922000.0,167483000.0,-52678000.0,166739000.0,-219417000.0,-57586000.0,4908000.0,1192862000.0,2892349000.0,,-8768000.0,,,772811000.0,1192862000.0,1699487000.0,204559000.0,1151938000.0,547549000.0,-213327000.0,334222000.0,2892349000.0,198600000.0,201991000.0,201991000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 16:33:11+00:00,-0.76,-0.76,0.0625,77235000.0,-0.76,67121000.0,29310000.0,-150817000.0,27490000.0,-178307000.0,-153776000.0,2959000.0,299622000.0,731132000.0,,1856000.0,,,180156000.0,299622000.0,431510000.0,52054000.0,324512000.0,106998000.0,-50198000.0,56800000.0,731132000.0,202300000.0,201249000.0,201249000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.43,-0.43,0.13,248337000.0,-0.44,65924000.0,119199000.0,-83226000.0,95081000.0,-178307000.0,-86918000.0,3692000.0,933381000.0,2287429000.0,,-10982000.0,,,649664000.0,933381000.0,1354048000.0,164861000.0,963925000.0,390123000.0,-175843000.0,214280000.0,2287429000.0,202300000.0,201249000.0,201249000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q3TTM,2009-10-01,2010-09-30,,-1.22,-0.14,0.13,289135000.0,-0.15,66149000.0,149010000.0,-21480000.0,168965000.0,-190445000.0,-28591000.0,7111000.0,1184104000.0,2827554000.0,,-8232000.0,,,754718000.0,1184104000.0,1643450000.0,207241000.0,1110002000.0,533448000.0,-215473000.0,317975000.0,2827554000.0,202300000.0,201249000.0,201249000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2,2010-04-01,2010-06-30,2010-08-05 17:17:02+00:00,0.2,0.2,,85318000.0,0.2,-144000.0,48418000.0,41752000.0,41752000.0,,41292000.0,460000.0,308527000.0,779791000.0,,-4019000.0,,,235656000.0,308527000.0,471264000.0,56245000.0,320830000.0,150434000.0,-60264000.0,90170000.0,779791000.0,206500000.0,203006000.0,204209920.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.33,0.33,0.06,171102000.0,0.32,-1197000.0,89889000.0,67591000.0,67591000.0,,66858000.0,733000.0,633759000.0,1556297000.0,,-12838000.0,,,469508000.0,633759000.0,922538000.0,112807000.0,639413000.0,283125000.0,-125645000.0,157480000.0,1556297000.0,206500000.0,203006000.0,204209920.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2TTM,2009-07-01,2010-06-30,,-0.25,0.83,0.06,293328000.0,0.82,-267000.0,158313000.0,172514000.0,184652000.0,-12138000.0,168371000.0,4143000.0,1205952000.0,2861307000.0,,-11478000.0,,,793195000.0,1205952000.0,1655355000.0,214656000.0,1086256000.0,569099000.0,-226134000.0,342965000.0,2861307000.0,206500000.0,203006000.0,204209920.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 12:19:02+00:00,0.13,0.13,0.0625,85784000.0,0.12,-1053000.0,41471000.0,25839000.0,25839000.0,,25566000.0,273000.0,325232000.0,776506000.0,,-8819000.0,,,233852000.0,325232000.0,451274000.0,56562000.0,318583000.0,132691000.0,-65381000.0,67310000.0,776506000.0,196700000.0,203581000.0,204705000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q1TTM,2009-04-01,2010-03-31,,-0.02,1.06,0.06,286690000.0,1.05,619000.0,123656000.0,218274000.0,230412000.0,-12138000.0,214717000.0,3557000.0,1210123000.0,2827544000.0,,10935000.0,,,773393000.0,1210123000.0,1617421000.0,213586000.0,1060702000.0,556719000.0,-202651000.0,354068000.0,2827544000.0,196700000.0,203581000.0,204705000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q4,2011-10-01,2011-12-31,,0.22,0.22,0.25,83564000.0,0.22,4059000.0,41345000.0,34001000.0,47382000.0,-13381000.0,32056000.0,1945000.0,315307000.0,741837000.0,,-2749000.0,,,189444000.0,315307000.0,426530000.0,57987000.0,277067000.0,149463000.0,-60736000.0,88727000.0,741837000.0,194800000.0,194777000.0,195938000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 13:49:22+00:00,2.03,2.03,0.9375,319499000.0,2.02,44214000.0,106488000.0,399592000.0,246412000.0,153180000.0,395538000.0,4054000.0,1245200000.0,3014703000.0,,-13043000.0,,,834591000.0,1245200000.0,1769503000.0,205256000.0,1198304000.0,571199000.0,-218299000.0,352900000.0,3014703000.0,194800000.0,194777000.0,195938000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 16:40:53+00:00,0.19,0.19,0.25,76904000.0,0.19,40839000.0,18127000.0,37925000.0,50394000.0,-12469000.0,37338000.0,587000.0,306361000.0,768306000.0,,-16631000.0,,,209003000.0,306361000.0,461945000.0,50047000.0,326746000.0,135199000.0,-66678000.0,68521000.0,768306000.0,196500000.0,195610000.0,196717000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.81,1.81,0.69,235935000.0,1.8,40155000.0,65143000.0,365591000.0,199030000.0,166561000.0,363482000.0,2109000.0,929893000.0,2272866000.0,,-10294000.0,,,645147000.0,929893000.0,1342973000.0,147269000.0,921237000.0,421736000.0,-157563000.0,264173000.0,2272866000.0,196500000.0,195610000.0,196717000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.95,1.95,0.94,291803000.0,1.95,49153000.0,113427000.0,396139000.0,270688000.0,125451000.0,392814000.0,3325000.0,1189374000.0,2877786000.0,,-8080000.0,,,768294000.0,1189374000.0,1688412000.0,186967000.0,1109250000.0,579162000.0,-195047000.0,384115000.0,2877786000.0,196500000.0,195610000.0,196717000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 14:18:35+00:00,1.25,1.25,0.25,78868000.0,1.24,-220000.0,30252000.0,253047000.0,67460000.0,185587000.0,252684000.0,363000.0,307577000.0,758551000.0,,-2621000.0,,,223389000.0,307577000.0,450974000.0,48604000.0,302037000.0,148937000.0,-51225000.0,97712000.0,758551000.0,202100000.0,201653000.0,203311000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.62,1.62,0.44,159031000.0,1.61,-684000.0,47016000.0,327666000.0,148636000.0,179030000.0,326144000.0,1522000.0,623532000.0,1504560000.0,,6337000.0,,,436144000.0,623532000.0,881028000.0,97222000.0,594491000.0,286537000.0,-90885000.0,195652000.0,1504560000.0,202100000.0,201653000.0,203311000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.0,1.0,0.75,292134000.0,1.0,75435000.0,124610000.0,207397000.0,247784000.0,-40387000.0,201700000.0,5697000.0,1182635000.0,2840612000.0,,10407000.0,,,739447000.0,1182635000.0,1657977000.0,188974000.0,1107016000.0,550961000.0,-178567000.0,372394000.0,2840612000.0,202100000.0,201653000.0,203311000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 09:36:17+00:00,0.37,0.37,0.1875,80163000.0,0.37,-464000.0,16764000.0,74619000.0,81176000.0,-6557000.0,73460000.0,1159000.0,315955000.0,746009000.0,,8958000.0,,,212755000.0,315955000.0,430054000.0,48618000.0,292454000.0,137600000.0,-39660000.0,97940000.0,746009000.0,198500000.0,200228000.0,201251000.0
