company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,FY,,2009-12-31,2011-03-01 11:04:48+00:00,175231000.0,585376000.0,390860000.0,1616431000.0,27661000.0,446656000.0,0.0,1300692000.0,208062000.0,37924000.0,2534713000.0,4184631000.0,438812000.0,3211223000.0,2568200000.0,4104000.0,90503000.0,467067000.0,,,,,58478000.0,105856000.0,35206000.0,,141469000.0,,0.0,825014000.0,40561000.0,6846834000.0,2153367000.0,1211425000.0,814714000.0,2153367000.0,2157471000.0,4689363000.0,6846834000.0,3067209000.0,3874649000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,FY,,2010-12-31,2012-02-28 17:12:23+00:00,143765000.0,524326000.0,382670000.0,1693166000.0,29482000.0,258693000.0,0.0,1230656000.0,190713000.0,44225000.0,2279561000.0,4161410000.0,379808000.0,2912126000.0,2468244000.0,7417000.0,95860000.0,492464000.0,,213208000.0,61474000.0,,27686000.0,86605000.0,48632000.0,1770000.0,136905000.0,,35105000.0,685310000.0,96081000.0,6416393000.0,1945448000.0,1212462000.0,874703000.0,1945448000.0,1952865000.0,4463528000.0,6416393000.0,2735687000.0,3588825000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2,,2010-06-30,2010-08-05 17:17:02+00:00,124310000.0,581176000.0,361698000.0,1704952000.0,-23963000.0,340479000.0,0.0,1269765000.0,207980000.0,25759000.0,2544474000.0,4161771000.0,415694000.0,3129153000.0,2456819000.0,3742000.0,90756000.0,450867000.0,,,,,72296000.0,128615000.0,32579000.0,,142717000.0,,35103000.0,866511000.0,37662000.0,6647096000.0,2112313000.0,1125234000.0,731650000.0,2112313000.0,2116055000.0,4531041000.0,6647096000.0,3065043000.0,3799391000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q1,,2010-03-31,2010-05-10 10:17:29+00:00,132395000.0,582599000.0,339716000.0,1657487000.0,8183000.0,325422000.0,0.0,1301812000.0,215995000.0,31248000.0,2592797000.0,4165217000.0,429437000.0,3183349000.0,2507730000.0,4085000.0,89668000.0,463241000.0,,,,,84379000.0,124572000.0,34013000.0,,115952000.0,,35102000.0,837860000.0,37803000.0,6738679000.0,2147855000.0,1090323000.0,725909000.0,2147855000.0,2151940000.0,4586739000.0,6738679000.0,3140626000.0,3860830000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,FY,,2011-12-31,2013-03-01 12:47:58+00:00,156381000.0,543467000.0,418831000.0,1825511000.0,-2203000.0,179845000.0,0.0,345324000.0,197181000.0,43235000.0,2254268000.0,4232594000.0,410149000.0,3280268000.0,2407083000.0,8568000.0,97177000.0,507358000.0,,7256000.0,3317000.0,,19510000.0,53169000.0,35798000.0,,105537000.0,,35110000.0,902567000.0,73320000.0,6041258000.0,1245688000.0,914450000.0,849030000.0,1245688000.0,1254256000.0,4787002000.0,6041258000.0,2719725000.0,3937972000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q3,,2011-09-30,2011-11-08 16:33:11+00:00,130470000.0,548422000.0,392420000.0,1812051000.0,5552000.0,480879000.0,0.0,776687000.0,166096000.0,50955000.0,2259087000.0,4208018000.0,417825000.0,3257213000.0,2395967000.0,7375000.0,95567000.0,517578000.0,,12263000.0,2510000.0,,21452000.0,52695000.0,37169000.0,,132315000.0,,35109000.0,924087000.0,63193000.0,6391443000.0,1706326000.0,1259943000.0,754689000.0,1706326000.0,1713701000.0,4677742000.0,6391443000.0,2735533000.0,3923053000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q2,,2011-06-30,2011-08-08 16:22:26+00:00,133633000.0,577616000.0,422402000.0,1820107000.0,70801000.0,271424000.0,0.0,1049179000.0,172816000.0,51702000.0,2358129000.0,4298306000.0,450108000.0,2866920000.0,2478199000.0,8503000.0,95709000.0,501837000.0,,13126000.0,3342000.0,,22514000.0,85732000.0,32103000.0,,120670000.0,,35108000.0,933626000.0,66199000.0,6410699000.0,2053606000.0,1069646000.0,798392000.0,2053606000.0,2062109000.0,4348590000.0,6410699000.0,2862854000.0,3550198000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q1,,2011-03-31,2011-05-05 12:19:02+00:00,132139000.0,610149000.0,421878000.0,1920768000.0,52000000.0,189817000.0,0.0,1235917000.0,209131000.0,43080000.0,2379264000.0,4447432000.0,476755000.0,2960880000.0,2526664000.0,8503000.0,97632000.0,489915000.0,,,,,41907000.0,85742000.0,26910000.0,,140449000.0,,35107000.0,731566000.0,44799000.0,6470102000.0,2019483000.0,1018602000.0,807947000.0,2019483000.0,2027986000.0,4442116000.0,6470102000.0,2924836000.0,3634169000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,FY,,2012-12-31,2014-02-28 13:49:22+00:00,168120000.0,572200000.0,426813000.0,1965596000.0,20314000.0,243415000.0,0.0,944099000.0,217133000.0,10152000.0,2334759000.0,4443323000.0,456120000.0,3732116000.0,2477727000.0,12477000.0,97356000.0,398549000.0,,,,,21791000.0,62917000.0,43850000.0,,164713000.0,,33612000.0,185558000.0,92887000.0,6358339000.0,1149971000.0,1024092000.0,904953000.0,1149971000.0,1162448000.0,5195891000.0,6358339000.0,2856520000.0,4290938000.0,0.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q3,,2012-09-30,2012-11-02 16:40:53+00:00,124762000.0,576500000.0,379710000.0,1947943000.0,18270000.0,334583000.0,0.0,355800000.0,196763000.0,4393000.0,2336099000.0,4358067000.0,443418000.0,3668047000.0,2410124000.0,11916000.0,97891000.0,434854000.0,,0.0,0.0,,26526000.0,55043000.0,45424000.0,,113896000.0,,36612000.0,913139000.0,71380000.0,6327575000.0,1287209000.0,1065984000.0,772615000.0,1287209000.0,1299125000.0,5028450000.0,6327575000.0,2851467000.0,4255835000.0,0.0
