company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 11:04:48+00:00,-72523000.0,41101000.0,44109000.0,242145000.0,254619000.0,,-12040000.0,82165000.0,16145000.0,1095524000.0,87368000.0,-459594000.0,537029000.0,,,,87368000.0,-459594000.0,537029000.0,152763000.0,81943000.0,81943000.0,,77201000.0,5112000.0,0.0,960000.0,-387071000.0,-1030373000.0,0.0,
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q4,2009-10-01,2009-12-31,,-6258000.0,-935000.0,34195000.0,40999000.0,43052000.0,,2253000.0,35725000.0,4135000.0,15319000.0,-86059000.0,-75049000.0,152680000.0,-1406000.0,-25367000.0,30341000.0,-87465000.0,-100416000.0,183021000.0,-2607000.0,61746000.0,73884000.0,-12138000.0,954000.0,250000.0,,270000.0,-71904000.0,-106033000.0,,3113000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:12:23+00:00,-15373000.0,29242000.0,87062000.0,216673000.0,253061000.0,,5133000.0,67031000.0,24233000.0,573632000.0,-128286000.0,-298699000.0,586570000.0,-1406000.0,-25367000.0,30341000.0,-129692000.0,-324066000.0,616911000.0,168286000.0,219379000.0,231517000.0,-12138000.0,5719000.0,5532000.0,,1064000.0,-287917000.0,-732747000.0,,4591000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 16:42:41+00:00,-9115000.0,30177000.0,52867000.0,175674000.0,210009000.0,,2880000.0,31306000.0,20098000.0,558313000.0,-42227000.0,-223650000.0,433890000.0,,,,-42227000.0,-223650000.0,433890000.0,170893000.0,157633000.0,157633000.0,,4765000.0,5282000.0,0.0,794000.0,-216013000.0,-626714000.0,0.0,1478000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q3,2009-07-01,2009-09-30,,-3228000.0,10306000.0,17293000.0,64915000.0,72403000.0,,5129000.0,52511000.0,9115000.0,542739000.0,28204000.0,-85725000.0,185599000.0,,,,28204000.0,-85725000.0,185599000.0,133207000.0,43177000.0,43177000.0,,7202000.0,2799000.0,,264000.0,-82137000.0,-526713000.0,,-360000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 17:17:02+00:00,-5887000.0,19871000.0,35574000.0,110759000.0,137606000.0,,-2249000.0,-21205000.0,10983000.0,15574000.0,-70431000.0,-137925000.0,248291000.0,,,,-70431000.0,-137925000.0,248291000.0,37686000.0,114456000.0,114456000.0,,-2437000.0,2483000.0,0.0,530000.0,-133876000.0,-100001000.0,0.0,1838000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q2,2009-04-01,2009-06-30,,-2108000.0,9903000.0,21979000.0,59148000.0,70054000.0,,1517000.0,-17814000.0,8303000.0,13365000.0,-14321000.0,-63770000.0,120799000.0,,,,-14321000.0,-63770000.0,120799000.0,44225000.0,87512000.0,87512000.0,,-28856000.0,1938000.0,,185000.0,-61955000.0,-38112000.0,,293000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 10:17:29+00:00,-3779000.0,9968000.0,13595000.0,51611000.0,67552000.0,,-3766000.0,-3391000.0,2680000.0,2209000.0,-56110000.0,-74155000.0,127492000.0,,,,-56110000.0,-74155000.0,127492000.0,-6539000.0,26944000.0,26944000.0,,26419000.0,545000.0,0.0,345000.0,-71921000.0,-61889000.0,0.0,1545000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q4,2010-10-01,2010-12-31,,-3779000.0,7907000.0,34721000.0,40107000.0,69322000.0,,720000.0,27223000.0,5785000.0,10963000.0,-25107000.0,-68139000.0,172518000.0,-1083000.0,-11975000.0,7586000.0,-26190000.0,-80114000.0,180104000.0,74520000.0,30548000.0,57096000.0,-26548000.0,10970000.0,339000.0,,-12415000.0,-68907000.0,-11909000.0,-17870000.0,4547000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 12:47:58+00:00,-27043000.0,30802000.0,139072000.0,226463000.0,278760000.0,,801000.0,14897000.0,18225000.0,53567000.0,-379711000.0,-298458000.0,603229000.0,-1523000.0,-134212000.0,21911000.0,-381234000.0,-432670000.0,625140000.0,-187963000.0,-52678000.0,166739000.0,-219417000.0,112031000.0,2252000.0,-35102000.0,-37724000.0,-258849000.0,-304468000.0,-111563000.0,22536000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-08 16:33:11+00:00,-23264000.0,22895000.0,104351000.0,186356000.0,209438000.0,,81000.0,-12326000.0,12440000.0,42604000.0,-354604000.0,-230319000.0,430711000.0,-440000.0,-122237000.0,14325000.0,-355044000.0,-352556000.0,445036000.0,-262483000.0,-83226000.0,109643000.0,-192869000.0,101061000.0,1913000.0,-35102000.0,-25309000.0,-189942000.0,-292559000.0,-93693000.0,17989000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q3TTM,2009-10-01,2010-09-30,,-29522000.0,21960000.0,138546000.0,227355000.0,252490000.0,,2334000.0,23399000.0,16575000.0,57923000.0,-440663000.0,-305368000.0,583391000.0,-1846000.0,-147604000.0,44666000.0,-442509000.0,-452972000.0,628057000.0,-265090000.0,-21480000.0,183527000.0,-205007000.0,102015000.0,2163000.0,-35102000.0,-25039000.0,-261846000.0,-398592000.0,-93693000.0,21102000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q3,2010-07-01,2010-09-30,,105167000.0,898000.0,37682000.0,73158000.0,57686000.0,,4601000.0,-6755000.0,3266000.0,2718000.0,-275417000.0,60249000.0,162613000.0,-440000.0,-122237000.0,14325000.0,-275857000.0,-61988000.0,176938000.0,-156306000.0,-150817000.0,42052000.0,-192869000.0,68732000.0,629000.0,,-12524000.0,-51934000.0,-226377000.0,-43129000.0,7016000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-05 17:17:02+00:00,-128431000.0,21997000.0,66669000.0,113198000.0,151752000.0,,-4520000.0,-5571000.0,9174000.0,39886000.0,-79187000.0,-290568000.0,268098000.0,,,,-79187000.0,-290568000.0,268098000.0,-106177000.0,67591000.0,67591000.0,,32329000.0,1284000.0,-35102000.0,-12785000.0,-138008000.0,-66182000.0,-50564000.0,10973000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2TTM,2009-07-01,2010-06-30,,-137917000.0,31368000.0,118157000.0,219112000.0,267207000.0,,2862000.0,82665000.0,22424000.0,597944000.0,-137042000.0,-451342000.0,606377000.0,-1406000.0,-25367000.0,30341000.0,-138448000.0,-476709000.0,636718000.0,24423000.0,172514000.0,184652000.0,-12138000.0,40485000.0,4333000.0,-35102000.0,-12251000.0,-292049000.0,-698928000.0,-50564000.0,13726000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q2,2010-04-01,2010-06-30,,-7662000.0,11322000.0,57459000.0,39486000.0,75322000.0,,-2818000.0,-2653000.0,5324000.0,32768000.0,-62032000.0,-57024000.0,136931000.0,,,,-62032000.0,-57024000.0,136931000.0,15057000.0,41752000.0,41752000.0,,11188000.0,671000.0,,-12689000.0,-56060000.0,-47178000.0,-40928000.0,6698000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 12:19:02+00:00,-120769000.0,10675000.0,9210000.0,73712000.0,76430000.0,,-1702000.0,-2918000.0,3850000.0,7118000.0,-17155000.0,-233544000.0,131167000.0,,,,-17155000.0,-233544000.0,131167000.0,-121234000.0,25839000.0,25839000.0,,21141000.0,613000.0,-35102000.0,-96000.0,-81948000.0,-19004000.0,-9636000.0,4275000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2010.0,Q1TTM,2009-04-01,2010-03-31,,-132363000.0,29949000.0,82677000.0,238774000.0,261939000.0,,7197000.0,67504000.0,25403000.0,578541000.0,-89331000.0,-458088000.0,590245000.0,-1406000.0,-25367000.0,30341000.0,-90737000.0,-483455000.0,620586000.0,53591000.0,218274000.0,230412000.0,-12138000.0,441000.0,5600000.0,-35102000.0,623000.0,-297944000.0,-689862000.0,-9636000.0,7321000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q4,2011-10-01,2011-12-31,,-4908000.0,9697000.0,23318000.0,40609000.0,75665000.0,,-6080000.0,57749000.0,3855000.0,113144000.0,-442451000.0,-65878000.0,212364000.0,-723000.0,9618000.0,-7884000.0,-443174000.0,-56260000.0,204480000.0,-301034000.0,34001000.0,47382000.0,319741000.0,21871000.0,341000.0,-1000.0,-46710000.0,-61056000.0,-76583000.0,-436498000.0,87000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 13:49:22+00:00,-97284000.0,35179000.0,147998000.0,203035000.0,290638000.0,,-8986000.0,4530000.0,85742000.0,2564979000.0,-762670000.0,-302213000.0,663514000.0,-1138000.0,380721000.0,-48076000.0,-763808000.0,78508000.0,615438000.0,-78848000.0,399592000.0,246412000.0,153180000.0,86755000.0,919000.0,-5000.0,-171918000.0,-209155000.0,-2257439000.0,-984953000.0,4231000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q3TTM,2010-10-01,2011-09-30,,-96155000.0,33389000.0,159401000.0,202533000.0,284295000.0,,-2186000.0,-25996000.0,87672000.0,2462798000.0,-345326000.0,-304474000.0,623668000.0,-1498000.0,359128000.0,-32606000.0,-346824000.0,54654000.0,591062000.0,296706000.0,396139000.0,256126000.0,-193109000.0,75854000.0,917000.0,-4000.0,-137623000.0,-217006000.0,-2192765000.0,-566325000.0,8691000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q3,2011-07-01,2011-09-30,,-5669000.0,8752000.0,56079000.0,54884000.0,69815000.0,,-5588000.0,18279000.0,12386000.0,775766000.0,102865000.0,-50470000.0,209937000.0,-4000.0,-5249000.0,-42036000.0,102861000.0,-55719000.0,167901000.0,209455000.0,37925000.0,50394000.0,-12469000.0,62697000.0,521000.0,-1000.0,-50644000.0,-48915000.0,-347679000.0,-287485000.0,4115000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q2TTM,2010-07-01,2011-06-30,,14681000.0,25535000.0,141004000.0,220807000.0,272166000.0,,8003000.0,-51030000.0,78552000.0,1689750000.0,-723608000.0,-193755000.0,576344000.0,-1934000.0,242140000.0,23755000.0,-725542000.0,48385000.0,600099000.0,-69055000.0,207397000.0,247784000.0,-398447000.0,81889000.0,1025000.0,-3000.0,-99503000.0,-220025000.0,-2071463000.0,-321969000.0,11592000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q2,2011-04-01,2011-06-30,,-49059000.0,8479000.0,48026000.0,42534000.0,71820000.0,,1393000.0,-24460000.0,60337000.0,1068651000.0,-332527000.0,-96173000.0,130795000.0,-457000.0,385651000.0,-7075000.0,-332984000.0,289478000.0,123720000.0,81607000.0,253047000.0,67460000.0,-172473000.0,7496000.0,-960000.0,-1000.0,-37181000.0,-46976000.0,-1173374000.0,-250000000.0,-137000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 09:36:17+00:00,-37648000.0,8251000.0,20575000.0,65008000.0,73338000.0,,1289000.0,-47038000.0,9164000.0,607418000.0,-90557000.0,-89692000.0,110418000.0,46000.0,-9299000.0,8919000.0,-90511000.0,-98991000.0,119337000.0,-68876000.0,74619000.0,81176000.0,-6557000.0,-5309000.0,1017000.0,-2000.0,-37383000.0,-52208000.0,-659803000.0,-10970000.0,166000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2011.0,Q1TTM,2010-04-01,2011-03-31,,56078000.0,28378000.0,150437000.0,217759000.0,275668000.0,,3792000.0,-29223000.0,23539000.0,653867000.0,-453113000.0,-154606000.0,582480000.0,-1477000.0,-143511000.0,30830000.0,-454590000.0,-298117000.0,613310000.0,-135605000.0,-3898000.0,222076000.0,-225974000.0,85581000.0,2656000.0,-2000.0,-75011000.0,-229109000.0,-945267000.0,-112897000.0,18427000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q4,2012-10-01,2012-12-31,,-34408000.0,11359000.0,76701000.0,56458000.0,70350000.0,,-794000.0,5739000.0,17916000.0,93651000.0,-115470000.0,-106903000.0,131999000.0,,,,-115470000.0,-106903000.0,131999000.0,-91168000.0,25400000.0,26474000.0,-1074000.0,18077000.0,736000.0,3000000.0,-186474000.0,-75221000.0,-39038000.0,-2261000.0,-274000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:48:37+00:00,-156336000.0,42694000.0,228607000.0,231936000.0,280598000.0,,2804000.0,-119499000.0,40244000.0,3716185000.0,28269000.0,-394064000.0,443652000.0,-39000.0,-6136000.0,-10916000.0,28230000.0,-400200000.0,432736000.0,63570000.0,174048000.0,182707000.0,-8659000.0,57152000.0,1045000.0,1498000.0,-318365000.0,-240683000.0,-3370527000.0,-40313000.0,1457000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-31 16:03:20+00:00,-121928000.0,31335000.0,151906000.0,175478000.0,210248000.0,,3598000.0,-125238000.0,22328000.0,3622534000.0,143739000.0,-287161000.0,311653000.0,-39000.0,-6136000.0,-10916000.0,143700000.0,-293297000.0,300737000.0,154738000.0,148648000.0,156233000.0,-7585000.0,39075000.0,309000.0,-1502000.0,-131891000.0,-165462000.0,-3331489000.0,-38052000.0,1731000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q3TTM,2011-10-01,2012-09-30,,-127171000.0,40642000.0,175224000.0,216087000.0,283543000.0,,-2482000.0,-67883000.0,26183000.0,3735678000.0,-298712000.0,-352804000.0,524944000.0,-762000.0,3247000.0,-19727000.0,-299474000.0,-349557000.0,505217000.0,-146296000.0,182649000.0,226483000.0,-43834000.0,42159000.0,650000.0,-1503000.0,-178601000.0,-226282000.0,-3408072000.0,-474550000.0,2152000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q3,2012-07-01,2012-09-30,,-6494000.0,12128000.0,68076000.0,61003000.0,70493000.0,,3915000.0,-57139000.0,11299000.0,1734270000.0,136617000.0,-64726000.0,94798000.0,,,-6251000.0,136617000.0,-64726000.0,88547000.0,164353000.0,53751000.0,53719000.0,32000.0,15597000.0,55000.0,,-46305000.0,-58101000.0,-1562702000.0,,-131000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q2TTM,2011-07-01,2012-06-30,,-126469000.0,37397000.0,163227000.0,209968000.0,283668000.0,,-11985000.0,5036000.0,27270000.0,2777174000.0,-332464000.0,-338572000.0,639159000.0,-766000.0,-1978000.0,-54588000.0,-333230000.0,-340550000.0,584571000.0,-101194000.0,166823000.0,206235000.0,-39412000.0,106823000.0,1116000.0,-1504000.0,-182940000.0,-216692000.0,-2193049000.0,-762035000.0,6093000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q2,2012-04-01,2012-06-30,,-103608000.0,9606000.0,45770000.0,58392000.0,69606000.0,,-5009000.0,3164000.0,9708000.0,1187159000.0,21179000.0,-156544000.0,137796000.0,,-4995000.0,-490000.0,21179000.0,-161539000.0,137306000.0,-8063000.0,38917000.0,41441000.0,-2524000.0,13979000.0,64000.0,-1500000.0,-42597000.0,-51445000.0,-1133155000.0,,9000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 12:22:32+00:00,-11826000.0,9601000.0,38060000.0,56083000.0,70149000.0,,4692000.0,-71263000.0,1321000.0,701105000.0,-14057000.0,-65891000.0,79059000.0,-39000.0,-1141000.0,-4175000.0,-14096000.0,-67032000.0,74884000.0,-1552000.0,55980000.0,61073000.0,-5093000.0,9499000.0,190000.0,-2000.0,-42989000.0,-55916000.0,-635632000.0,-38052000.0,1853000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2012.0,Q1TTM,2011-04-01,2012-03-31,,-71512000.0,33667000.0,165483000.0,194110000.0,281321000.0,,-5583000.0,-24758000.0,77899000.0,2658087000.0,-686216000.0,-269113000.0,623236000.0,-1177000.0,379580000.0,-52251000.0,-687393000.0,110467000.0,570985000.0,-11524000.0,380953000.0,232866000.0,148087000.0,100140000.0,92000.0,-5000.0,-177524000.0,-203564000.0,-2232735000.0,-1012035000.0,5968000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 09:12:12+00:00,-347291000.0,46439000.0,125624000.0,243380000.0,282856000.0,,-11312000.0,-57766000.0,17664000.0,6444057000.0,18564000.0,-632750000.0,506593000.0,0.0,-4937000.0,953000.0,18564000.0,-637687000.0,507546000.0,-122889000.0,99992000.0,99161000.0,831000.0,135903000.0,2389000.0,-248000.0,-225034000.0,-287295000.0,-6211806000.0,-8706000.0,2084000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2013.0,Q4,2013-10-01,2013-12-31,,-208037000.0,13046000.0,37470000.0,46569000.0,72178000.0,,-1813000.0,10420000.0,2938000.0,2216363000.0,68369000.0,-291025000.0,172964000.0,,,,68369000.0,-291025000.0,172964000.0,-51505000.0,48455000.0,49139000.0,-684000.0,28181000.0,-110000.0,-247000.0,-71073000.0,-82423000.0,-2079749000.0,,-318000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2013.0,Q3TTM,2012-10-01,2013-09-30,,-173662000.0,44752000.0,164855000.0,253269000.0,281028000.0,,-10293000.0,-63247000.0,32642000.0,4321345000.0,-165275000.0,-448628000.0,465628000.0,,-4937000.0,953000.0,-165275000.0,-453565000.0,466581000.0,-162552000.0,77737000.0,77296000.0,441000.0,125799000.0,3235000.0,2999000.0,-340435000.0,-280093000.0,-4179801000.0,-2261000.0,2128000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2013.0,Q3,2013-07-01,2013-09-30,,-78201000.0,10404000.0,29268000.0,73248000.0,70764000.0,,-544000.0,-22283000.0,-171000.0,3127755000.0,-76723000.0,-125330000.0,120681000.0,,-4919000.0,,-76723000.0,-130249000.0,120681000.0,-86835000.0,4759000.0,5330000.0,-571000.0,56466000.0,105000.0,,-51526000.0,-46632000.0,-3152886000.0,,-497000.0
Iron Mountain Inc,IRM,SQL3F6CKNNBM3SQGHX24,1020569,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-31 15:09:07+00:00,-139254000.0,33393000.0,88154000.0,196811000.0,210678000.0,,-9499000.0,-68986000.0,14726000.0,4227694000.0,-49805000.0,-341725000.0,333629000.0,,-4937000.0,953000.0,-49805000.0,-346662000.0,334582000.0,-71384000.0,52337000.0,50822000.0,1515000.0,107722000.0,2499000.0,-1000.0,-153961000.0,-204872000.0,-4140763000.0,,2402000.0
