company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 11:30:13+00:00,2.15,2.15,,42290000.0,2.12,108424000.0,228020000.0,228020000.0,228020000.0,1444514000.0,2136850000.0,-3264000.0,263472000.0,1444514000.0,692336000.0,46866000.0,305762000.0,386574000.0,-50130000.0,336444000.0,2136850000.0,106100000.0,105832000.0,107580000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 09:38:31+00:00,1.55,1.55,,45843000.0,1.53,119264000.0,246952000.0,246952000.0,246952000.0,1730086000.0,2531135000.0,-2786000.0,322552000.0,1730086000.0,801049000.0,63652000.0,368395000.0,432654000.0,-66438000.0,366216000.0,2531135000.0,159300000.0,159222000.0,161164000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 12:59:30+00:00,0.67,0.67,0.06,11666000.0,0.66,32067000.0,70924000.0,70924000.0,70924000.0,437476000.0,647423000.0,-1540000.0,78216000.0,437476000.0,209947000.0,15534000.0,89882000.0,120065000.0,-17074000.0,102991000.0,647423000.0,105900000.0,106341000.0,107577000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 17:22:42+00:00,0.62,0.62,0.06,11824000.0,0.61,32012000.0,65842000.0,65842000.0,65842000.0,437183000.0,648771000.0,-929000.0,85653000.0,437183000.0,211588000.0,15328000.0,97477000.0,114111000.0,-16257000.0,97854000.0,648771000.0,106200000.0,105950000.0,107476000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 14:47:42+00:00,1.28,1.28,,42209000.0,1.27,88863000.0,205770000.0,205770000.0,205770000.0,1435953000.0,2098355000.0,-2667000.0,254143000.0,1435953000.0,662402000.0,68750000.0,296352000.0,366050000.0,-71417000.0,294633000.0,2098355000.0,160800000.0,160182000.0,161775000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q4,2009-10-01,2009-12-31,,0.32,0.32,0.04,10495000.0,0.32,19694000.0,51884000.0,51884000.0,51884000.0,359074000.0,523500000.0,-941000.0,64738000.0,359074000.0,164426000.0,16674000.0,75233000.0,89193000.0,-17615000.0,71578000.0,523500000.0,160800000.0,160182000.0,161775000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.44,1.44,0.18,31714000.0,1.44,69169000.0,153886000.0,153886000.0,153886000.0,1076879000.0,1574855000.0,-1726000.0,189405000.0,1076879000.0,497976000.0,52076000.0,221119000.0,276857000.0,-53802000.0,223055000.0,1574855000.0,107500000.0,106862000.0,107748000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 10:29:15+00:00,0.4,0.4,0.06,11069000.0,0.4,16375000.0,43018000.0,43018000.0,43018000.0,344658000.0,497060000.0,-702000.0,63858000.0,344658000.0,152402000.0,17380000.0,74927000.0,77475000.0,-18082000.0,59393000.0,497060000.0,107500000.0,106862000.0,107748000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.04,1.04,0.12,20645000.0,1.04,52794000.0,110868000.0,110868000.0,110868000.0,732221000.0,1077795000.0,-1024000.0,125547000.0,732221000.0,345574000.0,34696000.0,146192000.0,199382000.0,-35720000.0,163662000.0,1077795000.0,105700000.0,106708000.0,107955000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 10:15:00+00:00,0.49,0.49,0.06,9154000.0,0.48,23225000.0,51813000.0,51813000.0,51813000.0,361578000.0,524929000.0,-1001000.0,61017000.0,361578000.0,163351000.0,17141000.0,70171000.0,93180000.0,-18142000.0,75038000.0,524929000.0,105700000.0,106708000.0,107955000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 11:53:30+00:00,0.55,0.55,0.06,11491000.0,0.55,29569000.0,59055000.0,59055000.0,59055000.0,370643000.0,552866000.0,-23000.0,64530000.0,370643000.0,182223000.0,17555000.0,76021000.0,106202000.0,-17578000.0,88624000.0,552866000.0,107400000.0,106420000.0,107321000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 16:11:45+00:00,1.19,1.19,,45420000.0,1.18,122318000.0,283932000.0,283932000.0,283932000.0,1646892000.0,2470952000.0,-8386000.0,296482000.0,1646892000.0,824060000.0,67522000.0,341902000.0,482158000.0,-75908000.0,406250000.0,2470952000.0,238600000.0,238584000.0,241326000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q4,2010-10-01,2010-12-31,,0.34,0.34,0.04,12636000.0,0.34,33775000.0,81239000.0,81239000.0,81239000.0,446594000.0,677975000.0,-3529000.0,83221000.0,446594000.0,231381000.0,16981000.0,95857000.0,135524000.0,-20510000.0,115014000.0,677975000.0,238600000.0,238584000.0,241326000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.28,1.28,0.12,32784000.0,1.28,88543000.0,202693000.0,202693000.0,202693000.0,1200298000.0,1792977000.0,-4857000.0,213261000.0,1200298000.0,592679000.0,50541000.0,246045000.0,346634000.0,-55398000.0,291236000.0,1792977000.0,157900000.0,158645000.0,160723000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.6,1.6,0.16,43279000.0,1.6,108237000.0,254577000.0,254577000.0,254577000.0,1559372000.0,2316477000.0,-5798000.0,277999000.0,1559372000.0,757105000.0,67215000.0,321278000.0,435827000.0,-73013000.0,362814000.0,2316477000.0,157900000.0,158645000.0,160723000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 13:44:53+00:00,0.49,0.49,0.04,10837000.0,0.48,31458000.0,77357000.0,77357000.0,77357000.0,429075000.0,644374000.0,-2721000.0,75869000.0,429075000.0,215299000.0,17057000.0,86706000.0,128593000.0,-19778000.0,108815000.0,644374000.0,157900000.0,158645000.0,160723000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.79,0.79,0.08,21947000.0,0.79,57085000.0,125336000.0,125336000.0,125336000.0,771223000.0,1148603000.0,-2136000.0,137392000.0,771223000.0,377380000.0,33484000.0,159339000.0,218041000.0,-35620000.0,182421000.0,1148603000.0,156700000.0,158501000.0,160003000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.39,1.39,0.16,43511000.0,1.39,93154000.0,220238000.0,220238000.0,220238000.0,1474955000.0,2169163000.0,-3779000.0,265988000.0,1474955000.0,694208000.0,67538000.0,309499000.0,384709000.0,-71317000.0,313392000.0,2169163000.0,156700000.0,158501000.0,160003000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 08:56:15+00:00,0.43,0.43,0.04,10998000.0,0.42,29853000.0,67391000.0,67391000.0,67391000.0,395499000.0,591941000.0,-1621000.0,69849000.0,395499000.0,196442000.0,16730000.0,80847000.0,115595000.0,-18351000.0,97244000.0,591941000.0,156700000.0,158501000.0,160003000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.28,1.28,0.16,41667000.0,1.28,86526000.0,204660000.0,204660000.0,204660000.0,1441034000.0,2102151000.0,-3159000.0,257156000.0,1441034000.0,661117000.0,67949000.0,298823000.0,362294000.0,-71108000.0,291186000.0,2102151000.0,161000000.0,159928000.0,161355000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 17:16:09+00:00,0.36,0.36,0.04,10949000.0,0.36,27232000.0,57945000.0,57945000.0,57945000.0,375724000.0,556662000.0,-515000.0,67543000.0,375724000.0,180938000.0,16754000.0,78492000.0,102446000.0,-17269000.0,85177000.0,556662000.0,161000000.0,159928000.0,161355000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q4,2011-10-01,2011-12-31,,0.42,0.42,0.04,13493000.0,0.42,45072000.0,101907000.0,101907000.0,101907000.0,489753000.0,762751000.0,-2417000.0,92125000.0,489753000.0,272998000.0,17984000.0,105618000.0,167380000.0,-20401000.0,146979000.0,762751000.0,240300000.0,240383000.0,243161000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 12:22:45+00:00,1.6,1.6,,48873000.0,1.58,172178000.0,384464000.0,384464000.0,384464000.0,1955779000.0,2989914000.0,-9570000.0,349321000.0,1955779000.0,1034135000.0,69729000.0,398194000.0,635941000.0,-79299000.0,556642000.0,2989914000.0,240300000.0,240383000.0,243161000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.17,1.17,0.12,35380000.0,1.17,127106000.0,282557000.0,282557000.0,282557000.0,1466026000.0,2227163000.0,-7153000.0,257196000.0,1466026000.0,761137000.0,51745000.0,292576000.0,468561000.0,-58898000.0,409663000.0,2227163000.0,239000000.0,241386000.0,243771000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.51,1.51,0.16,48016000.0,1.51,160881000.0,363796000.0,363796000.0,363796000.0,1912620000.0,2905138000.0,-10682000.0,340417000.0,1912620000.0,992518000.0,68726000.0,388433000.0,604085000.0,-79408000.0,524677000.0,2905138000.0,239000000.0,241386000.0,243771000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 13:09:15+00:00,0.41,0.41,0.04,11675000.0,0.4,41065000.0,97978000.0,97978000.0,97978000.0,493266000.0,750546000.0,-3287000.0,86019000.0,493266000.0,257280000.0,17256000.0,97694000.0,159586000.0,-20543000.0,139043000.0,750546000.0,239000000.0,241386000.0,243771000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.77,0.77,0.08,23705000.0,0.77,86041000.0,184579000.0,184579000.0,184579000.0,972760000.0,1476617000.0,-3866000.0,171177000.0,972760000.0,503857000.0,34489000.0,194882000.0,308975000.0,-38355000.0,270620000.0,1476617000.0,241400000.0,240609000.0,243322000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.43,1.43,0.15,47178000.0,1.43,151274000.0,343175000.0,343175000.0,343175000.0,1848429000.0,2798966000.0,-10116000.0,330267000.0,1848429000.0,950537000.0,68527000.0,377445000.0,573092000.0,-78643000.0,494449000.0,2798966000.0,241400000.0,240609000.0,243322000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 14:22:07+00:00,0.39,0.39,0.04,12238000.0,0.39,43091000.0,94144000.0,94144000.0,94144000.0,499956000.0,758834000.0,-2381000.0,89685000.0,499956000.0,258878000.0,17339000.0,101923000.0,156955000.0,-19720000.0,137235000.0,758834000.0,241400000.0,240609000.0,243322000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.98,1.98,0.2,45938000.0,1.98,138036000.0,316422000.0,316422000.0,316422000.0,1743972000.0,2632073000.0,-9356000.0,310431000.0,1743972000.0,888101000.0,67918000.0,356369000.0,531732000.0,-77274000.0,454458000.0,2632073000.0,158700000.0,159728000.0,162186000.0
