company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2008.0,FY,,2008-12-31,2010-02-25 11:30:13+00:00,203742000.0,406012000.0,193684000.0,-144767000.0,86980000.0,204102000.0,,30919000.0,31649000.0,1240052000.0,441785000.0,1093243000.0,111211000.0,349509000.0,307908000.0,144941000.0,76936000.0,,82073000.0,1320470000.0,18438000.0,4230000.0,3055542000.0,1287772000.0,954586000.0,447513000.0,1287772000.0,1287772000.0,1767770000.0,3055542000.0,1793048000.0,1320257000.0,0.0,-92033000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,FY,,2009-12-31,2011-02-24 09:38:31+00:00,191779000.0,331383000.0,133357000.0,-75281000.0,246356000.0,225167000.0,,30669000.0,13345000.0,1277291000.0,521888000.0,955880000.0,167370000.0,311542000.0,310053000.0,206354000.0,44486000.0,,92492000.0,1500471000.0,85801000.0,4994000.0,3246032000.0,1567024000.0,969430000.0,424282000.0,1567024000.0,1567024000.0,1679008000.0,3246032000.0,1966549000.0,1254726000.0,0.0,-83333000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q3,,2009-09-30,2009-11-05 12:59:30+00:00,170958000.0,349184000.0,155579000.0,-106832000.0,200963000.0,228274000.0,,37065000.0,37073000.0,1280581000.0,503646000.0,974287000.0,115869000.0,312536000.0,308331000.0,193053000.0,54676000.0,,68502000.0,1455050000.0,85426000.0,6164000.0,3169015000.0,1484137000.0,960588000.0,449036000.0,1484137000.0,1484137000.0,1684878000.0,3169015000.0,1900096000.0,1235842000.0,,-92355000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2009.0,Q2,,2009-06-30,2009-08-05 17:22:42+00:00,176494000.0,356830000.0,157622000.0,-120325000.0,137402000.0,218150000.0,,29744000.0,50636000.0,1281579000.0,497448000.0,1053886000.0,112327000.0,325472000.0,309263000.0,180308000.0,57315000.0,,64835000.0,1418484000.0,5110000.0,5542000.0,3112922000.0,1424031000.0,912305000.0,389862000.0,1424031000.0,1424031000.0,1688891000.0,3112922000.0,1891354000.0,1299029000.0,,-92278000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,FY,,2010-12-31,2012-02-23 14:47:42+00:00,236600000.0,399913000.0,178081000.0,-91958000.0,163208000.0,264971000.0,,27106000.0,39026000.0,1573645000.0,761556000.0,1071360000.0,191096000.0,335253000.0,318126000.0,311466000.0,43367000.0,,110026000.0,1755742000.0,97152000.0,5645000.0,3818915000.0,1775204000.0,974492000.0,550859000.0,1775204000.0,1775204000.0,2043711000.0,3818915000.0,2526297000.0,1492852000.0,0.0,-153551000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q3,,2010-09-30,2010-11-04 10:29:15+00:00,227567000.0,390113000.0,170869000.0,-104058000.0,135017000.0,241584000.0,,20735000.0,32552000.0,1489574000.0,690360000.0,1074671000.0,164253000.0,332431000.0,304181000.0,278755000.0,47465000.0,,94436000.0,1684140000.0,32351000.0,5176000.0,3579305000.0,1668104000.0,930937000.0,463339000.0,1668104000.0,1668104000.0,1911201000.0,3579305000.0,2344187000.0,1447862000.0,,-153562000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q2,,2010-06-30,2010-08-05 10:15:00+00:00,213927000.0,367127000.0,145239000.0,-138898000.0,230793000.0,232586000.0,,22771000.0,26431000.0,1296586000.0,531824000.0,937292000.0,163256000.0,315747000.0,290437000.0,217192000.0,43915000.0,,96796000.0,1613171000.0,76795000.0,4592000.0,3267048000.0,1553376000.0,984945000.0,462392000.0,1553376000.0,1553376000.0,1713672000.0,3267048000.0,1991666000.0,1251280000.0,,-153483000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2010.0,Q1,,2010-03-31,2010-05-05 11:53:30+00:00,203532000.0,356187000.0,138043000.0,-108548000.0,255632000.0,233362000.0,,26090000.0,27532000.0,1261030000.0,504407000.0,946448000.0,165092000.0,305960000.0,298207000.0,204849000.0,47116000.0,,98512000.0,1552019000.0,80221000.0,5296000.0,3225017000.0,1525880000.0,996281000.0,449328000.0,1525880000.0,1525880000.0,1699137000.0,3225017000.0,1930529000.0,1249809000.0,,-150953000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,FY,,2011-12-31,2013-02-21 16:11:45+00:00,283068000.0,438245000.0,181172000.0,-157263000.0,170392000.0,318226000.0,,29268000.0,24127000.0,1806237000.0,982957000.0,1123416000.0,145848000.0,380471000.0,325329000.0,389088000.0,40743000.0,,125306000.0,2101615000.0,140508000.0,,4319490000.0,2052805000.0,1059119000.0,628875000.0,2052805000.0,2052805000.0,2266685000.0,4319490000.0,2935042000.0,1637810000.0,,-209773000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q3,,2011-09-30,2011-11-03 13:44:53+00:00,263143000.0,425011000.0,180335000.0,-101911000.0,218274000.0,312031000.0,,33247000.0,34094000.0,1677319000.0,836572000.0,1070540000.0,203237000.0,363838000.0,318636000.0,361791000.0,34677000.0,,117903000.0,2009321000.0,40635000.0,5490000.0,4116301000.0,2047860000.0,1080537000.0,518207000.0,2047860000.0,2047860000.0,2068441000.0,4116301000.0,2717128000.0,1550234000.0,,-171581000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q2,,2011-06-30,2011-08-04 08:56:15+00:00,266709000.0,439865000.0,175319000.0,-66543000.0,196593000.0,297217000.0,,34203000.0,32154000.0,1712781000.0,826720000.0,1083284000.0,200527000.0,364317000.0,331614000.0,361726000.0,41637000.0,,122226000.0,1921008000.0,127713000.0,6517000.0,4154774000.0,1985643000.0,1083132000.0,601895000.0,1985643000.0,1985643000.0,2169131000.0,4154774000.0,2740028000.0,1567236000.0,,-166039000.0
Ametek Inc,AME,549300WZDEF9KKE40E98,1037868,2011.0,Q1,,2011-03-31,2011-05-05 17:16:09+00:00,261579000.0,434517000.0,165452000.0,-73661000.0,155009000.0,272903000.0,,32868000.0,61340000.0,1591779000.0,760966000.0,1080696000.0,200092000.0,351424000.0,317635000.0,320326000.0,42343000.0,,119034000.0,1836529000.0,2652000.0,6665000.0,3893298000.0,1882219000.0,1022826000.0,491023000.0,1882219000.0,1882219000.0,2011079000.0,3893298000.0,2552837000.0,1520056000.0,,-153552000.0
