company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Prologis Inc,PLD,,1045609,2009.0,FY,,2009-12-31,2011-02-18 16:44:09+00:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Prologis Inc,PLD,,1045609,2010.0,FY,,2010-12-31,2011-11-08 17:20:17+00:00,-3160000.0,37634000.0,,9674105000.0,,19749000.0,6506029000.0,11283963000.0,15132000.0,,3553989000.0,,467998000.0,388536000.0,27081000.0,-2515722000.0,,14902667000.0,7155223000.0,7505223000.0,7520355000.0,7382312000.0,14902667000.0,350000000.0,
Prologis Inc,PLD,,1045609,2010.0,Q3,,2010-09-30,2010-11-02 17:27:46+00:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Prologis Inc,PLD,,1045609,2010.0,Q2,,2010-06-30,2010-08-03 17:16:33+00:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Prologis Inc,PLD,,1045609,2011.0,FY,,2011-12-31,2013-02-28 06:42:49+00:00,-182321000.0,176072000.0,,16353922000.0,,20992000.0,11382408000.0,22629630000.0,793835000.0,,4846218000.0,,1225548000.0,639490000.0,71992000.0,-3092162000.0,,27723912000.0,13079439000.0,13661639000.0,14455474000.0,13268438000.0,27723912000.0,582200000.0,
Prologis Inc,PLD,,1045609,2011.0,Q3,,2011-09-30,2011-11-08 17:20:17+00:00,-102546000.0,216749000.0,,16370173000.0,,2393000.0,12147277000.0,23684202000.0,669136000.0,,4607555000.0,,1201624000.0,633044000.0,77798000.0,-2916997000.0,,28586304000.0,13350630000.0,13932830000.0,14601966000.0,13984338000.0,28586304000.0,582200000.0,
Prologis Inc,PLD,,1045609,2011.0,Q2,,2011-06-30,2011-09-08 17:27:08+00:00,225364000.0,260893000.0,,16388818000.0,,,12119952000.0,23984465000.0,716705000.0,,4820758000.0,,1241931000.0,702378000.0,68390000.0,-2842842000.0,,29134506000.0,13771340000.0,14353540000.0,15070245000.0,14064261000.0,29134506000.0,582200000.0,
Prologis Inc,PLD,,1045609,2011.0,Q1,,2011-03-31,2011-05-09 18:14:22+00:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Prologis Inc,PLD,,1045609,2012.0,FY,,2012-12-31,2014-02-26 17:12:26+00:00,-233563000.0,100810000.0,,16416473000.0,,18334000.0,11790794000.0,23328463000.0,704319000.0,,3703946000.0,,1115911000.0,611770000.0,176926000.0,-3696093000.0,,27310145000.0,12486817000.0,13069017000.0,13773336000.0,13536809000.0,27310145000.0,582200000.0,
Prologis Inc,PLD,,1045609,2012.0,Q3,,2012-09-30,2012-11-06 16:14:14+00:00,-165100000.0,158188000.0,,16400406000.0,,34317000.0,12578060000.0,24071852000.0,692772000.0,,4173867000.0,,1163651000.0,625873000.0,172515000.0,-3335757000.0,,28576422000.0,12899549000.0,13481749000.0,14174521000.0,14401901000.0,28576422000.0,582200000.0,
