company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,restructuringcharge,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Prologis Inc,PLD,,1045609,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 16:44:09+00:00,0.0,-0.68,,161000000.0,-0.68,182866000.0,,,499998000.0,477660000.0,22338000.0,313363000.0,88572000.0,,,,-19203000.0,0.0,66451000.0,-182866000.0,,1218374000.0,319417000.0,136944000.0,31612000.0,12306000.0,,675589000.0,1355318000.0,660526000.0,1355318000.0,,97403659.0,198657631.0
Prologis Inc,PLD,,1045609,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 11:00:25+00:00,-0.01,-0.01,1.57,266364000.0,-0.01,331592000.0,5975000.0,,23929000.0,-355089000.0,379018000.0,-2650000.0,1156000.0,,214101000.0,35626000.0,149502000.0,,,-309447000.0,,692984000.0,259672000.0,153950000.0,25423000.0,0.0,,1071729000.0,882560000.0,-39667000.0,882560000.0,265000000.0,179966000.0,179966000.0
Prologis Inc,PLD,,1045609,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 06:42:49+00:00,-5.9,-5.9,1.25,294867000.0,-5.9,736612000.0,-30499000.0,,-1270453000.0,-1601487000.0,331034000.0,-1295920000.0,43000.0,,199199000.0,,-1018465000.0,,,,,700105000.0,222995000.0,140047000.0,25424000.0,0.0,,1453673000.0,840152000.0,-1631986000.0,840152000.0,219600000.0,219515000.0,219515000.0
Prologis Inc,PLD,,1045609,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 17:12:26+00:00,-0.51,-0.51,1.06,542419000.0,-0.51,21237000.0,1776000.0,,-269622000.0,-386628000.0,117006000.0,-299794000.0,-4524000.0,-466571000.0,348688000.0,41172000.0,-114166000.0,,,59935000.0,466571000.0,1265316000.0,274154000.0,156455000.0,34696000.0,140495000.0,466571000.0,1326993000.0,1462943000.0,-444787000.0,996372000.0,587800000.0,370534000.0,371730000.0
Prologis Inc,PLD,,1045609,2011.0,Q4,2011-10-01,2011-12-31,,0.04,0.04,0.28,160990000.0,0.04,-82586000.0,-8184000.0,,-151699000.0,-216049000.0,64350000.0,-157143000.0,-4832000.0,-466571000.0,90916000.0,-2472000.0,-129903000.0,,,132084000.0,466571000.0,360303000.0,391878000.0,41552000.0,10276000.0,18772000.0,466571000.0,369598000.0,399383000.0,-356317000.0,-67188000.0,587800000.0,370534000.0,371730000.0
Prologis Inc,PLD,,1045609,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.55,-0.55,0.78,381429000.0,-0.55,103823000.0,9960000.0,,-117923000.0,-170579000.0,52656000.0,-142651000.0,308000.0,,257772000.0,43644000.0,15737000.0,,,-72149000.0,,905013000.0,-117724000.0,114903000.0,24420000.0,121723000.0,,957395000.0,1063560000.0,-88470000.0,1063560000.0,462000000.0,458256000.0,462408000.0
Prologis Inc,PLD,,1045609,2011.0,Q2YTD,2011-01-01,2011-06-30,,-0.67,-0.67,0.5,198655000.0,-0.67,103823000.0,12798000.0,,-183791000.0,-213134000.0,29343000.0,-198087000.0,285000.0,,137823000.0,-8881000.0,2698000.0,,,-72149000.0,,474730000.0,123442000.0,76049000.0,14011000.0,109040000.0,,672783000.0,541898000.0,-128187000.0,541898000.0,309100000.0,307756000.0,307756000.0
Prologis Inc,PLD,,1045609,2012.0,FY,2012-01-01,2012-12-31,2014-02-26 17:12:26+00:00,-0.18,-0.18,1.12,724262000.0,-0.18,252914000.0,3580000.0,,137460000.0,61535000.0,75925000.0,86986000.0,9248000.0,,491239000.0,-20497000.0,-7371000.0,,,,,1823781000.0,318444000.0,136737000.0,41226000.0,80676000.0,,1867535000.0,1940021000.0,65115000.0,1940021000.0,-483300000.0,459895000.0,461848000.0
Prologis Inc,PLD,,1045609,2012.0,Q4,2012-10-01,2012-12-31,,-0.5,-0.5,0.28,175078000.0,-0.5,239951000.0,3364000.0,,-47407000.0,-106819000.0,59412000.0,-60780000.0,3068000.0,,120159000.0,-567000.0,-308110000.0,,,,,444631000.0,1208828000.0,35814000.0,10305000.0,28103000.0,,1023671000.0,479878000.0,-103455000.0,479878000.0,-483300000.0,459895000.0,461848000.0
Prologis Inc,PLD,,1045609,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.32,0.32,0.84,549184000.0,0.32,12963000.0,216000.0,,184867000.0,168354000.0,16513000.0,147766000.0,6180000.0,,371080000.0,-19930000.0,300739000.0,,,,,1379150000.0,-890384000.0,100923000.0,30921000.0,52573000.0,,843864000.0,1460143000.0,168570000.0,1460143000.0,465300000.0,460079000.0,461979000.0
