company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2008.0,FY,,2008-12-31,2010-02-25 12:39:46+00:00,724300000.0,687800000.0,,1096000000.0,-965900000.0,1104700000.0,,2059700000.0,128000000.0,234400000.0,,,2439900000.0,,1456200000.0,1007900000.0,1343900000.0,37400000.0,,,168900000.0,665400000.0,756500000.0,581900000.0,,,1173200000.0,159000000.0,,,212200000.0,,,,4118900000.0,1031400000.0,6074000000.0,674900000.0,3556900000.0,2912200000.0,674900000.0,712300000.0,5361700000.0,6074000000.0,1173200000.0,2449500000.0,-4537800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2009.0,FY,,2009-12-31,2011-02-24 08:57:13+00:00,739000000.0,765700000.0,,1036900000.0,-692600000.0,1298100000.0,,2127100000.0,134500000.0,282600000.0,,215500000.0,2505900000.0,13800000.0,2307200000.0,1049800000.0,1469000000.0,40000000.0,,,147600000.0,577800000.0,1042300000.0,706300000.0,50300000.0,37400000.0,846100000.0,174400000.0,72800000.0,12100000.0,254100000.0,,,,4383900000.0,137800000.0,6823400000.0,1272600000.0,4206200000.0,2291700000.0,1272600000.0,1312600000.0,5510800000.0,6823400000.0,1148200000.0,3219100000.0,-4545800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2009.0,Q3,,2009-09-30,2009-10-29 07:04:33+00:00,721300000.0,736200000.0,,1153300000.0,-711100000.0,1293400000.0,,2104400000.0,70100000.0,273800000.0,,,2604200000.0,,2328000000.0,1192700000.0,1450900000.0,41700000.0,,,166100000.0,599500000.0,974500000.0,642300000.0,,,1087800000.0,163000000.0,,,245100000.0,,,,4204900000.0,431200000.0,6735500000.0,1053400000.0,4196800000.0,2383800000.0,1053400000.0,1095100000.0,5640400000.0,6735500000.0,1087800000.0,3256600000.0,-4544800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2009.0,Q2,,2009-06-30,2009-07-30 07:31:10+00:00,662900000.0,689100000.0,,1147500000.0,-860100000.0,1221000000.0,0.0,2088900000.0,69600000.0,220200000.0,,,2545200000.0,,2243500000.0,1083100000.0,1397700000.0,38400000.0,,,160000000.0,659900000.0,850600000.0,616600000.0,,,1075800000.0,155600000.0,,,219600000.0,,,,4138700000.0,446900000.0,6317300000.0,824100000.0,3843800000.0,2235800000.0,824100000.0,862500000.0,5454800000.0,6317300000.0,1075800000.0,3219000000.0,-4543400000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,FY,,2010-12-31,2012-02-29 14:17:21+00:00,809800000.0,826300000.0,771600000.0,1123500000.0,-605800000.0,1179900000.0,0.0,2210800000.0,146500000.0,293200000.0,,675100000.0,2750900000.0,368300000.0,2408600000.0,1152900000.0,1627400000.0,16100000.0,,,128900000.0,561300000.0,,,,,1018600000.0,146000000.0,,,207600000.0,1025200000.0,,,4610800000.0,727600000.0,7873700000.0,1656500000.0,4184300000.0,2956300000.0,1656500000.0,1672600000.0,6201100000.0,7873700000.0,2062000000.0,3244800000.0,-4559300000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q3,,2010-09-30,2010-10-28 07:20:46+00:00,876600000.0,755500000.0,,1246100000.0,-603100000.0,841500000.0,,2192600000.0,86600000.0,325400000.0,,,2881400000.0,,1934600000.0,1356800000.0,1635300000.0,43200000.0,,,172300000.0,568800000.0,1039300000.0,757800000.0,,,2178800000.0,149200000.0,,,214200000.0,,,,4476500000.0,1169300000.0,7807200000.0,1509200000.0,3993100000.0,3429900000.0,1509200000.0,1552400000.0,6254800000.0,7807200000.0,2178800000.0,2824900000.0,-4556800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q2,,2010-06-30,2010-07-29 07:20:41+00:00,786400000.0,737000000.0,,1193200000.0,-757200000.0,984100000.0,,2176000000.0,86800000.0,260900000.0,,,2727800000.0,,1891000000.0,1095800000.0,1534600000.0,43900000.0,,,186900000.0,563900000.0,908700000.0,694600000.0,,,1465000000.0,119900000.0,,,216000000.0,,,,4404700000.0,607700000.0,6725200000.0,1267200000.0,3725600000.0,2652400000.0,1267200000.0,1311100000.0,5414100000.0,6725200000.0,1465000000.0,2761700000.0,-4556300000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q1,,2010-03-31,2010-04-30 07:24:57+00:00,742600000.0,748000000.0,,1185100000.0,-683200000.0,1122900000.0,,2151500000.0,87800000.0,268300000.0,,,2721200000.0,,1828300000.0,1104600000.0,1536100000.0,41200000.0,,,203800000.0,572900000.0,891500000.0,695100000.0,,,1415400000.0,123000000.0,,,241200000.0,,,,4331900000.0,770200000.0,6818500000.0,1244100000.0,3867000000.0,2805200000.0,1244100000.0,1285300000.0,5533200000.0,6818500000.0,1415400000.0,2728000000.0,-4556100000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,FY,,2011-12-31,2013-03-05 16:52:44+00:00,850200000.0,761500000.0,663600000.0,1137300000.0,-854400000.0,1245100000.0,0.0,2265000000.0,98400000.0,217100000.0,,473100000.0,2708800000.0,279900000.0,2459100000.0,1161300000.0,1571500000.0,14800000.0,67000000.0,,,603000000.0,,,,,1311700000.0,129700000.0,,,212400000.0,930900000.0,,,4726100000.0,849300000.0,7735000000.0,1570400000.0,4098800000.0,2891000000.0,1570400000.0,1585200000.0,6149800000.0,7735000000.0,2064700000.0,3258800000.0,-4566300000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q3,,2011-09-30,2011-10-27 07:11:25+00:00,808000000.0,783200000.0,729000000.0,1139100000.0,-694100000.0,988200000.0,0.0,2263200000.0,128700000.0,217800000.0,,674100000.0,2706100000.0,351100000.0,2464800000.0,1361200000.0,1567000000.0,14400000.0,,,83800000.0,476000000.0,,,,,1146000000.0,139100000.0,,,202800000.0,1008600000.0,,,4825700000.0,785700000.0,7879400000.0,1829300000.0,4141200000.0,2872000000.0,1829300000.0,1843700000.0,6035700000.0,7879400000.0,2171200000.0,3163700000.0,-4565500000.0
