company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,FY,2010-01-01,2010-12-31,2013-03-05 16:52:44+00:00,-785800000.0,49600000.0,387300000.0,133400000.0,145200000.0,,-33700000.0,-568700000.0,661500000.0,,234700000.0,-1095700000.0,689000000.0,234700000.0,-1095700000.0,689000000.0,-131700000.0,609300000.0,595200000.0,14100000.0,467700000.0,28200000.0,,74000000.0,-384100000.0,-1900000.0,-331200000.0,-56800000.0,-14100000.0,,11300000.0,11900000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-10-28 07:20:46+00:00,-795200000.0,,,,139100000.0,,-49100000.0,-493700000.0,534600000.0,,238900000.0,-997900000.0,338000000.0,238900000.0,-997900000.0,338000000.0,-470100000.0,380000000.0,380000000.0,,312600000.0,21500000.0,,,-287500000.0,-1600000.0,-216900000.0,-18300000.0,-11400000.0,,4100000.0,11700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q3TTM,2009-10-01,2010-09-30,,-795200000.0,47500000.0,377900000.0,127500000.0,135500000.0,5800000.0,-64300000.0,-597300000.0,543500000.0,,-137900000.0,-1121400000.0,845600000.0,-137900000.0,-1121400000.0,845600000.0,-451900000.0,648500000.0,639500000.0,9000000.0,620400000.0,32200000.0,-5700000.0,26100000.0,-379100000.0,-1800000.0,-341400000.0,-322100000.0,-12400000.0,,4200000.0,12700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q3,2010-07-01,2010-09-30,,-650800000.0,,,,48700000.0,,30400000.0,-278200000.0,514800000.0,,458600000.0,-728500000.0,96900000.0,458600000.0,-728500000.0,96900000.0,-142600000.0,167500000.0,167500000.0,,158900000.0,3500000.0,,,-98000000.0,-1300000.0,-77400000.0,38900000.0,-600000.0,,100000.0,900000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-29 07:20:41+00:00,-144400000.0,,,,90400000.0,,-79500000.0,-215500000.0,19800000.0,,-219700000.0,-269400000.0,241100000.0,-219700000.0,-269400000.0,241100000.0,-327500000.0,212500000.0,212500000.0,,153700000.0,18000000.0,,,-189500000.0,-300000.0,-139500000.0,-57200000.0,-10800000.0,,4000000.0,10800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q2TTM,2009-07-01,2010-06-30,,-144400000.0,47500000.0,377900000.0,127500000.0,136000000.0,5800000.0,-89600000.0,-440500000.0,92900000.0,,-641700000.0,-452100000.0,920400000.0,-641700000.0,-452100000.0,920400000.0,-236900000.0,638600000.0,629600000.0,9000000.0,547800000.0,31300000.0,-5800000.0,26100000.0,-370600000.0,-500000.0,-327700000.0,-382100000.0,-13200000.0,,4200000.0,16300000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q2,2010-04-01,2010-06-30,,-144400000.0,,,,46100000.0,,-40100000.0,-80100000.0,-119400000.0,,-251300000.0,-71400000.0,224000000.0,-251300000.0,-71400000.0,224000000.0,-138800000.0,169200000.0,169200000.0,,88800000.0,9900000.0,146100000.0,,-94200000.0,,-82700000.0,-47200000.0,-400000.0,,2600000.0,7000000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q1,2010-01-01,2010-03-31,2010-04-30 07:24:57+00:00,,,,,44300000.0,,-39400000.0,-135400000.0,139200000.0,,31600000.0,-198000000.0,17100000.0,31600000.0,-198000000.0,17100000.0,-188700000.0,43300000.0,43300000.0,,64900000.0,8100000.0,-146100000.0,,-95300000.0,-300000.0,-56800000.0,-10000000.0,-10400000.0,,1400000.0,3800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2010.0,Q1TTM,2009-04-01,2010-03-31,,,47500000.0,377900000.0,127500000.0,129300000.0,5800000.0,-7800000.0,-298100000.0,214000000.0,,-917900000.0,-412400000.0,832500000.0,-917900000.0,-412400000.0,832500000.0,-479500000.0,554000000.0,545000000.0,9000000.0,408800000.0,20400000.0,-146100000.0,26100000.0,-370500000.0,-1100000.0,-302000000.0,-764300000.0,-17500000.0,,17600000.0,13400000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q4,2011-10-01,2011-12-31,,,47800000.0,423800000.0,137400000.0,-400000.0,,-36300000.0,76300000.0,95700000.0,,-41400000.0,-86700000.0,393900000.0,-41400000.0,-86700000.0,393900000.0,256900000.0,300000.0,149500000.0,-149200000.0,120700000.0,-1000000.0,-13000000.0,27400000.0,-101200000.0,-200000.0,-79000000.0,-34000000.0,-900000.0,,100000.0,5400000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 15:13:14+00:00,,47800000.0,423800000.0,137400000.0,173300000.0,,-37200000.0,-743900000.0,724600000.0,,-284500000.0,-267400000.0,628100000.0,-284500000.0,-267400000.0,628100000.0,65200000.0,517800000.0,675600000.0,-157800000.0,475300000.0,16600000.0,-13000000.0,26200000.0,-403400000.0,-28800000.0,-276400000.0,-614600000.0,-7700000.0,,33700000.0,17100000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-27 07:11:25+00:00,0.0,,,,173700000.0,,-900000.0,-820200000.0,628900000.0,,-243100000.0,-180700000.0,234200000.0,-243100000.0,-180700000.0,234200000.0,-191700000.0,517500000.0,526100000.0,-8600000.0,354600000.0,17600000.0,,-1200000.0,-302200000.0,-28600000.0,-197400000.0,-580600000.0,-6800000.0,,33600000.0,11700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q3TTM,2010-10-01,2011-09-30,,9400000.0,49600000.0,387300000.0,133400000.0,179800000.0,,14500000.0,-895200000.0,755800000.0,,-247300000.0,-278500000.0,585200000.0,-247300000.0,-278500000.0,585200000.0,146700000.0,746800000.0,741300000.0,5500000.0,509700000.0,24300000.0,,72800000.0,-398800000.0,-28900000.0,-311700000.0,-619100000.0,-9500000.0,,40800000.0,11900000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q3,2011-07-01,2011-09-30,,,,,,58200000.0,,-26100000.0,-173100000.0,-13600000.0,,-120200000.0,-22500000.0,146000000.0,-120200000.0,-22500000.0,146000000.0,-22800000.0,165200000.0,165200000.0,,95700000.0,400000.0,,,-98900000.0,-1800000.0,-52900000.0,-8300000.0,200000.0,,27400000.0,4800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-28 07:18:58+00:00,0.0,,,,115500000.0,,25200000.0,-647100000.0,642500000.0,,-122900000.0,-158200000.0,88200000.0,-122900000.0,-158200000.0,88200000.0,-168900000.0,352300000.0,360900000.0,-8600000.0,258900000.0,17200000.0,,-1200000.0,-203300000.0,-26800000.0,-144500000.0,-572300000.0,-7000000.0,,6200000.0,6900000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q2TTM,2010-07-01,2011-06-30,,-641400000.0,49600000.0,387300000.0,133400000.0,170300000.0,,71000000.0,-1000300000.0,1284200000.0,,331500000.0,-984500000.0,536100000.0,331500000.0,-984500000.0,536100000.0,26900000.0,749100000.0,743600000.0,5500000.0,572900000.0,27400000.0,,72800000.0,-397900000.0,-28400000.0,-336200000.0,-571900000.0,-10300000.0,,13500000.0,8000000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q2,2011-04-01,2011-06-30,,,,,,60100000.0,,7800000.0,-294300000.0,91300000.0,,-19600000.0,-108800000.0,119800000.0,-19600000.0,-108800000.0,119800000.0,-4300000.0,208700000.0,208700000.0,,145300000.0,9200000.0,,-3500000.0,-104600000.0,-26700000.0,-89200000.0,-14300000.0,-1200000.0,,3200000.0,3900000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q1,2011-01-01,2011-03-31,2011-05-03 07:20:44+00:00,,,,,55400000.0,,17400000.0,-352800000.0,551200000.0,,-103300000.0,-49400000.0,-31600000.0,-103300000.0,-49400000.0,-31600000.0,-164600000.0,143600000.0,152200000.0,-8600000.0,113600000.0,8000000.0,,2300000.0,-98700000.0,-100000.0,-55300000.0,-558000000.0,-5800000.0,,3000000.0,3000000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2011.0,Q1TTM,2010-04-01,2011-03-31,,-785800000.0,49600000.0,387300000.0,133400000.0,156300000.0,,23100000.0,-786100000.0,1073500000.0,,99800000.0,-947100000.0,640300000.0,99800000.0,-947100000.0,640300000.0,-107600000.0,709600000.0,704100000.0,5500000.0,516400000.0,28100000.0,146100000.0,76300000.0,-387500000.0,-1700000.0,-329700000.0,-604800000.0,-9500000.0,,12900000.0,11100000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q4,2012-10-01,2012-12-31,,,50700000.0,331900000.0,137500000.0,-10400000.0,,7200000.0,221800000.0,22100000.0,,-139500000.0,-91800000.0,324400000.0,-139500000.0,-91800000.0,324400000.0,112100000.0,-161100000.0,-29600000.0,-131500000.0,91900000.0,1700000.0,,11800000.0,-28700000.0,400000.0,-93600000.0,-134300000.0,-300000.0,,-800000.0,2200000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 16:57:44+00:00,,50700000.0,331900000.0,137500000.0,161800000.0,,23400000.0,-251900000.0,735800000.0,,-401300000.0,-213400000.0,544000000.0,-401300000.0,-213400000.0,544000000.0,-35500000.0,-38200000.0,93300000.0,-131500000.0,490100000.0,49800000.0,,11800000.0,-329300000.0,-1500000.0,-228500000.0,-848800000.0,-8800000.0,,1200000.0,15400000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-01 07:05:27+00:00,0.0,,,,172200000.0,,16200000.0,-473700000.0,713700000.0,,-261800000.0,-121600000.0,219600000.0,-261800000.0,-121600000.0,219600000.0,-147600000.0,122900000.0,122900000.0,0.0,398200000.0,48100000.0,,0.0,-300600000.0,-1900000.0,-134900000.0,-714500000.0,-8500000.0,,2000000.0,13200000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q3TTM,2011-10-01,2012-09-30,,,47800000.0,423800000.0,137400000.0,171800000.0,,-20100000.0,-397400000.0,809400000.0,,-303200000.0,-208300000.0,613500000.0,-303200000.0,-208300000.0,613500000.0,109300000.0,123200000.0,272400000.0,-149200000.0,518900000.0,47100000.0,-13000000.0,27400000.0,-401800000.0,-2100000.0,-213900000.0,-748500000.0,-9400000.0,,2100000.0,18600000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q3,2012-07-01,2012-09-30,,,,,,53900000.0,,12400000.0,-67700000.0,75300000.0,,-327200000.0,-42600000.0,178500000.0,-327200000.0,-42600000.0,178500000.0,-178900000.0,32600000.0,32600000.0,,159700000.0,-500000.0,,,-101400000.0,-1100000.0,-47200000.0,-300200000.0,-400000.0,,2000000.0,3700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-01 07:06:32+00:00,0.0,,,,118300000.0,,3800000.0,-406000000.0,638400000.0,,65400000.0,-79000000.0,41100000.0,65400000.0,-79000000.0,41100000.0,31300000.0,90300000.0,90300000.0,0.0,238500000.0,48600000.0,,0.0,-199200000.0,-800000.0,-87700000.0,-414300000.0,-8100000.0,,0.0,9500000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q2TTM,2011-07-01,2012-06-30,,,47800000.0,423800000.0,137400000.0,176100000.0,,-58600000.0,-502800000.0,720500000.0,,-96200000.0,-188200000.0,581000000.0,-96200000.0,-188200000.0,581000000.0,265400000.0,255800000.0,405000000.0,-149200000.0,454900000.0,48000000.0,-13000000.0,27400000.0,-399300000.0,-2800000.0,-219600000.0,-456600000.0,-8800000.0,,27500000.0,19700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q2,2012-04-01,2012-06-30,,,,,,57800000.0,,-26900000.0,-158500000.0,521800000.0,,51700000.0,-37700000.0,74100000.0,51700000.0,-37700000.0,74100000.0,61200000.0,62700000.0,62700000.0,,112100000.0,3000000.0,,,-99200000.0,-700000.0,-42000000.0,-373200000.0,-700000.0,,,5000000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q1,2012-01-01,2012-03-31,2012-05-01 07:09:58+00:00,,,,,60500000.0,,30700000.0,-247500000.0,116600000.0,,13700000.0,-41300000.0,-33000000.0,13700000.0,-41300000.0,-33000000.0,-29900000.0,27600000.0,27600000.0,0.0,126400000.0,45600000.0,,0.0,-100000000.0,-100000.0,-45700000.0,-41100000.0,-7400000.0,,0.0,4500000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2012.0,Q1TTM,2011-04-01,2012-03-31,,,47800000.0,423800000.0,137400000.0,178400000.0,,-23900000.0,-638600000.0,290000000.0,,-167500000.0,-259300000.0,626700000.0,-167500000.0,-259300000.0,626700000.0,199900000.0,401800000.0,551000000.0,-149200000.0,488100000.0,54200000.0,-13000000.0,23900000.0,-404700000.0,-28800000.0,-266800000.0,-97700000.0,-9300000.0,,30700000.0,18600000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q4,2013-10-01,2013-12-31,,,59800000.0,296800000.0,224400000.0,-10100000.0,,-2800000.0,229400000.0,-41900000.0,,-87500000.0,-53400000.0,443300000.0,-87500000.0,-53400000.0,443300000.0,299600000.0,-67700000.0,-67700000.0,,231900000.0,-1600000.0,,,-27000000.0,-4500000.0,-79100000.0,-16000000.0,-1000000.0,,7900000.0,22300000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,FY,2013-01-01,2013-12-31,2015-02-24 16:57:44+00:00,,59800000.0,296800000.0,224400000.0,164800000.0,,-80800000.0,-331600000.0,1488200000.0,,-467900000.0,-173400000.0,539600000.0,-467900000.0,-173400000.0,539600000.0,-101700000.0,-51900000.0,-1000000.0,-50900000.0,647600000.0,104000000.0,,80800000.0,-106800000.0,-28200000.0,-197300000.0,-1943900000.0,-9400000.0,,14300000.0,37800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-10-31 07:05:55+00:00,,,,,174900000.0,,-78000000.0,-561000000.0,1530100000.0,,-380400000.0,-120000000.0,96300000.0,-380400000.0,-120000000.0,96300000.0,-401300000.0,15800000.0,66700000.0,-50900000.0,415700000.0,105600000.0,,80800000.0,-79800000.0,-23700000.0,-118200000.0,-1927900000.0,-8400000.0,,6400000.0,15500000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q3TTM,2012-10-01,2013-09-30,,,50700000.0,331900000.0,137500000.0,164500000.0,,-70800000.0,-339200000.0,1552200000.0,,-519900000.0,-211800000.0,420700000.0,-519900000.0,-211800000.0,420700000.0,-289200000.0,-145300000.0,37100000.0,-182400000.0,507600000.0,107300000.0,,92600000.0,-108500000.0,-23300000.0,-211800000.0,-2062200000.0,-8700000.0,,5600000.0,17700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q3,2013-07-01,2013-09-30,,,,,,55100000.0,,3000000.0,-180300000.0,19700000.0,,-138100000.0,-43000000.0,26600000.0,-138100000.0,-43000000.0,26600000.0,-70000000.0,-5800000.0,-6400000.0,600000.0,158200000.0,600000.0,,81500000.0,-25900000.0,-9500000.0,-42400000.0,-131700000.0,-800000.0,,6200000.0,2700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-08-01 07:07:39+00:00,,,,,119800000.0,,-81000000.0,-380700000.0,1510400000.0,,-242300000.0,-77000000.0,69700000.0,-242300000.0,-77000000.0,69700000.0,-331300000.0,21600000.0,73100000.0,-51500000.0,257500000.0,105000000.0,,-700000.0,-53900000.0,-14200000.0,-75800000.0,-1796200000.0,-7600000.0,,200000.0,12800000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q2TTM,2012-07-01,2013-06-30,,,50700000.0,331900000.0,137500000.0,163300000.0,,-61400000.0,-226600000.0,1607800000.0,,-709000000.0,-211400000.0,572600000.0,-709000000.0,-211400000.0,572600000.0,-398100000.0,-106900000.0,76100000.0,-183000000.0,509100000.0,106200000.0,,11100000.0,-184000000.0,-14900000.0,-216600000.0,-2230700000.0,-8300000.0,,1400000.0,18700000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q2,2013-04-01,2013-06-30,,,,,,62800000.0,,-19400000.0,-83600000.0,-93600000.0,,-737500000.0,-41100000.0,188600000.0,-737500000.0,-41100000.0,188600000.0,-610100000.0,34200000.0,85700000.0,-51500000.0,123700000.0,7500000.0,,-700000.0,-27700000.0,-10000000.0,-32300000.0,-622900000.0,-800000.0,,-2300000.0,3500000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q1,2013-01-01,2013-03-31,2013-04-30 07:08:32+00:00,,,,,57000000.0,,-61600000.0,-297100000.0,1604000000.0,,495200000.0,-35900000.0,-118900000.0,495200000.0,-35900000.0,-118900000.0,278800000.0,-12600000.0,-12600000.0,,133800000.0,97500000.0,,,-26200000.0,-4200000.0,-43500000.0,-1173300000.0,-6800000.0,,2500000.0,9300000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2013.0,Q1TTM,2012-04-01,2013-03-31,,,50700000.0,331900000.0,137500000.0,158300000.0,,-68900000.0,-301500000.0,2223200000.0,,80200000.0,-208000000.0,458100000.0,80200000.0,-208000000.0,458100000.0,273200000.0,-78400000.0,53100000.0,-131500000.0,497500000.0,101700000.0,,11800000.0,-255500000.0,-5600000.0,-226300000.0,-1981000000.0,-8200000.0,,3700000.0,20200000.0
Avon Products Inc,AVP,5493007RY69UEB1F1B45,8868,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 12:37:12+00:00,0.0,47700000.0,229200000.0,123800000.0,121700000.0,0.0,-183300000.0,-46000000.0,0.0,,-208700000.0,-100500000.0,288900000.0,-208700000.0,-100500000.0,288900000.0,-147400000.0,-384900000.0,-344500000.0,-40400000.0,510000000.0,200000.0,0.0,56200000.0,-110200000.0,-26800000.0,-126300000.0,-88900000.0,-9800000.0,0.0,36900000.0,15700000.0
