company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,dividendspayable,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2008.0,FY,,2008-12-31,2009-10-29 08:03:31+00:00,202000000.0,1005000000.0,179000000.0,1684000000.0,,178000000.0,,16000000.0,,1684000000.0,,,,,50000000.0,,,418000000.0,5500000000.0,,1675000000.0,,,3816000000.0,,,571000000.0,245000000.0,1021000000.0,686000000.0,,,-32000000.0,434000000.0,374000000.0,,,,,,,,866000000.0,,6710000000.0,1652000000.0,2042000000.0,1983000000.0,1652000000.0,1652000000.0,5026000000.0,6710000000.0,852000000.0,3043000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2008.0,Q3,,2008-09-30,2009-10-29 08:03:31+00:00,181000000.0,724000000.0,142000000.0,1651000000.0,,176000000.0,,11000000.0,,,,,,,39000000.0,,,418000000.0,5377000000.0,,1675000000.0,,811000000.0,3726000000.0,1753000000.0,,625000000.0,62000000.0,394000000.0,691000000.0,,,,420000000.0,391000000.0,,,,,,,,769000000.0,,6504000000.0,,1940000000.0,1822000000.0,,1753000000.0,4751000000.0,6504000000.0,838000000.0,2929000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,FY,,2009-12-31,2011-02-09 08:40:29+00:00,196000000.0,963000000.0,80000000.0,1793000000.0,,183000000.0,,26000000.0,,,30000000.0,,35000000.0,56000000.0,41000000.0,41000000.0,,418000000.0,5939000000.0,,1974000000.0,,672000000.0,4146000000.0,1819000000.0,,695000000.0,197000000.0,339000000.0,691000000.0,,,,510000000.0,434000000.0,,,,,,,,602000000.0,,7074000000.0,,2000000000.0,1772000000.0,,1819000000.0,5255000000.0,7074000000.0,928000000.0,3483000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q3,,2009-09-30,2009-10-29 08:03:31+00:00,155000000.0,345000000.0,178000000.0,1761000000.0,,194000000.0,,21000000.0,,1747000000.0,,,,,43000000.0,,,418000000.0,5791000000.0,,1975000000.0,,,4030000000.0,,,644000000.0,228000000.0,952000000.0,358000000.0,,,-28000000.0,417000000.0,351000000.0,,,,,,,,310000000.0,,6183000000.0,1719000000.0,1318000000.0,1044000000.0,1719000000.0,1719000000.0,4436000000.0,6183000000.0,835000000.0,3392000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q2,,2009-06-30,2010-07-29 08:24:35+00:00,167000000.0,466000000.0,176000000.0,1729000000.0,,199000000.0,,12000000.0,,,,,,,,,,418000000.0,5685000000.0,,1675000000.0,,532000000.0,3956000000.0,1759000000.0,,609000000.0,231000000.0,306000000.0,520000000.0,,,,430000000.0,366000000.0,,,,,,,,418000000.0,,6120000000.0,,1316000000.0,1281000000.0,,1759000000.0,4361000000.0,6120000000.0,848000000.0,3080000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q1,,2009-03-31,2010-04-27 08:28:02+00:00,193000000.0,764000000.0,214000000.0,1706000000.0,,194000000.0,,21000000.0,,,,,,,58000000.0,,,418000000.0,5592000000.0,,1675000000.0,,348000000.0,3886000000.0,1763000000.0,,586000000.0,233000000.0,298000000.0,480000000.0,,,,422000000.0,358000000.0,,,,,,,,403000000.0,,6157000000.0,,1431000000.0,1348000000.0,,1763000000.0,4394000000.0,6157000000.0,840000000.0,3046000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,FY,,2010-12-31,2012-02-22 08:05:06+00:00,178000000.0,1162000000.0,76000000.0,1861000000.0,-150000000.0,182000000.0,,24000000.0,,1022000000.0,23000000.0,,48000000.0,51000000.0,52000000.0,,,418000000.0,6266000000.0,3000000.0,1671000000.0,11000000.0,639000000.0,4405000000.0,23000000.0,,768000000.0,222000000.0,275000000.0,931000000.0,,40000000.0,,517000000.0,409000000.0,,,,66000000.0,,,943000000.0,1033000000.0,0.0,7520000000.0,1813000000.0,2166000000.0,2432000000.0,1813000000.0,1836000000.0,5684000000.0,7520000000.0,949000000.0,3252000000.0,-2000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q3,,2010-09-30,2010-11-02 08:35:33+00:00,132000000.0,560000000.0,187000000.0,1846000000.0,,187000000.0,,14000000.0,,1814000000.0,,,,,,,,418000000.0,6139000000.0,,1514000000.0,,,4293000000.0,,,727000000.0,179000000.0,1054000000.0,770000000.0,,,-16000000.0,539000000.0,393000000.0,,,,,,,,975000000.0,,6878000000.0,1798000000.0,1628000000.0,2064000000.0,1798000000.0,1798000000.0,5064000000.0,6878000000.0,957000000.0,3000000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q2,,2010-06-30,2010-07-29 08:24:35+00:00,171000000.0,660000000.0,182000000.0,1849000000.0,,186000000.0,,16000000.0,,1827000000.0,,,,,,,,418000000.0,6150000000.0,,1553000000.0,,,4301000000.0,,,729000000.0,180000000.0,841000000.0,807000000.0,,,-17000000.0,542000000.0,449000000.0,,,,,,,,694000000.0,,6778000000.0,1810000000.0,1517000000.0,1854000000.0,1810000000.0,1810000000.0,4951000000.0,6778000000.0,960000000.0,3097000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q1,,2010-03-31,2010-04-27 08:28:02+00:00,219000000.0,959000000.0,243000000.0,1814000000.0,,186000000.0,,19000000.0,,1851000000.0,,,,,52000000.0,,,418000000.0,6025000000.0,,1674000000.0,,,4211000000.0,,,711000000.0,182000000.0,671000000.0,815000000.0,,,-17000000.0,547000000.0,438000000.0,,,,,,,,454000000.0,,6825000000.0,1834000000.0,1649000000.0,1783000000.0,1834000000.0,1834000000.0,4974000000.0,6825000000.0,965000000.0,3191000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,FY,,2011-12-31,2013-02-06 08:09:23+00:00,294000000.0,677000000.0,168000000.0,1879000000.0,-217000000.0,1695000000.0,,69000000.0,,2575000000.0,,,49000000.0,52000000.0,152000000.0,,,1813000000.0,9779000000.0,105000000.0,3561000000.0,128000000.0,750000000.0,7900000000.0,21000000.0,,1445000000.0,558000000.0,1033000000.0,970000000.0,,61000000.0,,1221000000.0,231000000.0,,,,164000000.0,,,967000000.0,1338000000.0,53000000.0,13913000000.0,3332000000.0,2746000000.0,3084000000.0,3318000000.0,3339000000.0,10574000000.0,13913000000.0,3267000000.0,7490000000.0,7000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q3,,2011-09-30,2011-11-02 08:19:00+00:00,124000000.0,656000000.0,229000000.0,1886000000.0,,254000000.0,,165000000.0,0.0,1881000000.0,,,,,,,,418000000.0,6521000000.0,,2687000000.0,,,4635000000.0,17000000.0,,895000000.0,180000000.0,980000000.0,770000000.0,,,-17000000.0,605000000.0,422000000.0,,,,,,,,17000000.0,,7459000000.0,1864000000.0,1801000000.0,1140000000.0,1864000000.0,1881000000.0,5578000000.0,7459000000.0,1023000000.0,4438000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q2,,2011-06-30,2011-08-03 07:55:19+00:00,138000000.0,773000000.0,222000000.0,1860000000.0,,253000000.0,,21000000.0,0.0,1914000000.0,,,,,,,,418000000.0,6447000000.0,,2164000000.0,,,4587000000.0,,,853000000.0,184000000.0,809000000.0,885000000.0,,,-18000000.0,609000000.0,450000000.0,,,,,,,,154000000.0,,7217000000.0,1896000000.0,1603000000.0,1399000000.0,1896000000.0,1896000000.0,5303000000.0,7217000000.0,1027000000.0,3904000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q1,,2011-03-31,2012-05-01 08:09:47+00:00,154000000.0,346000000.0,225000000.0,1830000000.0,,296000000.0,,85000000.0,,,,,,,,,,418000000.0,6348000000.0,,2173000000.0,,361000000.0,4518000000.0,1920000000.0,,803000000.0,187000000.0,795000000.0,909000000.0,,,,503000000.0,334000000.0,,,,,,,,25000000.0,0.0,7026000000.0,,1587000000.0,1313000000.0,,1920000000.0,5106000000.0,7026000000.0,921000000.0,3793000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,FY,,2012-12-31,2014-11-07 17:24:10+00:00,325000000.0,629000000.0,178000000.0,2114000000.0,-218000000.0,1864000000.0,,108000000.0,,2605000000.0,,,51000000.0,27000000.0,143000000.0,,33000000.0,1776000000.0,10319000000.0,71000000.0,3327000000.0,128000000.0,699000000.0,8205000000.0,22000000.0,,1561000000.0,508000000.0,921000000.0,917000000.0,291000000.0,92000000.0,,1021000000.0,83000000.0,,,,132000000.0,,,990000000.0,1603000000.0,56000000.0,14070000000.0,3385000000.0,2836000000.0,3336000000.0,3369000000.0,3391000000.0,10679000000.0,14070000000.0,3029000000.0,7343000000.0,8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q3,,2012-09-30,2012-11-01 08:08:50+00:00,292000000.0,274000000.0,302000000.0,2069000000.0,-203000000.0,1830000000.0,,91000000.0,,2602000000.0,,,,,159000000.0,,,1817000000.0,10281000000.0,,3330000000.0,,,8212000000.0,17000000.0,,1555000000.0,509000000.0,1710000000.0,737000000.0,,,,1431000000.0,209000000.0,,,,,,,990000000.0,1274000000.0,60000000.0,13595000000.0,3381000000.0,2135000000.0,2764000000.0,3381000000.0,3398000000.0,10197000000.0,13595000000.0,3248000000.0,7433000000.0,-8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q2,,2012-06-30,2012-08-01 08:05:05+00:00,248000000.0,310000000.0,355000000.0,2004000000.0,,1453000000.0,,87000000.0,,3429000000.0,,,,,139000000.0,,,1813000000.0,10091000000.0,,3334000000.0,,,8087000000.0,17000000.0,,1509000000.0,517000000.0,1422000000.0,756000000.0,,,,1494000000.0,572000000.0,,,,,,,,962000000.0,61000000.0,13274000000.0,3429000000.0,1880000000.0,2460000000.0,3412000000.0,3429000000.0,9845000000.0,13274000000.0,3307000000.0,7385000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q1,,2012-03-31,2012-05-01 08:09:47+00:00,205000000.0,558000000.0,333000000.0,1947000000.0,,1431000000.0,,71000000.0,,3426000000.0,,,,,,,,1813000000.0,9920000000.0,,3558000000.0,,,7973000000.0,16000000.0,,1447000000.0,546000000.0,1336000000.0,1080000000.0,,,,1431000000.0,483000000.0,,,,,,,,730000000.0,57000000.0,13239000000.0,3426000000.0,2022000000.0,2348000000.0,3410000000.0,3426000000.0,9813000000.0,13239000000.0,3244000000.0,7465000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,FY,,2013-12-31,2015-02-11 17:55:36+00:00,421000000.0,707000000.0,70000000.0,2295000000.0,-136000000.0,1895000000.0,,81000000.0,0.0,2649000000.0,,,85000000.0,66000000.0,136000000.0,,117000000.0,1827000000.0,10938000000.0,145000000.0,3813000000.0,113000000.0,658000000.0,8643000000.0,45000000.0,,1628000000.0,404000000.0,1054000000.0,1077000000.0,283000000.0,92000000.0,,810000000.0,79000000.0,,,,63000000.0,,,1063000000.0,1171000000.0,49000000.0,14550000000.0,3584000000.0,2895000000.0,3118000000.0,3568000000.0,3613000000.0,10937000000.0,14550000000.0,3012000000.0,7819000000.0,8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q3,,2013-09-30,2014-11-25 19:03:01+00:00,295000000.0,276000000.0,197000000.0,2281000000.0,-208000000.0,1940000000.0,,97000000.0,,2642000000.0,,,,,140000000.0,,,1822000000.0,10761000000.0,152000000.0,3816000000.0,,788000000.0,8480000000.0,38000000.0,,1551000000.0,511000000.0,756000000.0,904000000.0,294000000.0,39000000.0,,1104000000.0,79000000.0,,,,,,,1042000000.0,832000000.0,41000000.0,13810000000.0,3468000000.0,2252000000.0,2407000000.0,3468000000.0,3506000000.0,10304000000.0,13810000000.0,3078000000.0,7897000000.0,-8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q2,,2013-06-30,2014-11-25 19:01:18+00:00,336000000.0,362000000.0,225000000.0,2240000000.0,-209000000.0,1916000000.0,,153000000.0,,2631000000.0,,,,,114000000.0,,,1822000000.0,10599000000.0,158000000.0,3819000000.0,,522000000.0,8359000000.0,16000000.0,,1534000000.0,510000000.0,864000000.0,1114000000.0,289000000.0,38000000.0,,1138000000.0,79000000.0,,,,,,,1072000000.0,521000000.0,41000000.0,13708000000.0,3486000000.0,2231000000.0,2348000000.0,3486000000.0,3502000000.0,10206000000.0,13708000000.0,3118000000.0,7858000000.0,-8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q1,,2013-03-31,2014-11-25 18:59:27+00:00,306000000.0,800000000.0,224000000.0,2181000000.0,-211000000.0,1860000000.0,,122000000.0,,2612000000.0,,,,,115000000.0,,,1822000000.0,10450000000.0,131000000.0,3324000000.0,,384000000.0,8269000000.0,15000000.0,,1539000000.0,509000000.0,892000000.0,1286000000.0,291000000.0,34000000.0,,1110000000.0,78000000.0,,,,,,,1085000000.0,1094000000.0,41000000.0,13862000000.0,3478000000.0,2530000000.0,3059000000.0,3478000000.0,3493000000.0,10369000000.0,13862000000.0,3063000000.0,7310000000.0,-8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,FY,,2014-12-31,2015-07-29 07:10:24+00:00,312000000.0,762000000.0,316000000.0,2462000000.0,-206000000.0,1928000000.0,,31000000.0,0.0,2686000000.0,,,,,125000000.0,,,1827000000.0,11552000000.0,125000000.0,3581000000.0,,716000000.0,9090000000.0,44000000.0,,1724000000.0,525000000.0,1154000000.0,1091000000.0,,,,960000000.0,83000000.0,,,,223000000.0,,,1312000000.0,1375000000.0,,14888000000.0,3800000000.0,2886000000.0,3219000000.0,3784000000.0,3828000000.0,11060000000.0,14888000000.0,2912000000.0,7841000000.0,8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q3,,2014-09-30,2014-11-07 17:26:08+00:00,298000000.0,372000000.0,255000000.0,2427000000.0,-133000000.0,1939000000.0,,32000000.0,,2679000000.0,,,,,122000000.0,,,1827000000.0,11352000000.0,130000000.0,3605000000.0,,,8925000000.0,42000000.0,,1655000000.0,406000000.0,1681000000.0,906000000.0,,,,978000000.0,84000000.0,,,,,,,1222000000.0,881000000.0,8000000.0,13953000000.0,3760000000.0,2093000000.0,2462000000.0,3760000000.0,3802000000.0,10151000000.0,13953000000.0,2935000000.0,7689000000.0,-8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q2,,2014-06-30,2015-07-29 07:10:24+00:00,319000000.0,469000000.0,303000000.0,2400000000.0,-133000000.0,1944000000.0,,122000000.0,0.0,2671000000.0,,,,,107000000.0,,,1827000000.0,11188000000.0,135000000.0,3585000000.0,,460000000.0,8788000000.0,42000000.0,,1675000000.0,405000000.0,1005000000.0,1179000000.0,257000000.0,39000000.0,,1029000000.0,95000000.0,,,,67000000.0,,,1288000000.0,648000000.0,,14159000000.0,3834000000.0,2380000000.0,2595000000.0,3818000000.0,3860000000.0,10299000000.0,14159000000.0,2991000000.0,7704000000.0,8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q1,,2014-03-31,2015-04-28 08:22:41+00:00,434000000.0,-49000000.0,467000000.0,2367000000.0,-135000000.0,1908000000.0,,267000000.0,0.0,2657000000.0,,,,,104000000.0,,,1827000000.0,11054000000.0,140000000.0,3610000000.0,,1328000000.0,8687000000.0,40000000.0,,1655000000.0,405000000.0,1730000000.0,1772000000.0,264000000.0,36000000.0,,1021000000.0,89000000.0,,,,,,,1289000000.0,941000000.0,49000000.0,15264000000.0,3803000000.0,3589000000.0,3754000000.0,3803000000.0,3843000000.0,11421000000.0,15264000000.0,2988000000.0,7667000000.0,-8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q3,,2015-09-30,2015-11-09 17:02:48+00:00,274000000.0,305000000.0,250000000.0,2560000000.0,-195000000.0,1954000000.0,,19000000.0,0.0,2697000000.0,,,,,150000000.0,,,1813000000.0,12141000000.0,113000000.0,3150000000.0,,659000000.0,9581000000.0,41000000.0,,1767000000.0,528000000.0,719000000.0,817000000.0,,,,923000000.0,95000000.0,,,,74000000.0,,,1375000000.0,1311000000.0,,14206000000.0,3885000000.0,1776000000.0,2802000000.0,3869000000.0,3910000000.0,10296000000.0,14206000000.0,2849000000.0,7494000000.0,8000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q2,,2015-06-30,2016-07-26 07:59:05+00:00,272000000.0,399000000.0,266000000.0,2524000000.0,-169000000.0,1968000000.0,,25000000.0,0.0,2700000000.0,,26000000.0,0.0,,115000000.0,,,1827000000.0,11903000000.0,112000000.0,3452000000.0,,421000000.0,9379000000.0,41000000.0,,1780000000.0,526000000.0,650000000.0,810000000.0,,,,945000000.0,73000000.0,,,,51000000.0,0.0,,1425000000.0,584000000.0,,13835000000.0,3948000000.0,1572000000.0,2047000000.0,3948000000.0,3989000000.0,9846000000.0,13835000000.0,2884000000.0,7799000000.0,-8000000.0
