company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,54000000.0,106000000.0,159000000.0,,36000000.0,6000000.0,70000000.0,-4000000.0,-459000000.0,456000000.0,,,-4000000.0,-459000000.0,456000000.0,-7000000.0,261000000.0,261000000.0,,,8000000.0,,,-215000000.0,,-532000000.0,132000000.0,-5000000.0,,,73000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q3,2010-07-01,2010-09-30,,,,19000000.0,34000000.0,40000000.0,,-224000000.0,3000000.0,73000000.0,209000000.0,-48000000.0,-163000000.0,,,209000000.0,-48000000.0,-163000000.0,-2000000.0,21000000.0,21000000.0,,,,,,-33000000.0,,-121000000.0,169000000.0,-3000000.0,,,73000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-02 08:35:33+00:00,,,54000000.0,87000000.0,119000000.0,,251000000.0,11000000.0,73000000.0,-265000000.0,-297000000.0,550000000.0,,,-265000000.0,-297000000.0,550000000.0,-12000000.0,180000000.0,180000000.0,,,,,,-184000000.0,,-370000000.0,-160000000.0,-5000000.0,,,73000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q2TTM,2009-07-01,2010-06-30,,,,50000000.0,99000000.0,159000000.0,,163000000.0,,297000000.0,-52000000.0,-518000000.0,574000000.0,,,-52000000.0,-518000000.0,574000000.0,4000000.0,252000000.0,252000000.0,,,8000000.0,,,-210000000.0,,-518000000.0,-145000000.0,-2000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q2,2010-04-01,2010-06-30,,,,34000000.0,19000000.0,39000000.0,,-10000000.0,5000000.0,,89000000.0,-135000000.0,43000000.0,,,89000000.0,-135000000.0,43000000.0,-3000000.0,14000000.0,14000000.0,,,,,,-33000000.0,,-135000000.0,119000000.0,-2000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-29 08:24:35+00:00,,,35000000.0,53000000.0,79000000.0,,475000000.0,8000000.0,,-474000000.0,-249000000.0,713000000.0,,,-474000000.0,-249000000.0,713000000.0,-10000000.0,159000000.0,159000000.0,,,,,,-151000000.0,,-249000000.0,-329000000.0,-2000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q1TTM,2009-04-01,2010-03-31,,,,35000000.0,98000000.0,159000000.0,,233000000.0,2000000.0,297000000.0,-160000000.0,-493000000.0,651000000.0,,,-160000000.0,-493000000.0,651000000.0,-2000000.0,259000000.0,259000000.0,,,8000000.0,,,-218000000.0,,-493000000.0,-249000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2010.0,Q1,2010-01-01,2010-03-31,2010-04-27 08:28:02+00:00,,,1000000.0,34000000.0,40000000.0,,485000000.0,3000000.0,,-563000000.0,-114000000.0,670000000.0,,,-563000000.0,-114000000.0,670000000.0,-7000000.0,145000000.0,145000000.0,,,,,,-118000000.0,,-114000000.0,-448000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,FY,2011-01-01,2011-12-31,2014-02-06 16:47:20+00:00,,,12000000.0,116000000.0,186000000.0,,167000000.0,19000000.0,1380000000.0,933000000.0,-1339000000.0,451000000.0,,,933000000.0,-1339000000.0,451000000.0,45000000.0,186000000.0,186000000.0,,-88000000.0,,-912000000.0,,-164000000.0,,-427000000.0,-300000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q4,2011-10-01,2011-12-31,,,,2000000.0,21000000.0,60000000.0,,-118000000.0,19000000.0,366000000.0,1060000000.0,-1047000000.0,-109000000.0,,,1060000000.0,-1047000000.0,-109000000.0,-96000000.0,37000000.0,37000000.0,,-88000000.0,-11000000.0,-912000000.0,,-46000000.0,,-135000000.0,732000000.0,2000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q3TTM,2010-10-01,2011-09-30,,,,14000000.0,115000000.0,167000000.0,,150000000.0,-3000000.0,1232000000.0,52000000.0,-437000000.0,536000000.0,,,52000000.0,-437000000.0,536000000.0,151000000.0,219000000.0,219000000.0,,,11000000.0,-5000000.0,,-155000000.0,,-432000000.0,-1036000000.0,3000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q3,2011-07-01,2011-09-30,,,,,39000000.0,43000000.0,,-139000000.0,,369000000.0,340000000.0,-96000000.0,-100000000.0,,,340000000.0,-96000000.0,-100000000.0,144000000.0,-4000000.0,-4000000.0,,,,,,-34000000.0,,-96000000.0,7000000.0,-2000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-02 08:19:00+00:00,,,10000000.0,95000000.0,126000000.0,,285000000.0,,1014000000.0,-127000000.0,-292000000.0,560000000.0,,,-127000000.0,-292000000.0,560000000.0,141000000.0,149000000.0,149000000.0,,,11000000.0,0.0,,-118000000.0,,-292000000.0,-1032000000.0,-2000000.0,,,0.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-01 08:05:05+00:00,,,10000000.0,56000000.0,83000000.0,,424000000.0,,645000000.0,-467000000.0,-196000000.0,660000000.0,,,-467000000.0,-196000000.0,660000000.0,-3000000.0,153000000.0,153000000.0,,,11000000.0,,,-84000000.0,,-196000000.0,-1039000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q2TTM,2010-07-01,2011-06-30,,,,33000000.0,110000000.0,164000000.0,,65000000.0,,936000000.0,-79000000.0,-389000000.0,473000000.0,,,-79000000.0,-389000000.0,473000000.0,5000000.0,244000000.0,244000000.0,,,11000000.0,-5000000.0,,-154000000.0,,-457000000.0,-874000000.0,2000000.0,,,73000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q2,2011-04-01,2011-06-30,,,,9000000.0,20000000.0,42000000.0,,-119000000.0,,,96000000.0,-102000000.0,-58000000.0,,,96000000.0,-102000000.0,-58000000.0,-64000000.0,19000000.0,19000000.0,,,12000000.0,,,-34000000.0,,-102000000.0,118000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q1,2011-01-01,2011-03-31,2012-05-01 08:09:47+00:00,,,1000000.0,36000000.0,41000000.0,,543000000.0,,645000000.0,-563000000.0,-94000000.0,718000000.0,,,-563000000.0,-94000000.0,718000000.0,61000000.0,134000000.0,134000000.0,,,-1000000.0,,,-50000000.0,,-94000000.0,-1157000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2011.0,Q1TTM,2010-04-01,2011-03-31,,,,58000000.0,109000000.0,161000000.0,,174000000.0,5000000.0,936000000.0,-86000000.0,-422000000.0,574000000.0,,,-86000000.0,-422000000.0,574000000.0,66000000.0,239000000.0,239000000.0,,,-1000000.0,-5000000.0,,-153000000.0,,-490000000.0,-873000000.0,,,,73000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q4,2012-10-01,2012-12-31,,,,-41000000.0,32000000.0,84000000.0,,-210000000.0,0.0,0.0,,,-35000000.0,,14000000.0,278000000.0,-217000000.0,-21000000.0,31000000.0,92000000.0,91000000.0,1000000.0,,0.0,0.0,-9000000.0,0.0,,0.0,0.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q3TTM,2011-10-01,2012-09-30,,,,6000000.0,163000000.0,370000000.0,,413000000.0,19000000.0,383000000.0,625000000.0,-1614000000.0,915000000.0,,,627000000.0,-1616000000.0,915000000.0,-74000000.0,220000000.0,220000000.0,,-88000000.0,-11000000.0,-910000000.0,,-210000000.0,,-704000000.0,444000000.0,2000000.0,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q3,2012-07-01,2012-09-30,,,,,56000000.0,104000000.0,,-171000000.0,,0.0,,,-58000000.0,,,281000000.0,-219000000.0,-58000000.0,4000000.0,9000000.0,9000000.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-01 08:08:50+00:00,,,4000000.0,142000000.0,310000000.0,,531000000.0,,17000000.0,-435000000.0,-567000000.0,1024000000.0,,,-433000000.0,-569000000.0,1024000000.0,22000000.0,183000000.0,183000000.0,,,,2000000.0,,-164000000.0,,-569000000.0,-288000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q2TTM,2011-07-01,2012-06-30,,,,6000000.0,146000000.0,309000000.0,,445000000.0,19000000.0,735000000.0,686000000.0,-1493000000.0,873000000.0,,,686000000.0,-1493000000.0,873000000.0,66000000.0,207000000.0,207000000.0,,-88000000.0,-25000000.0,-912000000.0,,-190000000.0,,-581000000.0,149000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q2,2012-04-01,2012-06-30,,,,4000000.0,32000000.0,102000000.0,,129000000.0,,,-71000000.0,-179000000.0,266000000.0,,,-71000000.0,-179000000.0,266000000.0,16000000.0,35000000.0,35000000.0,,,-18000000.0,,,-54000000.0,,-179000000.0,1000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-01 08:05:05+00:00,,,4000000.0,86000000.0,206000000.0,,702000000.0,,0.0,-714000000.0,-350000000.0,1082000000.0,,,-714000000.0,-350000000.0,1082000000.0,18000000.0,174000000.0,174000000.0,,,-14000000.0,,,-110000000.0,,-350000000.0,-590000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q1,2012-01-01,2012-03-31,2012-05-01 08:09:47+00:00,,,0.0,54000000.0,104000000.0,,573000000.0,,0.0,-643000000.0,-171000000.0,816000000.0,,,-643000000.0,-171000000.0,816000000.0,2000000.0,139000000.0,139000000.0,,,4000000.0,,,-56000000.0,,-171000000.0,-591000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2012.0,Q1TTM,2011-04-01,2012-03-31,,,,11000000.0,134000000.0,249000000.0,,197000000.0,19000000.0,735000000.0,853000000.0,-1416000000.0,549000000.0,,,853000000.0,-1416000000.0,549000000.0,-14000000.0,191000000.0,191000000.0,,-88000000.0,5000000.0,-912000000.0,,-170000000.0,,-504000000.0,266000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 16:47:37+00:00,,,120000000.0,175000000.0,397000000.0,12000000.0,266000000.0,55000000.0,494000000.0,-121000000.0,-865000000.0,960000000.0,-11000000.0,11000000.0,-121000000.0,-876000000.0,971000000.0,-26000000.0,313000000.0,308000000.0,5000000.0,-11000000.0,,8000000.0,0.0,-239000000.0,,-885000000.0,-431000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q4,2013-10-01,2013-12-31,,,,30000000.0,37000000.0,88000000.0,12000000.0,-258000000.0,33000000.0,-28000000.0,288000000.0,-213000000.0,-90000000.0,-2000000.0,-9000000.0,288000000.0,-215000000.0,-99000000.0,-15000000.0,84000000.0,80000000.0,4000000.0,,,-8000000.0,11000000.0,-56000000.0,,-205000000.0,339000000.0,,,,-12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q3TTM,2012-10-01,2013-09-30,,,,49000000.0,170000000.0,393000000.0,,314000000.0,0.0,0.0,,-866000000.0,1015000000.0,-14000000.0,34000000.0,-131000000.0,-878000000.0,1049000000.0,20000000.0,321000000.0,319000000.0,2000000.0,-11000000.0,0.0,8000000.0,-20000000.0,0.0,,-886000000.0,0.0,,,,12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q3,2013-07-01,2013-09-30,,,,30000000.0,49000000.0,104000000.0,,-228000000.0,22000000.0,7000000.0,286000000.0,-242000000.0,-100000000.0,-6000000.0,9000000.0,286000000.0,-248000000.0,-91000000.0,-56000000.0,25000000.0,24000000.0,1000000.0,,,16000000.0,-3000000.0,-55000000.0,,-243000000.0,312000000.0,,,-15000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-25 19:03:01+00:00,,,90000000.0,138000000.0,309000000.0,,524000000.0,22000000.0,522000000.0,-409000000.0,-652000000.0,1050000000.0,-9000000.0,20000000.0,-409000000.0,-661000000.0,1070000000.0,-11000000.0,229000000.0,228000000.0,1000000.0,-11000000.0,,16000000.0,-11000000.0,-183000000.0,,-680000000.0,-770000000.0,,,,12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q2TTM,2012-07-01,2013-06-30,,,,19000000.0,177000000.0,393000000.0,,371000000.0,21000000.0,571000000.0,-136000000.0,-841000000.0,1057000000.0,-8000000.0,25000000.0,-136000000.0,-849000000.0,1082000000.0,80000000.0,305000000.0,304000000.0,1000000.0,-11000000.0,-1000000.0,-6000000.0,-17000000.0,-235000000.0,,-862000000.0,-492000000.0,,,15000000.0,12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q2,2013-04-01,2013-06-30,,,,34000000.0,31000000.0,103000000.0,,169000000.0,,510000000.0,-119000000.0,-156000000.0,306000000.0,-1000000.0,5000000.0,-119000000.0,-157000000.0,311000000.0,31000000.0,44000000.0,45000000.0,-1000000.0,-11000000.0,,-15000000.0,-4000000.0,-56000000.0,,-168000000.0,-573000000.0,,,15000000.0,12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-11-25 19:01:18+00:00,,,60000000.0,89000000.0,205000000.0,,752000000.0,,515000000.0,-695000000.0,-410000000.0,1150000000.0,-3000000.0,11000000.0,-695000000.0,-413000000.0,1161000000.0,45000000.0,204000000.0,204000000.0,,-11000000.0,,,-8000000.0,-128000000.0,,-437000000.0,-1082000000.0,,,15000000.0,12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q1TTM,2012-04-01,2013-03-31,,,,-11000000.0,178000000.0,392000000.0,,331000000.0,21000000.0,61000000.0,-88000000.0,-864000000.0,1017000000.0,-7000000.0,20000000.0,-88000000.0,-871000000.0,1037000000.0,65000000.0,296000000.0,294000000.0,2000000.0,,-19000000.0,9000000.0,-13000000.0,-233000000.0,,-873000000.0,82000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2013.0,Q1,2013-01-01,2013-03-31,2014-11-25 18:59:27+00:00,,,26000000.0,58000000.0,102000000.0,,583000000.0,,5000000.0,-576000000.0,-254000000.0,844000000.0,-2000000.0,6000000.0,-576000000.0,-256000000.0,850000000.0,14000000.0,160000000.0,159000000.0,1000000.0,,,15000000.0,-4000000.0,-72000000.0,,-269000000.0,-509000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q4,2014-10-01,2014-12-31,,-731000000.0,-41000000.0,-45000000.0,582000000.0,2012000000.0,,970000000.0,814000000.0,3150000000.0,1307000000.0,-6137000000.0,4931000000.0,13000000.0,10000000.0,1307000000.0,-6124000000.0,4941000000.0,101000000.0,3722000000.0,3642000000.0,80000000.0,-1652000000.0,229000000.0,-454000000.0,-23000000.0,-1675000000.0,-938000000.0,-4703000000.0,-1206000000.0,-5000000.0,,914000000.0,-225000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q3TTM,2013-10-01,2014-09-30,,,,347000000.0,187000000.0,369000000.0,12000000.0,33000000.0,33000000.0,-9000000.0,-375000000.0,-484000000.0,794000000.0,-15000000.0,-19000000.0,-375000000.0,-499000000.0,775000000.0,-65000000.0,432000000.0,508000000.0,-76000000.0,-116000000.0,,39000000.0,34000000.0,-248000000.0,,-748000000.0,-151000000.0,,,,213000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q3,2014-07-01,2014-09-30,,,,110000000.0,55000000.0,93000000.0,,-286000000.0,,5000000.0,180000000.0,16000000.0,-287000000.0,,-14000000.0,180000000.0,16000000.0,-301000000.0,-91000000.0,-20000000.0,11000000.0,-31000000.0,-105000000.0,,43000000.0,14000000.0,-58000000.0,,-211000000.0,233000000.0,,,-41000000.0,225000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q3YTD,2014-01-01,2014-09-30,2014-11-07 17:26:08+00:00,,,317000000.0,150000000.0,281000000.0,,291000000.0,,19000000.0,-663000000.0,-271000000.0,884000000.0,-13000000.0,-10000000.0,-663000000.0,-284000000.0,874000000.0,-50000000.0,348000000.0,428000000.0,-80000000.0,-116000000.0,,47000000.0,23000000.0,-192000000.0,,-543000000.0,-490000000.0,,,,225000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q2TTM,2013-07-01,2014-06-30,,,,267000000.0,181000000.0,380000000.0,12000000.0,91000000.0,55000000.0,-7000000.0,-269000000.0,-742000000.0,981000000.0,-21000000.0,4000000.0,-269000000.0,-763000000.0,985000000.0,-30000000.0,477000000.0,521000000.0,-44000000.0,-11000000.0,,12000000.0,17000000.0,-245000000.0,,-780000000.0,-72000000.0,,,26000000.0,-12000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q2,2014-04-01,2014-06-30,,,,193000000.0,37000000.0,95000000.0,,170000000.0,,10000000.0,-342000000.0,-128000000.0,325000000.0,-8000000.0,-3000000.0,-342000000.0,-136000000.0,322000000.0,-145000000.0,72000000.0,71000000.0,1000000.0,-11000000.0,,2000000.0,11000000.0,-59000000.0,,-171000000.0,-293000000.0,,,41000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q2YTD,2014-01-01,2014-06-30,2014-07-30 08:10:39+00:00,,,207000000.0,95000000.0,188000000.0,,577000000.0,,14000000.0,-843000000.0,-287000000.0,1171000000.0,-13000000.0,4000000.0,-843000000.0,-300000000.0,1175000000.0,41000000.0,368000000.0,417000000.0,-49000000.0,-11000000.0,,4000000.0,9000000.0,-134000000.0,,-332000000.0,-723000000.0,,,41000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q1TTM,2013-04-01,2014-03-31,,,,108000000.0,175000000.0,388000000.0,12000000.0,90000000.0,55000000.0,493000000.0,-46000000.0,-770000000.0,962000000.0,-14000000.0,12000000.0,-46000000.0,-784000000.0,974000000.0,146000000.0,449000000.0,495000000.0,-46000000.0,-11000000.0,,-5000000.0,2000000.0,-242000000.0,,-777000000.0,-352000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2014.0,Q1,2014-01-01,2014-03-31,2015-04-28 08:22:41+00:00,,,14000000.0,58000000.0,93000000.0,,407000000.0,,4000000.0,-501000000.0,-159000000.0,846000000.0,-5000000.0,7000000.0,-501000000.0,-164000000.0,853000000.0,186000000.0,296000000.0,346000000.0,-50000000.0,,,2000000.0,-2000000.0,-75000000.0,,-161000000.0,-430000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q4,2015-10-01,2015-12-31,,-1711000000.0,-40000000.0,17000000.0,664000000.0,2102000000.0,,-288000000.0,597000000.0,7848000000.0,2381000000.0,-6539000000.0,4864000000.0,,,2381000000.0,-6539000000.0,4864000000.0,694000000.0,4642000000.0,4642000000.0,,-1552000000.0,-202000000.0,346000000.0,-12000000.0,-1776000000.0,-1584000000.0,-4997000000.0,-3559000000.0,-115000000.0,-412000000.0,1407000000.0,
