company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2007.0,FY,2007-01-01,2007-12-31,2010-02-04 08:39:25+00:00,2.74,2.74,1.64,144000000.0,2.72,,127000000.0,241000000.0,241000000.0,,211000000.0,30000000.0,1369000000.0,2494000000.0,,4000000.0,41000000.0,,,,,451000000.0,1369000000.0,1125000000.0,125000000.0,,636000000.0,489000000.0,-121000000.0,368000000.0,2494000000.0,77000000.0,77100000.0,77400000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2008.0,FY,2008-01-01,2008-12-31,2010-02-04 08:39:25+00:00,2.85,2.85,1.68,152000000.0,2.84,,132000000.0,237000000.0,237000000.0,,217000000.0,20000000.0,1654000000.0,2800000000.0,,6000000.0,44000000.0,,,,,472000000.0,1654000000.0,1146000000.0,115000000.0,,668000000.0,478000000.0,-109000000.0,369000000.0,2800000000.0,76100000.0,76300000.0,76600000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 08:03:31+00:00,0.85,0.85,0.42,38000000.0,0.85,,39000000.0,60000000.0,60000000.0,,65000000.0,-5000000.0,261000000.0,539000000.0,,2000000.0,10000000.0,,,,,104000000.0,261000000.0,278000000.0,29000000.0,,152000000.0,126000000.0,-27000000.0,99000000.0,539000000.0,76500000.0,76400000.0,76600000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q4,2009-10-01,2009-12-31,,0.92,0.92,0.43,40000000.0,0.91,,43000000.0,81000000.0,81000000.0,,71000000.0,10000000.0,302000000.0,638000000.0,,2000000.0,507000000.0,,,,,-359000000.0,302000000.0,336000000.0,26000000.0,,188000000.0,148000000.0,-24000000.0,124000000.0,638000000.0,76800000.0,76800000.0,77100000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 08:05:06+00:00,2.89,2.89,1.72,158000000.0,2.88,,135000000.0,249000000.0,249000000.0,,222000000.0,27000000.0,1142000000.0,2317000000.0,,9000000.0,541000000.0,,,,0.0,,1142000000.0,1175000000.0,101000000.0,,699000000.0,476000000.0,-92000000.0,384000000.0,2317000000.0,76800000.0,76800000.0,77100000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.97,1.97,1.29,118000000.0,1.97,,92000000.0,168000000.0,168000000.0,,151000000.0,17000000.0,840000000.0,1679000000.0,,7000000.0,34000000.0,,,,,359000000.0,840000000.0,839000000.0,75000000.0,,511000000.0,328000000.0,-68000000.0,260000000.0,1679000000.0,75000000.0,76900000.0,77200000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q3,2009-07-01,2009-09-30,2009-10-29 08:03:31+00:00,0.16,0.16,0.43,40000000.0,0.16,,7000000.0,12000000.0,12000000.0,,12000000.0,0.0,99000000.0,307000000.0,,2000000.0,10000000.0,,,,,115000000.0,99000000.0,208000000.0,26000000.0,,165000000.0,43000000.0,-24000000.0,19000000.0,307000000.0,75000000.0,76900000.0,77200000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.81,1.81,0.86,78000000.0,1.81,,85000000.0,156000000.0,156000000.0,,139000000.0,17000000.0,741000000.0,1372000000.0,,5000000.0,24000000.0,,,,,244000000.0,741000000.0,631000000.0,49000000.0,,346000000.0,285000000.0,-44000000.0,241000000.0,1372000000.0,76900000.0,76700000.0,76900000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 08:24:35+00:00,0.26,0.26,0.43,39000000.0,0.26,,13000000.0,21000000.0,21000000.0,,20000000.0,1000000.0,152000000.0,377000000.0,,3000000.0,12000000.0,,,,,119000000.0,152000000.0,225000000.0,24000000.0,,170000000.0,55000000.0,-21000000.0,34000000.0,377000000.0,76900000.0,76700000.0,76900000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 08:28:02+00:00,1.55,1.55,0.43,39000000.0,1.55,,72000000.0,135000000.0,135000000.0,,119000000.0,16000000.0,589000000.0,995000000.0,,2000000.0,12000000.0,,,,,125000000.0,589000000.0,406000000.0,25000000.0,,176000000.0,230000000.0,-23000000.0,207000000.0,995000000.0,76800000.0,76700000.0,76800000.0
