company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q3TTM,2009-04-01,2010-03-31,,2.37,2.37,1.0,2.37,,144145000.0,381706000.0,381706000.0,381418000.0,288000.0,7546946000.0,9417654000.0,-12942000.0,-336000.0,1230273000.0,7546946000.0,1870708000.0,101978000.0,1229937000.0,640771000.0,-114920000.0,525851000.0,9417654000.0,160931123.0,160931123.0,160931123.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q3,2010-01-01,2010-03-31,2011-05-10 09:06:48+00:00,0.96,0.96,0.25,0.94,,52013000.0,154380000.0,154380000.0,153863000.0,517000.0,2062451000.0,2614823000.0,-3959000.0,,316069000.0,2062451000.0,552372000.0,25951000.0,316069000.0,236303000.0,-29910000.0,206393000.0,2614823000.0,160931123.0,160931123.0,160931123.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q2YTD,2009-07-01,2009-12-31,,1.11,1.11,0.5,1.11,,77331000.0,178933000.0,178933000.0,178039000.0,894000.0,3670426000.0,4591873000.0,-2748000.0,,611683000.0,3670426000.0,921447000.0,50752000.0,611683000.0,309764000.0,-53500000.0,256264000.0,4591873000.0,160767790.0,160767790.0,160767790.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q2TTM,2009-01-01,2009-12-31,,1.75,1.75,1.0,1.75,,101245000.0,280481000.0,280481000.0,280977000.0,-496000.0,7393102000.0,9147544000.0,-36436000.0,-336000.0,1232196000.0,7393102000.0,1754442000.0,104420000.0,1231860000.0,522582000.0,-140856000.0,381726000.0,9147544000.0,160767790.0,160767790.0,160767790.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q2,2009-10-01,2009-12-31,2011-02-08 09:43:01+00:00,0.65,0.65,0.25,0.64,,37272000.0,104963000.0,104963000.0,104546000.0,417000.0,1869481000.0,2354708000.0,-8123000.0,,309840000.0,1869481000.0,485227000.0,25029000.0,309840000.0,175387000.0,-33152000.0,142235000.0,2354708000.0,160767790.0,160767790.0,160767790.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q1TTM,2008-10-01,2009-09-30,,2.07,2.07,1.0,2.07,,106445000.0,332279000.0,332279000.0,331832000.0,447000.0,7645071000.0,9481492000.0,-28796000.0,-336000.0,1259539000.0,7645071000.0,1836421000.0,109698000.0,1259203000.0,577218000.0,-138494000.0,438724000.0,9481492000.0,160629291.0,160629291.0,160629291.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2010.0,Q1,2009-07-01,2009-09-30,2010-11-08 09:26:41+00:00,0.46,0.46,0.25,0.45,,40059000.0,73970000.0,73970000.0,73493000.0,477000.0,1800945000.0,2237165000.0,5375000.0,,301843000.0,1800945000.0,436220000.0,25723000.0,301843000.0,134377000.0,-20348000.0,114029000.0,2237165000.0,160629291.0,160629291.0,160629291.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q4,2011-04-01,2011-06-30,,1.84,1.84,0.37,1.79,,86736000.0,294654000.0,294654000.0,292190000.0,2464000.0,2590772000.0,3409830000.0,-7116000.0,-7710000.0,413441000.0,2590772000.0,819058000.0,24821000.0,405731000.0,413327000.0,-31937000.0,381390000.0,3409830000.0,161125869.0,161125869.0,161125869.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,FY,2010-07-01,2011-06-30,2013-08-29 11:03:04+00:00,6.51,6.51,1.25,6.37,,356571000.0,1057150000.0,1057150000.0,1049130000.0,8020000.0,9387457000.0,12345870000.0,15075000.0,-7710000.0,1467773000.0,9387457000.0,2958413000.0,99704000.0,1460063000.0,1498350000.0,-84629000.0,1413721000.0,12345870000.0,161125869.0,161125869.0,161125869.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q3YTD,2010-07-01,2011-03-31,,4.67,4.67,0.88,4.58,,269835000.0,762496000.0,762496000.0,756940000.0,5556000.0,6796685000.0,8936040000.0,22191000.0,,1054332000.0,6796685000.0,2139355000.0,74883000.0,1054332000.0,1085023000.0,-52692000.0,1032331000.0,8936040000.0,162160426.0,162160426.0,162160426.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q3TTM,2010-04-01,2011-03-31,,6.04,6.04,1.14,5.95,,338943000.0,985548000.0,985548000.0,979103000.0,6445000.0,8910875000.0,11722510000.0,28587000.0,10292000.0,1403660000.0,8910875000.0,2811635000.0,101779000.0,1413952000.0,1397683000.0,-73192000.0,1324491000.0,11722510000.0,162160426.0,162160426.0,162160426.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q3,2011-01-01,2011-03-31,2012-05-09 08:47:52+00:00,1.72,1.72,0.32,1.68,,108069000.0,281648000.0,281648000.0,279589000.0,2059000.0,2463083000.0,3240103000.0,12385000.0,,375069000.0,2463083000.0,777020000.0,24619000.0,375069000.0,401951000.0,-12234000.0,389717000.0,3240103000.0,162160426.0,162160426.0,162160426.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q2YTD,2010-07-01,2010-12-31,,2.95,2.95,0.56,2.9,,161766000.0,480848000.0,480848000.0,477351000.0,3497000.0,4333602000.0,5695937000.0,9806000.0,,679263000.0,4333602000.0,1362335000.0,50264000.0,679263000.0,683072000.0,-40458000.0,642614000.0,5695937000.0,161701219.0,161701219.0,161701219.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q2TTM,2010-01-01,2010-12-31,,5.28,5.28,1.07,5.21,,282887000.0,858280000.0,858280000.0,853377000.0,4903000.0,8510243000.0,11097230000.0,12243000.0,10292000.0,1344660000.0,8510243000.0,2586987000.0,103111000.0,1354952000.0,1232035000.0,-90868000.0,1141167000.0,11097230000.0,161701219.0,161701219.0,161701219.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q2,2010-10-01,2010-12-31,2012-02-08 09:16:51+00:00,1.42,1.42,0.29,1.39,,74432000.0,231818000.0,231818000.0,230180000.0,1638000.0,2195728000.0,2866664000.0,6624000.0,,345679000.0,2195728000.0,670936000.0,25631000.0,345679000.0,325257000.0,-19007000.0,306250000.0,2866664000.0,161701219.0,161701219.0,161701219.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q1TTM,2009-10-01,2010-09-30,,4.51,4.51,1.03,4.51,,245727000.0,731425000.0,731425000.0,727743000.0,3682000.0,8183996000.0,10585274000.0,-2504000.0,10292000.0,1308821000.0,8183996000.0,2401278000.0,102509000.0,1319113000.0,1082165000.0,-105013000.0,977152000.0,10585274000.0,161272536.0,161272536.0,161272536.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2011.0,Q1,2010-07-01,2010-09-30,2011-11-09 10:42:54+00:00,1.53,1.53,0.27,1.51,,87334000.0,249030000.0,249030000.0,247171000.0,1859000.0,2137874000.0,2829273000.0,3182000.0,,333584000.0,2137874000.0,691399000.0,24633000.0,333584000.0,357815000.0,-21451000.0,336364000.0,2829273000.0,161272536.0,161272536.0,161272536.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q4,2012-04-01,2012-06-30,,2.01,2.01,0.41,1.97,,123037000.0,302302000.0,302302000.0,301965000.0,337000.0,2572258000.0,3411666000.0,-6395000.0,-2494000.0,386681000.0,2572258000.0,839408000.0,23487000.0,384187000.0,455221000.0,-29882000.0,425339000.0,3411666000.0,151222033.0,151222033.0,151222033.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,FY,2011-07-01,2012-06-30,2014-08-22 11:33:15+00:00,7.62,7.62,1.54,7.45,0.0,421206000.0,1155492000.0,1155492000.0,1151823000.0,3669000.0,9958337000.0,13145942000.0,-1295000.0,-2494000.0,1519316000.0,9958337000.0,3187605000.0,92790000.0,1516822000.0,1670783000.0,-94085000.0,1576698000.0,13145942000.0,151222033.0,151222033.0,151222033.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q3YTD,2011-07-01,2012-03-31,,5.61,5.61,1.13,5.48,,298169000.0,853190000.0,853190000.0,849858000.0,3332000.0,7386079000.0,9734276000.0,5100000.0,,1132635000.0,7386079000.0,2348197000.0,69303000.0,1132635000.0,1215562000.0,-64203000.0,1151359000.0,9734276000.0,151017910.0,151017910.0,151017910.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q3TTM,2011-04-01,2012-03-31,,7.45,7.45,1.5,7.27,,384905000.0,1147844000.0,1147844000.0,1142048000.0,5796000.0,9976851000.0,13144106000.0,-2016000.0,-7710000.0,1546076000.0,9976851000.0,3167255000.0,94124000.0,1538366000.0,1628889000.0,-96140000.0,1532749000.0,13144106000.0,151017910.0,151017910.0,151017910.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q3,2012-01-01,2012-03-31,2013-05-07 09:05:59+00:00,2.07,2.07,0.39,2.01,,88138000.0,312689000.0,312689000.0,312074000.0,615000.0,2590315000.0,3393563000.0,-2629000.0,,377479000.0,2590315000.0,803248000.0,22313000.0,377479000.0,425769000.0,-24942000.0,400827000.0,3393563000.0,151017910.0,151017910.0,151017910.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q2YTD,2011-07-01,2011-12-31,,3.54,3.54,0.74,3.47,,210031000.0,540501000.0,540501000.0,537784000.0,2717000.0,4795764000.0,6340713000.0,7729000.0,,755156000.0,4795764000.0,1544949000.0,46990000.0,755156000.0,789793000.0,-39261000.0,750532000.0,6340713000.0,150960202.0,150960202.0,150960202.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q2TTM,2011-01-01,2011-12-31,,7.1,7.1,1.43,6.94,,404836000.0,1116803000.0,1116803000.0,1109563000.0,7240000.0,9849619000.0,12990646000.0,12998000.0,-7710000.0,1543666000.0,9849619000.0,3141027000.0,96430000.0,1535956000.0,1605071000.0,-83432000.0,1521639000.0,12990646000.0,150960202.0,150960202.0,150960202.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q2,2011-10-01,2011-12-31,2013-02-06 09:38:57+00:00,1.59,1.59,0.37,1.56,,96604000.0,242343000.0,242343000.0,240766000.0,1577000.0,2381322000.0,3106832000.0,5896000.0,,368690000.0,2381322000.0,725510000.0,23769000.0,368690000.0,356820000.0,-17873000.0,338947000.0,3106832000.0,150960202.0,150960202.0,150960202.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q1TTM,2010-10-01,2011-09-30,,6.93,6.93,1.35,6.77,,382664000.0,1106278000.0,1106278000.0,1098977000.0,7301000.0,9664025000.0,12750478000.0,13726000.0,-7710000.0,1520655000.0,9664025000.0,3086453000.0,98292000.0,1512945000.0,1573508000.0,-84566000.0,1488942000.0,12750478000.0,152439026.0,152439026.0,152439026.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2012.0,Q1,2011-07-01,2011-09-30,2012-11-02 10:47:14+00:00,1.95,1.95,0.37,1.91,,113427000.0,298158000.0,298158000.0,297018000.0,1140000.0,2414442000.0,3233881000.0,1833000.0,,386466000.0,2414442000.0,819439000.0,23221000.0,386466000.0,432973000.0,-21388000.0,411585000.0,3233881000.0,152439026.0,152439026.0,152439026.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,FY,2012-07-01,2013-06-30,2015-08-26 10:59:12+00:00,6.36,6.36,1.7,6.26,0.0,362217000.0,948784000.0,948784000.0,948427000.0,357000.0,10086675000.0,13015704000.0,18198000.0,-10299000.0,1554973000.0,10086675000.0,2929029000.0,91552000.0,1544674000.0,1384355000.0,-73354000.0,1311001000.0,13015704000.0,149218257.0,149218257.0,149218257.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q4,2013-04-01,2013-06-30,,1.82,1.82,0.45,1.82,,102633000.0,271130000.0,271130000.0,271164000.0,-34000.0,2618067000.0,3428233000.0,-12864000.0,-10299000.0,413061000.0,2618067000.0,810166000.0,20777000.0,402762000.0,407404000.0,-33641000.0,373763000.0,3428233000.0,149218257.0,149218257.0,149218257.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q3YTD,2012-07-01,2013-03-31,,4.54,4.54,1.25,4.44,,259584000.0,677654000.0,677654000.0,677263000.0,391000.0,7468608000.0,9587471000.0,31062000.0,,1141912000.0,7468608000.0,2118863000.0,70775000.0,1141912000.0,976951000.0,-39713000.0,937238000.0,9587471000.0,149287628.0,149287628.0,149287628.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q3TTM,2012-04-01,2013-03-31,,6.55,6.55,1.66,6.41,,382621000.0,979956000.0,979956000.0,979228000.0,728000.0,10040866000.0,12999137000.0,24667000.0,-2494000.0,1528593000.0,10040866000.0,2958271000.0,94262000.0,1526099000.0,1432172000.0,-69595000.0,1362577000.0,12999137000.0,149287628.0,149287628.0,149287628.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q3,2013-01-01,2013-03-31,2014-05-06 12:52:19+00:00,1.72,1.72,0.43,1.68,0.0,81959000.0,256592000.0,256592000.0,256560000.0,32000.0,2569189000.0,3307041000.0,3439000.0,,379690000.0,2569189000.0,737852000.0,23050000.0,379690000.0,358162000.0,-19611000.0,338551000.0,3307041000.0,149287628.0,149287628.0,149287628.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q2YTD,2012-07-01,2012-12-31,,2.82,2.82,0.82,2.76,,177625000.0,421062000.0,421062000.0,420703000.0,359000.0,4899419000.0,6280430000.0,27623000.0,,762222000.0,4899419000.0,1381011000.0,47725000.0,762222000.0,618789000.0,-20102000.0,598687000.0,6280430000.0,149001273.0,149001273.0,149001273.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q2TTM,2012-01-01,2012-12-31,,6.9,6.9,1.62,6.74,,388800000.0,1036053000.0,1036053000.0,1034742000.0,1311000.0,10061992000.0,13085659000.0,18599000.0,-2494000.0,1526382000.0,10061992000.0,3023667000.0,93525000.0,1523888000.0,1499779000.0,-74926000.0,1424853000.0,13085659000.0,149001273.0,149001273.0,149001273.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q2,2012-10-01,2012-12-31,2014-02-07 10:45:33+00:00,1.21,1.21,0.41,1.19,0.0,81515000.0,181114000.0,181114000.0,180962000.0,152000.0,2421972000.0,3065495000.0,24422000.0,,381100000.0,2421972000.0,643523000.0,24216000.0,381100000.0,262423000.0,206000.0,262629000.0,3065495000.0,149001273.0,149001273.0,149001273.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q1TTM,2011-10-01,2012-09-30,,7.28,7.28,1.58,7.11,,403889000.0,1097282000.0,1097282000.0,1094546000.0,2736000.0,10021342000.0,13126996000.0,73000.0,-2494000.0,1513972000.0,10021342000.0,3105654000.0,93078000.0,1511478000.0,1594176000.0,-93005000.0,1501171000.0,13126996000.0,149285849.0,149285849.0,149285849.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2013.0,Q1,2012-07-01,2012-09-30,2013-11-04 13:05:58+00:00,1.61,1.61,0.41,1.57,,96110000.0,239948000.0,239948000.0,239741000.0,207000.0,2477447000.0,3214935000.0,3201000.0,,381122000.0,2477447000.0,737488000.0,23509000.0,381122000.0,356366000.0,-20308000.0,336058000.0,3214935000.0,149285849.0,149285849.0,149285849.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,FY,2013-07-01,2014-06-30,2016-08-26 09:46:15+00:00,6.98,6.98,,6.87,188870000.0,515302000.0,1041418000.0,1041418000.0,1041048000.0,370000.0,10188227000.0,13215971000.0,25513000.0,-408891000.0,1633992000.0,10188227000.0,3027744000.0,82566000.0,1413971000.0,1613773000.0,-57053000.0,1556720000.0,13215971000.0,149099448.0,149099448.0,149099448.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q4,2014-04-01,2014-06-30,,2.01,2.01,-1.38,2.0,,106648000.0,301176000.0,301176000.0,301038000.0,138000.0,2685954000.0,3525415000.0,-399180000.0,-408891000.0,421185000.0,2685954000.0,839461000.0,20163000.0,12294000.0,827167000.0,-419343000.0,407824000.0,3525415000.0,149099448.0,149099448.0,149099448.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q3,2014-01-01,2014-03-31,2015-05-08 10:45:11+00:00,1.63,1.63,0.48,1.6,0.0,86972000.0,242518000.0,242518000.0,242406000.0,112000.0,2605893000.0,3358406000.0,4812000.0,,407241000.0,2605893000.0,752513000.0,20594000.0,407241000.0,345272000.0,-15782000.0,329490000.0,3358406000.0,149039529.0,149039529.0,149039529.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q3YTD,2013-07-01,2014-03-31,,4.97,4.97,1.38,4.87,188870000.0,408654000.0,740242000.0,740242000.0,740010000.0,232000.0,7502273000.0,9690556000.0,424693000.0,,1212807000.0,7502273000.0,2188283000.0,62403000.0,1401677000.0,786606000.0,362290000.0,1148896000.0,9690556000.0,149039529.0,149039529.0,149039529.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q3TTM,2013-04-01,2014-03-31,,6.79,6.79,1.83,6.69,188870000.0,511287000.0,1011372000.0,1011372000.0,1011174000.0,198000.0,10120340000.0,13118789000.0,411829000.0,-10299000.0,1625868000.0,10120340000.0,2998449000.0,83180000.0,1804439000.0,1194010000.0,328649000.0,1522659000.0,13118789000.0,149039529.0,149039529.0,149039529.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q2YTD,2013-07-01,2013-12-31,,3.34,3.34,0.9,3.27,188870000.0,321682000.0,497724000.0,497724000.0,497604000.0,120000.0,4896380000.0,6332150000.0,419881000.0,,805566000.0,4896380000.0,1435770000.0,41809000.0,994436000.0,441334000.0,378072000.0,819406000.0,6332150000.0,149153599.0,149153599.0,149153599.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q2TTM,2013-01-01,2013-12-31,,6.88,6.88,1.78,6.77,188870000.0,506274000.0,1025446000.0,1025446000.0,1025328000.0,118000.0,10083636000.0,13067424000.0,410456000.0,-10299000.0,1598317000.0,10083636000.0,2983788000.0,85636000.0,1776888000.0,1206900000.0,324820000.0,1531720000.0,13067424000.0,149153599.0,149153599.0,149153599.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q2,2013-10-01,2013-12-31,2015-02-06 14:19:11+00:00,1.7,1.7,0.45,1.66,188870000.0,241912000.0,253404000.0,253404000.0,253288000.0,116000.0,2419971000.0,3106006000.0,417638000.0,,398636000.0,2419971000.0,686035000.0,20851000.0,587506000.0,98529000.0,396787000.0,495316000.0,3106006000.0,149153599.0,149153599.0,149153599.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q1TTM,2012-10-01,2013-09-30,,6.39,6.39,1.74,6.3,,345877000.0,953156000.0,953156000.0,953002000.0,154000.0,10085637000.0,13026913000.0,17240000.0,-10299000.0,1580781000.0,10085637000.0,2941276000.0,89001000.0,1570482000.0,1370794000.0,-71761000.0,1299033000.0,13026913000.0,149237306.0,149237306.0,149237306.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2014.0,Q1,2013-07-01,2013-09-30,2014-10-31 11:23:46+00:00,1.64,1.64,0.45,1.61,,79770000.0,244320000.0,244320000.0,244316000.0,4000.0,2476409000.0,3226144000.0,2243000.0,,406930000.0,2476409000.0,749735000.0,20958000.0,406930000.0,342805000.0,-18715000.0,324090000.0,3226144000.0,149237306.0,149237306.0,149237306.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2015.0,FY,2014-07-01,2015-06-30,2017-08-25 11:07:02+00:00,7.08,7.08,,6.97,,419687000.0,1012553000.0,1012553000.0,1012140000.0,413000.0,9655245000.0,12711744000.0,43374000.0,4481000.0,1544746000.0,9655245000.0,3056499000.0,118406000.0,1549227000.0,1507272000.0,-75032000.0,1432240000.0,12711744000.0,142925327.0,142925327.0,142925327.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2015.0,Q4,2015-04-01,2015-06-30,,1.3,1.3,-1.74,1.3,,124388000.0,179585000.0,179585000.0,179454000.0,131000.0,2420780000.0,3144508000.0,11319000.0,4481000.0,391796000.0,2420780000.0,723728000.0,34797000.0,396277000.0,327451000.0,-23478000.0,303973000.0,3144508000.0,142925327.0,142925327.0,142925327.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2015.0,Q3,2015-01-01,2015-03-31,2016-05-05 09:50:19+00:00,2.06,2.06,0.63,2.02,,102904000.0,285462000.0,285462000.0,285345000.0,117000.0,2373016000.0,3162311000.0,6380000.0,,372306000.0,2373016000.0,789295000.0,35003000.0,372306000.0,416989000.0,-28623000.0,388366000.0,3162311000.0,138794789.0,138794789.0,138794789.0
Parker-Hannifin Corp,PH,5493002CONDB4N2HKI23,76334,2015.0,Q3YTD,2014-07-01,2015-03-31,,5.78,5.78,1.74,5.67,,295299000.0,832968000.0,832968000.0,832686000.0,282000.0,7234465000.0,9567236000.0,32055000.0,,1152950000.0,7234465000.0,2332771000.0,83609000.0,1152950000.0,1179821000.0,-51554000.0,1128267000.0,9567236000.0,138794789.0,138794789.0,138794789.0
