company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 18:15:07+00:00,99400000.0,3.71,3.71,4.9,129200000.0,3.69,709800000.0,,1247000000.0,1247000000.0,1247000000.0,,157000000.0,,-31900000.0,,,,399400000.0,398800000.0,2927400000.0,,,553700000.0,,1338100000.0,3326800000.0,1956800000.0,3326800000.0,336100000.0,336224000.0,337894000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q4,2015-10-01,2015-12-31,,24600000.0,0.87,0.87,4.4,31700000.0,0.87,176800000.0,,291700000.0,291700000.0,291700000.0,,40500000.0,,-1400000.0,,,,99100000.0,112600000.0,714700000.0,,,134500000.0,,343900000.0,813800000.0,468500000.0,813800000.0,336100000.0,336224000.0,337894000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 16:25:57+00:00,24900000.0,1.07,1.07,,32400000.0,1.06,156500000.0,,359900000.0,359900000.0,359900000.0,,38500000.0,,0.0,,,,99500000.0,101700000.0,750800000.0,,,136400000.0,,333900000.0,850300000.0,516400000.0,850300000.0,336400000.0,336323000.0,338139000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q3YTD,2015-01-01,2015-09-30,,74800000.0,2.84,2.84,0.5,97500000.0,2.82,533000000.0,,955300000.0,955300000.0,955300000.0,,116500000.0,,-30500000.0,,,,300300000.0,286200000.0,2212700000.0,,,419200000.0,,994200000.0,2513000000.0,1488300000.0,2513000000.0,336400000.0,336323000.0,338139000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q3TTM,2014-10-01,2015-09-30,,99700000.0,3.75,3.75,4.43,129000000.0,3.73,700300000.0,-18300000.0,1261800000.0,1261800000.0,1261800000.0,,158100000.0,,-9900000.0,,,,389900000.0,413000000.0,2964200000.0,,,564000000.0,,1363800000.0,3335800000.0,1962100000.0,3335800000.0,336400000.0,336323000.0,338139000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 15:37:39+00:00,25000000.0,0.79,0.79,,33300000.0,0.78,183100000.0,,265000000.0,265000000.0,265000000.0,,39600000.0,,-47000000.0,,,,102800000.0,85500000.0,717200000.0,,,141500000.0,,324900000.0,820000000.0,448100000.0,820000000.0,335400000.0,336036000.0,337796000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q2YTD,2015-01-01,2015-06-30,,49900000.0,1.77,1.77,0.5,65100000.0,1.76,376500000.0,,595400000.0,595400000.0,595400000.0,,78000000.0,,-30500000.0,,,,200800000.0,184500000.0,1461900000.0,,,282800000.0,,660300000.0,1662700000.0,971900000.0,1662700000.0,335400000.0,336036000.0,337796000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q2TTM,2014-07-01,2015-06-30,,100100000.0,3.55,3.55,3.93,129300000.0,3.55,682900000.0,-18300000.0,1191900000.0,1191900000.0,1191900000.0,,158100000.0,,-11200000.0,,,,378100000.0,414700000.0,2888100000.0,,,559700000.0,,1361900000.0,3247900000.0,1874800000.0,3247900000.0,335400000.0,336036000.0,337796000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 16:06:07+00:00,24900000.0,0.98,0.98,0.5,31800000.0,0.98,193400000.0,,330400000.0,330400000.0,330400000.0,,38400000.0,,16500000.0,,,,98000000.0,99000000.0,744700000.0,,,141300000.0,,335400000.0,842700000.0,523800000.0,842700000.0,337100000.0,335680000.0,337416000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q1TTM,2014-04-01,2015-03-31,,100300000.0,3.55,3.55,3.9,130300000.0,3.55,658100000.0,-3200000.0,1190700000.0,1190700000.0,1190700000.0,,156300000.0,,30800000.0,,,,364900000.0,411800000.0,2812900000.0,,,557900000.0,,1356600000.0,3174600000.0,1848800000.0,3174600000.0,337100000.0,335680000.0,337416000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 16:41:26+00:00,96100000.0,4.55,4.55,5.65,129200000.0,4.53,753500000.0,,1534100000.0,1534100000.0,3068200000.0,,97600000.0,,87100000.0,,-1534100000.0,0.0,3595200000.0,528600000.0,,,,543200000.0,,1394700000.0,3595200000.0,2287600000.0,3595200000.0,674300000.0,337496000.0,338966000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q4,2016-10-01,2016-12-31,,24100000.0,1.11,1.11,5.05,33700000.0,1.1,220800000.0,,373400000.0,373400000.0,1907500000.0,,-20100000.0,,56200000.0,,-1534100000.0,,3288800000.0,188200000.0,-2375900000.0,,,149000000.0,,374900000.0,912900000.0,594200000.0,912900000.0,674300000.0,337496000.0,338966000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q3,2016-07-01,2016-09-30,2017-11-02 15:59:39+00:00,24000000.0,1.4,1.4,,31200000.0,1.39,76000000.0,,472800000.0,472800000.0,472800000.0,,36900000.0,,23500000.0,,,,101100000.0,93700000.0,740600000.0,,,130600000.0,,316400000.0,841700000.0,548800000.0,841700000.0,337700000.0,337592000.0,339143000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q3YTD,2016-01-01,2016-09-30,,72000000.0,3.44,3.44,0.6,95500000.0,3.43,532700000.0,,1160700000.0,1160700000.0,1160700000.0,,117700000.0,,30900000.0,,,,306400000.0,340400000.0,2375900000.0,,,394200000.0,,1019800000.0,2682300000.0,1693400000.0,2682300000.0,337700000.0,337592000.0,339143000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q3TTM,2015-10-01,2016-09-30,,96600000.0,4.31,4.31,5.0,127200000.0,4.3,709500000.0,,1452400000.0,1452400000.0,1452400000.0,,158200000.0,,29500000.0,,,,405500000.0,453000000.0,3090600000.0,,,528700000.0,,1363700000.0,3496100000.0,2161900000.0,3496100000.0,337700000.0,337592000.0,339143000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q2,2016-04-01,2016-06-30,2017-08-02 16:38:35+00:00,24000000.0,0.95,0.95,,30400000.0,0.95,246000000.0,,320100000.0,320100000.0,320100000.0,,42100000.0,,2800000.0,,,,102900000.0,114900000.0,803500000.0,,,131700000.0,,343100000.0,906400000.0,566100000.0,906400000.0,336900000.0,337289000.0,338706000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q2YTD,2016-01-01,2016-06-30,,48000000.0,2.04,2.04,0.6,64300000.0,2.04,456700000.0,,687900000.0,687900000.0,687900000.0,,80800000.0,,7400000.0,,,,205300000.0,246700000.0,1635300000.0,,,263600000.0,,703400000.0,1840600000.0,1144600000.0,1840600000.0,336900000.0,337289000.0,338706000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q2TTM,2015-07-01,2016-06-30,,97500000.0,3.98,3.98,5.0,128400000.0,3.97,790000000.0,,1339500000.0,1339500000.0,1339500000.0,,159800000.0,,6000000.0,,,,403900000.0,461000000.0,3100800000.0,,,534500000.0,,1381200000.0,3504700000.0,2129500000.0,3504700000.0,336900000.0,337289000.0,338706000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 14:59:24+00:00,24000000.0,1.09,1.09,0.6,33900000.0,1.09,210700000.0,,367800000.0,367800000.0,367800000.0,,38700000.0,,4600000.0,,,,102400000.0,131800000.0,831800000.0,,,131900000.0,,360300000.0,934200000.0,578500000.0,934200000.0,337400000.0,337014000.0,338549000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q1TTM,2015-04-01,2016-03-31,,98500000.0,3.82,3.82,5.0,131300000.0,3.8,727100000.0,,1284400000.0,1284400000.0,1284400000.0,,157300000.0,,-43800000.0,,,,403800000.0,431600000.0,3014500000.0,,,544300000.0,,1363000000.0,3418300000.0,2011500000.0,3418300000.0,337400000.0,337014000.0,338549000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,FY,2017-01-01,2017-12-31,2020-02-28 14:00:27+00:00,95500000.0,12.0,12.0,6.14,113000000.0,11.94,-1537100000.0,,4063400000.0,4063400000.0,4063400000.0,0.0,101600000.0,,215700000.0,,,,3644700000.0,460100000.0,,,,563900000.0,,1334100000.0,3644700000.0,2526300000.0,3644700000.0,338600000.0,338707000.0,340226000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q4,2017-10-01,2017-12-31,,23700000.0,8.68,8.68,5.48,27900000.0,8.63,-2364500000.0,,2939200000.0,2939200000.0,2939200000.0,,-13700000.0,,37800000.0,,,,2561000000.0,185300000.0,-1661000000.0,,,139900000.0,,363100000.0,900000000.0,574700000.0,900000000.0,338600000.0,338707000.0,340226000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q3,2017-07-01,2017-09-30,2018-11-02 17:01:08+00:00,23800000.0,0.91,0.91,,26900000.0,0.91,298700000.0,,308600000.0,308600000.0,308600000.0,,39100000.0,,39700000.0,,,,890800000.0,91700000.0,,,,141700000.0,,323200000.0,890800000.0,607300000.0,890800000.0,339100000.0,338771000.0,340329000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q3YTD,2017-01-01,2017-09-30,,71800000.0,3.32,3.32,0.66,85100000.0,3.31,827400000.0,,1124200000.0,1124200000.0,1124200000.0,,115300000.0,,177900000.0,,,,1083700000.0,274800000.0,1661000000.0,,,424000000.0,,971000000.0,2744700000.0,1951600000.0,2744700000.0,339100000.0,338771000.0,340329000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q3TTM,2016-10-01,2017-09-30,,95900000.0,4.43,4.43,5.71,118800000.0,4.41,1048200000.0,,1497600000.0,1497600000.0,3031700000.0,,95200000.0,,234100000.0,,-1534100000.0,,4372500000.0,463000000.0,-714900000.0,,,573000000.0,,1345900000.0,3657600000.0,2545800000.0,3657600000.0,339100000.0,338771000.0,340329000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q2,2017-04-01,2017-06-30,2018-08-01 14:12:03+00:00,24000000.0,1.23,1.23,,28800000.0,1.22,221500000.0,,415800000.0,415800000.0,415800000.0,,37400000.0,,32100000.0,,,,96100000.0,89500000.0,828500000.0,,,139700000.0,,319400000.0,924600000.0,637300000.0,924600000.0,338000000.0,338556000.0,340020000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q2YTD,2017-01-01,2017-06-30,,48000000.0,2.41,2.41,0.66,58200000.0,2.4,528700000.0,,815600000.0,815600000.0,815600000.0,,76200000.0,,138200000.0,,,,192900000.0,183100000.0,1661000000.0,,,282300000.0,,647800000.0,1853900000.0,1344300000.0,1853900000.0,338000000.0,338556000.0,340020000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q2TTM,2016-07-01,2017-06-30,,96100000.0,4.92,4.92,5.71,123100000.0,4.89,825500000.0,,1661800000.0,1661800000.0,3195900000.0,,93000000.0,,217900000.0,,-1534100000.0,,3582800000.0,465000000.0,25700000.0,,,561900000.0,,1339100000.0,3608500000.0,2487300000.0,3608500000.0,338000000.0,338556000.0,340020000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 16:50:56+00:00,24000000.0,1.18,1.18,0.66,29400000.0,1.18,307200000.0,,399800000.0,399800000.0,399800000.0,,38800000.0,,106100000.0,,,,96800000.0,93600000.0,832500000.0,,,142600000.0,,328400000.0,929300000.0,707000000.0,929300000.0,338800000.0,338339000.0,339946000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q1TTM,2016-04-01,2017-03-31,,96100000.0,4.64,4.64,5.71,124700000.0,4.62,850000000.0,,1566100000.0,1566100000.0,3100200000.0,,97700000.0,,188600000.0,,-1534100000.0,,3589600000.0,490400000.0,700000.0,,,553900000.0,,1362800000.0,3590300000.0,2416100000.0,3590300000.0,338800000.0,338339000.0,339946000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,FY,2018-01-01,2018-12-31,2020-02-28 14:00:27+00:00,130000000.0,5.73,5.73,4.55,118700000.0,5.71,814100000.0,,1963700000.0,1963700000.0,1962200000.0,1500000.0,117200000.0,,170200000.0,,,,4309400000.0,663700000.0,,,,672200000.0,,1701800000.0,4309400000.0,2777800000.0,4309400000.0,342400000.0,342344000.0,343737000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q4,2018-10-01,2018-12-31,,59000000.0,1.09,1.09,2.45,32900000.0,1.08,283500000.0,,387000000.0,387000000.0,385500000.0,1500000.0,41800000.0,,20600000.0,,,,1236600000.0,229200000.0,,,,223800000.0,,586700000.0,1236600000.0,670500000.0,1236600000.0,342400000.0,342344000.0,343737000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q3,2018-07-01,2018-09-30,2019-11-06 17:30:29+00:00,23700000.0,1.21,1.21,0.7,30200000.0,1.21,150000000.0,,411800000.0,411800000.0,411800000.0,0.0,24700000.0,,11900000.0,,,,904200000.0,130800000.0,,,,144900000.0,,354300000.0,904200000.0,561800000.0,904200000.0,340300000.0,339586000.0,341035000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q3YTD,2018-01-01,2018-09-30,,71000000.0,4.64,4.64,2.1,85800000.0,4.63,530600000.0,,1576700000.0,1576700000.0,1576700000.0,,75400000.0,,149600000.0,,,,3072800000.0,434500000.0,,,,448400000.0,,1115100000.0,3072800000.0,2107300000.0,3072800000.0,340300000.0,339586000.0,341035000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q3TTM,2017-10-01,2018-09-30,,94700000.0,13.32,13.32,7.58,113700000.0,13.26,-1833900000.0,,4515900000.0,4515900000.0,4515900000.0,,61700000.0,,187400000.0,,,,5633800000.0,619800000.0,-1661000000.0,,,588300000.0,,1478200000.0,3972800000.0,2682000000.0,3972800000.0,340300000.0,339586000.0,341035000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q2,2018-04-01,2018-06-30,2019-08-07 14:54:09+00:00,23600000.0,1.67,1.67,0.7,27500000.0,1.66,190700000.0,,566100000.0,566100000.0,566100000.0,0.0,25200000.0,,89900000.0,,,,1059600000.0,165600000.0,,,,150800000.0,,392700000.0,1059600000.0,756800000.0,1059600000.0,339000000.0,339465000.0,340872000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q2YTD,2018-01-01,2018-06-30,,47300000.0,3.43,3.43,1.4,55600000.0,3.42,380600000.0,,1164900000.0,1164900000.0,1164900000.0,,50700000.0,,137700000.0,,,,2168600000.0,303700000.0,,,,303500000.0,,760800000.0,2168600000.0,1545500000.0,2168600000.0,339000000.0,339465000.0,340872000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q2TTM,2017-07-01,2018-06-30,,94800000.0,13.02,13.02,6.88,110400000.0,12.96,-1685200000.0,,4412700000.0,4412700000.0,4412700000.0,,76100000.0,,215200000.0,,,,5620400000.0,580700000.0,-1661000000.0,,,585100000.0,,1447100000.0,3959400000.0,2727500000.0,3959400000.0,339000000.0,339465000.0,340872000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 17:25:00+00:00,23700000.0,1.76,1.76,0.7,28100000.0,1.76,189900000.0,,598800000.0,598800000.0,598800000.0,0.0,25500000.0,,47800000.0,,,,1109000000.0,138100000.0,,,,152700000.0,,368100000.0,1109000000.0,788700000.0,1109000000.0,340200000.0,339305000.0,340747000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q1TTM,2017-04-01,2018-03-31,,95200000.0,12.58,12.58,6.18,111700000.0,12.52,-1654400000.0,,4262400000.0,4262400000.0,4262400000.0,,88300000.0,,157400000.0,,,,4656900000.0,504600000.0,-832500000.0,,,574000000.0,,1373800000.0,3824400000.0,2608000000.0,3824400000.0,340200000.0,339305000.0,340747000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q4,2019-10-01,2019-12-31,,78100000.0,1.32,1.32,3.25,38000000.0,1.31,155100000.0,,469000000.0,469000000.0,469500000.0,-500000.0,53100000.0,,51100000.0,,,,1138400000.0,178600000.0,,,,217600000.0,,565400000.0,1138400000.0,624100000.0,1138400000.0,356900000.0,357155000.0,358239000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,FY,2019-01-01,2019-12-31,2020-02-28 14:00:27+00:00,314700000.0,5.93,5.93,5.5,158600000.0,5.91,573800000.0,,2115800000.0,2115800000.0,2116500000.0,-700000.0,201500000.0,,101800000.0,,,,4868000000.0,706700000.0,,,,898700000.0,,2280200000.0,4868000000.0,2689600000.0,4868000000.0,356900000.0,357155000.0,358239000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q3YTD,2019-01-01,2019-09-30,,236600000.0,4.61,4.61,2.25,120600000.0,4.6,418700000.0,,1646800000.0,1646800000.0,1647000000.0,-200000.0,148400000.0,,50700000.0,,,,3729600000.0,528100000.0,,,,681100000.0,,1714800000.0,3729600000.0,2065500000.0,3729600000.0,357500000.0,357211000.0,358369000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q3TTM,2018-10-01,2019-09-30,,295600000.0,5.7,5.7,4.7,153500000.0,5.68,702200000.0,,2033800000.0,2033800000.0,2032500000.0,1300000.0,190200000.0,,71300000.0,,,,4966200000.0,757300000.0,,,,904900000.0,,2301500000.0,4966200000.0,2736000000.0,4966200000.0,357500000.0,357211000.0,358369000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q3,2019-07-01,2019-09-30,2019-11-06 17:30:29+00:00,79800000.0,1.78,1.78,0.75,41400000.0,1.78,86900000.0,,636300000.0,636300000.0,636300000.0,0.0,52700000.0,,38000000.0,,,,1277300000.0,194700000.0,,,,223500000.0,,592100000.0,1277300000.0,723200000.0,1277300000.0,357500000.0,357211000.0,358369000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q2YTD,2019-01-01,2019-06-30,,156800000.0,2.83,2.83,1.5,79200000.0,2.82,331800000.0,,1010500000.0,1010500000.0,1010700000.0,-200000.0,95700000.0,,12700000.0,,,,2452300000.0,333400000.0,,,,457600000.0,,1122700000.0,2452300000.0,1342300000.0,2452300000.0,356800000.0,357060000.0,358155000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q2TTM,2018-07-01,2019-06-30,,239500000.0,5.13,5.13,4.65,142300000.0,5.11,765300000.0,,1809300000.0,1809300000.0,1808000000.0,1300000.0,162200000.0,,45200000.0,,,,4593100000.0,693400000.0,,,,826300000.0,,2063700000.0,4593100000.0,2574600000.0,4593100000.0,356800000.0,357060000.0,358155000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q2,2019-04-01,2019-06-30,2019-08-07 14:54:09+00:00,76100000.0,1.44,1.44,0.75,46300000.0,1.43,187500000.0,,514600000.0,514600000.0,513800000.0,800000.0,48600000.0,,3500000.0,,,,1272700000.0,175800000.0,,,,227300000.0,,574100000.0,1272700000.0,702100000.0,1272700000.0,356800000.0,357060000.0,358155000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 13:18:36+00:00,80700000.0,1.39,1.39,0.75,32900000.0,1.39,144300000.0,,495900000.0,495900000.0,496900000.0,-1000000.0,47100000.0,,9200000.0,,,,1179600000.0,157600000.0,,,,230300000.0,,548600000.0,1179600000.0,640200000.0,1179600000.0,357500000.0,356886000.0,358047000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q1TTM,2018-04-01,2019-03-31,,187000000.0,5.36,5.36,4.6,123500000.0,5.34,768500000.0,,1860800000.0,1860800000.0,1860300000.0,500000.0,138800000.0,,131600000.0,,,,4380000000.0,683200000.0,,,,749800000.0,,1882300000.0,4380000000.0,2629300000.0,4380000000.0,357500000.0,356886000.0,358047000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2020.0,Q1TTM,2019-04-01,2020-03-31,,311300000.0,6.68,6.68,5.6,161000000.0,6.66,652000000.0,,2386700000.0,2386700000.0,2385800000.0,900000.0,202100000.0,,122000000.0,,,,5210500000.0,743500000.0,,,,875900000.0,,2293800000.0,5210500000.0,3038700000.0,5210500000.0,358000000.0,357524000.0,358455000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 13:18:36+00:00,77300000.0,2.14,2.14,0.85,35300000.0,2.14,222500000.0,,766800000.0,766800000.0,766200000.0,600000.0,47700000.0,,29400000.0,,,,1522100000.0,194400000.0,,,,207500000.0,,562200000.0,1522100000.0,989300000.0,1522100000.0,358000000.0,357524000.0,358455000.0
