company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,customerandotherreceivables,goodwill,intangibleassets,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2008.0,FY,,2008-12-31,2010-02-26 17:26:57+00:00,-160300000.0,297900000.0,17128500000.0,17653500000.0,7519200000.0,20351400000.0,,2966100000.0,707200000.0,,17653500000.0,892500000.0,7861000000.0,668600000.0,,1719700000.0,320900000.0,48158700000.0,18687900000.0,18688600000.0,18688600000.0,29470100000.0,48158700000.0,,737000000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2009.0,FY,,2009-12-31,2011-02-28 17:30:03+00:00,-126200000.0,260600000.0,17187300000.0,5981900000.0,7549200000.0,20228500000.0,,2014700000.0,738500000.0,,5981900000.0,849700000.0,7811700000.0,195200000.0,0.0,2239900000.0,346500000.0,35651000000.0,19301000000.0,19301000000.0,19301000000.0,16350000000.0,35651000000.0,0.0,42600000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2009.0,Q3,,2009-09-30,2009-11-06 16:56:04+00:00,-128700000.0,204100000.0,17144400000.0,6824800000.0,7549300000.0,20259100000.0,,2239300000.0,726900000.0,,6824800000.0,861700000.0,7831600000.0,157800000.0,,2113900000.0,335800000.0,36519600000.0,19129600000.0,19130300000.0,19130300000.0,17389300000.0,36519600000.0,,93700000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2009.0,Q2,,2009-06-30,2009-09-04 11:28:06+00:00,-143900000.0,448700000.0,17136500000.0,8538900000.0,7523100000.0,20290900000.0,,2738600000.0,725300000.0,,8538900000.0,898900000.0,7804600000.0,179300000.0,,1988000000.0,288500000.0,38531200000.0,18980600000.0,18981300000.0,18981300000.0,19549900000.0,38531200000.0,,105400000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,FY,,2010-12-31,2012-02-27 19:36:03+00:00,-104100000.0,855200000.0,17277700000.0,4038500000.0,7983600000.0,20493800000.0,,2104800000.0,786800000.0,,4038500000.0,838000000.0,8031900000.0,270400000.0,68100000.0,2885800000.0,472300000.0,35046100000.0,20059400000.0,20060100000.0,20060100000.0,14917900000.0,35046100000.0,0.0,50200000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q3,,2010-09-30,2010-11-05 16:24:44+00:00,-124800000.0,568200000.0,17258800000.0,2996400000.0,7961000000.0,20508500000.0,,2104400000.0,740600000.0,,2996400000.0,867500000.0,7947300000.0,205500000.0,67800000.0,2766800000.0,464300000.0,33686500000.0,19900800000.0,19900800000.0,19900800000.0,13717900000.0,33686500000.0,0.0,44300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q2,,2010-06-30,2010-08-06 14:21:45+00:00,-136800000.0,363600000.0,16921000000.0,3758800000.0,7962800000.0,20540000000.0,,2524400000.0,729500000.0,,3758800000.0,859200000.0,7948800000.0,237900000.0,67900000.0,2599300000.0,337600000.0,34258900000.0,19383500000.0,19383500000.0,19383500000.0,14807500000.0,34258900000.0,0.0,45000000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q1,,2010-03-31,2010-05-07 16:24:42+00:00,-133800000.0,444200000.0,16918600000.0,4510100000.0,7978600000.0,20573000000.0,,2823800000.0,734700000.0,,4510100000.0,915500000.0,7957700000.0,317600000.0,67300000.0,2404200000.0,336200000.0,35202400000.0,19189000000.0,19189700000.0,19189700000.0,15945400000.0,35202400000.0,,46300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,FY,,2011-12-31,2013-02-28 19:54:19+00:00,111600000.0,1042300000.0,17112500000.0,9333900000.0,7984000000.0,20353300000.0,,2106800000.0,821900000.0,0.0,9333900000.0,1175700000.0,7414400000.0,250200000.0,70300000.0,4324600000.0,31100000.0,40758700000.0,21548700000.0,21552000000.0,21552000000.0,19136400000.0,40758700000.0,0.0,47600000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q3,,2011-09-30,2011-11-09 13:35:43+00:00,91900000.0,829300000.0,17100100000.0,7677500000.0,7984400000.0,20386300000.0,7677500000.0,2106300000.0,813800000.0,,,1149700000.0,7925200000.0,204100000.0,69500000.0,3671600000.0,40700000.0,38887600000.0,20863600000.0,20864300000.0,20864300000.0,17953800000.0,38887600000.0,0.0,46600000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q2,,2011-06-30,2011-08-05 16:04:44+00:00,208300000.0,693600000.0,17244900000.0,4241800000.0,7985400000.0,20419600000.0,4241800000.0,2105800000.0,812800000.0,,,1381000000.0,7987600000.0,241200000.0,70600000.0,3448600000.0,39700000.0,35589200000.0,20901800000.0,20902500000.0,20902500000.0,14616100000.0,35589200000.0,0.0,55000000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q1,,2011-03-31,2011-05-10 16:17:49+00:00,244900000.0,664700000.0,17293100000.0,3323900000.0,7985400000.0,20460700000.0,,2105300000.0,797000000.0,,3323900000.0,1422700000.0,8003500000.0,361800000.0,68600000.0,3248800000.0,58400000.0,34709000000.0,20786800000.0,20787500000.0,20787500000.0,13852900000.0,34709000000.0,0.0,54600000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,FY,,2012-12-31,2014-02-28 18:30:52+00:00,209300000.0,1604700000.0,17213100000.0,6584800000.0,7566900000.0,20029000000.0,,2106800000.0,724000000.0,5800000.0,6584800000.0,2297200000.0,7633800000.0,240700000.0,80800000.0,3993400000.0,791400000.0,38863200000.0,21415800000.0,21419100000.0,21424900000.0,17357500000.0,38863200000.0,0.0,56600000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q3,,2012-09-30,2012-11-08 13:14:54+00:00,119700000.0,2016900000.0,17177200000.0,7395300000.0,7538300000.0,19920000000.0,7395300000.0,2106400000.0,705400000.0,,,2220100000.0,7573900000.0,200100000.0,79400000.0,4408600000.0,794100000.0,39858000000.0,21705500000.0,21708800000.0,21708800000.0,18069800000.0,39858000000.0,0.0,62000000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q2,,2012-06-30,2012-08-08 15:53:29+00:00,114300000.0,1293200000.0,17162100000.0,6407600000.0,7520600000.0,19929200000.0,6407600000.0,2107700000.0,703700000.0,,,2048900000.0,7480300000.0,213200000.0,78400000.0,4340300000.0,38700000.0,37945900000.0,21616700000.0,21620000000.0,21620000000.0,16247500000.0,37945900000.0,0.0,42700000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q1,,2012-03-31,2012-05-07 18:20:12+00:00,164800000.0,1061700000.0,17140000000.0,7737800000.0,7984700000.0,20320800000.0,7737800000.0,2107200000.0,816500000.0,,,1322200000.0,7452900000.0,343100000.0,70000000.0,4243600000.0,29000000.0,39289100000.0,21548400000.0,21549100000.0,21549100000.0,17670000000.0,39289100000.0,0.0,45400000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,FY,,2013-12-31,2015-02-26 17:22:18+00:00,152000000.0,2469700000.0,17504900000.0,21355100000.0,7569000000.0,19916500000.0,,2107200000.0,513400000.0,5700000.0,21355100000.0,2385700000.0,7699100000.0,1169800000.0,0.0,3494600000.0,786100000.0,54277800000.0,21151500000.0,21154800000.0,21160500000.0,33117300000.0,54277800000.0,0.0,68400000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q3,,2013-09-30,2013-11-08 16:56:41+00:00,177200000.0,2065000000.0,17465300000.0,16192800000.0,7569000000.0,19951500000.0,16192800000.0,2107000000.0,714200000.0,5600000.0,,2422400000.0,7681800000.0,229700000.0,0.0,4326500000.0,790700000.0,48979900000.0,21969000000.0,21972300000.0,21977900000.0,27002000000.0,48979900000.0,0.0,65000000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q2,,2013-06-30,2013-08-09 13:59:58+00:00,153200000.0,1968000000.0,17452900000.0,14275800000.0,7569000000.0,19977200000.0,14275800000.0,1358200000.0,713200000.0,6000000.0,,2318200000.0,7477000000.0,380700000.0,0.0,4239200000.0,1536400000.0,46882700000.0,21845300000.0,21848600000.0,21854600000.0,25028100000.0,46882700000.0,0.0,61300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q1,,2013-03-31,2013-05-07 17:48:46+00:00,230000000.0,1843400000.0,17237500000.0,9912000000.0,7569000000.0,20003100000.0,9912000000.0,1358000000.0,709900000.0,6000000.0,,2323700000.0,7639100000.0,344400000.0,82200000.0,4079000000.0,1530300000.0,42421800000.0,21546500000.0,21549800000.0,21555800000.0,20783800000.0,42421800000.0,0.0,60700000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,FY,,2014-12-31,2016-02-26 17:37:16+00:00,6200000.0,1366100000.0,17596600000.0,40566800000.0,7569000000.0,19812700000.0,,2107900000.0,508900000.0,,40566800000.0,2343300000.0,7678900000.0,927500000.0,,3317300000.0,36900000.0,72241500000.0,20920100000.0,20923500000.0,20923500000.0,51318000000.0,72241500000.0,0.0,74700000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q3,,2014-09-30,2014-11-03 15:11:50+00:00,130500000.0,1087900000.0,17561300000.0,32385300000.0,7569000000.0,19837600000.0,32385300000.0,2107700000.0,498700000.0,0.0,,2519000000.0,7697600000.0,207600000.0,,3842000000.0,35000000.0,63970300000.0,21533800000.0,21537100000.0,21537100000.0,42433200000.0,63970300000.0,0.0,72800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q2,,2014-06-30,2014-08-04 14:51:49+00:00,206700000.0,1037300000.0,17545600000.0,20089900000.0,7569000000.0,19866200000.0,20089900000.0,2107500000.0,503400000.0,0.0,,2472600000.0,7661700000.0,254700000.0,,3709800000.0,32100000.0,51611300000.0,21462100000.0,21465400000.0,21465400000.0,30145900000.0,51611300000.0,0.0,72900000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q1,,2014-03-31,2014-05-07 16:43:55+00:00,176300000.0,1053700000.0,17521100000.0,21658500000.0,7569000000.0,19891400000.0,21658500000.0,2107400000.0,508400000.0,5500000.0,,2413900000.0,7719900000.0,328100000.0,,3603900000.0,43100000.0,53167100000.0,21301300000.0,21304600000.0,21310100000.0,31857000000.0,53167100000.0,0.0,72200000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,FY,,2015-12-31,2017-02-27 16:01:59+00:00,-80800000.0,1692600000.0,17721600000.0,35553000000.0,7569000000.0,19713200000.0,,2229300000.0,491700000.0,,35553000000.0,2267400000.0,7753800000.0,1242800000.0,,2907600000.0,28700000.0,67359400000.0,20548400000.0,20551800000.0,20551800000.0,46807600000.0,67359400000.0,0.0,72500000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q3,,2015-09-30,2015-11-06 14:46:29+00:00,-94600000.0,1434300000.0,17696200000.0,49321200000.0,7569000000.0,19738000000.0,49321200000.0,2241200000.0,496100000.0,,,2318600000.0,7732800000.0,239500000.0,,3771800000.0,38100000.0,80949600000.0,21373400000.0,21376800000.0,21376800000.0,59572800000.0,80949600000.0,0.0,72400000.0
