company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,customerandotherreceivables,goodwill,intangibleassets,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q2,,2015-06-30,2015-08-05 15:27:57+00:00,5100000.0,1151000000.0,17674800000.0,42167900000.0,7569000000.0,19762900000.0,42167900000.0,2241000000.0,499200000.0,,,2436800000.0,7730700000.0,242600000.0,,3575500000.0,22100000.0,73663100000.0,21255400000.0,21258800000.0,21258800000.0,52404300000.0,73663100000.0,0.0,76300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2015.0,Q1,,2015-03-31,2015-05-06 13:11:22+00:00,-25800000.0,1694800000.0,17638600000.0,45174200000.0,7569000000.0,19787800000.0,45174200000.0,2851900000.0,503300000.0,,,2320500000.0,7685900000.0,286900000.0,,3479300000.0,34000000.0,77128400000.0,21092100000.0,21095500000.0,21095500000.0,56032900000.0,77128400000.0,0.0,78800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,FY,,2016-12-31,2018-02-28 18:15:07+00:00,-14100000.0,1868600000.0,17826900000.0,37543500000.0,7569000000.0,19617100000.0,,2231200000.0,425200000.0,,37542700000.0,2262700000.0,7851900000.0,1376700000.0,,2524500000.0,26200000.0,69369400000.0,20337300000.0,20340700000.0,20340700000.0,49028700000.0,69369400000.0,0.0,83300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q3,,2016-09-30,2016-11-04 16:25:57+00:00,22900000.0,1420500000.0,17780000000.0,31607100000.0,7569000000.0,19641200000.0,31604900000.0,2230700000.0,426700000.0,,,2503500000.0,7869300000.0,247000000.0,,3458600000.0,34500000.0,63251300000.0,21261500000.0,21264900000.0,21264900000.0,41986400000.0,63251300000.0,0.0,83300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q2,,2016-06-30,2016-08-04 15:37:39+00:00,113300000.0,1161100000.0,17767900000.0,36138600000.0,7569000000.0,19665200000.0,36137400000.0,2230200000.0,437900000.0,,,2574000000.0,7901700000.0,246800000.0,,3189300000.0,35600000.0,67625600000.0,21070500000.0,21073900000.0,21073900000.0,46551700000.0,67625600000.0,0.0,79800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2016.0,Q1,,2016-03-31,2016-05-04 16:06:07+00:00,28100000.0,1146000000.0,17737600000.0,37497300000.0,7569000000.0,19689200000.0,37494300000.0,2229800000.0,449800000.0,,,2337700000.0,7848900000.0,321600000.0,,3072300000.0,32200000.0,68768200000.0,20838000000.0,20841400000.0,20841400000.0,47926800000.0,68768200000.0,0.0,79200000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,FY,,2017-12-31,2019-02-28 16:41:26+00:00,14300000.0,1903600000.0,17896900000.0,44185300000.0,7569000000.0,19521600000.0,44185300000.0,2233100000.0,399700000.0,0.0,,2121900000.0,5473400000.0,1456300000.0,,4497200000.0,31300000.0,75791200000.0,22408400000.0,22411800000.0,22411800000.0,53379400000.0,75791200000.0,0.0,90100000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q3,,2017-09-30,2017-11-02 15:59:39+00:00,12100000.0,1631100000.0,17874600000.0,46942300000.0,7569000000.0,19545300000.0,46942300000.0,2232600000.0,388900000.0,,,2158400000.0,8003500000.0,244600000.0,,2973800000.0,36100000.0,78323000000.0,20860500000.0,20863900000.0,20863900000.0,57459100000.0,78323000000.0,0.0,88000000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q2,,2017-06-30,2017-08-02 16:38:35+00:00,13300000.0,1362300000.0,17870400000.0,47405000000.0,7569000000.0,19569100000.0,47405000000.0,2232100000.0,399500000.0,,,2154600000.0,7865300000.0,239100000.0,,2889700000.0,25500000.0,78543800000.0,20773400000.0,20776800000.0,20776800000.0,57767000000.0,78543800000.0,0.0,84300000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2017.0,Q1,,2017-03-31,2017-05-04 14:59:24+00:00,10800000.0,1287800000.0,17842100000.0,44421200000.0,7569000000.0,19593100000.0,44421200000.0,2231600000.0,411600000.0,,,2106200000.0,7885400000.0,345200000.0,,2697900000.0,38400000.0,75476000000.0,20550800000.0,20554200000.0,20554200000.0,54921800000.0,75476000000.0,0.0,87100000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,FY,,2018-12-31,2020-02-28 14:00:27+00:00,5300000.0,1374500000.0,21057900000.0,39455500000.0,10805300000.0,22675400000.0,39455500000.0,3826800000.0,448700000.0,46800000.0,,2643400000.0,6411000000.0,1126900000.0,,4855300000.0,690200000.0,77475700000.0,25918500000.0,25918500000.0,25965300000.0,51510400000.0,77475700000.0,0.0,72900000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q3,,2018-09-30,2018-11-02 17:01:08+00:00,18700000.0,1406300000.0,17927200000.0,37843900000.0,7569000000.0,19443700000.0,37843900000.0,3419600000.0,362700000.0,,,3655700000.0,5494700000.0,256300000.0,,5346400000.0,53900000.0,70364100000.0,23292300000.0,23295700000.0,23295700000.0,47068400000.0,70364100000.0,0.0,82800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q2,,2018-06-30,2018-08-01 14:12:03+00:00,18600000.0,1098900000.0,17928300000.0,36885200000.0,7569000000.0,19474300000.0,36885200000.0,3419000000.0,380000000.0,,,3711000000.0,5477100000.0,266600000.0,,5173300000.0,27800000.0,69199300000.0,23120200000.0,23123600000.0,23123600000.0,46075700000.0,69199300000.0,0.0,80900000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2018.0,Q1,,2018-03-31,2018-05-03 16:50:56+00:00,19900000.0,784600000.0,17904100000.0,39088900000.0,7569000000.0,19497900000.0,39088900000.0,2233500000.0,387200000.0,,,2501300000.0,5467700000.0,331400000.0,,4845400000.0,25000000.0,69919300000.0,22769400000.0,22772800000.0,22772800000.0,47146500000.0,69919300000.0,0.0,90400000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,FY,,2019-12-31,2020-05-06 13:18:36+00:00,3400000.0,1551400000.0,21116800000.0,37077000000.0,10742500000.0,22293000000.0,37075800000.0,3743200000.0,544000000.0,30400000.0,,2924200000.0,6790300000.0,1384800000.0,,5008700000.0,61900000.0,75215300000.0,26128900000.0,26128900000.0,26159300000.0,49056000000.0,75215300000.0,0.0,83200000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q3,,2019-09-30,2019-11-06 17:30:29+00:00,-32200000.0,1210100000.0,21107500000.0,41161300000.0,10774400000.0,22336500000.0,41160400000.0,3873300000.0,517300000.0,30100000.0,,3337900000.0,6817500000.0,691600000.0,,5704200000.0,61500000.0,79417600000.0,26779500000.0,26783200000.0,26813300000.0,52604300000.0,79417600000.0,0.0,80100000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q2,,2019-06-30,2019-08-07 14:54:09+00:00,5600000.0,937700000.0,21109200000.0,32489500000.0,10795300000.0,22484000000.0,32489500000.0,4072900000.0,500400000.0,29700000.0,,3060800000.0,6857000000.0,393600000.0,,5336800000.0,51600000.0,70349500000.0,26451600000.0,26455200000.0,26484900000.0,43864600000.0,70349500000.0,0.0,81800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2019.0,Q1,,2019-03-31,2019-05-08 17:25:00+00:00,800000.0,997400000.0,21062100000.0,33620200000.0,10850300000.0,22555900000.0,33614600000.0,4292000000.0,467700000.0,28900000.0,,3040600000.0,6863600000.0,592500000.0,,5091100000.0,65300000.0,71614500000.0,26154000000.0,26157600000.0,26186500000.0,45428000000.0,71614500000.0,0.0,82400000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2020.0,Q1,,2020-03-31,2020-05-06 13:18:36+00:00,-26200000.0,851700000.0,21124000000.0,100371800000.0,10742500000.0,22173200000.0,100371500000.0,3539800000.0,538400000.0,31000000.0,,3177200000.0,6740100000.0,607900000.0,,5469900000.0,74300000.0,137932300000.0,26567700000.0,26567700000.0,26598700000.0,111333600000.0,137932300000.0,0.0,77500000.0
