company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q1,,2011-03-31,2011-04-25 16:27:28+00:00,67500000.0,459700000.0,123100000.0,287400000.0,-26900000.0,748300000.0,,1226700000.0,35100000.0,9700000.0,86000000.0,611400000.0,620000000.0,526900000.0,895300000.0,327600000.0,332600000.0,,77900000.0,14900000.0,71700000.0,,,97100000.0,240100000.0,,651900000.0,,,3288300000.0,1851700000.0,1642400000.0,286300000.0,1851700000.0,1851700000.0,1436600000.0,3288300000.0,1313300000.0,1150300000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,FY,,2012-12-31,2014-02-19 16:58:10+00:00,56200000.0,480900000.0,242900000.0,272600000.0,-81200000.0,896300000.0,0.0,1533700000.0,42600000.0,10700000.0,137800000.0,961600000.0,631900000.0,874600000.0,1409600000.0,328500000.0,359300000.0,,10000000.0,26000000.0,73900000.0,,,98600000.0,342400000.0,25000000.0,473200000.0,,,4151300000.0,1925700000.0,1847200000.0,447600000.0,1925700000.0,1925700000.0,2225600000.0,4151300000.0,1944800000.0,1778000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q3,,2012-09-30,2012-10-24 16:17:39+00:00,64800000.0,475000000.0,224100000.0,287500000.0,-83600000.0,809100000.0,0.0,1501300000.0,58200000.0,9600000.0,104700000.0,905800000.0,641800000.0,788300000.0,911400000.0,335900000.0,354300000.0,,8700000.0,16600000.0,79700000.0,,,90000000.0,322000000.0,27500000.0,480100000.0,381500000.0,,3932500000.0,1897800000.0,1785400000.0,784700000.0,1897800000.0,1897800000.0,2034700000.0,3932500000.0,1792800000.0,1250000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q2,,2012-06-30,2012-07-26 15:54:35+00:00,71200000.0,505900000.0,263900000.0,273900000.0,-100400000.0,714000000.0,0.0,1467000000.0,60400000.0,5700000.0,91400000.0,907000000.0,628800000.0,812400000.0,910400000.0,330500000.0,354900000.0,,11800000.0,13800000.0,79000000.0,,,85300000.0,335200000.0,55400000.0,554900000.0,303500000.0,,3916600000.0,1921500000.0,1745200000.0,735700000.0,1921500000.0,1921500000.0,1995100000.0,3916600000.0,1816500000.0,1259400000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q1,,2012-03-31,2012-04-25 13:26:33+00:00,77200000.0,505300000.0,320200000.0,282300000.0,-57900000.0,674600000.0,0.0,1420900000.0,54600000.0,16200000.0,83600000.0,914300000.0,643700000.0,835300000.0,908700000.0,323900000.0,361400000.0,,15200000.0,15500000.0,58000000.0,,,81600000.0,330100000.0,129800000.0,509000000.0,330500000.0,,3954000000.0,1872000000.0,1746200000.0,827700000.0,1872000000.0,1872000000.0,2082000000.0,3954000000.0,1846400000.0,1254300000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,FY,,2013-12-31,2015-02-18 14:11:43+00:00,83000000.0,479600000.0,294000000.0,276300000.0,-20900000.0,1066900000.0,0.0,1749000000.0,78200000.0,64200000.0,145300000.0,1099500000.0,667500000.0,1164900000.0,1405700000.0,356200000.0,391200000.0,,3900000.0,161900000.0,93200000.0,,,291200000.0,798800000.0,16300000.0,360100000.0,0.0,,5041100000.0,2088200000.0,2090400000.0,586500000.0,2088200000.0,2088200000.0,2952900000.0,5041100000.0,2559500000.0,2366400000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q3,,2013-09-30,2013-10-24 13:12:50+00:00,72800000.0,456500000.0,208200000.0,295100000.0,-73700000.0,781700000.0,0.0,1667500000.0,33800000.0,8800000.0,114500000.0,971000000.0,655600000.0,841000000.0,1406500000.0,332100000.0,360500000.0,,10100000.0,18300000.0,103800000.0,24400000.0,2600000.0,231100000.0,731700000.0,19000000.0,-89700000.0,97500000.0,,4165000000.0,1504100000.0,1751300000.0,504400000.0,1504100000.0,1504100000.0,2660900000.0,4165000000.0,2053200000.0,2156500000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q2,,2013-06-30,2013-07-24 16:03:49+00:00,91900000.0,467600000.0,225900000.0,284200000.0,-82700000.0,859400000.0,0.0,1604000000.0,47600000.0,9100000.0,99500000.0,960500000.0,640400000.0,824400000.0,1406600000.0,324600000.0,356200000.0,,23600000.0,36400000.0,98300000.0,24400000.0,,232100000.0,720000000.0,8900000.0,40400000.0,76500000.0,,4227600000.0,1561700000.0,1830800000.0,502900000.0,1561700000.0,1561700000.0,2665900000.0,4227600000.0,2040600000.0,2163000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q1,,2013-03-31,2013-04-24 13:12:46+00:00,94100000.0,448600000.0,219700000.0,284900000.0,-77900000.0,879300000.0,0.0,1567000000.0,40400000.0,9800000.0,92000000.0,962100000.0,641500000.0,854600000.0,1408600000.0,332600000.0,356600000.0,,6100000.0,33400000.0,69000000.0,,,101800000.0,320900000.0,26000000.0,409500000.0,,,4077100000.0,1898600000.0,1795900000.0,415600000.0,1898600000.0,1898600000.0,2178500000.0,4077100000.0,1924600000.0,1762900000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,FY,,2014-12-31,2016-02-12 13:25:43+00:00,81900000.0,455200000.0,287700000.0,301500000.0,-88800000.0,960100000.0,0.0,1964000000.0,93300000.0,4400000.0,162600000.0,1091200000.0,747900000.0,1053900000.0,1401900000.0,376200000.0,446400000.0,,11500000.0,145900000.0,114800000.0,,,442500000.0,1125300000.0,47500000.0,-70300000.0,78000000.0,,5092600000.0,1804900000.0,2047100000.0,614600000.0,1804900000.0,1804900000.0,3287700000.0,5092600000.0,2599100000.0,2673100000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q3,,2014-09-30,2014-10-23 17:01:28+00:00,81300000.0,443300000.0,402600000.0,315200000.0,-29300000.0,971700000.0,0.0,1899100000.0,62900000.0,24300000.0,136700000.0,1097700000.0,745500000.0,1085800000.0,1402800000.0,379900000.0,430300000.0,,10900000.0,126100000.0,105300000.0,,,457900000.0,1107700000.0,68000000.0,-37600000.0,,,5113700000.0,1832200000.0,2031100000.0,644900000.0,1832200000.0,1832200000.0,3281500000.0,5113700000.0,2652300000.0,2636600000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q2,,2014-06-30,2014-07-25 13:57:17+00:00,84400000.0,454000000.0,396300000.0,306200000.0,-12600000.0,996100000.0,0.0,1858900000.0,69500000.0,2700000.0,117100000.0,1101400000.0,719800000.0,1112200000.0,1404100000.0,374300000.0,413600000.0,,10800000.0,142200000.0,122300000.0,,,454500000.0,1112600000.0,9600000.0,-168900000.0,181500000.0,,5118300000.0,1677400000.0,2025800000.0,782000000.0,1677400000.0,1677400000.0,3440900000.0,5118300000.0,2678900000.0,2658900000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q1,,2014-03-31,2014-04-23 15:58:54+00:00,90400000.0,452600000.0,323000000.0,291200000.0,-17900000.0,939900000.0,0.0,1820800000.0,71500000.0,16400000.0,101900000.0,1102100000.0,687000000.0,1138600000.0,1404800000.0,364200000.0,395800000.0,,8200000.0,169800000.0,97900000.0,,,292000000.0,715400000.0,15100000.0,253300000.0,,,4877900000.0,2056200000.0,1941200000.0,531700000.0,2056200000.0,2056200000.0,2821700000.0,4877900000.0,2540900000.0,2290000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,FY,,2015-12-31,2017-02-13 17:11:08+00:00,70700000.0,445100000.0,728900000.0,335400000.0,-208000000.0,950500000.0,0.0,2166800000.0,,23000000.0,187900000.0,1140600000.0,807800000.0,1019100000.0,1144100000.0,413700000.0,472400000.0,,50500000.0,47200000.0,79600000.0,,,192100000.0,936700000.0,80400000.0,-503500000.0,250200000.0,,4844000000.0,1455300000.0,1969300000.0,1260700000.0,1455300000.0,1455300000.0,3388700000.0,4844000000.0,2402300000.0,2128000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q3,,2015-09-30,2015-10-23 15:00:13+00:00,73300000.0,441900000.0,780700000.0,342200000.0,-155900000.0,1001700000.0,0.0,2125700000.0,137900000.0,44100000.0,150000000.0,1124100000.0,809000000.0,1027200000.0,1147700000.0,381100000.0,466800000.0,,13700000.0,170300000.0,80100000.0,,,234500000.0,876700000.0,63400000.0,-491600000.0,251400000.0,,4972400000.0,1478200000.0,2106100000.0,1299500000.0,1478200000.0,1478200000.0,3494200000.0,4972400000.0,2399500000.0,2194700000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q2,,2015-06-30,2015-07-24 13:11:53+00:00,69900000.0,453700000.0,613500000.0,324700000.0,-145700000.0,1098400000.0,0.0,2060200000.0,126600000.0,52000000.0,122100000.0,1079700000.0,786000000.0,991800000.0,1147500000.0,383600000.0,461300000.0,,14700000.0,174800000.0,93300000.0,,,246900000.0,876800000.0,17500000.0,-256100000.0,252500000.0,,4967500000.0,1658400000.0,2173100000.0,1110000000.0,1658400000.0,1658400000.0,3309100000.0,4967500000.0,2333100000.0,2199100000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q1,,2015-03-31,2015-04-24 13:42:22+00:00,78800000.0,436500000.0,229000000.0,309200000.0,-140500000.0,1004200000.0,0.0,2023700000.0,69300000.0,5900000.0,104700000.0,1081700000.0,761800000.0,1021700000.0,1147400000.0,377800000.0,452600000.0,,11500000.0,145600000.0,125900000.0,,,452400000.0,1111900000.0,23100000.0,-134400000.0,484600000.0,,5056700000.0,1748800000.0,2036800000.0,903000000.0,1748800000.0,1748800000.0,3307900000.0,5056700000.0,2567300000.0,2404900000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,FY,,2016-12-31,2017-10-26 10:23:02+00:00,96000000.0,477300000.0,809500000.0,357600000.0,-235500000.0,905000000.0,0.0,2365000000.0,,17300000.0,186100000.0,1260500000.0,847100000.0,1010000000.0,1641700000.0,483000000.0,489500000.0,,64400000.0,18900000.0,249600000.0,,,165300000.0,861500000.0,201500000.0,-454400000.0,0.0,,5306100000.0,1675100000.0,2316400000.0,1108900000.0,1675100000.0,1675100000.0,3631000000.0,5306100000.0,2500200000.0,2522100000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q3,,2016-09-30,2016-10-26 13:10:05+00:00,95700000.0,455800000.0,588200000.0,390000000.0,-210600000.0,996400000.0,0.0,2333200000.0,116100000.0,20900000.0,170300000.0,1268800000.0,866900000.0,1050100000.0,1641200000.0,487700000.0,476900000.0,,20800000.0,111700000.0,92900000.0,,,191700000.0,960600000.0,153500000.0,-400500000.0,0.0,,5310700000.0,1722100000.0,2302400000.0,875100000.0,1722100000.0,1722100000.0,3588600000.0,5310700000.0,2531400000.0,2713500000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q2,,2016-06-30,2016-07-27 10:44:05+00:00,91500000.0,467200000.0,656700000.0,372200000.0,-199400000.0,797800000.0,0.0,2282200000.0,114500000.0,17900000.0,160300000.0,1270900000.0,843800000.0,1084200000.0,1640500000.0,470500000.0,471600000.0,,23200000.0,151100000.0,115400000.0,,,223100000.0,912400000.0,219800000.0,-455000000.0,0.0,,5258200000.0,1627800000.0,2185200000.0,926400000.0,1627800000.0,1627800000.0,3630400000.0,5258200000.0,2601400000.0,2704000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q1,,2016-03-31,2016-04-28 09:38:34+00:00,96800000.0,458100000.0,623000000.0,357100000.0,-213900000.0,765000000.0,0.0,2228300000.0,97300000.0,7900000.0,140300000.0,1264200000.0,831000000.0,1111400000.0,1144500000.0,439700000.0,473900000.0,,28800000.0,163900000.0,104200000.0,,,223700000.0,1015000000.0,210600000.0,-554500000.0,525600000.0,,5176900000.0,1459900000.0,2074900000.0,1393600000.0,1459900000.0,1459900000.0,3717000000.0,5176900000.0,2628100000.0,2323400000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q3,,2017-09-30,2017-10-26 10:23:02+00:00,81000000.0,503000000.0,740800000.0,405400000.0,-162000000.0,1158100000.0,0.0,2497900000.0,,18200000.0,160200000.0,1271100000.0,911000000.0,942400000.0,1143500000.0,529300000.0,505600000.0,,105700000.0,21600000.0,253300000.0,,,161600000.0,889500000.0,142400000.0,-318000000.0,499800000.0,,5572500000.0,2017900000.0,2586100000.0,1500000000.0,2017900000.0,2017900000.0,3554600000.0,5572500000.0,2480800000.0,2054600000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q2,,2017-06-30,2017-07-28 10:11:59+00:00,93200000.0,476700000.0,762700000.0,388900000.0,-195100000.0,976500000.0,0.0,2461700000.0,,9600000.0,135300000.0,1266400000.0,888700000.0,970800000.0,1143300000.0,514800000.0,499800000.0,,60500000.0,18400000.0,270400000.0,,,164400000.0,823200000.0,153500000.0,-412100000.0,513600000.0,,5353800000.0,1854500000.0,2391900000.0,1514400000.0,1854500000.0,1854500000.0,3499300000.0,5353800000.0,2462100000.0,1984900000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q1,,2017-03-31,2017-04-27 10:43:57+00:00,102000000.0,450000000.0,715000000.0,370600000.0,-222100000.0,890700000.0,0.0,2407400000.0,,15300000.0,118100000.0,1261000000.0,865000000.0,984100000.0,1143000000.0,497200000.0,494400000.0,,38700000.0,28500000.0,283800000.0,,,165600000.0,841600000.0,179100000.0,-513500000.0,609300000.0,,5244600000.0,1671800000.0,2300800000.0,1559700000.0,1671800000.0,1671800000.0,3572800000.0,5244600000.0,2449400000.0,2013100000.0,0.0
