company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2008.0,FY,,2008-12-31,2010-02-25 09:07:38+00:00,53500000.0,394100000.0,119200000.0,243600000.0,-94400000.0,592100000.0,,991400000.0,52200000.0,5700000.0,94700000.0,458800000.0,577000000.0,363600000.0,149800000.0,275100000.0,333400000.0,11000000.0,78200000.0,23500000.0,40700000.0,,,77500000.0,231100000.0,,1080200000.0,,,2665700000.0,1977200000.0,1354200000.0,273100000.0,1977200000.0,1988200000.0,677500000.0,2665700000.0,978100000.0,404400000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2009.0,Q3,,2009-09-30,2009-10-26 17:29:08+00:00,56100000.0,415800000.0,88500000.0,288800000.0,-34500000.0,632100000.0,,1054000000.0,49700000.0,12300000.0,90300000.0,491100000.0,622200000.0,366700000.0,149800000.0,311100000.0,333400000.0,12400000.0,90400000.0,19500000.0,45700000.0,,,71500000.0,228500000.0,,1130600000.0,,,2807500000.0,2150100000.0,1454400000.0,247200000.0,2150100000.0,2162500000.0,645000000.0,2807500000.0,1019700000.0,397800000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2009.0,Q2,,2009-06-30,2009-07-27 17:15:24+00:00,62600000.0,412700000.0,103300000.0,276100000.0,-45100000.0,607900000.0,0.0,1037500000.0,51300000.0,9700000.0,85800000.0,475000000.0,610200000.0,368900000.0,149800000.0,307700000.0,334100000.0,11900000.0,85700000.0,19600000.0,39700000.0,,,79700000.0,230200000.0,,1097400000.0,,,2762700000.0,2089800000.0,1419300000.0,261400000.0,2089800000.0,2101700000.0,661000000.0,2762700000.0,1009300000.0,399600000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,FY,,2010-12-31,2012-02-23 15:54:07+00:00,51400000.0,460800000.0,142300000.0,270900000.0,-56200000.0,641400000.0,0.0,1167700000.0,42700000.0,1900000.0,121600000.0,607400000.0,1197600000.0,540300000.0,896900000.0,308900000.0,327900000.0,,78400000.0,15000000.0,75500000.0,,,88200000.0,230400000.0,,520000000.0,80500000.0,,3171500000.0,1631500000.0,1529300000.0,397700000.0,1631500000.0,1631500000.0,1540000000.0,3171500000.0,1314300000.0,1142300000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q3,,2010-09-30,2010-10-25 17:24:35+00:00,62400000.0,435000000.0,131400000.0,282200000.0,-79200000.0,662200000.0,,1138400000.0,52800000.0,9800000.0,98900000.0,609700000.0,604600000.0,542000000.0,149800000.0,315300000.0,322400000.0,0.0,90000000.0,15200000.0,54600000.0,,,75600000.0,245000000.0,,1171900000.0,216000000.0,,3159600000.0,2231100000.0,1519900000.0,518500000.0,2231100000.0,2231100000.0,928500000.0,3159600000.0,1317300000.0,410000000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q2,,2010-06-30,2010-08-02 10:12:20+00:00,50700000.0,420800000.0,114700000.0,264200000.0,-100600000.0,592900000.0,,1126400000.0,52500000.0,7800000.0,79200000.0,521700000.0,583400000.0,430300000.0,149800000.0,281800000.0,319200000.0,,108600000.0,28500000.0,43000000.0,,,73500000.0,255900000.0,,1114500000.0,30000000.0,12600000.0,2856900000.0,2140300000.0,1403600000.0,282400000.0,2140300000.0,2140300000.0,716600000.0,2856900000.0,1134100000.0,434200000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q1,,2010-03-31,2010-04-26 16:55:38+00:00,54900000.0,430800000.0,91400000.0,277500000.0,-59200000.0,720400000.0,,1118800000.0,48600000.0,50000000.0,67900000.0,500600000.0,602700000.0,392800000.0,149800000.0,279100000.0,325200000.0,12600000.0,104900000.0,20200000.0,33300000.0,,,73100000.0,259100000.0,,1156700000.0,,13400000.0,2922200000.0,2216300000.0,1525600000.0,264200000.0,2216300000.0,2228900000.0,693300000.0,2922200000.0,1071400000.0,429100000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,FY,,2011-12-31,2013-02-20 15:10:16+00:00,86400000.0,488900000.0,380400000.0,272100000.0,-66600000.0,596400000.0,0.0,1371000000.0,61200000.0,19700000.0,124400000.0,916700000.0,627500000.0,851300000.0,908700000.0,319200000.0,355400000.0,,17000000.0,16500000.0,76100000.0,,,102100000.0,319600000.0,147100000.0,466800000.0,304500000.0,,3931400000.0,1771200000.0,1688900000.0,915400000.0,1771200000.0,1771200000.0,2160200000.0,3931400000.0,1887100000.0,1244800000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q3,,2011-09-30,2011-10-26 15:56:37+00:00,78900000.0,476500000.0,289500000.0,313400000.0,-14500000.0,767000000.0,0.0,1346100000.0,42000000.0,28200000.0,110800000.0,614500000.0,654600000.0,510100000.0,908900000.0,329800000.0,341200000.0,,90800000.0,16000000.0,84600000.0,,,82500000.0,258000000.0,200300000.0,517400000.0,,,3539300000.0,1849000000.0,1900200000.0,507400000.0,1849000000.0,1849000000.0,1690300000.0,3539300000.0,1297900000.0,1182900000.0,0.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q2,,2011-06-30,2011-07-25 17:48:08+00:00,59500000.0,474200000.0,299500000.0,301800000.0,-4400000.0,911900000.0,0.0,1307300000.0,36100000.0,1000000.0,92300000.0,614400000.0,637700000.0,518500000.0,901100000.0,331600000.0,335900000.0,,84800000.0,15900000.0,119600000.0,,,76200000.0,259400000.0,,571600000.0,,,3503200000.0,1874500000.0,1873400000.0,452300000.0,1874500000.0,1874500000.0,1628700000.0,3503200000.0,1293900000.0,1176400000.0,0.0
