company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
JONES GROUP INC,JNY,,874016,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 14:28:10+00:00,3.07,3.07,0.56,3.03,166000000.0,-104400000.0,311100000.0,45900000.0,265200000.0,311100000.0,0.0,2609100000.0,3848500000.0,,1100400000.0,2609100000.0,1239400000.0,51500000.0,20000000.0,1266400000.0,-27000000.0,-31500000.0,-58500000.0,3848500000.0,101300000.0,99900000.0,101300000.0
JONES GROUP INC,JNY,,874016,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 10:20:48+00:00,-9.04,-9.04,0.56,-9.04,838400000.0,-6600000.0,-765400000.0,-766300000.0,900000.0,-765400000.0,0.0,2440200000.0,3616400000.0,,1069200000.0,2440200000.0,1176200000.0,49100000.0,7600000.0,1907600000.0,-731400000.0,-41500000.0,-772900000.0,3616400000.0,84700000.0,82900000.0,82900000.0
JONES GROUP INC,JNY,,874016,2008.0,Q3,2008-07-06,2008-10-04,2009-10-29 16:04:20+00:00,0.33,0.33,0.14,0.33,,14600000.0,27300000.0,26300000.0,1000000.0,27300000.0,0.0,641400000.0,964700000.0,,271500000.0,641400000.0,323300000.0,12100000.0,1200000.0,271500000.0,51800000.0,-10900000.0,40900000.0,964700000.0,82700000.0,81600000.0,81700000.0
JONES GROUP INC,JNY,,874016,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 14:32:57+00:00,-1.02,-1.02,0.2,-1.02,149300000.0,16200000.0,-86300000.0,-86300000.0,,-86600000.0,300000.0,2181500000.0,3326500000.0,900000.0,1008700000.0,2181500000.0,1145900000.0,57100000.0,-900000.0,1158000000.0,-12100000.0,-58000000.0,-70100000.0,3327400000.0,84900000.0,81700000.0,81700000.0
JONES GROUP INC,JNY,,874016,2009.0,Q3,2009-07-05,2009-10-03,2010-10-27 08:09:21+00:00,0.36,0.36,0.05,0.36,,16500000.0,30600000.0,30600000.0,,30400000.0,200000.0,551300000.0,855700000.0,,243500000.0,551300000.0,304400000.0,12100000.0,-1700000.0,243500000.0,60900000.0,-13800000.0,47100000.0,855700000.0,84400000.0,81700000.0,81800000.0
JONES GROUP INC,JNY,,874016,2009.0,Q1,2009-01-01,2009-04-04,2010-04-28 07:50:53+00:00,,0.0,0.05,0.0,,200000.0,300000.0,300000.0,,300000.0,0.0,597800000.0,891100000.0,,279600000.0,597800000.0,293300000.0,13800000.0,600000.0,279600000.0,13700000.0,-13200000.0,500000.0,891100000.0,,81700000.0,81700000.0
JONES GROUP INC,JNY,,874016,2010.0,Q4,2010-10-03,2010-12-31,,-0.47,-0.47,0.05,-0.47,37600000.0,-24800000.0,-40000000.0,-40000000.0,,-40200000.0,200000.0,604200000.0,873300000.0,400000.0,278700000.0,604200000.0,269500000.0,18700000.0,700000.0,316300000.0,-46800000.0,-18000000.0,-64800000.0,873700000.0,85400000.0,82100000.0,82600000.0
JONES GROUP INC,JNY,,874016,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:43:57+00:00,0.63,0.63,0.2,0.62,37600000.0,30700000.0,54400000.0,54400000.0,,53800000.0,600000.0,2387200000.0,3641800000.0,900000.0,1073000000.0,2387200000.0,1255500000.0,60400000.0,600000.0,1110600000.0,144900000.0,-59800000.0,85100000.0,3642700000.0,85400000.0,82100000.0,82600000.0
JONES GROUP INC,JNY,,874016,2010.0,Q3YTD,2010-01-01,2010-10-02,,1.1,1.1,0.15,1.09,,55500000.0,94400000.0,94400000.0,,94000000.0,400000.0,1783000000.0,2768500000.0,500000.0,794300000.0,1783000000.0,986000000.0,41700000.0,-100000.0,794300000.0,191700000.0,-41800000.0,149900000.0,2769000000.0,85600000.0,82200000.0,82900000.0
JONES GROUP INC,JNY,,874016,2010.0,Q3,2010-07-04,2010-10-02,2011-11-07 14:40:12+00:00,0.34,0.34,0.05,0.34,,17200000.0,29200000.0,29200000.0,,29100000.0,100000.0,679500000.0,1021900000.0,200000.0,282500000.0,679500000.0,342600000.0,14600000.0,900000.0,282500000.0,60100000.0,-13700000.0,46400000.0,1022100000.0,85600000.0,82200000.0,82900000.0
JONES GROUP INC,JNY,,874016,2010.0,Q2YTD,2010-01-01,2010-07-03,,0.76,0.76,0.1,0.75,,38300000.0,65200000.0,65200000.0,,64900000.0,300000.0,1103500000.0,1746600000.0,300000.0,511800000.0,1103500000.0,643400000.0,27100000.0,-1000000.0,511800000.0,131600000.0,-28100000.0,103500000.0,1746900000.0,85700000.0,82200000.0,82700000.0
JONES GROUP INC,JNY,,874016,2010.0,Q2,2010-04-04,2010-07-03,2011-07-29 08:48:01+00:00,0.3,0.3,0.05,0.3,,15200000.0,25800000.0,25800000.0,,25700000.0,100000.0,542400000.0,859300000.0,300000.0,261900000.0,542400000.0,317200000.0,14700000.0,400000.0,261900000.0,55300000.0,-14300000.0,41000000.0,859600000.0,85700000.0,82200000.0,82700000.0
JONES GROUP INC,JNY,,874016,2010.0,Q1TTM,2009-04-05,2010-04-03,,-0.56,-0.56,0.2,-0.57,149300000.0,39100000.0,-47200000.0,-47200000.0,,-47700000.0,500000.0,2144800000.0,3322700000.0,900000.0,979000000.0,2144800000.0,1178800000.0,55700000.0,-2900000.0,1128300000.0,50500000.0,-58600000.0,-8100000.0,3323600000.0,85200000.0,82000000.0,82400000.0
