company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
JONES GROUP INC,JNY,,874016,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 14:28:10+00:00,0.0,76500000.0,866200000.0,3800000.0,-173700000.0,,-666400000.0,758000000.0,119500000.0,17900000.0,-40500000.0,39000000.0,-648500000.0,717500000.0,158500000.0,231300000.0,311100000.0,45900000.0,265200000.0,171000000.0,-8200000.0,0.0,-57200000.0,,-111200000.0,-104100000.0,-496900000.0,3000000.0
JONES GROUP INC,JNY,,874016,2009.0,Q4,2009-10-04,2009-12-31,,,20700000.0,,-600000.0,63800000.0,,-12800000.0,-9900000.0,199800000.0,,,,-12800000.0,-9900000.0,199800000.0,176500000.0,-42300000.0,-42300000.0,,157600000.0,,,-4500000.0,,-9900000.0,-8300000.0,,
JONES GROUP INC,JNY,,874016,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 14:32:57+00:00,0.0,78700000.0,,1600000.0,157300000.0,0.0,-310300000.0,-45200000.0,349000000.0,,,,-310300000.0,-45200000.0,349000000.0,-4900000.0,-86300000.0,-86300000.0,,199300000.0,0.0,-15200000.0,-17200000.0,,-30000000.0,-293100000.0,0.0,
JONES GROUP INC,JNY,,874016,2009.0,Q3,2009-07-05,2009-10-03,,,20400000.0,,1000000.0,65300000.0,-20900000.0,-25900000.0,-6200000.0,75500000.0,,,,-25900000.0,-6200000.0,75500000.0,44400000.0,-30600000.0,-30600000.0,,20400000.0,,,-4200000.0,,-6200000.0,-800000.0,,
JONES GROUP INC,JNY,,874016,2009.0,Q3YTD,2009-01-01,2009-10-03,2010-10-27 08:09:21+00:00,0.0,58000000.0,,2200000.0,93500000.0,,-297500000.0,-35300000.0,149200000.0,,,,-297500000.0,-35300000.0,149200000.0,-181400000.0,-44000000.0,-44000000.0,,41700000.0,0.0,-15200000.0,-12700000.0,,-20100000.0,-284800000.0,,
JONES GROUP INC,JNY,,874016,2009.0,Q2,2009-04-05,2009-07-04,,,19000000.0,,1500000.0,199200000.0,11900000.0,-275500000.0,-20800000.0,213000000.0,,,,-275500000.0,-20800000.0,213000000.0,-81800000.0,-13100000.0,-13100000.0,,7900000.0,,-15200000.0,-4300000.0,,-5600000.0,-283100000.0,,
JONES GROUP INC,JNY,,874016,2009.0,Q2YTD,2009-01-01,2009-07-04,2010-07-30 08:47:02+00:00,0.0,37600000.0,,1200000.0,28200000.0,20900000.0,-271600000.0,-29100000.0,73700000.0,,,,-271600000.0,-29100000.0,73700000.0,-225800000.0,-13400000.0,-13400000.0,,21300000.0,0.0,-15200000.0,-8500000.0,,-13900000.0,-284000000.0,,
JONES GROUP INC,JNY,,874016,2009.0,Q1,2009-01-01,2009-04-04,2010-04-28 07:50:53+00:00,0.0,18600000.0,,-300000.0,-171000000.0,9000000.0,3900000.0,-8300000.0,-139300000.0,,,,3900000.0,-8300000.0,-139300000.0,-144000000.0,-300000.0,-300000.0,,13400000.0,,,-4200000.0,,-8300000.0,-900000.0,,
JONES GROUP INC,JNY,,874016,2010.0,Q4,2010-10-03,2010-12-31,,,19400000.0,,1200000.0,180000000.0,-16200000.0,-32900000.0,-13500000.0,212000000.0,,,,-32900000.0,-13500000.0,212000000.0,166800000.0,-40000000.0,-40000000.0,,52600000.0,,,-4800000.0,,-13500000.0,-1200000.0,-10700000.0,
JONES GROUP INC,JNY,,874016,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:43:57+00:00,-173700000.0,91900000.0,0.0,500000.0,-96200000.0,0.0,-60100000.0,-214300000.0,141300000.0,,,,-60100000.0,-214300000.0,141300000.0,-132600000.0,54400000.0,54400000.0,,91200000.0,-2500000.0,400000.0,-36800000.0,0.0,-41000000.0,-10100000.0,-10700000.0,
JONES GROUP INC,JNY,,874016,2010.0,Q3TTM,2009-10-04,2010-10-02,,-173700000.0,93200000.0,,-1300000.0,-212400000.0,16200000.0,-40000000.0,-210700000.0,129100000.0,,,,-40000000.0,-210700000.0,129100000.0,-122900000.0,52100000.0,52100000.0,,196200000.0,-2500000.0,400000.0,-36500000.0,,-37400000.0,-17200000.0,,
JONES GROUP INC,JNY,,874016,2010.0,Q3,2010-07-04,2010-10-02,,,28300000.0,,-1000000.0,-170100000.0,16200000.0,9400000.0,-10900000.0,-96700000.0,,,,9400000.0,-10900000.0,-96700000.0,-99200000.0,29200000.0,29200000.0,,15900000.0,-1800000.0,300000.0,-4400000.0,,-11200000.0,-600000.0,,
JONES GROUP INC,JNY,,874016,2010.0,Q3YTD,2010-01-01,2010-10-02,2011-11-07 14:40:12+00:00,-173700000.0,72500000.0,,-700000.0,-276200000.0,16200000.0,-27200000.0,-200800000.0,-70700000.0,,,,-27200000.0,-200800000.0,-70700000.0,-299400000.0,94400000.0,94400000.0,,38600000.0,-2500000.0,400000.0,-32000000.0,,-27500000.0,-8900000.0,0.0,
JONES GROUP INC,JNY,,874016,2010.0,Q2TTM,2009-07-05,2010-07-03,,-173700000.0,85300000.0,,700000.0,23000000.0,-20900000.0,-75300000.0,-206000000.0,301300000.0,,,,-75300000.0,-206000000.0,301300000.0,20700000.0,-7700000.0,-7700000.0,,200700000.0,-700000.0,100000.0,-36300000.0,,-32400000.0,-17400000.0,,
JONES GROUP INC,JNY,,874016,2010.0,Q2,2010-04-04,2010-07-03,,-162200000.0,23300000.0,,,-28000000.0,,-31500000.0,-169700000.0,112200000.0,,,,-31500000.0,-169700000.0,112200000.0,-89000000.0,104600000.0,104600000.0,,12300000.0,-700000.0,100000.0,-23300000.0,,-7600000.0,-7500000.0,,
JONES GROUP INC,JNY,,874016,2010.0,Q2YTD,2010-01-01,2010-07-03,2011-07-29 08:48:01+00:00,-173700000.0,44200000.0,,300000.0,-106100000.0,0.0,-36600000.0,-189900000.0,26000000.0,,,,-36600000.0,-189900000.0,26000000.0,-200200000.0,65200000.0,65200000.0,,22700000.0,-700000.0,100000.0,-27600000.0,,-16300000.0,-8300000.0,0.0,
JONES GROUP INC,JNY,,874016,2010.0,Q1TTM,2009-04-05,2010-04-03,,-11500000.0,81000000.0,,2200000.0,250200000.0,-9000000.0,-319300000.0,-57100000.0,402100000.0,,,,-319300000.0,-57100000.0,402100000.0,27900000.0,-125400000.0,-125400000.0,,196300000.0,,-15200000.0,-17300000.0,,-30400000.0,-293000000.0,,
JONES GROUP INC,JNY,,874016,2010.0,Q1,2010-01-01,2010-04-03,2011-04-28 14:37:53+00:00,-11500000.0,20900000.0,,300000.0,-78100000.0,0.0,-5100000.0,-20200000.0,-86200000.0,,,,-5100000.0,-20200000.0,-86200000.0,-111200000.0,-39400000.0,-39400000.0,,10400000.0,0.0,,-4300000.0,,-8700000.0,-800000.0,0.0,
JONES GROUP INC,JNY,,874016,2011.0,Q4,2011-10-02,2011-12-31,,,23800000.0,,-600000.0,221100000.0,-55000000.0,-61800000.0,-25300000.0,265300000.0,,,,-61800000.0,-25300000.0,265300000.0,177600000.0,-20900000.0,-20900000.0,,41300000.0,-300000.0,,-4600000.0,,-25300000.0,-1900000.0,,
JONES GROUP INC,JNY,,874016,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 10:16:55+00:00,-145600000.0,88100000.0,,-600000.0,56000000.0,300000000.0,10400000.0,-243500000.0,271700000.0,,,,10400000.0,-243500000.0,271700000.0,38000000.0,51500000.0,51500000.0,,76100000.0,-8500000.0,100000.0,-17300000.0,,-98000000.0,-185800000.0,-78000000.0,
JONES GROUP INC,JNY,,874016,2011.0,Q3TTM,2010-10-03,2011-10-01,,-145600000.0,83700000.0,,1200000.0,14900000.0,338800000.0,39300000.0,-231700000.0,218400000.0,,,,39300000.0,-231700000.0,218400000.0,27200000.0,32400000.0,32400000.0,,87400000.0,-8200000.0,100000.0,-17500000.0,,-86200000.0,-185100000.0,-88700000.0,
JONES GROUP INC,JNY,,874016,2011.0,Q3,2011-07-03,2011-10-01,,-2500000.0,25800000.0,,1200000.0,-118600000.0,54700000.0,-1600000.0,-25600000.0,-59200000.0,,,,-1600000.0,-25600000.0,-59200000.0,-85200000.0,41200000.0,41200000.0,,-7600000.0,-2000000.0,100000.0,-4200000.0,,-23200000.0,-100000.0,-50000000.0,
JONES GROUP INC,JNY,,874016,2011.0,Q3YTD,2011-01-01,2011-10-01,2012-10-26 13:32:53+00:00,-145600000.0,64300000.0,0.0,0.0,-165100000.0,355000000.0,72200000.0,-218200000.0,6400000.0,,,,72200000.0,-218200000.0,6400000.0,-139600000.0,72400000.0,72400000.0,,34800000.0,-8200000.0,100000.0,-12700000.0,,-72700000.0,-183900000.0,-78000000.0,
JONES GROUP INC,JNY,,874016,2011.0,Q2TTM,2010-07-04,2011-07-02,,-143100000.0,86200000.0,,-1000000.0,-36600000.0,300300000.0,50300000.0,-217000000.0,180900000.0,,,,50300000.0,-217000000.0,180900000.0,13200000.0,20400000.0,20400000.0,,110900000.0,-8000000.0,300000.0,-17700000.0,,-74200000.0,-185600000.0,-38700000.0,
JONES GROUP INC,JNY,,874016,2011.0,Q2YTD,2011-01-01,2011-07-02,2012-07-27 09:05:51+00:00,-143100000.0,38500000.0,,-1200000.0,-46500000.0,300300000.0,73800000.0,-192600000.0,65600000.0,,,,73800000.0,-192600000.0,65600000.0,-54400000.0,31200000.0,31200000.0,,42400000.0,-6200000.0,0.0,-8500000.0,,-49500000.0,-183800000.0,-28000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q4,2012-09-30,2012-12-31,,,22800000.0,,-400000.0,37600000.0,,-164300000.0,-19400000.0,99600000.0,,,,-164300000.0,-19400000.0,99600000.0,-84500000.0,-80200000.0,-80200000.0,,119400000.0,-149300000.0,,-4100000.0,,-19400000.0,-900000.0,-10000000.0,
JONES GROUP INC,JNY,,874016,2012.0,FY,2012-01-01,2012-12-31,2014-02-18 10:16:55+00:00,-4400000.0,90100000.0,5000000.0,1100000.0,-96600000.0,103500000.0,-123500000.0,-79500000.0,112700000.0,,,,-123500000.0,-79500000.0,112700000.0,-89200000.0,-55000000.0,-55000000.0,,174200000.0,-161600000.0,-100000.0,-16500000.0,-3500000.0,-76500000.0,-4900000.0,-44000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q3TTM,2011-10-02,2012-09-29,,-4400000.0,91100000.0,5000000.0,900000.0,86900000.0,48500000.0,-21000000.0,-85400000.0,278400000.0,,,,-21000000.0,-85400000.0,278400000.0,172900000.0,4300000.0,4300000.0,,96100000.0,-12600000.0,-100000.0,-17000000.0,-3500000.0,-82400000.0,-5900000.0,-34000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q3,2012-07-01,2012-09-29,,-4400000.0,22800000.0,5000000.0,1700000.0,-172100000.0,102500000.0,84500000.0,-18300000.0,-110900000.0,,,,84500000.0,-18300000.0,-110900000.0,-43000000.0,17800000.0,17800000.0,,20600000.0,-4800000.0,,-4500000.0,,-18900000.0,-3700000.0,-5000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q3YTD,2012-01-01,2012-09-29,2013-10-31 12:37:21+00:00,-4400000.0,67300000.0,5000000.0,1500000.0,-134200000.0,103500000.0,40800000.0,-60100000.0,13100000.0,,,,40800000.0,-60100000.0,13100000.0,-4700000.0,25200000.0,25200000.0,,54800000.0,-12300000.0,-100000.0,-12400000.0,-3500000.0,-57100000.0,-4000000.0,-34000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q2TTM,2011-07-03,2012-06-30,,-2500000.0,94100000.0,,400000.0,140400000.0,700000.0,-107100000.0,-92700000.0,330100000.0,,,,-107100000.0,-92700000.0,330100000.0,130700000.0,27700000.0,27700000.0,,67900000.0,-9800000.0,,-16700000.0,-3500000.0,-86700000.0,-2300000.0,-79000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q2,2012-04-01,2012-06-30,,,22000000.0,,-100000.0,150000000.0,-500000.0,-30300000.0,-23400000.0,183800000.0,,,,-30300000.0,-23400000.0,183800000.0,130000000.0,8400000.0,8400000.0,,3400000.0,-5500000.0,100000.0,-3900000.0,-3500000.0,-20000000.0,-300000.0,-20100000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-02 11:02:40+00:00,0.0,44500000.0,,-200000.0,37900000.0,1000000.0,-43700000.0,-41800000.0,124000000.0,,,,-43700000.0,-41800000.0,124000000.0,38300000.0,7400000.0,7400000.0,,34200000.0,-7500000.0,-100000.0,-7900000.0,-3500000.0,-38200000.0,-300000.0,-29000000.0,
JONES GROUP INC,JNY,,874016,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 09:46:09+00:00,,22500000.0,,-100000.0,-112100000.0,1500000.0,-13400000.0,-18400000.0,-59800000.0,,,,-13400000.0,-18400000.0,-59800000.0,-91700000.0,-1000000.0,-1000000.0,,30800000.0,-2000000.0,-200000.0,-4000000.0,,-18200000.0,,-8900000.0,
JONES GROUP INC,JNY,,874016,2013.0,Q4,2013-10-06,2013-12-31,,,21300000.0,,400000.0,147700000.0,-78000000.0,-82700000.0,-14000000.0,184900000.0,,,,-82700000.0,-14000000.0,184900000.0,88600000.0,-47100000.0,-47100000.0,,63000000.0,100000.0,-500000.0,-4100000.0,,-13500000.0,-700000.0,,
JONES GROUP INC,JNY,,874016,2013.0,FY,2013-01-01,2013-12-31,2014-02-18 10:16:55+00:00,-15200000.0,87600000.0,,-1400000.0,-66800000.0,,-42800000.0,-81400000.0,92400000.0,,,,-42800000.0,-81400000.0,92400000.0,-33200000.0,-19700000.0,-19700000.0,,91300000.0,-9300000.0,-7500000.0,-16500000.0,,-58700000.0,-2500000.0,-14500000.0,
JONES GROUP INC,JNY,,874016,2013.0,Q3TTM,2012-09-30,2013-10-05,,-15200000.0,89100000.0,,-2200000.0,-176900000.0,78000000.0,-124400000.0,-86800000.0,7100000.0,,,,-124400000.0,-86800000.0,7100000.0,-206300000.0,-52800000.0,-52800000.0,,147700000.0,-158700000.0,-7000000.0,-16500000.0,,-64600000.0,-2700000.0,-24500000.0,
JONES GROUP INC,JNY,,874016,2013.0,Q3,2013-07-07,2013-10-05,,-14700000.0,23200000.0,,-800000.0,-143700000.0,78000000.0,73400000.0,-31500000.0,-94300000.0,,,,73400000.0,-31500000.0,-94300000.0,-53200000.0,29700000.0,29700000.0,,-3500000.0,,-900000.0,-4600000.0,,-15900000.0,,,
