company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
JONES GROUP INC,JNY,,874016,2011.0,FY,,2011-12-31,2013-02-22 11:43:57+00:00,236200000.0,339600000.0,101000000.0,-29600000.0,23300000.0,238800000.0,0.0,522600000.0,38300000.0,1400000.0,45300000.0,255300000.0,897400000.0,831400000.0,35600000.0,491100000.0,271400000.0,200000.0,6700000.0,,73400000.0,10000000.0,,194100000.0,100100000.0,111100000.0,37700000.0,0.0,596200000.0,2000000.0,2715300000.0,1089200000.0,1155500000.0,580000000.0,1089200000.0,1089400000.0,1625900000.0,2715300000.0,1288400000.0,1045900000.0,0.0,
JONES GROUP INC,JNY,,874016,2011.0,Q3,,2011-10-01,2011-11-07 14:40:12+00:00,231400000.0,490900000.0,89100000.0,-21800000.0,23800000.0,61200000.0,0.0,519900000.0,41400000.0,400000.0,45600000.0,256200000.0,935200000.0,833200000.0,42200000.0,555200000.0,270500000.0,200000.0,8800000.0,,93200000.0,,,22200000.0,104300000.0,271800000.0,39100000.0,,621400000.0,57000000.0,2796200000.0,1119500000.0,1187800000.0,445700000.0,1119500000.0,1119700000.0,1676500000.0,2796200000.0,1337900000.0,1230800000.0,0.0,0.0
JONES GROUP INC,JNY,,874016,2011.0,Q2,,2011-07-02,2011-07-29 08:48:01+00:00,230200000.0,378300000.0,103300000.0,-9900000.0,24300000.0,146400000.0,,540300000.0,37700000.0,400000.0,39200000.0,258900000.0,947300000.0,825400000.0,43600000.0,523200000.0,270200000.0,200000.0,8700000.0,,74900000.0,,,23000000.0,109100000.0,285800000.0,44300000.0,,611300000.0,1900000.0,2759000000.0,1141700000.0,1129900000.0,398000000.0,1141700000.0,1141900000.0,1617100000.0,2759000000.0,1358900000.0,1219100000.0,0.0,0.0
JONES GROUP INC,JNY,,874016,2011.0,Q1,,2011-04-02,2011-04-28 14:37:53+00:00,177100000.0,506400000.0,93600000.0,-5400000.0,24700000.0,306500000.0,,546100000.0,31800000.0,200000.0,30700000.0,161800000.0,725000000.0,809600000.0,42600000.0,452600000.0,245000000.0,200000.0,,,20400000.0,,,21900000.0,94800000.0,264500000.0,39000000.0,,620000000.0,1900000.0,2605500000.0,1160700000.0,1336300000.0,325400000.0,1160700000.0,1160900000.0,1444600000.0,2605500000.0,1024200000.0,1119200000.0,0.0,0.0
JONES GROUP INC,JNY,,874016,2012.0,FY,,2012-12-31,2014-02-18 10:16:55+00:00,257500000.0,381000000.0,110800000.0,-17900000.0,21300000.0,149600000.0,0.0,521600000.0,38700000.0,1400000.0,50000000.0,215300000.0,869700000.0,934400000.0,38900000.0,486700000.0,278100000.0,900000.0,500000.0,,56700000.0,,,30300000.0,96800000.0,124100000.0,40700000.0,600000.0,501100000.0,2200000.0,2595500000.0,1004800000.0,1096700000.0,452200000.0,1004800000.0,1005700000.0,1589200000.0,2595500000.0,1220700000.0,1137000000.0,0.0,
JONES GROUP INC,JNY,,874016,2012.0,Q3,,2012-09-29,2012-10-26 13:32:53+00:00,252200000.0,486200000.0,106400000.0,-16900000.0,21800000.0,234100000.0,0.0,523000000.0,34700000.0,17500000.0,45600000.0,262500000.0,901500000.0,936300000.0,38400000.0,523700000.0,276200000.0,1000000.0,300000.0,,66500000.0,,0.0,230200000.0,99800000.0,122400000.0,42400000.0,600000.0,590500000.0,2100000.0,2899500000.0,1096600000.0,1321100000.0,654000000.0,1096600000.0,1097600000.0,1801300000.0,2899500000.0,1302200000.0,1147300000.0,0.0,
JONES GROUP INC,JNY,,874016,2012.0,Q2,,2012-06-30,2012-07-27 09:05:51+00:00,232700000.0,327200000.0,98700000.0,-28300000.0,22300000.0,277100000.0,0.0,522100000.0,29100000.0,4600000.0,36400000.0,256300000.0,891800000.0,834200000.0,38400000.0,467500000.0,271400000.0,300000.0,500000.0,,69600000.0,,0.0,216700000.0,91000000.0,117200000.0,59100000.0,,579800000.0,2100000.0,2708900000.0,1073600000.0,1160000000.0,591200000.0,1073600000.0,1073900000.0,1635000000.0,2708900000.0,1277500000.0,1043800000.0,0.0,
JONES GROUP INC,JNY,,874016,2012.0,Q1,,2012-03-31,2012-04-27 08:30:19+00:00,244700000.0,458600000.0,96200000.0,-20300000.0,22800000.0,147100000.0,0.0,527700000.0,34600000.0,11500000.0,29100000.0,258500000.0,900900000.0,832400000.0,36200000.0,473000000.0,273000000.0,200000.0,500000.0,,74900000.0,,10000000.0,228300000.0,98700000.0,98900000.0,44600000.0,,586200000.0,2100000.0,2735200000.0,1093600000.0,1167900000.0,611900000.0,1093600000.0,1093800000.0,1641400000.0,2735200000.0,1294300000.0,1029500000.0,0.0,
JONES GROUP INC,JNY,,874016,2013.0,FY,,2013-12-31,2014-02-18 10:16:55+00:00,253300000.0,347000000.0,110100000.0,-6100000.0,19100000.0,116400000.0,0.0,531600000.0,43900000.0,0.0,44000000.0,166400000.0,852400000.0,673400000.0,56200000.0,543800000.0,249000000.0,400000.0,600000.0,,70400000.0,,,2600000.0,86200000.0,98300000.0,50600000.0,200000.0,457400000.0,256600000.0,2511900000.0,982900000.0,1101700000.0,666600000.0,982900000.0,983300000.0,1528400000.0,2511900000.0,1161200000.0,861800000.0,0.0,
JONES GROUP INC,JNY,,874016,2013.0,Q3,,2013-10-05,2013-10-31 12:37:21+00:00,253000000.0,461100000.0,105400000.0,-16400000.0,19600000.0,27800000.0,0.0,527900000.0,41200000.0,4200000.0,42100000.0,215100000.0,858500000.0,931300000.0,54900000.0,568800000.0,260400000.0,1000000.0,300000.0,,67200000.0,,,2400000.0,93000000.0,108400000.0,53800000.0,700000.0,507300000.0,80200000.0,2634600000.0,1018800000.0,1152700000.0,487300000.0,1018800000.0,1019800000.0,1614100000.0,2634600000.0,1221500000.0,1126800000.0,0.0,
JONES GROUP INC,JNY,,874016,2013.0,Q2,,2013-07-06,2013-08-02 11:02:40+00:00,249600000.0,312300000.0,97300000.0,-30400000.0,20200000.0,81000000.0,0.0,522900000.0,45600000.0,0.0,31600000.0,211600000.0,847700000.0,929900000.0,41500000.0,540600000.0,260000000.0,1000000.0,300000.0,,59700000.0,,,2300000.0,94400000.0,115000000.0,49500000.0,600000.0,482000000.0,2200000.0,2484200000.0,974500000.0,1029000000.0,383000000.0,974500000.0,975500000.0,1508100000.0,2484200000.0,1195200000.0,1125100000.0,0.0,
JONES GROUP INC,JNY,,874016,2013.0,Q1,,2013-04-06,2013-05-03 09:46:09+00:00,208200000.0,446200000.0,99900000.0,-26800000.0,20700000.0,44700000.0,0.0,522100000.0,40100000.0,0.0,27700000.0,212500000.0,854800000.0,932000000.0,41800000.0,498300000.0,265600000.0,1100000.0,500000.0,,61600000.0,,0.0,20800000.0,92700000.0,116700000.0,47400000.0,600000.0,492300000.0,66700000.0,2544100000.0,987600000.0,1076700000.0,423300000.0,987600000.0,988700000.0,1554800000.0,2544100000.0,1201800000.0,1131500000.0,0.0,
