company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
JONES GROUP INC,JNY,,874016,2007.0,FY,,2007-12-31,2009-10-29 16:04:20+00:00,,,,2100000.0,,302800000.0,,1341200000.0,,,,,,,,,,0.0,,,,,,,,,,,2480800000.0,,302800000.0,1996800000.0,302800000.0,,1996800000.0,1996800000.0,,1996800000.0,,,,-1827300000.0
JONES GROUP INC,JNY,,874016,2008.0,FY,,2008-12-31,2010-02-16 14:28:10+00:00,231400000.0,370200000.0,84300000.0,-11700000.0,29400000.0,338300000.0,,1352200000.0,44900000.0,100000.0,30000000.0,160700000.0,590800000.0,499500000.0,19600000.0,509500000.0,301000000.0,0.0,,14200000.0,20800000.0,,,13000000.0,35700000.0,83700000.0,42600000.0,,1668000000.0,253100000.0,2427500000.0,1182200000.0,1305500000.0,611900000.0,1182200000.0,1182200000.0,1245300000.0,2427500000.0,821000000.0,633400000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2008.0,Q3,,2008-10-04,2009-10-29 16:04:20+00:00,222900000.0,474600000.0,83300000.0,-1300000.0,30000000.0,200300000.0,,1350900000.0,33200000.0,15200000.0,36300000.0,973900000.0,616700000.0,749400000.0,20000000.0,547900000.0,306700000.0,0.0,,0.0,19800000.0,,,12800000.0,36600000.0,68700000.0,57800000.0,,2502500000.0,3500000.0,3267700000.0,2025800000.0,1313800000.0,374000000.0,2025800000.0,2025800000.0,1241900000.0,3267700000.0,1647200000.0,867900000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2009.0,FY,,2009-12-31,2011-02-11 10:20:48+00:00,185300000.0,303100000.0,81700000.0,-7600000.0,26900000.0,333400000.0,,1361900000.0,28100000.0,11800000.0,42700000.0,40100000.0,559800000.0,499500000.0,42100000.0,375000000.0,239000000.0,100000.0,,8600000.0,0.0,,,0.0,70200000.0,82000000.0,25600000.0,,1564400000.0,2600000.0,2025000000.0,1092400000.0,1065200000.0,324100000.0,1092400000.0,1092500000.0,932500000.0,2025000000.0,720800000.0,608400000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2009.0,Q2,,2009-07-04,2010-07-30 08:47:02+00:00,158700000.0,366600000.0,75600000.0,-9800000.0,28100000.0,112500000.0,,1357700000.0,32000000.0,0.0,33400000.0,160700000.0,589700000.0,499500000.0,44300000.0,428400000.0,258100000.0,0.0,,13100000.0,11400000.0,,,0.0,70300000.0,75600000.0,32200000.0,,1672900000.0,31100000.0,2107900000.0,1194500000.0,971700000.0,298800000.0,1194500000.0,1194500000.0,913400000.0,2107900000.0,878100000.0,614600000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2009.0,Q1,,2009-04-04,2010-04-28 07:50:53+00:00,149600000.0,479400000.0,85700000.0,-12300000.0,28800000.0,194300000.0,,1355500000.0,41300000.0,0.0,23800000.0,160700000.0,590300000.0,499500000.0,19400000.0,473900000.0,270100000.0,0.0,,15500000.0,21200000.0,,,,36900000.0,77700000.0,47400000.0,,1664100000.0,261900000.0,2329200000.0,1181000000.0,1236300000.0,521000000.0,1181000000.0,1181000000.0,1148200000.0,2329200000.0,822800000.0,627200000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2010.0,FY,,2010-12-31,2012-02-21 14:32:57+00:00,213400000.0,345600000.0,93100000.0,-8400000.0,25200000.0,200800000.0,0.0,542800000.0,46700000.0,0.0,49300000.0,161800000.0,726700000.0,509900000.0,40200000.0,465900000.0,226400000.0,100000.0,,,6600000.0,0.0,,14100000.0,86200000.0,280700000.0,32100000.0,,603800000.0,1800000.0,2332400000.0,1138200000.0,1091100000.0,371700000.0,1138200000.0,1138300000.0,1194100000.0,2332400000.0,1014900000.0,822400000.0,0.0,
JONES GROUP INC,JNY,,874016,2010.0,Q3,,2010-10-02,2010-10-27 08:09:21+00:00,237900000.0,523100000.0,97300000.0,-6800000.0,25600000.0,34000000.0,,1379700000.0,33900000.0,13200000.0,49300000.0,161800000.0,766700000.0,509300000.0,40000000.0,513600000.0,230500000.0,100000.0,,0.0,12500000.0,,,9300000.0,95700000.0,271000000.0,36300000.0,,1645200000.0,18300000.0,2435600000.0,1191800000.0,1140900000.0,425300000.0,1191800000.0,1191900000.0,1243700000.0,2435600000.0,1064200000.0,818400000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2010.0,Q2,,2010-07-03,2010-07-30 08:47:02+00:00,200600000.0,380700000.0,75700000.0,-7500000.0,26000000.0,133200000.0,,1374300000.0,34900000.0,200000.0,40500000.0,161800000.0,778300000.0,503800000.0,40100000.0,414900000.0,241400000.0,100000.0,,0.0,11900000.0,,,10300000.0,89300000.0,275600000.0,33300000.0,,1620500000.0,2200000.0,2307900000.0,1161000000.0,997000000.0,329500000.0,1161000000.0,1161100000.0,1146800000.0,2307900000.0,1069500000.0,817300000.0,0.0,-1826300000.0
JONES GROUP INC,JNY,,874016,2010.0,Q1,,2010-04-03,2010-04-28 07:50:53+00:00,160400000.0,441400000.0,77300000.0,-6900000.0,26500000.0,222200000.0,,1369400000.0,30600000.0,11300000.0,27500000.0,46800000.0,584500000.0,499500000.0,39700000.0,353600000.0,231700000.0,200000.0,,0.0,17700000.0,,,,69700000.0,97100000.0,35100000.0,,1599300000.0,2300000.0,2055300000.0,1135500000.0,1082900000.0,278800000.0,1135500000.0,1135700000.0,919600000.0,2055300000.0,740700000.0,640800000.0,0.0,-1826300000.0
