company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
New York Times Co,NYT,,71691,2009.0,FY,,2009-12-27,2010-10-28 16:42:36+00:00,119228000.0,342075000.0,181887000.0,,-323764000.0,36520000.0,58518000.0,77504000.0,44860000.0,,121881000.0,652196000.0,,43467000.0,769176000.0,131357000.0,16303000.0,1250021000.0,3201000.0,318126000.0,966672000.0,60815000.0,,,,192817000.0,244966000.0,,,1018590000.0,,,3088557000.0,604042000.0,500573000.0,500500000.0,604042000.0,607243000.0,2481314000.0,3088557000.0,1337963000.0,1980814000.0,,-149302000.0
New York Times Co,NYT,,71691,2010.0,FY,,2010-12-26,2012-02-23 15:01:36+00:00,113968000.0,302245000.0,173625000.0,1048956000.0,-387071000.0,369668000.0,55167000.0,72896000.0,68875000.0,,143850000.0,644464000.0,2205742000.0,35415000.0,996405000.0,134641000.0,16132000.0,1156786000.0,4149000.0,255701000.0,903408000.0,70338000.0,,,,201502000.0,217475000.0,,0.0,1126294000.0,38000.0,29974000.0,3285741000.0,659927000.0,857232000.0,504377000.0,659927000.0,664076000.0,2621665000.0,3285741000.0,1271723000.0,2117288000.0,0.0,-134463000.0
New York Times Co,NYT,,71691,2010.0,Q3,,2010-09-26,2010-10-28 16:42:36+00:00,111150000.0,270687000.0,148066000.0,,-325372000.0,128641000.0,62561000.0,74650000.0,44860000.0,,122584000.0,646707000.0,,37416000.0,774445000.0,142146000.0,21790000.0,1169737000.0,4255000.0,288005000.0,870680000.0,68812000.0,,,,197706000.0,252737000.0,,,1059155000.0,,,3016507000.0,657940000.0,534790000.0,456450000.0,657940000.0,662195000.0,2354312000.0,3016507000.0,1311980000.0,1897862000.0,,-138404000.0
New York Times Co,NYT,,71691,2010.0,Q2,,2010-06-27,2010-08-05 16:17:43+00:00,98511000.0,258282000.0,167186000.0,,-331275000.0,102431000.0,65445000.0,75658000.0,44860000.0,,103108000.0,639919000.0,,39432000.0,772654000.0,139638000.0,18139000.0,1204026000.0,4352000.0,291995000.0,870505000.0,57413000.0,,,,195600000.0,247743000.0,,,1063416000.0,,,2991735000.0,652018000.0,481125000.0,444463000.0,652018000.0,656370000.0,2335365000.0,2991735000.0,1306584000.0,1890902000.0,,-145568000.0
New York Times Co,NYT,,71691,2011.0,Q3,,2011-09-25,2011-11-03 16:02:10+00:00,102298000.0,250921000.0,158484000.0,,-376206000.0,93685000.0,57108000.0,75046000.0,68875000.0,,104494000.0,491944000.0,,22239000.0,771991000.0,85206000.0,19016000.0,1099734000.0,3634000.0,273946000.0,835522000.0,49186000.0,,,,181817000.0,194444000.0,,28628000.0,1027680000.0,,169764000.0,2834961000.0,589048000.0,680075000.0,440322000.0,589048000.0,592682000.0,2242279000.0,2834961000.0,1055152000.0,1801957000.0,,-119534000.0
New York Times Co,NYT,,71691,2011.0,Q2,,2011-06-26,2011-08-04 16:12:36+00:00,97519000.0,258620000.0,163259000.0,,-376888000.0,178451000.0,60323000.0,75542000.0,68875000.0,,97135000.0,496105000.0,,23944000.0,770894000.0,133336000.0,15433000.0,1119177000.0,3851000.0,275015000.0,846385000.0,48974000.0,,,,185607000.0,203065000.0,,28628000.0,1011995000.0,229724000.0,224737000.0,3056902000.0,569528000.0,823718000.0,663179000.0,569528000.0,573379000.0,2483523000.0,3056902000.0,1114007000.0,1820344000.0,,-125902000.0
New York Times Co,NYT,,71691,2011.0,Q1,,2011-03-27,2011-05-05 15:43:20+00:00,109796000.0,266437000.0,142857000.0,,-379588000.0,152537000.0,59468000.0,76264000.0,68875000.0,,97292000.0,647595000.0,,33278000.0,998500000.0,130472000.0,20583000.0,1138549000.0,3956000.0,250749000.0,851123000.0,60081000.0,,,,202548000.0,205969000.0,,,1131713000.0,,199734000.0,3171438000.0,685681000.0,768247000.0,426209000.0,685681000.0,689637000.0,2481801000.0,3171438000.0,1264642000.0,2055592000.0,,-125912000.0
New York Times Co,NYT,,71691,2012.0,FY,,2012-12-30,2014-02-26 17:20:35+00:00,88990000.0,197589000.0,118753000.0,807976000.0,-512566000.0,820490000.0,40719000.0,57336000.0,58214000.0,38932000.0,86772000.0,122691000.0,1581445000.0,,696752000.0,45316000.0,,773469000.0,3311000.0,302212000.0,848236000.0,26320000.0,,137050000.0,32373000.0,166214000.0,173690000.0,23085000.0,,1230450000.0,,134820000.0,2807470000.0,662325000.0,1397568000.0,423156000.0,662325000.0,665636000.0,2141834000.0,2807470000.0,636433000.0,1718678000.0,0.0,-96278000.0
New York Times Co,NYT,,71691,2012.0,Q2,,2012-06-24,2013-08-08 16:49:28+00:00,90616000.0,227932000.0,205414000.0,,-499375000.0,290292000.0,49369000.0,65776000.0,73055000.0,0.0,81920000.0,306087000.0,,,700820000.0,43541000.0,16406000.0,896093000.0,3069000.0,328608000.0,902343000.0,50556000.0,,,,184885000.0,155353000.0,,,1049580000.0,,279858000.0,2697313000.0,492002000.0,938099000.0,443726000.0,492002000.0,495071000.0,2202242000.0,2697313000.0,863121000.0,1758516000.0,,-107572000.0
New York Times Co,NYT,,71691,2012.0,Q1,,2012-03-25,2013-08-08 16:49:28+00:00,93126000.0,230042000.0,205993000.0,,-496702000.0,206468000.0,50907000.0,67863000.0,73055000.0,0.0,80945000.0,506160000.0,,,699349000.0,45138000.0,19787000.0,912338000.0,3096000.0,276188000.0,916594000.0,66743000.0,,,,237798000.0,151048000.0,,,1137203000.0,,224878000.0,2798595000.0,580581000.0,820973000.0,447927000.0,580581000.0,583677000.0,2214918000.0,2798595000.0,1065284000.0,1766991000.0,,-110827000.0
