company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
New York Times Co,NYT,,71691,2008.0,FY,2007-12-31,2008-12-28,2011-02-22 17:02:39+00:00,-0.4,-0.4,0.75,144301000.0,-0.4,197879000.0,-5979000.0,,-57338000.0,-65940000.0,8602000.0,-57839000.0,501000.0,1310343000.0,2681187000.0,,,258577000.0,,,,1328432000.0,1310343000.0,1629421000.0,47790000.0,17062000.0,1670612000.0,-41191000.0,-30728000.0,-71919000.0,2939764000.0,144600000.0,143777000.0,143777000.0
New York Times Co,NYT,,71691,2009.0,FY,2008-12-29,2009-12-27,2012-02-23 15:01:36+00:00,0.14,0.14,,133696000.0,0.14,4179000.0,2206000.0,,19901000.0,1569000.0,18332000.0,19891000.0,10000.0,1021230000.0,2272777000.0,,78931000.0,167662000.0,-24530000.0,,,1152874000.0,1021230000.0,1419209000.0,9250000.0,-61034000.0,1345150000.0,74059000.0,-70284000.0,3775000.0,2440439000.0,142100000.0,144188000.0,146367000.0
New York Times Co,NYT,,71691,2009.0,Q3,2009-06-29,2009-09-27,2010-10-28 16:42:36+00:00,-0.25,-0.25,,31306000.0,-0.25,,-2482000.0,,-35735000.0,-34741000.0,-994000.0,-35624000.0,-111000.0,240256000.0,530657000.0,,76110000.0,38805000.0,-5198000.0,,,250681000.0,240256000.0,329206000.0,21028000.0,7498000.0,352899000.0,-23693000.0,-13530000.0,-37223000.0,569462000.0,142500000.0,144335000.0,144335000.0
New York Times Co,NYT,,71691,2009.0,Q2,2009-03-30,2009-06-28,2010-08-05 16:17:43+00:00,0.27,0.27,0.0,34391000.0,0.27,,-38200000.0,,39124000.0,39210000.0,-86000.0,39064000.0,60000.0,253089000.0,543020000.0,,6845000.0,39673000.0,,,,264886000.0,253089000.0,329604000.0,30906000.0,8434000.0,306122000.0,23482000.0,-22472000.0,1010000.0,582693000.0,144700000.0,143981000.0,144626000.0
New York Times Co,NYT,,71691,2010.0,FY,2009-12-28,2010-12-26,2012-02-23 15:01:36+00:00,0.74,0.74,,120950000.0,0.71,16148000.0,68516000.0,,108718000.0,108705000.0,13000.0,107704000.0,1014000.0,961778000.0,2231854000.0,,6268000.0,161609000.0,0.0,,,1054199000.0,961778000.0,1431685000.0,0.0,-56899000.0,1197565000.0,234120000.0,-56899000.0,177221000.0,2393463000.0,145500000.0,145636000.0,152600000.0
New York Times Co,NYT,,71691,2010.0,Q4,2010-09-27,2010-12-26,,0.46,0.46,,30134000.0,0.45,,18072000.0,,67099000.0,67099000.0,,67139000.0,-40000.0,246743000.0,616517000.0,,,45159000.0,,,,273155000.0,246743000.0,414933000.0,-61825000.0,-88298000.0,303289000.0,111644000.0,-26473000.0,85171000.0,661676000.0,145500000.0,145636000.0,152600000.0
New York Times Co,NYT,,71691,2010.0,Q3YTD,2009-12-28,2010-09-26,,0.28,0.28,,90816000.0,0.26,16148000.0,50444000.0,,41619000.0,41606000.0,13000.0,40565000.0,1054000.0,715035000.0,1615337000.0,,6268000.0,116450000.0,,,,781044000.0,715035000.0,1016752000.0,61825000.0,31399000.0,894276000.0,122476000.0,-30426000.0,92050000.0,1731787000.0,142000000.0,145803000.0,145803000.0
New York Times Co,NYT,,71691,2010.0,Q3,2010-06-28,2010-09-26,2011-11-03 16:02:10+00:00,-0.03,-0.03,,30100000.0,-0.03,16148000.0,-2018000.0,,-4358000.0,-4134000.0,-224000.0,-4261000.0,-97000.0,237384000.0,516128000.0,,6268000.0,38205000.0,,,,255440000.0,237384000.0,316949000.0,20627000.0,5482000.0,307956000.0,8993000.0,-15145000.0,-6152000.0,554333000.0,142000000.0,145803000.0,145803000.0
New York Times Co,NYT,,71691,2010.0,Q2YTD,2009-12-28,2010-06-27,,0.31,0.31,,60716000.0,0.29,,52462000.0,,45977000.0,45740000.0,237000.0,44826000.0,1151000.0,477651000.0,1099209000.0,,,78245000.0,,,,525604000.0,477651000.0,699803000.0,41198000.0,25917000.0,586320000.0,113483000.0,-15281000.0,98202000.0,1177454000.0,145600000.0,145601000.0,152962000.0
New York Times Co,NYT,,71691,2010.0,Q2,2010-03-29,2010-06-27,2011-08-04 16:12:36+00:00,0.22,0.22,,30327000.0,0.21,0.0,25435000.0,,31819000.0,31582000.0,237000.0,32033000.0,-214000.0,236802000.0,549688000.0,,0.0,39899000.0,,,,261633000.0,236802000.0,352785000.0,20614000.0,16806000.0,291960000.0,60825000.0,-3808000.0,57017000.0,589587000.0,145600000.0,145601000.0,152962000.0
New York Times Co,NYT,,71691,2010.0,Q1,2009-12-28,2010-03-28,2011-05-05 15:43:20+00:00,0.09,0.09,,30389000.0,0.08,,27027000.0,,14158000.0,14158000.0,,12793000.0,1365000.0,240849000.0,549521000.0,,,38346000.0,,,,263971000.0,240849000.0,347018000.0,20584000.0,9111000.0,294360000.0,52658000.0,-11473000.0,41185000.0,587867000.0,142100000.0,145195000.0,153924000.0
New York Times Co,NYT,,71691,2011.0,FY,2010-12-27,2011-12-25,2013-02-28 16:38:30+00:00,-0.27,-0.27,,94224000.0,-0.26,9225000.0,31932000.0,,-40224000.0,51295000.0,-91519000.0,-39669000.0,-555000.0,810569000.0,1817513000.0,,8728000.0,135117000.0,,,,886232000.0,810569000.0,1142061000.0,46381000.0,-14044000.0,998409000.0,143652000.0,-60425000.0,83227000.0,1952630000.0,146900000.0,147190000.0,152007000.0
New York Times Co,NYT,,71691,2011.0,Q4,2011-09-26,2011-12-25,,0.39,0.39,,18204000.0,0.39,,18583000.0,,58905000.0,35202000.0,23703000.0,58945000.0,-40000.0,188211000.0,455053000.0,,4500000.0,33356000.0,,,,212302000.0,188211000.0,300198000.0,-69782000.0,-81189000.0,235006000.0,65192000.0,-11407000.0,53785000.0,488409000.0,146900000.0,147190000.0,152007000.0
New York Times Co,NYT,,71691,2011.0,Q3YTD,2010-12-27,2011-09-25,,-0.66,-0.66,,76020000.0,-0.65,9225000.0,13349000.0,,-99129000.0,16093000.0,-115222000.0,-98614000.0,-515000.0,622358000.0,1362460000.0,,4228000.0,101761000.0,,,,673930000.0,622358000.0,841863000.0,116163000.0,67145000.0,763403000.0,78460000.0,-49018000.0,29442000.0,1464221000.0,142600000.0,147355000.0,151293000.0
New York Times Co,NYT,,71691,2011.0,Q3TTM,2010-09-27,2011-09-25,,-0.2,-0.2,,106154000.0,-0.2,9225000.0,31421000.0,,-32030000.0,83192000.0,-115222000.0,-31475000.0,-555000.0,869101000.0,1978977000.0,,4228000.0,146920000.0,,,,947085000.0,869101000.0,1256796000.0,54338000.0,-21153000.0,1066692000.0,190104000.0,-75491000.0,114613000.0,2125897000.0,142600000.0,147355000.0,151293000.0
New York Times Co,NYT,,71691,2011.0,Q3,2011-06-27,2011-09-25,2012-11-02 16:08:11+00:00,0.11,0.11,,23747000.0,0.1,0.0,12440000.0,,15468000.0,6394000.0,9074000.0,15685000.0,-217000.0,197504000.0,419109000.0,,0.0,32460000.0,,,,209269000.0,197504000.0,254065000.0,66420000.0,64205000.0,233016000.0,21049000.0,-2215000.0,18834000.0,451569000.0,142600000.0,147355000.0,151293000.0
New York Times Co,NYT,,71691,2011.0,Q2YTD,2010-12-27,2011-06-26,,-0.77,-0.77,,52273000.0,-0.75,9225000.0,909000.0,,-114597000.0,9699000.0,-124296000.0,-114299000.0,-298000.0,424854000.0,943351000.0,,4228000.0,69301000.0,,,,464661000.0,424854000.0,587798000.0,49743000.0,2940000.0,530387000.0,57411000.0,-46803000.0,10608000.0,1012652000.0,147800000.0,147176000.0,151802000.0
New York Times Co,NYT,,71691,2011.0,Q2TTM,2010-06-28,2011-06-26,,-0.34,-0.34,,112507000.0,-0.33,25373000.0,16963000.0,,-51856000.0,72664000.0,-124520000.0,-51421000.0,-435000.0,908981000.0,2075996000.0,,10496000.0,152665000.0,,,,993256000.0,908981000.0,1319680000.0,8545000.0,-79876000.0,1141632000.0,178048000.0,-88421000.0,89627000.0,2228661000.0,147800000.0,147176000.0,151802000.0
New York Times Co,NYT,,71691,2011.0,Q2,2011-03-28,2011-06-26,2012-08-03 14:45:42+00:00,-0.81,-0.81,,26600000.0,-0.79,9225000.0,1505000.0,,-119823000.0,7626000.0,-127449000.0,-119718000.0,-105000.0,209848000.0,477492000.0,,4228000.0,34496000.0,,,,230595000.0,209848000.0,302140000.0,25152000.0,2791000.0,270648000.0,31492000.0,-22361000.0,9131000.0,511988000.0,147800000.0,147176000.0,151802000.0
New York Times Co,NYT,,71691,2011.0,Q1TTM,2010-03-29,2011-03-27,,0.69,0.69,,116234000.0,0.67,16148000.0,40893000.0,,99786000.0,96620000.0,3166000.0,100330000.0,-544000.0,935935000.0,2148192000.0,,6268000.0,158068000.0,,,,1024294000.0,935935000.0,1370325000.0,4007000.0,-65861000.0,1162944000.0,207381000.0,-69868000.0,137513000.0,2306260000.0,135500000.0,146777000.0,153760000.0
New York Times Co,NYT,,71691,2011.0,Q1,2010-12-27,2011-03-27,2012-05-03 16:56:31+00:00,0.04,0.04,,25673000.0,0.04,0.0,-596000.0,,5226000.0,2073000.0,3153000.0,5419000.0,-193000.0,215006000.0,465859000.0,,,34805000.0,,,,234066000.0,215006000.0,285658000.0,24591000.0,149000.0,259739000.0,25919000.0,-24442000.0,1477000.0,500664000.0,135500000.0,146777000.0,153760000.0
New York Times Co,NYT,,71691,2012.0,FY,2011-12-26,2012-12-30,2014-02-26 17:20:35+00:00,0.9,0.92,0.0,78980000.0,0.89,0.0,94617000.0,,136013000.0,163940000.0,-27927000.0,135847000.0,166000.0,651318000.0,1506866000.0,,50277000.0,88475000.0,,,,711112000.0,651318000.0,944023000.0,62808000.0,217711000.0,840369000.0,103654000.0,154903000.0,258557000.0,1595341000.0,150900000.0,148147000.0,152693000.0
New York Times Co,NYT,,71691,2012.0,Q4,2012-09-24,2012-12-30,,0.59,1.21,,3459000.0,1.17,,66572000.0,,179324000.0,120979000.0,58345000.0,179057000.0,267000.0,43828000.0,193611000.0,,50277000.0,-12532000.0,,,,45058000.0,43828000.0,137251000.0,16395000.0,165489000.0,98794000.0,38457000.0,149094000.0,187551000.0,181079000.0,150900000.0,148147000.0,152693000.0
New York Times Co,NYT,,71691,2012.0,Q3,2012-06-25,2012-09-23,2012-11-02 16:08:11+00:00,0.02,0.02,,22485000.0,0.02,0.0,-2796000.0,,2261000.0,-3765000.0,6026000.0,2282000.0,-21000.0,201577000.0,417508000.0,,0.0,31520000.0,,,,216457000.0,201577000.0,247451000.0,15497000.0,427000.0,238942000.0,8509000.0,-15070000.0,-6561000.0,449028000.0,114100000.0,148254000.0,148254000.0
New York Times Co,NYT,,71691,2012.0,Q3YTD,2011-12-26,2012-09-23,,0.31,-0.29,,75521000.0,-0.28,,28045000.0,,-43311000.0,42961000.0,-86272000.0,-43210000.0,-101000.0,607490000.0,1313255000.0,,,101007000.0,,,,666054000.0,607490000.0,806772000.0,46413000.0,52222000.0,741575000.0,65197000.0,5809000.0,71006000.0,1414262000.0,114100000.0,148254000.0,148254000.0
New York Times Co,NYT,,71691,2012.0,Q3TTM,2011-09-26,2012-09-23,,0.7,0.1,,93725000.0,0.11,,46628000.0,,15594000.0,78163000.0,-62569000.0,15735000.0,-141000.0,795701000.0,1768308000.0,,4500000.0,134363000.0,,,,878356000.0,795701000.0,1106970000.0,-23369000.0,-28967000.0,976581000.0,130389000.0,-5598000.0,124791000.0,1902671000.0,114100000.0,148254000.0,148254000.0
New York Times Co,NYT,,71691,2012.0,Q2YTD,2011-12-26,2012-06-24,,0.29,-0.31,,53036000.0,-0.3,,30841000.0,,-45572000.0,46726000.0,-92298000.0,-45492000.0,-80000.0,405913000.0,895747000.0,,,69487000.0,,,,449597000.0,405913000.0,559321000.0,30916000.0,51795000.0,502633000.0,56688000.0,20879000.0,77567000.0,965234000.0,-8762200000.0,148005000.0,149799000.0
New York Times Co,NYT,,71691,2012.0,Q2TTM,2011-06-27,2012-06-24,,0.79,0.19,,94987000.0,0.19,,61864000.0,,28801000.0,88322000.0,-59521000.0,29138000.0,-337000.0,791628000.0,1769909000.0,,4500000.0,135303000.0,,,,871168000.0,791628000.0,1113584000.0,27554000.0,34811000.0,970655000.0,142929000.0,7257000.0,150186000.0,1905212000.0,-8762200000.0,148005000.0,149799000.0
New York Times Co,NYT,,71691,2012.0,Q2,2012-03-26,2012-06-24,2013-08-08 16:49:28+00:00,0.01,-0.59,,22920000.0,-0.58,,29440000.0,,-87649000.0,38040000.0,-125689000.0,-87622000.0,-27000.0,202578000.0,453519000.0,,,36283000.0,,,,220236000.0,202578000.0,287224000.0,15464000.0,38876000.0,243156000.0,44068000.0,23412000.0,67480000.0,489802000.0,-8762200000.0,148005000.0,149799000.0
New York Times Co,NYT,,71691,2012.0,Q1TTM,2011-03-28,2012-03-25,,-0.03,-0.03,,98667000.0,-0.02,9225000.0,33929000.0,,-3373000.0,57908000.0,-61281000.0,-2958000.0,-415000.0,798898000.0,1793882000.0,,8728000.0,133516000.0,,,,881527000.0,798898000.0,1128500000.0,37242000.0,-1274000.0,998147000.0,130353000.0,-38516000.0,91837000.0,1927398000.0,150500000.0,147867000.0,151468000.0
New York Times Co,NYT,,71691,2012.0,Q1,2011-12-26,2012-03-25,2013-05-09 16:31:27+00:00,0.28,0.28,,30116000.0,0.28,,1401000.0,,42077000.0,8686000.0,33391000.0,42130000.0,-53000.0,203335000.0,442228000.0,,,33204000.0,,,,229361000.0,203335000.0,272097000.0,15452000.0,12919000.0,259477000.0,12620000.0,-2533000.0,10087000.0,475432000.0,150500000.0,147867000.0,151468000.0
New York Times Co,NYT,,71691,2013.0,FY,2012-12-31,2013-12-29,2016-02-24 12:57:55+00:00,0.43,0.43,0.08,78477000.0,0.41,,37892000.0,,64856000.0,56907000.0,7949000.0,65105000.0,-249000.0,626913000.0,1490964000.0,,9399000.0,86266000.0,0.0,,,706354000.0,626913000.0,950317000.0,58073000.0,-3215000.0,794230000.0,156087000.0,-61288000.0,94799000.0,1577230000.0,151400000.0,149755000.0,157774000.0
