company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
New York Times Co,NYT,,71691,2013.0,Q4,2013-09-30,2013-12-29,,0.43,0.43,0.04,17634000.0,0.42,,18534000.0,,66117000.0,41956000.0,24161000.0,66062000.0,55000.0,124375000.0,345830000.0,,3228000.0,12772000.0,,,,139227000.0,124375000.0,234227000.0,13901000.0,253000.0,160089000.0,74138000.0,-13648000.0,60490000.0,358602000.0,151400000.0,149755000.0,157774000.0
New York Times Co,NYT,,71691,2013.0,Q3YTD,2012-12-31,2013-09-29,,,,0.04,60843000.0,-0.01,,19358000.0,,-1261000.0,14951000.0,-16212000.0,-957000.0,-304000.0,502538000.0,1145134000.0,,6171000.0,73494000.0,,,,567127000.0,502538000.0,716090000.0,44172000.0,-3468000.0,634141000.0,81949000.0,-47640000.0,34309000.0,1218628000.0,151400000.0,150033000.0,150033000.0
New York Times Co,NYT,,71691,2013.0,Q3TTM,2012-09-24,2013-09-29,,0.59,1.21,0.04,64302000.0,1.16,,85930000.0,,178063000.0,135930000.0,42133000.0,178100000.0,-37000.0,546366000.0,1338745000.0,,56448000.0,60962000.0,,,,612185000.0,546366000.0,853341000.0,60567000.0,162021000.0,732935000.0,120406000.0,101454000.0,221860000.0,1399707000.0,151400000.0,150033000.0,150033000.0
New York Times Co,NYT,,71691,2013.0,Q3,2013-07-01,2013-09-29,2014-11-05 16:39:14+00:00,-0.16,-0.16,0.04,20293000.0,-0.16,,2578000.0,,-24287000.0,-5300000.0,-18987000.0,-24226000.0,-61000.0,152595000.0,342174000.0,,6171000.0,19564000.0,0.0,,,169824000.0,152595000.0,209143000.0,15454000.0,-123000.0,196288000.0,12855000.0,-15577000.0,-2722000.0,361738000.0,151400000.0,150033000.0,150033000.0
New York Times Co,NYT,,71691,2013.0,Q2YTD,2012-12-31,2013-06-30,,0.16,0.16,,40550000.0,0.15,,16780000.0,,23026000.0,20251000.0,2775000.0,23269000.0,-243000.0,349943000.0,802960000.0,,,53930000.0,,,,397303000.0,349943000.0,506947000.0,28718000.0,-3345000.0,437853000.0,69094000.0,-32063000.0,37031000.0,856890000.0,143800000.0,148797000.0,156511000.0
New York Times Co,NYT,,71691,2013.0,Q2TTM,2012-06-25,2013-06-30,,0.77,1.39,,66494000.0,1.34,,80556000.0,,204611000.0,137465000.0,67146000.0,204608000.0,3000.0,595348000.0,1414079000.0,,50277000.0,72918000.0,,,,658818000.0,595348000.0,891649000.0,60610000.0,162571000.0,775589000.0,116060000.0,101961000.0,218021000.0,1486997000.0,143800000.0,148797000.0,156511000.0
New York Times Co,NYT,,71691,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 16:47:40+00:00,0.14,0.14,0.0,18750000.0,0.13,,13813000.0,,20137000.0,17362000.0,2775000.0,20131000.0,6000.0,153069000.0,370004000.0,,,20953000.0,0.0,,,172914000.0,153069000.0,237888000.0,14644000.0,-405000.0,191664000.0,46224000.0,-15049000.0,31175000.0,390957000.0,143800000.0,148797000.0,156511000.0
New York Times Co,NYT,,71691,2013.0,Q1,2012-12-31,2013-03-31,2013-05-09 16:31:27+00:00,0.02,0.02,,21800000.0,0.02,,2967000.0,,2889000.0,2889000.0,0.0,3138000.0,-249000.0,196874000.0,432956000.0,,,32977000.0,,,,224389000.0,196874000.0,269059000.0,14074000.0,-2940000.0,246189000.0,22870000.0,-17014000.0,5856000.0,465933000.0,156900000.0,148710000.0,155270000.0
New York Times Co,NYT,,71691,2013.0,Q1TTM,2012-03-26,2013-03-31,,0.64,0.66,,70664000.0,0.63,,96183000.0,,96825000.0,158143000.0,-61318000.0,96855000.0,-30000.0,644857000.0,1497594000.0,,50277000.0,88248000.0,,,,706140000.0,644857000.0,940985000.0,61430000.0,201852000.0,827081000.0,113904000.0,140422000.0,254326000.0,1585842000.0,156900000.0,148710000.0,155270000.0
New York Times Co,NYT,,71691,2014.0,FY,2013-12-30,2014-12-28,2017-02-22 17:31:08+00:00,0.22,0.22,0.16,79455000.0,0.2,,-3541000.0,,32305000.0,33391000.0,-1086000.0,33307000.0,-1002000.0,643995000.0,1502528000.0,,9525000.0,86000000.0,2550000.0,,0.0,761055000.0,643995000.0,944533000.0,53730000.0,-8368000.0,852585000.0,91948000.0,-62098000.0,29850000.0,1588528000.0,151400000.0,150673000.0,161323000.0
New York Times Co,NYT,,71691,2014.0,Q4,2014-09-29,2014-12-28,,0.23,0.23,0.04,20819000.0,0.21,,8685000.0,,33832000.0,33924000.0,-92000.0,34875000.0,-1043000.0,165891000.0,421578000.0,,,23105000.0,,,,195549000.0,165891000.0,278792000.0,11970000.0,-7845000.0,216368000.0,62424000.0,-19815000.0,42609000.0,444683000.0,151400000.0,150673000.0,161323000.0
New York Times Co,NYT,,71691,2014.0,Q3,2014-06-30,2014-09-28,2015-11-04 15:43:51+00:00,-0.08,-0.08,0.04,19375000.0,-0.08,,-10247000.0,,-12440000.0,-12440000.0,0.0,-12499000.0,59000.0,161177000.0,344951000.0,,0.0,19767000.0,0.0,,,193198000.0,161177000.0,203541000.0,15254000.0,1599000.0,212573000.0,-9032000.0,-13655000.0,-22687000.0,364718000.0,156200000.0,150822000.0,150822000.0
New York Times Co,NYT,,71691,2014.0,Q3YTD,2013-12-30,2014-09-28,,-0.01,-0.01,0.12,58636000.0,-0.01,,-12226000.0,,-1527000.0,-533000.0,-994000.0,-1568000.0,41000.0,478104000.0,1080950000.0,,9525000.0,62895000.0,2550000.0,,,565506000.0,478104000.0,665741000.0,41760000.0,-523000.0,636217000.0,29524000.0,-42283000.0,-12759000.0,1143845000.0,156200000.0,150822000.0,150822000.0
New York Times Co,NYT,,71691,2014.0,Q3TTM,2013-09-30,2014-09-28,,0.42,0.42,0.16,76270000.0,0.41,,6308000.0,,64590000.0,41423000.0,23167000.0,64494000.0,96000.0,602479000.0,1426780000.0,,12753000.0,75667000.0,2550000.0,,,704733000.0,602479000.0,899968000.0,55661000.0,-270000.0,796306000.0,103662000.0,-55931000.0,47731000.0,1502447000.0,156200000.0,150822000.0,150822000.0
New York Times Co,NYT,,71691,2014.0,Q2YTD,2013-12-30,2014-06-29,,0.07,0.07,0.08,39261000.0,0.07,,-1979000.0,,10913000.0,11907000.0,-994000.0,10931000.0,-18000.0,316927000.0,735999000.0,,9525000.0,43128000.0,2550000.0,,,372308000.0,316927000.0,462200000.0,26506000.0,-2122000.0,423644000.0,38556000.0,-28628000.0,9928000.0,779127000.0,153100000.0,150796000.0,161868000.0
New York Times Co,NYT,,71691,2014.0,Q2TTM,2013-07-01,2014-06-29,,0.34,0.34,0.16,77188000.0,0.33,,19133000.0,,52743000.0,48563000.0,4180000.0,52767000.0,-24000.0,593897000.0,1424003000.0,,18924000.0,75464000.0,2550000.0,,,681359000.0,593897000.0,905570000.0,55861000.0,-1992000.0,780021000.0,125549000.0,-57853000.0,67696000.0,1499467000.0,153100000.0,150796000.0,161868000.0
New York Times Co,NYT,,71691,2014.0,Q2,2014-03-31,2014-06-29,2015-08-06 15:37:14+00:00,0.06,0.06,0.04,19169000.0,0.06,,-5743000.0,,9060000.0,9060000.0,0.0,9188000.0,-128000.0,157944000.0,367064000.0,,9525000.0,21655000.0,0.0,,,185584000.0,157944000.0,230775000.0,13205000.0,25000.0,214278000.0,16497000.0,-13180000.0,3317000.0,388719000.0,153100000.0,150796000.0,161868000.0
New York Times Co,NYT,,71691,2014.0,Q1TTM,2013-04-01,2014-03-30,,0.42,0.42,0.12,76769000.0,0.4,,38689000.0,,63820000.0,56865000.0,6955000.0,63710000.0,110000.0,589022000.0,1426943000.0,,9399000.0,74762000.0,2550000.0,,,668689000.0,589022000.0,912683000.0,57300000.0,-2422000.0,757407000.0,155276000.0,-59722000.0,95554000.0,1501705000.0,174300000.0,150612000.0,161920000.0
New York Times Co,NYT,,71691,2014.0,Q1,2013-12-30,2014-03-30,2015-05-06 15:23:56+00:00,0.01,0.01,0.04,20092000.0,0.01,,3764000.0,,1853000.0,2847000.0,-994000.0,1743000.0,110000.0,158983000.0,368935000.0,,0.0,21473000.0,2550000.0,,,186724000.0,158983000.0,231425000.0,13301000.0,-2147000.0,209366000.0,22059000.0,-15448000.0,6611000.0,390408000.0,174300000.0,150612000.0,161920000.0
New York Times Co,NYT,,71691,2015.0,FY,2014-12-29,2015-12-27,2018-02-27 15:28:24+00:00,0.38,0.38,0.16,61597000.0,0.38,,33910000.0,,62842000.0,62842000.0,,63246000.0,-404000.0,617812000.0,1490499000.0,,49384000.0,88716000.0,0.0,,0.0,713837000.0,617812000.0,961403000.0,39050000.0,-783000.0,824818000.0,136585000.0,-39833000.0,96752000.0,1579215000.0,166400000.0,164390000.0,166423000.0
New York Times Co,NYT,,71691,2015.0,Q4,2015-09-28,2015-12-27,,0.31,0.31,0.04,15574000.0,0.31,,28006000.0,,51679000.0,51679000.0,,51693000.0,-14000.0,156372000.0,420010000.0,,4358000.0,24676000.0,,,,180717000.0,156372000.0,288314000.0,7955000.0,-25000.0,200649000.0,87665000.0,-7980000.0,79685000.0,444686000.0,166400000.0,164390000.0,166423000.0
New York Times Co,NYT,,71691,2015.0,Q3,2015-06-29,2015-09-27,2016-11-03 16:33:44+00:00,0.06,0.06,0.04,15369000.0,0.06,,3611000.0,,9365000.0,9365000.0,,9415000.0,-50000.0,152031000.0,346061000.0,,0.0,21343000.0,,,0.0,178071000.0,152031000.0,215373000.0,9127000.0,170000.0,193440000.0,21933000.0,-8957000.0,12976000.0,367404000.0,156900000.0,165052000.0,166981000.0
New York Times Co,NYT,,71691,2015.0,Q3YTD,2014-12-29,2015-09-27,,0.07,0.07,0.12,46023000.0,0.07,,5904000.0,,11163000.0,11163000.0,,11553000.0,-390000.0,461440000.0,1070489000.0,,45026000.0,64040000.0,,,,533120000.0,461440000.0,673089000.0,31095000.0,-758000.0,624169000.0,48920000.0,-31853000.0,17067000.0,1134529000.0,156900000.0,165052000.0,166981000.0
New York Times Co,NYT,,71691,2015.0,Q3TTM,2014-09-29,2015-09-27,,0.3,0.3,0.16,66842000.0,0.28,,14589000.0,,44995000.0,45087000.0,-92000.0,46428000.0,-1433000.0,627331000.0,1492067000.0,,45026000.0,87145000.0,,,,728669000.0,627331000.0,951881000.0,43065000.0,-8603000.0,840537000.0,111344000.0,-51668000.0,59676000.0,1579212000.0,156900000.0,165052000.0,166981000.0
New York Times Co,NYT,,71691,2015.0,Q2,2015-03-30,2015-06-28,2016-07-29 15:34:43+00:00,0.1,0.1,0.04,15810000.0,0.1,,11700000.0,,16219000.0,16219000.0,,16400000.0,-181000.0,152773000.0,361727000.0,,0.0,21159000.0,,,0.0,176252000.0,152773000.0,230113000.0,9776000.0,-356000.0,192062000.0,38051000.0,-10132000.0,27919000.0,382886000.0,164000000.0,166355000.0,168316000.0
New York Times Co,NYT,,71691,2015.0,Q2YTD,2014-12-29,2015-06-28,,0.01,0.01,0.08,30654000.0,0.01,,2293000.0,,1798000.0,1798000.0,,2138000.0,-340000.0,309409000.0,724428000.0,,45026000.0,42697000.0,,,,355049000.0,309409000.0,457716000.0,21968000.0,-928000.0,430729000.0,26987000.0,-22896000.0,4091000.0,767125000.0,164000000.0,166355000.0,168316000.0
New York Times Co,NYT,,71691,2015.0,Q2TTM,2014-06-30,2015-06-28,,0.16,0.16,0.16,70848000.0,0.14,,731000.0,,23190000.0,23282000.0,-92000.0,24514000.0,-1324000.0,636477000.0,1490957000.0,,45026000.0,85569000.0,,,,743796000.0,636477000.0,940049000.0,49192000.0,-7174000.0,859670000.0,80379000.0,-56366000.0,24013000.0,1576526000.0,164000000.0,166355000.0,168316000.0
New York Times Co,NYT,,71691,2015.0,Q1,2014-12-29,2015-03-29,2016-05-05 15:44:28+00:00,-0.09,-0.09,0.04,14844000.0,-0.09,,-9407000.0,,-14421000.0,-14421000.0,,-14262000.0,-159000.0,156636000.0,362701000.0,,45026000.0,21538000.0,,,,178797000.0,156636000.0,227603000.0,12192000.0,-572000.0,238667000.0,-11064000.0,-12764000.0,-23828000.0,384239000.0,158500000.0,163988000.0,163988000.0
New York Times Co,NYT,,71691,2015.0,Q1TTM,2014-03-31,2015-03-29,,0.12,0.12,0.16,74207000.0,0.1,,-16712000.0,,16031000.0,16123000.0,-92000.0,17302000.0,-1271000.0,641648000.0,1496294000.0,,54551000.0,86065000.0,,,,753128000.0,641648000.0,940711000.0,52621000.0,-6793000.0,881886000.0,58825000.0,-59414000.0,-589000.0,1582359000.0,158500000.0,163988000.0,163988000.0
