company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,FY,,2014-06-30,2015-08-13 06:41:51+00:00,276000000.0,1454000000.0,1188000000.0,610000000.0,3145000000.0,0.0,12396000000.0,369000000.0,2782000000.0,2137000000.0,,2609000000.0,,3009000000.0,156000000.0,,224000000.0,272000000.0,671000000.0,431000000.0,682000000.0,310000000.0,20000000.0,,237000000.0,,16489000000.0,13243000000.0,5270000000.0,2264000000.0,13243000000.0,13399000000.0,3070000000.0,16489000000.0,8210000000.0,806000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2015.0,FY,,2015-06-30,2016-08-12 07:19:00+00:00,238000000.0,1283000000.0,1125000000.0,-582000000.0,1951000000.0,0.0,12439000000.0,346000000.0,3063000000.0,2203000000.0,0.0,2379000000.0,,2690000000.0,171000000.0,219000000.0,166000000.0,305000000.0,780000000.0,401000000.0,467000000.0,318000000.0,20000000.0,0.0,88000000.0,,15035000000.0,11945000000.0,4014000000.0,2110000000.0,11945000000.0,12116000000.0,2899000000.0,15035000000.0,8331000000.0,789000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2015.0,Q3,,2015-03-31,2015-05-06 07:22:01+00:00,225000000.0,1360000000.0,1121000000.0,-554000000.0,2027000000.0,0.0,12456000000.0,399000000.0,3510000000.0,2313000000.0,,2382000000.0,,2699000000.0,157000000.0,,295000000.0,266000000.0,701000000.0,528000000.0,694000000.0,306000000.0,20000000.0,,467000000.0,,15686000000.0,12369000000.0,4088000000.0,2273000000.0,12369000000.0,12526000000.0,3140000000.0,15686000000.0,8899000000.0,867000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2015.0,Q2,,2014-12-31,2015-02-06 07:34:26+00:00,320000000.0,1505000000.0,1136000000.0,-261000000.0,1918000000.0,0.0,12427000000.0,412000000.0,3547000000.0,2379000000.0,,2466000000.0,,2809000000.0,157000000.0,,274000000.0,273000000.0,629000000.0,461000000.0,717000000.0,307000000.0,20000000.0,,444000000.0,,15970000000.0,12610000000.0,4052000000.0,2329000000.0,12610000000.0,12767000000.0,3183000000.0,15970000000.0,9109000000.0,854000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2015.0,Q1,,2014-09-30,2014-11-06 07:14:24+00:00,272000000.0,1471000000.0,1132000000.0,152000000.0,2735000000.0,0.0,12387000000.0,404000000.0,2909000000.0,2246000000.0,,2497000000.0,,2910000000.0,141000000.0,,245000000.0,281000000.0,659000000.0,485000000.0,696000000.0,302000000.0,20000000.0,,302000000.0,,16123000000.0,12841000000.0,4865000000.0,2293000000.0,12841000000.0,12982000000.0,3121000000.0,16123000000.0,8348000000.0,828000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2016.0,FY,,2016-06-30,2017-08-14 16:10:24+00:00,217000000.0,1229000000.0,1371000000.0,-1026000000.0,1832000000.0,0.0,12440000000.0,388000000.0,3714000000.0,2207000000.0,369000000.0,2270000000.0,,2405000000.0,218000000.0,602000000.0,171000000.0,350000000.0,513000000.0,466000000.0,396000000.0,349000000.0,20000000.0,315000000.0,150000000.0,,15483000000.0,11564000000.0,3889000000.0,2442000000.0,11564000000.0,11782000000.0,3681000000.0,15483000000.0,9189000000.0,1239000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2016.0,Q3,,2016-03-31,2016-05-06 07:10:45+00:00,227000000.0,1254000000.0,1439000000.0,-845000000.0,1972000000.0,0.0,12431000000.0,378000000.0,3681000000.0,2229000000.0,369000000.0,2264000000.0,,2499000000.0,199000000.0,666000000.0,200000000.0,281000000.0,679000000.0,604000000.0,472000000.0,353000000.0,20000000.0,,60000000.0,,15716000000.0,11646000000.0,3905000000.0,2648000000.0,11646000000.0,11845000000.0,3851000000.0,15716000000.0,9312000000.0,1203000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2016.0,Q2,,2015-12-31,2016-02-05 07:08:24+00:00,248000000.0,1409000000.0,1108000000.0,-923000000.0,1883000000.0,0.0,12447000000.0,337000000.0,3090000000.0,2164000000.0,,2288000000.0,,2554000000.0,187000000.0,,145000000.0,291000000.0,503000000.0,403000000.0,984000000.0,344000000.0,20000000.0,,268000000.0,,14875000000.0,11792000000.0,3795000000.0,2096000000.0,11792000000.0,11979000000.0,2876000000.0,14875000000.0,8526000000.0,780000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2016.0,Q1,,2015-09-30,2015-11-06 07:09:39+00:00,272000000.0,1361000000.0,1133000000.0,-1025000000.0,1898000000.0,0.0,12437000000.0,354000000.0,3012000000.0,2143000000.0,,2196000000.0,,2553000000.0,165000000.0,,171000000.0,298000000.0,630000000.0,407000000.0,963000000.0,320000000.0,20000000.0,,204000000.0,,14756000000.0,11616000000.0,3889000000.0,2166000000.0,11616000000.0,11781000000.0,2955000000.0,14756000000.0,8314000000.0,789000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2017.0,FY,,2017-06-30,2018-08-15 06:53:36+00:00,222000000.0,1276000000.0,1204000000.0,-964000000.0,2016000000.0,0.0,12401000000.0,426000000.0,3838000000.0,2281000000.0,276000000.0,2027000000.0,208000000.0,1624000000.0,284000000.0,525000000.0,61000000.0,319000000.0,315000000.0,497000000.0,442000000.0,351000000.0,20000000.0,,-648000000.0,103000000.0,14552000000.0,10789000000.0,3815000000.0,2452000000.0,10789000000.0,11073000000.0,3459000000.0,14552000000.0,9113000000.0,1007000000.0
