company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingrevenue,otherincome,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2012.0,FY,2011-07-01,2012-06-30,2014-08-14 08:04:41+00:00,-3.58,-3.58,,483000000.0,-3.58,-337000000.0,-2040000000.0,-2040000000.0,,-2075000000.0,35000000.0,8181000000.0,-59000000.0,473000000.0,,2763000000.0,7872000000.0,8654000000.0,-56000000.0,90000000.0,11118000000.0,-2464000000.0,87000000.0,-2377000000.0,8654000000.0,578800000.0,578800000.0,578800000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,Q4,2013-04-01,2013-06-30,,-1.95,-1.95,,150000000.0,-1.95,-347000000.0,-1113000000.0,-1113000000.0,,-1124000000.0,11000000.0,2117000000.0,24000000.0,140000000.0,,1506000000.0,2127000000.0,2257000000.0,54000000.0,96000000.0,3783000000.0,-1526000000.0,66000000.0,-1460000000.0,2257000000.0,578800000.0,578800000.0,578800000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,FY,2012-07-01,2013-06-30,2015-08-13 06:41:51+00:00,0.87,0.87,,548000000.0,0.87,-374000000.0,547000000.0,547000000.0,,506000000.0,41000000.0,8301000000.0,1593000000.0,590000000.0,,1737000000.0,8203000000.0,8891000000.0,,177000000.0,10488000000.0,-1597000000.0,1770000000.0,173000000.0,8891000000.0,578800000.0,578800000.0,578800000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,Q3,2013-01-01,2013-03-31,2014-05-09 07:28:00+00:00,0.56,0.56,,144000000.0,0.56,5000000.0,332000000.0,332000000.0,,323000000.0,9000000.0,2046000000.0,314000000.0,134000000.0,,54000000.0,2011000000.0,2180000000.0,-25000000.0,27000000.0,2209000000.0,-29000000.0,366000000.0,337000000.0,2180000000.0,576800000.0,576800000.0,576800000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,Q3YTD,2012-07-01,2013-03-31,,2.82,2.82,,398000000.0,2.82,-27000000.0,1660000000.0,1660000000.0,,1630000000.0,30000000.0,6184000000.0,1569000000.0,450000000.0,,231000000.0,6076000000.0,6634000000.0,-54000000.0,81000000.0,6705000000.0,-71000000.0,1704000000.0,1633000000.0,6634000000.0,576800000.0,576800000.0,576800000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,Q2,2012-10-01,2012-12-31,2014-02-07 07:55:01+00:00,2.42,2.42,,129000000.0,2.42,-4000000.0,1411000000.0,1411000000.0,,1399000000.0,12000000.0,2163000000.0,1252000000.0,158000000.0,,62000000.0,2021000000.0,2321000000.0,-18000000.0,28000000.0,2212000000.0,109000000.0,1298000000.0,1407000000.0,2321000000.0,578100000.0,578100000.0,578100000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,Q2YTD,2012-07-01,2012-12-31,,2.26,2.26,,254000000.0,2.26,-32000000.0,1328000000.0,1328000000.0,,1307000000.0,21000000.0,4138000000.0,1255000000.0,316000000.0,,177000000.0,4065000000.0,4454000000.0,-29000000.0,54000000.0,4496000000.0,-42000000.0,1338000000.0,1296000000.0,4454000000.0,578100000.0,578100000.0,578100000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2013.0,Q1,2012-07-01,2012-09-30,2013-11-12 07:54:59+00:00,-0.16,-0.16,,125000000.0,-0.16,-28000000.0,-83000000.0,-83000000.0,,-92000000.0,9000000.0,1975000000.0,3000000.0,158000000.0,,115000000.0,2044000000.0,2133000000.0,-11000000.0,26000000.0,2284000000.0,-151000000.0,40000000.0,-111000000.0,2133000000.0,575000000.0,575000000.0,575000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,FY,2013-07-01,2014-06-30,2016-08-12 07:19:00+00:00,0.41,0.41,0.0,552000000.0,0.41,-614000000.0,294000000.0,436000000.0,-142000000.0,239000000.0,55000000.0,8041000000.0,-653000000.0,445000000.0,0.0,94000000.0,7523000000.0,8486000000.0,,158000000.0,8169000000.0,317000000.0,-495000000.0,-178000000.0,8486000000.0,579000000.0,579000000.0,579000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q4,2014-04-01,2014-06-30,,0.02,0.02,,131000000.0,0.02,72000000.0,29000000.0,171000000.0,-142000000.0,13000000.0,16000000.0,2016000000.0,20000000.0,82000000.0,,21000000.0,1778000000.0,2098000000.0,50000000.0,105000000.0,1930000000.0,168000000.0,75000000.0,243000000.0,2098000000.0,579000000.0,579000000.0,579000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q3YTD,2013-07-01,2014-03-31,,0.39,0.39,,421000000.0,0.39,-686000000.0,265000000.0,265000000.0,,226000000.0,39000000.0,6025000000.0,-673000000.0,363000000.0,,73000000.0,5745000000.0,6388000000.0,-50000000.0,53000000.0,6239000000.0,149000000.0,-570000000.0,-421000000.0,6388000000.0,579000000.0,579000000.0,579000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q3TTM,2013-04-01,2014-03-31,,-1.56,-1.56,,571000000.0,-1.56,-1033000000.0,-848000000.0,-848000000.0,,-898000000.0,50000000.0,8142000000.0,-649000000.0,503000000.0,,1579000000.0,7872000000.0,8645000000.0,4000000.0,149000000.0,10022000000.0,-1377000000.0,-504000000.0,-1881000000.0,8645000000.0,579000000.0,579000000.0,579000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q3,2014-01-01,2014-03-31,2015-05-06 07:22:01+00:00,0.08,0.08,,142000000.0,0.08,1000000.0,61000000.0,61000000.0,,48000000.0,13000000.0,1959000000.0,-1000000.0,119000000.0,,10000000.0,1903000000.0,2078000000.0,-17000000.0,23000000.0,2055000000.0,23000000.0,39000000.0,62000000.0,2078000000.0,579000000.0,579000000.0,579000000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q2YTD,2013-07-01,2013-12-31,,0.31,0.31,,279000000.0,0.31,-687000000.0,204000000.0,204000000.0,,178000000.0,26000000.0,4066000000.0,-672000000.0,244000000.0,,63000000.0,3842000000.0,4310000000.0,-33000000.0,30000000.0,4184000000.0,126000000.0,-609000000.0,-483000000.0,4310000000.0,578900000.0,578900000.0,578900000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q2TTM,2013-01-01,2013-12-31,,-1.08,-1.08,,573000000.0,-1.08,-1029000000.0,-577000000.0,-577000000.0,,-623000000.0,46000000.0,8229000000.0,-334000000.0,518000000.0,,1623000000.0,7980000000.0,8747000000.0,-4000000.0,153000000.0,10176000000.0,-1429000000.0,-177000000.0,-1606000000.0,8747000000.0,578900000.0,578900000.0,578900000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q2,2013-10-01,2013-12-31,2015-02-06 07:34:26+00:00,0.26,0.26,,138000000.0,0.26,-211000000.0,166000000.0,166000000.0,,151000000.0,15000000.0,2118000000.0,-231000000.0,120000000.0,,36000000.0,1911000000.0,2238000000.0,-16000000.0,17000000.0,2085000000.0,153000000.0,-198000000.0,-45000000.0,2238000000.0,578900000.0,578900000.0,578900000.0
News Corp,NWSA,549300ITS31QK8VRBQ14,1564708,2014.0,Q1TTM,2012-10-01,2013-09-30,,1.08,1.08,,564000000.0,1.08,-822000000.0,668000000.0,668000000.0,,625000000.0,43000000.0,8274000000.0,1149000000.0,556000000.0,,1649000000.0,8090000000.0,8830000000.0,-6000000.0,164000000.0,10303000000.0,-1473000000.0,1319000000.0,-154000000.0,8830000000.0,540000000.0,540000000.0,540000000.0
