company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2008.0,FY,,2008-12-31,2010-02-26 16:27:49+00:00,1121000000.0,2295000000.0,2928000000.0,-1538000000.0,,188000000.0,3961000000.0,239000000.0,297000000.0,5232000000.0,5567000000.0,2518000000.0,3190000000.0,1554000000.0,2639000000.0,48000000.0,971000000.0,543000000.0,2353000000.0,177000000.0,1246000000.0,,,-23000000.0,500000000.0,459000000.0,,3917000000.0,1081000000.0,342000000.0,16655000000.0,6317000000.0,4795000000.0,3745000000.0,6317000000.0,6365000000.0,10290000000.0,16655000000.0,9221000000.0,6545000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,FY,,2009-12-31,2011-02-25 14:06:31+00:00,1057000000.0,1899000000.0,3255000000.0,-1208000000.0,,340000000.0,4113000000.0,377000000.0,256000000.0,5435000000.0,11400000000.0,2441000000.0,3349000000.0,1326000000.0,2445000000.0,41000000.0,973000000.0,550000000.0,2340000000.0,,1258000000.0,,,-21000000.0,464000000.0,536000000.0,149000000.0,3893000000.0,118000000.0,433000000.0,16282000000.0,6777000000.0,4524000000.0,2689000000.0,6777000000.0,6818000000.0,9464000000.0,16282000000.0,9313000000.0,6775000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q3,,2009-09-30,2009-11-05 09:03:35+00:00,1033000000.0,2047000000.0,,,,192000000.0,,517000000.0,305000000.0,5482000000.0,,2492000000.0,3391000000.0,1359000000.0,2528000000.0,7007000000.0,1405000000.0,,1990000000.0,,1283000000.0,,,,,1094000000.0,,,392000000.0,473000000.0,16495000000.0,,4588000000.0,3013000000.0,,7007000000.0,9488000000.0,16495000000.0,9379000000.0,6475000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q2,,2009-06-30,2009-08-04 17:12:46+00:00,923000000.0,2015000000.0,,,,148000000.0,6647000000.0,508000000.0,263000000.0,5376000000.0,,2481000000.0,3399000000.0,1373000000.0,2542000000.0,44000000.0,1315000000.0,,2031000000.0,,1230000000.0,,,,,1011000000.0,,,643000000.0,433000000.0,16191000000.0,6647000000.0,4477000000.0,3059000000.0,6647000000.0,6691000000.0,9500000000.0,16191000000.0,9172000000.0,6441000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,FY,,2010-12-31,2012-02-24 13:32:38+00:00,1408000000.0,2239000000.0,3502000000.0,-1348000000.0,,333000000.0,4263000000.0,303000000.0,465000000.0,5454000000.0,5979000000.0,2272000000.0,3382000000.0,1564000000.0,2477000000.0,41000000.0,1001000000.0,487000000.0,2172000000.0,,1284000000.0,,,-8000000.0,542000000.0,575000000.0,229000000.0,4455000000.0,76000000.0,838000000.0,17252000000.0,7362000000.0,5506000000.0,3233000000.0,7362000000.0,7403000000.0,9849000000.0,17252000000.0,9269000000.0,6616000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q3,,2010-09-30,2010-10-29 16:22:56+00:00,1353000000.0,2332000000.0,,,,395000000.0,7207000000.0,600000000.0,437000000.0,5440000000.0,,2360000000.0,3406000000.0,1533000000.0,2381000000.0,42000000.0,1481000000.0,1036000000.0,2011000000.0,,1425000000.0,,,,,,,,98000000.0,493000000.0,17015000000.0,7207000000.0,5353000000.0,3313000000.0,7207000000.0,7249000000.0,9766000000.0,17015000000.0,9281000000.0,6453000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q2,,2010-06-30,2010-07-30 08:19:54+00:00,1229000000.0,2126000000.0,,,,249000000.0,6570000000.0,563000000.0,350000000.0,5125000000.0,,2203000000.0,3378000000.0,1386000000.0,2270000000.0,40000000.0,1467000000.0,971000000.0,1970000000.0,,1321000000.0,,,,,,,,98000000.0,538000000.0,15927000000.0,6570000000.0,4862000000.0,2998000000.0,6570000000.0,6610000000.0,9317000000.0,15927000000.0,8795000000.0,6319000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q1,,2010-03-31,2010-04-28 17:02:04+00:00,1135000000.0,2052000000.0,,,,151000000.0,6683000000.0,565000000.0,286000000.0,5304000000.0,,2333000000.0,3347000000.0,1374000000.0,2349000000.0,39000000.0,1381000000.0,994000000.0,2014000000.0,,1254000000.0,,,,,,,,95000000.0,338000000.0,15847000000.0,6683000000.0,4480000000.0,2770000000.0,6683000000.0,6722000000.0,9125000000.0,15847000000.0,9018000000.0,6355000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2011.0,FY,,2011-12-31,2013-02-28 15:16:14+00:00,1491000000.0,2444000000.0,3592000000.0,-1964000000.0,,385000000.0,4336000000.0,398000000.0,420000000.0,5537000000.0,6194000000.0,2192000000.0,3366000000.0,1701000000.0,2602000000.0,23000000.0,1134000000.0,442000000.0,2435000000.0,,1319000000.0,,,-6000000.0,582000000.0,501000000.0,199000000.0,5103000000.0,407000000.0,699000000.0,17873000000.0,7469000000.0,5826000000.0,3637000000.0,7469000000.0,7492000000.0,10381000000.0,17873000000.0,9445000000.0,6744000000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2011.0,Q3,,2011-09-30,2011-10-26 13:50:54+00:00,1527000000.0,2549000000.0,,,,278000000.0,7723000000.0,,401000000.0,5571000000.0,,2253000000.0,3368000000.0,1769000000.0,2537000000.0,23000000.0,971000000.0,456000000.0,1816000000.0,601000000.0,1445000000.0,,,,562000000.0,461000000.0,,,407000000.0,536000000.0,17627000000.0,7723000000.0,5733000000.0,3780000000.0,7723000000.0,7746000000.0,9881000000.0,17627000000.0,9357000000.0,6101000000.0
