company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:27:49+00:00,,6.75,1.72,6.62,82000000.0,1008000000.0,973000000.0,35000000.0,994000000.0,14000000.0,9382000000.0,13033000000.0,25000000.0,,335000000.0,2139000000.0,9382000000.0,3651000000.0,147000000.0,,2474000000.0,1177000000.0,-122000000.0,1055000000.0,13033000000.0,,147300000.0,150300000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:27:49+00:00,,6.6,2.0,6.52,73000000.0,1070000000.0,1067000000.0,3000000.0,1058000000.0,12000000.0,11191000000.0,15376000000.0,42000000.0,,417000000.0,2513000000.0,11191000000.0,4185000000.0,157000000.0,,2930000000.0,1255000000.0,-115000000.0,1140000000.0,15376000000.0,,160200000.0,162300000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 09:03:35+00:00,,1.9,0.5,1.87,39000000.0,318000000.0,318000000.0,0.0,315000000.0,3000000.0,2964000000.0,4114000000.0,20000000.0,,117000000.0,659000000.0,2964000000.0,1150000000.0,37000000.0,,776000000.0,374000000.0,-17000000.0,357000000.0,4114000000.0,,166200000.0,168400000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 17:12:46+00:00,,2.07,0.5,2.03,21000000.0,337000000.0,337000000.0,0.0,333000000.0,4000000.0,3069000000.0,4279000000.0,7000000.0,,111000000.0,704000000.0,3069000000.0,1210000000.0,44000000.0,,815000000.0,395000000.0,-37000000.0,358000000.0,4279000000.0,,161200000.0,163600000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q4,2009-10-01,2009-12-31,,0.63,0.63,0.25,0.63,-42000000.0,212000000.0,212000000.0,,211000000.0,1000000.0,2241000000.0,3131000000.0,4000000.0,,103000000.0,587000000.0,2241000000.0,890000000.0,34000000.0,,690000000.0,200000000.0,-30000000.0,170000000.0,3131000000.0,,332700000.0,335800000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 13:32:38+00:00,,1.16,1.0,1.14,-82000000.0,385000000.0,385000000.0,,383000000.0,2000000.0,8782000000.0,11873000000.0,9000000.0,,395000000.0,2252000000.0,8782000000.0,3091000000.0,150000000.0,,2647000000.0,444000000.0,-141000000.0,303000000.0,11873000000.0,,332700000.0,335800000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.03,1.03,1.5,1.03,-40000000.0,173000000.0,173000000.0,,172000000.0,1000000.0,6541000000.0,8742000000.0,5000000.0,,292000000.0,1665000000.0,6541000000.0,2201000000.0,116000000.0,,1957000000.0,244000000.0,-111000000.0,133000000.0,8742000000.0,,167000000.0,169200000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q3,2009-07-01,2009-09-30,2009-11-05 09:03:35+00:00,,1.16,0.5,1.14,-28000000.0,194000000.0,194000000.0,0.0,193000000.0,1000000.0,2178000000.0,3028000000.0,6000000.0,,99000000.0,553000000.0,2178000000.0,850000000.0,38000000.0,,652000000.0,198000000.0,-32000000.0,166000000.0,3028000000.0,,167000000.0,169200000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.13,-0.13,1.0,-0.13,-12000000.0,-21000000.0,-21000000.0,,-21000000.0,,4363000000.0,5714000000.0,-1000000.0,,193000000.0,1112000000.0,4363000000.0,1351000000.0,78000000.0,,1305000000.0,46000000.0,-79000000.0,-33000000.0,5714000000.0,,166900000.0,167600000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q2,2009-04-01,2009-06-30,2009-08-04 17:12:46+00:00,,0.17,0.5,0.17,-1000000.0,31000000.0,31000000.0,0.0,29000000.0,2000000.0,2189000000.0,2901000000.0,8000000.0,,95000000.0,554000000.0,2189000000.0,712000000.0,41000000.0,,649000000.0,63000000.0,-33000000.0,30000000.0,2901000000.0,,166900000.0,167600000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 17:02:04+00:00,,-0.3,0.5,-0.3,-11000000.0,-52000000.0,-52000000.0,,-50000000.0,-2000000.0,2174000000.0,2813000000.0,-9000000.0,,98000000.0,558000000.0,2174000000.0,639000000.0,37000000.0,,656000000.0,-17000000.0,-46000000.0,-63000000.0,2813000000.0,,166100000.0,166100000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q4,2010-10-01,2010-12-31,,0.83,0.83,0.29,0.83,10000000.0,283000000.0,283000000.0,,280000000.0,3000000.0,2565000000.0,3663000000.0,-10000000.0,,117000000.0,644000000.0,2565000000.0,1098000000.0,34000000.0,,761000000.0,337000000.0,-44000000.0,293000000.0,3663000000.0,,335500000.0,339500000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,FY,2010-01-01,2010-12-31,2012-02-24 13:32:38+00:00,,2.76,1.08,2.73,99000000.0,937000000.0,937000000.0,,929000000.0,8000000.0,9633000000.0,13715000000.0,1000000.0,,425000000.0,2486000000.0,9633000000.0,4082000000.0,136000000.0,,2911000000.0,1171000000.0,-135000000.0,1036000000.0,13715000000.0,,335500000.0,339500000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q3YTD,2010-01-01,2010-09-30,,3.87,3.87,1.58,3.87,89000000.0,654000000.0,654000000.0,,649000000.0,5000000.0,7068000000.0,10052000000.0,11000000.0,,308000000.0,1842000000.0,7068000000.0,2984000000.0,102000000.0,,2150000000.0,834000000.0,-91000000.0,743000000.0,10052000000.0,,167600000.0,170300000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q3TTM,2009-10-01,2010-09-30,,5.13,5.13,2.08,5.13,47000000.0,866000000.0,866000000.0,,860000000.0,6000000.0,9309000000.0,13183000000.0,15000000.0,,411000000.0,2429000000.0,9309000000.0,3874000000.0,136000000.0,,2840000000.0,1034000000.0,-121000000.0,913000000.0,13183000000.0,,167600000.0,170300000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q3,2010-07-01,2010-09-30,2010-10-29 16:22:56+00:00,,1.59,0.58,1.57,36000000.0,269000000.0,269000000.0,,268000000.0,1000000.0,2480000000.0,3571000000.0,2000000.0,,104000000.0,651000000.0,2480000000.0,1091000000.0,33000000.0,,755000000.0,336000000.0,-31000000.0,305000000.0,3571000000.0,,167600000.0,170300000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.28,2.28,1.0,2.28,53000000.0,385000000.0,385000000.0,,381000000.0,4000000.0,4588000000.0,6481000000.0,9000000.0,,204000000.0,1191000000.0,4588000000.0,1893000000.0,69000000.0,,1395000000.0,498000000.0,-60000000.0,438000000.0,6481000000.0,,167400000.0,170200000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q2TTM,2009-07-01,2010-06-30,,4.69,4.69,2.0,4.69,-17000000.0,791000000.0,791000000.0,,785000000.0,6000000.0,9007000000.0,12640000000.0,19000000.0,,406000000.0,2331000000.0,9007000000.0,3633000000.0,141000000.0,,2737000000.0,896000000.0,-122000000.0,774000000.0,12640000000.0,,167400000.0,170200000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q2,2010-04-01,2010-06-30,2010-07-30 08:19:54+00:00,,1.35,0.5,1.33,22000000.0,229000000.0,229000000.0,,226000000.0,3000000.0,2387000000.0,3378000000.0,1000000.0,,103000000.0,604000000.0,2387000000.0,991000000.0,34000000.0,,707000000.0,284000000.0,-33000000.0,251000000.0,3378000000.0,,167400000.0,170200000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q1TTM,2009-04-01,2010-03-31,,3.52,3.52,2.0,3.52,-40000000.0,593000000.0,593000000.0,,588000000.0,5000000.0,8809000000.0,12163000000.0,26000000.0,,398000000.0,2281000000.0,8809000000.0,3354000000.0,148000000.0,,2679000000.0,675000000.0,-122000000.0,553000000.0,12163000000.0,,167100000.0,169600000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2010.0,Q1,2010-01-01,2010-03-31,2010-04-28 17:02:04+00:00,,0.92,0.5,0.91,31000000.0,156000000.0,156000000.0,,155000000.0,1000000.0,2201000000.0,3103000000.0,8000000.0,,101000000.0,587000000.0,2201000000.0,902000000.0,35000000.0,,688000000.0,214000000.0,-27000000.0,187000000.0,3103000000.0,,167100000.0,169600000.0
Eaton Corporation PLC,ETN,549300VDIGTMXUNT7H71,1551182,2011.0,Q4,2011-10-01,2011-12-31,,1.07,1.07,0.34,1.07,29000000.0,361000000.0,361000000.0,,362000000.0,-1000000.0,2817000000.0,4033000000.0,8000000.0,,101000000.0,707000000.0,2817000000.0,1216000000.0,26000000.0,,808000000.0,408000000.0,-18000000.0,390000000.0,4033000000.0,339200000.0,338300000.0,342800000.0
