company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,capitalizedleaseobligationinterestexpense,cashdividendspershare,depositsinterestexpense,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2,2014-04-01,2014-06-30,2014-07-24 07:37:59+00:00,,1.16,1.16,,0.44,,28000000.0,1.13,,,193400000.0,881400000.0,,,14600000.0,305800000.0,305800000.0,,305800000.0,,,36000000.0,,,,,,,,106200000.0,35400000.0,,,,,,,326400000.0,93600000.0,,511200000.0,1010400000.0,499200000.0,1010400000.0,263600000.0,263600000.0,270600000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q1,2014-01-01,2014-03-31,2014-04-24 08:01:15+00:00,,1.16,1.16,,0.44,,27100000.0,1.12,,,186900000.0,868500000.0,,,22600000.0,304300000.0,304300000.0,,304300000.0,,,35400000.0,,,,,,,,101500000.0,33700000.0,,,,,,,318900000.0,94500000.0,,505500000.0,996700000.0,491200000.0,996700000.0,262300000.0,262300000.0,271700000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q1TTM,2013-04-01,2014-03-31,,,4.25,4.25,,0.06,,96200000.0,4.11,,,690600000.0,3232900000.0,,,84300000.0,1110100000.0,1110100000.0,,1110100000.0,,,2400000.0,,,,,,,,529600000.0,38800000.0,,,,,,,1196700000.0,438200000.0,,1909200000.0,3709900000.0,1800700000.0,3709900000.0,262300000.0,262300000.0,271700000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 16:47:10+00:00,,4.74,4.74,,,,126300000.0,4.63,,,779400000.0,3687300000.0,,,79700000.0,1223000000.0,1223000000.0,,1223000000.0,0.0,,159200000.0,,103500000.0,,,,,,492900000.0,151500000.0,,,,,,,1443600000.0,361800000.0,,2301700000.0,4200600000.0,2002400000.0,4200600000.0,258000000.0,258000000.0,264100000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q4,2015-10-01,2015-12-31,,,1.22,1.22,,-3.56,,31900000.0,1.2,,,195200000.0,926000000.0,,,27000000.0,303200000.0,303200000.0,,303200000.0,,,118900000.0,,70000000.0,,,,,,89400000.0,37300000.0,,,,,,,356800000.0,88900000.0,,624000000.0,1052200000.0,498400000.0,1052200000.0,258000000.0,258000000.0,264100000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q3,2015-07-01,2015-09-30,2016-10-27 11:54:37+00:00,,1.08,1.08,,0.52,,33100000.0,1.06,,,181500000.0,922600000.0,,,13200000.0,277100000.0,277100000.0,,277100000.0,0.0,,40300000.0,,300000.0,,,,,,124700000.0,38100000.0,,,,,,,379400000.0,88300000.0,,590700000.0,1049000000.0,458600000.0,1049000000.0,256600000.0,256600000.0,261400000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q3YTD,2015-01-01,2015-09-30,,,3.52,3.52,,3.56,,94400000.0,3.43,,,584200000.0,2761300000.0,,,52700000.0,919800000.0,919800000.0,,919800000.0,,,40300000.0,,33500000.0,,,,,,403500000.0,114200000.0,,,,,,,1086800000.0,272900000.0,,1677700000.0,3148400000.0,1504000000.0,3148400000.0,256600000.0,256600000.0,261400000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q3TTM,2014-10-01,2015-09-30,,,4.73,4.73,,2.24,,122700000.0,4.61,,,787100000.0,3580000000.0,,,78800000.0,1235700000.0,1235700000.0,,1235700000.0,,,112800000.0,,145700000.0,,,,,,481100000.0,151300000.0,,,,,,,1424700000.0,366100000.0,,2220100000.0,4097400000.0,2022800000.0,4097400000.0,256600000.0,256600000.0,261400000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q2,2015-04-01,2015-06-30,2016-07-26 12:20:55+00:00,,1.28,1.28,,0.52,,32200000.0,1.24,,,207600000.0,942200000.0,,,14200000.0,333200000.0,333200000.0,,333200000.0,0.0,,,,33200000.0,,,,,,157300000.0,38600000.0,,,,,,,360900000.0,91600000.0,,564600000.0,1072400000.0,540800000.0,1072400000.0,260300000.0,260300000.0,268700000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q2YTD,2015-01-01,2015-06-30,,,2.44,2.44,,3.04,,61300000.0,2.37,,,402700000.0,1838700000.0,,,39500000.0,642700000.0,642700000.0,,642700000.0,,,,,33200000.0,,,,,,278800000.0,76100000.0,,,,,,,707400000.0,184600000.0,,1087000000.0,2099400000.0,1045400000.0,2099400000.0,260300000.0,260300000.0,268700000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q2TTM,2014-07-01,2015-06-30,,,4.8,4.8,,2.16,,117900000.0,4.67,,,795900000.0,3553300000.0,,,78300000.0,1262200000.0,1262200000.0,,1262200000.0,,,72500000.0,,145400000.0,,,,,,501100000.0,150600000.0,,,,,,,1391700000.0,370500000.0,,2161500000.0,4074400000.0,2058100000.0,4074400000.0,260300000.0,260300000.0,268700000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q1,2015-01-01,2015-03-31,2016-04-26 16:30:34+00:00,,1.16,1.16,,2.52,,29100000.0,1.13,,,195100000.0,896500000.0,,,25300000.0,309500000.0,309500000.0,,309500000.0,0.0,,,,,,,,,,121500000.0,37500000.0,,,,,,,346500000.0,93000000.0,,522400000.0,1027000000.0,504600000.0,1027000000.0,266800000.0,266800000.0,273900000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q1TTM,2014-04-01,2015-03-31,,,4.68,4.68,,2.08,,113700000.0,4.56,,,781700000.0,3492500000.0,,,78700000.0,1234800000.0,1234800000.0,,1234800000.0,,,108500000.0,,112200000.0,,,,,,450000000.0,147400000.0,,,,,,,1357200000.0,372500000.0,,2108100000.0,4012400000.0,2016500000.0,4012400000.0,266800000.0,266800000.0,273900000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,FY,2016-01-01,2016-12-31,2019-02-13 14:48:37+00:00,,4.85,4.85,,2.16,,,4.75,,,706500000.0,,,,80200000.0,1254000000.0,1254000000.0,,1215000000.0,39000000.0,,,,227100000.0,,,,,,977200000.0,4284800000.0,,,,,,,1494000000.0,,,2551400000.0,4284800000.0,1960500000.0,4284800000.0,250500000.0,250500000.0,255800000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q4,2016-10-01,2016-12-31,,,1.53,1.53,,-1.62,,-100000000.0,1.5,,,208700000.0,-2761900000.0,,,27500000.0,366800000.0,366800000.0,,379800000.0,-13000000.0,,-127500000.0,,12200000.0,,,,,,408200000.0,4178600000.0,,,,,,,381600000.0,-263600000.0,,589800000.0,1153100000.0,575500000.0,1153100000.0,250500000.0,250500000.0,255800000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 11:06:39+00:00,,1.3,1.3,,0.54,,34000000.0,1.28,,,201300000.0,970500000.0,,,14700000.0,362700000.0,362700000.0,,327800000.0,34900000.0,,45300000.0,,88300000.0,,,,,,137000000.0,36700000.0,,,,,,,386200000.0,85700000.0,,617200000.0,1092900000.0,564000000.0,1092900000.0,252200000.0,252200000.0,256100000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q3YTD,2016-01-01,2016-09-30,,,3.32,3.32,,1.62,,100000000.0,3.25,,,497800000.0,2761900000.0,,,52700000.0,887200000.0,887200000.0,,835200000.0,52000000.0,,127500000.0,,214900000.0,,,,,,569000000.0,106200000.0,,,,,,,1112400000.0,263600000.0,,1961600000.0,3131700000.0,1385000000.0,3131700000.0,252200000.0,252200000.0,256100000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q3TTM,2015-10-01,2016-09-30,,,4.54,4.54,,-1.94,,131900000.0,4.45,,,693000000.0,3687900000.0,,,79700000.0,1190400000.0,1190400000.0,,1138400000.0,52000000.0,,246400000.0,,284900000.0,,,,,,658400000.0,143500000.0,,,,,,,1469200000.0,352500000.0,,2585600000.0,4183900000.0,1883400000.0,4183900000.0,252200000.0,252200000.0,256100000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q2,2016-04-01,2016-06-30,2017-07-25 11:09:31+00:00,,0.81,0.81,,0.54,,33800000.0,0.79,,,113800000.0,920600000.0,,,14900000.0,211200000.0,211200000.0,,203300000.0,7900000.0,,40800000.0,,41500000.0,,,,,,300700000.0,35600000.0,,,,,,,371000000.0,88500000.0,,761200000.0,1044700000.0,325000000.0,1044700000.0,251000000.0,251000000.0,257300000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q2YTD,2016-01-01,2016-06-30,,,2.02,2.02,,1.08,,66000000.0,1.97,,,296500000.0,1791400000.0,,,38000000.0,524500000.0,524500000.0,,507400000.0,17100000.0,,82200000.0,,126600000.0,,,,,,432000000.0,69500000.0,,,,,,,726200000.0,177900000.0,,1344400000.0,2038800000.0,821000000.0,2038800000.0,251000000.0,251000000.0,257300000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q2TTM,2015-07-01,2016-06-30,,,4.32,4.32,,-1.96,,131000000.0,4.23,,,673200000.0,3640000000.0,,,78200000.0,1104800000.0,1104800000.0,,1087700000.0,17100000.0,,241400000.0,,196900000.0,,,,,,646100000.0,144900000.0,,,,,,,1462400000.0,355100000.0,,2559100000.0,4140000000.0,1778000000.0,4140000000.0,251000000.0,251000000.0,257300000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q1,2016-01-01,2016-03-31,2017-04-25 12:46:12+00:00,,1.21,1.21,,0.54,,32200000.0,1.18,,,182700000.0,870800000.0,,,23100000.0,313300000.0,313300000.0,,304100000.0,9200000.0,,41400000.0,,85100000.0,,,,,,131300000.0,33900000.0,,,,,,,355200000.0,89400000.0,,583200000.0,994100000.0,496000000.0,994100000.0,251300000.0,251300000.0,257700000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q1TTM,2015-04-01,2016-03-31,,,4.79,4.79,,-1.98,,129400000.0,4.68,,,767000000.0,3661600000.0,,,77500000.0,1226800000.0,1226800000.0,,1217600000.0,9200000.0,,200600000.0,,188600000.0,,,,,,502700000.0,147900000.0,,,,,,,1452300000.0,358200000.0,,2362500000.0,4167700000.0,1993800000.0,4167700000.0,251300000.0,251300000.0,257700000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,FY,2017-01-01,2017-12-31,2020-02-13 14:02:52+00:00,,6.07,6.07,,2.28,,,5.97,,,923900000.0,,,,92400000.0,1581200000.0,1581200000.0,,1497800000.0,83400000.0,,,,396300000.0,,,,,,988800000.0,4854900000.0,,,,,,,1664900000.0,,,2746100000.0,4854900000.0,2505100000.0,4854900000.0,246800000.0,246800000.0,250900000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q4,2017-10-01,2017-12-31,,,2.92,2.92,,-1.14,,-35000000.0,2.87,,,476000000.0,-2089400000.0,,,34000000.0,269000000.0,269000000.0,,213400000.0,55600000.0,,-49000000.0,,214000000.0,,,,,,387300000.0,3491600000.0,,,,,,,446300000.0,-87600000.0,,783600000.0,1314600000.0,745000000.0,1314600000.0,246800000.0,246800000.0,250900000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q3YTD,2017-01-01,2017-09-30,,,3.15,3.15,,1.14,,35000000.0,3.1,,,447900000.0,2089400000.0,,,58400000.0,1312200000.0,1312200000.0,,1284400000.0,27800000.0,,49000000.0,,182300000.0,,,,,,601500000.0,1363300000.0,,,,,,,1218600000.0,87600000.0,,1962500000.0,3540300000.0,1760100000.0,3540300000.0,245800000.0,245800000.0,250600000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q3TTM,2016-10-01,2017-09-30,,,4.68,4.68,,-0.48,,-65000000.0,4.6,,,656600000.0,-672500000.0,,,85900000.0,1679000000.0,1679000000.0,,1664200000.0,14800000.0,,-78500000.0,,194500000.0,,,,,,1009700000.0,5541900000.0,,,,,,,1600200000.0,-176000000.0,,2552300000.0,4693400000.0,2335600000.0,4693400000.0,245800000.0,245800000.0,250600000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q3,2017-07-01,2017-09-30,2017-10-26 11:06:39+00:00,,1.59,1.59,,0.57,,35000000.0,1.56,,,211600000.0,1096700000.0,,,14000000.0,404200000.0,404200000.0,,390900000.0,13300000.0,,49000000.0,,67300000.0,,,,,,157800000.0,37400000.0,,,,,,,417400000.0,87600000.0,,673200000.0,1221700000.0,615800000.0,1221700000.0,245800000.0,245800000.0,250600000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q2,2017-04-01,2017-06-30,2018-10-25 13:06:58+00:00,,,,,,,,,,,,,,,18700000.0,507600000.0,507600000.0,,507600000.0,,,,,,,,,,,255900000.0,1186000000.0,,,,,,,403800000.0,,,678400000.0,1186000000.0,507600000.0,1186000000.0,,,
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q2YTD,2017-01-01,2017-06-30,,,1.56,1.56,,0.57,,,1.54,,,236300000.0,992700000.0,,,44400000.0,908000000.0,908000000.0,,893500000.0,14500000.0,,,,115000000.0,,,,,,443700000.0,1325900000.0,,,,,,,801200000.0,,,1289300000.0,2318600000.0,1144300000.0,2318600000.0,,,
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q2TTM,2016-07-01,2017-06-30,,,4.39,4.39,,-0.51,,-66000000.0,4.32,,,646300000.0,-798700000.0,,,86600000.0,1637500000.0,1637500000.0,,1601100000.0,36400000.0,,-82200000.0,,215500000.0,,,,,,988900000.0,5541200000.0,,,,,,,1569000000.0,-177900000.0,,2496300000.0,4564600000.0,2283800000.0,4564600000.0,,,
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q1,2017-01-01,2017-03-31,2018-04-25 15:23:11+00:00,,1.56,1.56,,0.57,,,1.54,,,236300000.0,992700000.0,,,25700000.0,400400000.0,400400000.0,,385900000.0,14500000.0,,,,115000000.0,,,,,,187800000.0,139900000.0,,,,,,,397400000.0,,,610900000.0,1132600000.0,636700000.0,1132600000.0,247400000.0,247400000.0,250600000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q1TTM,2016-04-01,2017-03-31,,,5.2,5.2,,0.03,,-32200000.0,5.11,,,760100000.0,121900000.0,,,82800000.0,1341100000.0,1341100000.0,,1296800000.0,44300000.0,,-41400000.0,,257000000.0,,,,,,1033700000.0,4390800000.0,,,,,,,1536200000.0,-89400000.0,,2579100000.0,4423300000.0,2101200000.0,4423300000.0,247400000.0,247400000.0,250600000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,FY,2018-01-01,2018-12-31,2020-02-13 14:02:52+00:00,,7.41,7.41,,2.8,,,7.27,,,615900000.0,,,,99600000.0,1768700000.0,1768700000.0,,1837500000.0,-68800000.0,,,,23200000.0,,,,,5372600000.0,1103000000.0,,,,,,,,1808600000.0,,,3011200000.0,5372600000.0,2384600000.0,5372600000.0,248000000.0,248000000.0,252800000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q4,2018-10-01,2018-12-31,,,1.45,1.45,,,,,1.43,,,118400000.0,,,,35800000.0,272000000.0,272000000.0,,351900000.0,-79900000.0,,,,-151900000.0,,,,,5372600000.0,270000000.0,-4067600000.0,,,,,,,456900000.0,,,762700000.0,1305000000.0,390400000.0,1305000000.0,248000000.0,248000000.0,252800000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q3,2018-07-01,2018-09-30,2019-10-24 12:14:31+00:00,,2.34,2.34,,,,,2.3,,,183900000.0,,,,20200000.0,581600000.0,581600000.0,,583000000.0,-1400000.0,,,,124900000.0,,,,,,279500000.0,1394600000.0,,,,,,,454300000.0,,,754000000.0,1394600000.0,765500000.0,1394600000.0,249100000.0,249100000.0,253500000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q3YTD,2018-01-01,2018-09-30,,,5.96,5.96,,,,,5.84,,,497500000.0,,,,63800000.0,1496700000.0,1496700000.0,,1485600000.0,11100000.0,,,,175100000.0,,,,,,833000000.0,4067600000.0,,,,,,,1351700000.0,,,2248500000.0,4067600000.0,1994200000.0,4067600000.0,249100000.0,249100000.0,253500000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q3TTM,2017-10-01,2018-09-30,,,8.88,8.88,,-1.14,,-35000000.0,8.71,,,973500000.0,-2089400000.0,,,97800000.0,1765700000.0,1765700000.0,,1699000000.0,66700000.0,,-49000000.0,,389100000.0,,,,,,1220300000.0,7559200000.0,,,,,,,1798000000.0,-87600000.0,,3032100000.0,5382200000.0,2739200000.0,5382200000.0,249100000.0,249100000.0,253500000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q2,2018-04-01,2018-06-30,2019-07-24 12:21:49+00:00,,1.81,1.81,,,,,1.77,,,169200000.0,,,,19000000.0,459600000.0,459600000.0,,448900000.0,10700000.0,,,,34100000.0,,,,,,275300000.0,1345000000.0,,,,,,,456000000.0,,,750300000.0,1345000000.0,628800000.0,1345000000.0,248000000.0,248000000.0,253600000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q2YTD,2018-01-01,2018-06-30,,,3.62,3.62,,,,,3.54,,,313600000.0,,,,43600000.0,915100000.0,915100000.0,,902600000.0,12500000.0,,,,50200000.0,,,,,,553500000.0,2673000000.0,,,,,,,897400000.0,,,1494500000.0,2673000000.0,1228700000.0,2673000000.0,248000000.0,248000000.0,253600000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q2TTM,2017-07-01,2018-06-30,,,8.13,8.13,,-0.57,,,7.97,,,1001200000.0,-992700000.0,,,91600000.0,1588300000.0,1588300000.0,,1506900000.0,81400000.0,,,,331500000.0,,,,,,1098600000.0,6202000000.0,,,,,,,1761100000.0,,,2951300000.0,5209300000.0,2589500000.0,5209300000.0,248000000.0,248000000.0,253600000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q1,2018-01-01,2018-03-31,2019-04-24 12:10:11+00:00,,1.81,1.81,,0.7,,,1.77,,,144400000.0,,,,24600000.0,455500000.0,455500000.0,,453700000.0,1800000.0,,,,16100000.0,,,,,,278200000.0,1328000000.0,,,,,,,441400000.0,,,744200000.0,1328000000.0,599900000.0,1328000000.0,250700000.0,250700000.0,256300000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q1TTM,2017-04-01,2018-03-31,,,6.32,6.32,,-0.57,,,6.2,,,832000000.0,-992700000.0,,,91300000.0,1636300000.0,1636300000.0,,1565600000.0,70700000.0,,,,297400000.0,,,,,,1079200000.0,6043000000.0,,,,,,,1708900000.0,,,2879400000.0,5050300000.0,2468300000.0,5050300000.0,250700000.0,250700000.0,256300000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q4,2019-10-01,2019-12-31,,,2.27,2.27,,,,,2.23,,,156400000.0,,,,38300000.0,593900000.0,593900000.0,,545300000.0,48600000.0,,,,170000000.0,,,,,2796000000.0,321900000.0,-1327300000.0,,,,,,,528200000.0,,,888400000.0,1468700000.0,750300000.0,1468700000.0,241600000.0,241600000.0,245000000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,FY,2019-01-01,2019-12-31,2020-02-13 14:02:52+00:00,,8.82,8.82,,3.04,,,8.7,,,678400000.0,,,,96800000.0,2248900000.0,2248900000.0,,2131300000.0,117600000.0,,,,540300000.0,,,,,5617900000.0,1164900000.0,,,,,,,,1969200000.0,,,3230900000.0,5617900000.0,2927300000.0,5617900000.0,241600000.0,241600000.0,245000000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q3YTD,2019-01-01,2019-09-30,,,6.55,6.55,,,,,6.47,,,522000000.0,,,,58500000.0,1655000000.0,1655000000.0,,1586000000.0,69000000.0,,,,370300000.0,,,,,2821900000.0,843000000.0,1327300000.0,,,,,,,1441000000.0,,,2342500000.0,4149200000.0,2177000000.0,4149200000.0,241500000.0,241500000.0,244800000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q3TTM,2018-10-01,2019-09-30,,,8.0,8.0,,,,,7.9,,,640400000.0,,,,94300000.0,1927000000.0,1927000000.0,,1937900000.0,-10900000.0,,,,218400000.0,,,,,8194500000.0,1113000000.0,-2740300000.0,,,,,,,1897900000.0,,,3105200000.0,5454200000.0,2567400000.0,5454200000.0,241500000.0,241500000.0,244800000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q3,2019-07-01,2019-09-30,2019-10-24 12:14:31+00:00,,2.26,2.26,,,,,2.23,,,157000000.0,,,,17100000.0,545100000.0,545100000.0,,545900000.0,-800000.0,,,,43000000.0,,,,,1426700000.0,284200000.0,,,,,,,,466300000.0,,,767600000.0,1426700000.0,702100000.0,1426700000.0,241500000.0,241500000.0,244800000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q2,2019-04-01,2019-06-30,2019-07-24 12:21:49+00:00,,2.18,2.18,,,,,2.15,,,183700000.0,,,,19800000.0,555900000.0,555900000.0,,527500000.0,28400000.0,,,,124500000.0,,,,,1395200000.0,277100000.0,,,,,,,,483200000.0,,,780100000.0,1395200000.0,739600000.0,1395200000.0,242000000.0,242000000.0,245300000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q2YTD,2019-01-01,2019-06-30,,,4.29,4.29,,,,,4.24,,,365000000.0,,,,41400000.0,1109900000.0,1109900000.0,,1040100000.0,69800000.0,,,,327300000.0,,,,,1395200000.0,558800000.0,1327300000.0,,,,,,,974700000.0,,,1574900000.0,2722500000.0,1474900000.0,2722500000.0,242000000.0,242000000.0,245300000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q2TTM,2018-07-01,2019-06-30,,,8.08,8.08,,,,,7.97,,,667300000.0,,,,97400000.0,1963500000.0,1963500000.0,,1975000000.0,-11500000.0,,,,300300000.0,,,,,6767800000.0,1108300000.0,-1345700000.0,,,,,,,1885900000.0,,,3091600000.0,5422100000.0,2630800000.0,5422100000.0,242000000.0,242000000.0,245300000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q1,2019-01-01,2019-03-31,2020-04-28 16:24:02+00:00,,2.11,2.11,,0.76,,,2.09,,,181300000.0,,,,21600000.0,554000000.0,554000000.0,,512600000.0,41400000.0,,,,202800000.0,,,,,,281700000.0,1327300000.0,,,,,,,491500000.0,,,794800000.0,1327300000.0,735300000.0,1327300000.0,242900000.0,242900000.0,245300000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q1TTM,2018-04-01,2019-03-31,,,7.71,7.71,,,,,7.59,,,652800000.0,,,,96600000.0,1867200000.0,1867200000.0,,1896400000.0,-29200000.0,,,,209900000.0,,,,,5372600000.0,1106500000.0,-700000.0,,,,,,,1858700000.0,,,3061800000.0,5371900000.0,2520000000.0,5371900000.0,242900000.0,242900000.0,245300000.0
T. Rowe Price Group Inc,TROW,,1113169,2020.0,Q1TTM,2019-04-01,2020-03-31,,,8.14,8.14,,,,,8.02,,,537400000.0,,,,100100000.0,1861500000.0,1861500000.0,,1961800000.0,-100300000.0,,,,-162800000.0,,,,,7080500000.0,1173000000.0,-1327300000.0,,,,,,,1918400000.0,,,3191500000.0,5753200000.0,2398900000.0,5753200000.0,239900000.0,239900000.0,243300000.0
T. Rowe Price Group Inc,TROW,,1113169,2020.0,Q1,2020-01-01,2020-03-31,2020-04-28 16:24:02+00:00,,1.43,1.43,,0.9,,,1.41,,,40300000.0,,,,24900000.0,166600000.0,166600000.0,,343100000.0,-176500000.0,,,,-500300000.0,,,,,1462600000.0,289800000.0,,,,,,,,440700000.0,,,755400000.0,1462600000.0,206900000.0,1462600000.0,239900000.0,239900000.0,243300000.0
