company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,interestbearingdeposits,netpremisesandequipment,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3,,2012-09-30,2012-10-24 12:45:45+00:00,,120400000.0,1235000000.0,0.0,594900000.0,665700000.0,160700000.0,561000000.0,761700000.0,111600000.0,274400000.0,,3143600000.0,4405600000.0,3858900000.0,3858900000.0,3858900000.0,546700000.0,4405600000.0,0.0,1182200000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2,,2012-06-30,2012-07-25 16:23:55+00:00,,122200000.0,972300000.0,0.0,552600000.0,665700000.0,165500000.0,564400000.0,779700000.0,101900000.0,191700000.0,,2983000000.0,4116900000.0,3657800000.0,3657800000.0,3657800000.0,459100000.0,4116900000.0,0.0,1134800000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q1,,2012-03-31,2012-04-24 15:55:02+00:00,,139100000.0,1103500000.0,0.0,615100000.0,665700000.0,171400000.0,564700000.0,723000000.0,171500000.0,103900000.0,,2875900000.0,4076900000.0,3630100000.0,3630100000.0,3630100000.0,446800000.0,4076900000.0,0.0,1020000000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,FY,,2013-12-31,2015-02-05 16:22:07+00:00,,188300000.0,1398000000.0,0.0,947000000.0,665700000.0,,572900000.0,784600000.0,142600000.0,72400000.0,,3682800000.0,5033100000.0,4818100000.0,4818100000.0,4818100000.0,215000000.0,5033100000.0,0.0,1611900000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3,,2013-09-30,2013-10-24 10:42:28+00:00,,168900000.0,1693300000.0,0.0,877000000.0,665700000.0,132900000.0,567500000.0,767500000.0,140600000.0,312700000.0,,3494700000.0,5126800000.0,4540600000.0,4540600000.0,4540600000.0,586200000.0,5126800000.0,0.0,1432800000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2,,2013-06-30,2013-07-24 10:01:22+00:00,,138400000.0,1455900000.0,0.0,848300000.0,665700000.0,144600000.0,558700000.0,795800000.0,132000000.0,211800000.0,,3323800000.0,4798900000.0,4310500000.0,4310500000.0,4310500000.0,488400000.0,4798900000.0,0.0,1322800000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q1,,2013-03-31,2013-04-24 13:02:14+00:00,,142000000.0,1285900000.0,0.0,790000000.0,665700000.0,149500000.0,563000000.0,777000000.0,218300000.0,135800000.0,,3175000000.0,4610600000.0,4107000000.0,4107000000.0,4107000000.0,503600000.0,4610600000.0,0.0,1319000000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,FY,,2014-12-31,2015-10-22 12:42:52+00:00,,136400000.0,1506100000.0,0.0,808700000.0,665700000.0,,586400000.0,1002200000.0,167000000.0,82200000.0,,4450100000.0,5644400000.0,5395200000.0,5395200000.0,5395200000.0,249200000.0,5644400000.0,0.0,1884000000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3,,2014-09-30,2014-10-23 09:40:39+00:00,,166000000.0,1644500000.0,0.0,812400000.0,665700000.0,,572300000.0,948800000.0,173200000.0,367300000.0,,4249100000.0,5768000000.0,5227500000.0,5227500000.0,5227500000.0,540500000.0,5768000000.0,0.0,1936700000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2,,2014-06-30,2014-07-24 07:37:59+00:00,,202900000.0,1704300000.0,0.0,1009700000.0,665700000.0,,576200000.0,931100000.0,151300000.0,244100000.0,,4061000000.0,5669000000.0,5273600000.0,5273600000.0,5273600000.0,395400000.0,5669000000.0,0.0,1791700000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q1,,2014-03-31,2014-04-24 08:01:15+00:00,,184000000.0,1739300000.0,0.0,982100000.0,665700000.0,,571800000.0,850900000.0,292600000.0,133100000.0,,3871100000.0,5462900000.0,5037200000.0,5037200000.0,5037200000.0,425700000.0,5462900000.0,0.0,1635200000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,FY,,2015-12-31,2017-02-07 17:12:27+00:00,,86600000.0,1172300000.0,0.0,704700000.0,665700000.0,,607100000.0,700600000.0,260700000.0,84200000.0,0.0,3970700000.0,5106900000.0,4762000000.0,4762000000.0,4762000000.0,344900000.0,5106900000.0,0.0,1961200000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q3,,2015-09-30,2015-10-22 12:42:52+00:00,,88900000.0,1164400000.0,0.0,703500000.0,665700000.0,,603000000.0,1028400000.0,187500000.0,405500000.0,,3881200000.0,5266600000.0,4673600000.0,4673600000.0,4673600000.0,593000000.0,5266600000.0,0.0,1805100000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q2,,2015-06-30,2015-07-23 11:15:19+00:00,,125800000.0,1269200000.0,0.0,699400000.0,665700000.0,,607300000.0,1016600000.0,180500000.0,267900000.0,,4141900000.0,5415500000.0,4967100000.0,4967100000.0,4967100000.0,448400000.0,5415500000.0,0.0,1856700000.0
T. Rowe Price Group Inc,TROW,,1113169,2015.0,Q1,,2015-03-31,2015-04-22 10:36:46+00:00,,138200000.0,1810400000.0,0.0,764100000.0,665700000.0,,599000000.0,997500000.0,294200000.0,665800000.0,,4099700000.0,5962000000.0,5002000000.0,5002000000.0,5002000000.0,960000000.0,5962000000.0,0.0,1889400000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,FY,,2016-12-31,2017-10-26 11:06:39+00:00,,11500000.0,1204900000.0,0.0,703500000.0,665700000.0,,615100000.0,2481800000.0,436600000.0,92600000.0,687200000.0,4293600000.0,6225000000.0,5008600000.0,5008600000.0,5008600000.0,529200000.0,6225000000.0,0.0,1257500000.0
T. Rowe Price Group Inc,TROW,,1113169,2016.0,Q3,,2016-09-30,2016-10-27 11:54:37+00:00,,33300000.0,1401000000.0,0.0,703500000.0,665700000.0,,615600000.0,2826300000.0,297900000.0,478000000.0,1113900000.0,4096900000.0,6723500000.0,4833700000.0,4833700000.0,4833700000.0,775900000.0,6723500000.0,0.0,1214900000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,FY,,2017-12-31,2018-10-25 13:06:58+00:00,,-3600000.0,1902700000.0,0.0,895100000.0,665700000.0,,652000000.0,2837700000.0,609700000.0,108500000.0,992800000.0,4932900000.0,7535400000.0,5824400000.0,5824400000.0,5824400000.0,718200000.0,7535400000.0,0.0,1477300000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q3,,2017-09-30,2017-10-26 11:06:39+00:00,,-500000.0,1869400000.0,0.0,800300000.0,665700000.0,,635000000.0,2850200000.0,444000000.0,453800000.0,953800000.0,4728200000.0,7379600000.0,5528000000.0,5528000000.0,5528000000.0,897800000.0,7379600000.0,0.0,1359300000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q2,,2017-06-30,2017-07-25 11:09:31+00:00,,-11600000.0,1542200000.0,0.0,702600000.0,665700000.0,,624300000.0,2366700000.0,430100000.0,306300000.0,627600000.0,4477600000.0,6532600000.0,5168600000.0,5168600000.0,5168600000.0,736400000.0,6532600000.0,0.0,1333700000.0
T. Rowe Price Group Inc,TROW,,1113169,2017.0,Q1,,2017-03-31,2017-04-25 12:46:12+00:00,,-5400000.0,1580800000.0,0.0,702900000.0,665700000.0,,625200000.0,2104400000.0,651300000.0,165000000.0,459100000.0,4302700000.0,6275600000.0,5000200000.0,5000200000.0,5000200000.0,816300000.0,6275600000.0,0.0,1299500000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,FY,,2018-12-31,2020-02-13 14:02:52+00:00,,-42000000.0,1425200000.0,0.0,702200000.0,665700000.0,,661300000.0,2483700000.0,701400000.0,123300000.0,740300000.0,5464100000.0,7689300000.0,6124300000.0,6124300000.0,6124300000.0,824700000.0,7689300000.0,0.0,2453400000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q3,,2018-09-30,2018-10-25 13:06:58+00:00,,-31000000.0,2090600000.0,0.0,703000000.0,665700000.0,,657000000.0,2702900000.0,697900000.0,511600000.0,860600000.0,5788500000.0,8530600000.0,6460500000.0,6460500000.0,6460500000.0,1209500000.0,8530600000.0,0.0,2414400000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q2,,2018-06-30,2018-07-25 16:07:08+00:00,,-23700000.0,1484400000.0,0.0,703200000.0,665700000.0,,655200000.0,2617400000.0,678800000.0,349600000.0,739200000.0,5435100000.0,7882200000.0,6114600000.0,6114600000.0,6114600000.0,1028400000.0,7882200000.0,0.0,2459500000.0
T. Rowe Price Group Inc,TROW,,1113169,2018.0,Q1,,2018-03-31,2018-04-25 15:23:11+00:00,,-6400000.0,1681400000.0,0.0,703300000.0,665700000.0,,650200000.0,2281900000.0,738800000.0,187100000.0,546500000.0,5205000000.0,7374300000.0,5901900000.0,5901900000.0,5901900000.0,925900000.0,7374300000.0,0.0,2095100000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,FY,,2019-12-31,2020-04-28 16:24:02+00:00,39200000.0,-43000000.0,1781800000.0,0.0,701600000.0,665700000.0,,674400000.0,3268700000.0,956000000.0,112100000.0,1121000000.0,6443500000.0,9330400000.0,7102100000.0,7102100000.0,7102100000.0,1107300000.0,9330400000.0,0.0,2939800000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q3,,2019-09-30,2019-10-24 12:14:31+00:00,,-48700000.0,2213200000.0,0.0,701500000.0,665700000.0,,678800000.0,3234200000.0,921100000.0,534000000.0,1102900000.0,6187000000.0,9397800000.0,6839800000.0,6839800000.0,6839800000.0,1455100000.0,9397800000.0,0.0,2605900000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q2,,2019-06-30,2019-07-24 12:21:49+00:00,,-38500000.0,1802400000.0,0.0,701700000.0,665700000.0,,672000000.0,3197000000.0,946800000.0,374100000.0,1012300000.0,5915900000.0,8912300000.0,6579100000.0,6579100000.0,6579100000.0,1320900000.0,8912300000.0,0.0,2575200000.0
T. Rowe Price Group Inc,TROW,,1113169,2019.0,Q1,,2019-03-31,2019-04-24 12:10:11+00:00,,-41600000.0,1657400000.0,0.0,701800000.0,665700000.0,,667200000.0,2921900000.0,1064400000.0,196800000.0,886700000.0,5650800000.0,8458900000.0,6311000000.0,6311000000.0,6311000000.0,1261200000.0,8458900000.0,0.0,2546700000.0
T. Rowe Price Group Inc,TROW,,1113169,2020.0,Q1,,2020-03-31,2020-04-28 16:24:02+00:00,82900000.0,-49100000.0,1562400000.0,0.0,700200000.0,665700000.0,,675200000.0,3002300000.0,933600000.0,215400000.0,971000000.0,5782900000.0,8636900000.0,6434000000.0,6434000000.0,6434000000.0,1231900000.0,8636900000.0,0.0,2731300000.0
