company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
T. Rowe Price Group Inc,TROW,,1113169,2009.0,Q3,2009-07-01,2009-09-30,,100000.0,16400000.0,,,23400000.0,,,,-204300000.0,-142100000.0,466600000.0,,,,-204300000.0,-142100000.0,466600000.0,120200000.0,-4700000.0,132900000.0,132900000.0,,293800000.0,-135300000.0,-64500000.0,-64300000.0,,-66800000.0,-37700000.0,,,,26900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2009.0,Q2TTM,2008-07-01,2009-06-30,,500000.0,64400000.0,,,-48600000.0,,,,-782800000.0,-125000000.0,741800000.0,,,,-782800000.0,-125000000.0,741800000.0,-166000000.0,55800000.0,325300000.0,325300000.0,,400200000.0,-283100000.0,21300000.0,-252100000.0,,-223500000.0,-155900000.0,,-303400000.0,,233100000.0,
T. Rowe Price Group Inc,TROW,,1113169,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-07-24 12:35:30+00:00,200000.0,33300000.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11000000.0,148200000.0,148200000.0,0.0,-189700000.0,175900000.0,64500000.0,-128000000.0,0.0,-66700000.0,-65300000.0,0.0,-58900000.0,0.0,67500000.0,0.0
T. Rowe Price Group Inc,TROW,,1113169,2009.0,Q2,2009-04-01,2009-06-30,,100000.0,16600000.0,,,-10200000.0,,,,89400000.0,47300000.0,-139400000.0,,,,89400000.0,47300000.0,-139400000.0,-2700000.0,-6700000.0,100000000.0,100000000.0,,-245900000.0,168200000.0,64500000.0,-64100000.0,,-34300000.0,-34500000.0,,-8000000.0,,51600000.0,
T. Rowe Price Group Inc,TROW,,1113169,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 12:54:39+00:00,100000.0,16700000.0,,,18200000.0,,,,-89400000.0,-47300000.0,139400000.0,,,,-89400000.0,-47300000.0,139400000.0,2700000.0,17700000.0,48200000.0,48200000.0,,56200000.0,7700000.0,,-63900000.0,,-32400000.0,-30800000.0,,-50900000.0,,15900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q4,2010-10-01,2010-12-31,,100000.0,15800000.0,,,-201800000.0,83000000.0,,,-6800000.0,-11800000.0,21300000.0,,,,-6800000.0,-11800000.0,21300000.0,2700000.0,-3300000.0,191600000.0,191600000.0,,15600000.0,-16500000.0,143600000.0,-70000000.0,,-163000000.0,-16600000.0,,,,24200000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,FY,2010-01-01,2010-12-31,2013-02-05 13:03:18+00:00,400000.0,62600000.0,,,-84300000.0,83000000.0,,,-386100000.0,-276900000.0,732800000.0,,,,-386100000.0,-276900000.0,732800000.0,69800000.0,-900000.0,672200000.0,672200000.0,,81900000.0,50700000.0,,-278900000.0,,-236900000.0,-118000000.0,,-240000000.0,,78000000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-10-22 11:51:22+00:00,300000.0,46800000.0,,,117500000.0,,,,-379300000.0,-265100000.0,711500000.0,,,,-379300000.0,-265100000.0,711500000.0,67100000.0,2400000.0,480600000.0,480600000.0,,66300000.0,67200000.0,-143600000.0,-208900000.0,,-73900000.0,-101400000.0,,-240000000.0,,53800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q3TTM,2009-10-01,2010-09-30,,500000.0,62300000.0,,,-2800000.0,,,,-419700000.0,-289700000.0,780500000.0,,,,-419700000.0,-289700000.0,780500000.0,71100000.0,-400000.0,633100000.0,633100000.0,,87400000.0,106300000.0,-143600000.0,-273500000.0,,-84100000.0,-132300000.0,,-252100000.0,,70300000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q3,2010-07-01,2010-09-30,,100000.0,15900000.0,,,51000000.0,,,,-141900000.0,-42100000.0,259300000.0,,,,-141900000.0,-42100000.0,259300000.0,75300000.0,800000.0,169100000.0,169100000.0,,23200000.0,11900000.0,,-69100000.0,,-33700000.0,-33400000.0,,-85500000.0,,25000000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-23 13:02:06+00:00,200000.0,30900000.0,,,66500000.0,,,,-237400000.0,-223000000.0,452200000.0,,,,-237400000.0,-223000000.0,452200000.0,-8200000.0,1600000.0,311500000.0,311500000.0,,43100000.0,55300000.0,-143600000.0,-139800000.0,,-40200000.0,-68000000.0,,-154500000.0,,28800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q2TTM,2009-07-01,2010-06-30,,500000.0,62800000.0,,,-30400000.0,,,,-482100000.0,-389700000.0,987800000.0,,,,-482100000.0,-389700000.0,987800000.0,116000000.0,-5900000.0,596900000.0,596900000.0,,358000000.0,-40900000.0,-208100000.0,-268700000.0,,-117200000.0,-136600000.0,,-166600000.0,,72200000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q2,2010-04-01,2010-06-30,,100000.0,15500000.0,,,-1600000.0,,,,-175900000.0,-48600000.0,195500000.0,,,,-175900000.0,-48600000.0,195500000.0,-29000000.0,2700000.0,158500000.0,158500000.0,,23000000.0,13000000.0,7800000.0,-69800000.0,,-26900000.0,-43000000.0,,-121800000.0,,13500000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q1,2010-01-01,2010-03-31,2010-04-23 12:54:39+00:00,100000.0,15400000.0,,,68100000.0,,,,-61500000.0,-174400000.0,256700000.0,,,,-61500000.0,-174400000.0,256700000.0,20800000.0,-1100000.0,153000000.0,153000000.0,,20100000.0,42300000.0,-151400000.0,-70000000.0,,-13300000.0,-25000000.0,,-32700000.0,,15300000.0,
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q1TTM,2009-04-01,2010-03-31,,500000.0,63900000.0,,,-39000000.0,,,,-216800000.0,-293800000.0,652900000.0,,,,-216800000.0,-293800000.0,652900000.0,142300000.0,-15300000.0,538400000.0,538400000.0,,89100000.0,114300000.0,-151400000.0,-263000000.0,,-124600000.0,-128100000.0,,-52800000.0,,110300000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q4,2011-10-01,2011-12-31,,100000.0,19000000.0,,,-220500000.0,50600000.0,,,-78300000.0,-33100000.0,7900000.0,,,,-78300000.0,-33100000.0,7900000.0,-103500000.0,500000.0,188400000.0,188400000.0,,20900000.0,-32700000.0,,-78600000.0,,-14200000.0,-32800000.0,,-18100000.0,,13900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,FY,2011-01-01,2011-12-31,2014-02-04 13:27:03+00:00,400000.0,72000000.0,,,8100000.0,50600000.0,,,-698600000.0,-165000000.0,948400000.0,,,,-698600000.0,-165000000.0,948400000.0,84800000.0,13100000.0,773200000.0,773200000.0,,94700000.0,35300000.0,,-317900000.0,,-134800000.0,-82300000.0,,-479700000.0,,52100000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-25 16:24:41+00:00,300000.0,53000000.0,,,228600000.0,,,,-620300000.0,-131900000.0,940500000.0,,,,-620300000.0,-131900000.0,940500000.0,188300000.0,12600000.0,584800000.0,584800000.0,,73800000.0,68000000.0,,-239300000.0,,-120600000.0,-49500000.0,,-461600000.0,,38200000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q3TTM,2010-10-01,2011-09-30,,400000.0,68800000.0,,,26800000.0,83000000.0,,,-627100000.0,-143700000.0,961800000.0,,,,-627100000.0,-143700000.0,961800000.0,191000000.0,9300000.0,776400000.0,776400000.0,,89400000.0,51500000.0,143600000.0,-309300000.0,,-283600000.0,-66100000.0,,-461600000.0,,62400000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q3,2011-07-01,2011-09-30,,100000.0,18500000.0,,,98500000.0,,,,-285800000.0,-65500000.0,330000000.0,,,,-285800000.0,-65500000.0,330000000.0,-21300000.0,6100000.0,185500000.0,185500000.0,,27400000.0,13000000.0,,-78600000.0,,-58400000.0,-16500000.0,,-226300000.0,,9400000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-26 15:00:50+00:00,200000.0,34500000.0,,,130100000.0,,,,-334500000.0,-66400000.0,610500000.0,,,,-334500000.0,-66400000.0,610500000.0,209600000.0,6500000.0,399300000.0,399300000.0,,46400000.0,55000000.0,,-160700000.0,,-62200000.0,-33000000.0,,-235300000.0,,28800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q2TTM,2010-07-01,2011-06-30,,400000.0,66200000.0,,,-20700000.0,83000000.0,,,-483200000.0,-120300000.0,891100000.0,,,,-483200000.0,-120300000.0,891100000.0,287600000.0,4000000.0,760000000.0,760000000.0,,85200000.0,50400000.0,143600000.0,-299800000.0,,-258900000.0,-83000000.0,,-320800000.0,,78000000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q2,2011-04-01,2011-06-30,,100000.0,17900000.0,,,26800000.0,,,,-267300000.0,-49400000.0,274500000.0,,,,-267300000.0,-49400000.0,274500000.0,-42200000.0,2100000.0,204700000.0,204700000.0,,25000000.0,14600000.0,,-80000000.0,,-40700000.0,-21300000.0,,-204000000.0,,12600000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q1,2011-01-01,2011-03-31,2011-04-21 13:13:10+00:00,100000.0,16600000.0,,,103300000.0,,,,-67200000.0,-17000000.0,336000000.0,,,,-67200000.0,-17000000.0,336000000.0,251800000.0,4400000.0,194600000.0,194600000.0,,21400000.0,40400000.0,,-80700000.0,,-21500000.0,-11700000.0,,-31300000.0,,16200000.0,
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q1TTM,2010-04-01,2011-03-31,,400000.0,63800000.0,,,-49100000.0,83000000.0,,,-391800000.0,-119500000.0,812100000.0,,,,-391800000.0,-119500000.0,812100000.0,300800000.0,4600000.0,713800000.0,713800000.0,,83200000.0,48800000.0,151400000.0,-289600000.0,,-245100000.0,-104700000.0,,-238600000.0,,78900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q4,2012-10-01,2012-12-31,,-300000.0,21300000.0,,,-193300000.0,34300000.0,,,-289800000.0,-107900000.0,41800000.0,,,,-289800000.0,-107900000.0,41800000.0,-355900000.0,-6000000.0,232000000.0,232000000.0,,-17900000.0,25600000.0,-235800000.0,-343700000.0,,-160500000.0,-21200000.0,,,,309600000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 16:22:07+00:00,,80900000.0,,,-30000000.0,86600000.0,,,-611500000.0,-310100000.0,902800000.0,,,,-611500000.0,-310100000.0,902800000.0,-18800000.0,-18800000.0,883600000.0,883600000.0,,-31700000.0,59300000.0,,-603400000.0,,-542800000.0,-76900000.0,,-135200000.0,,309600000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-24 12:45:45+00:00,300000.0,59600000.0,,,163300000.0,52300000.0,,,-321700000.0,-202200000.0,861000000.0,,,,-321700000.0,-202200000.0,861000000.0,337100000.0,-12800000.0,651600000.0,651600000.0,,-13800000.0,33700000.0,235800000.0,-259700000.0,,-382300000.0,-55700000.0,,-135200000.0,,,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3TTM,2011-10-01,2012-09-30,,400000.0,78600000.0,,,-57200000.0,102900000.0,,,-400000000.0,-235300000.0,868900000.0,,,,-400000000.0,-235300000.0,868900000.0,233600000.0,-12300000.0,840000000.0,840000000.0,,7100000.0,1000000.0,235800000.0,-338300000.0,,-396500000.0,-88500000.0,,-153300000.0,,13900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3,2012-07-01,2012-09-30,,100000.0,20600000.0,,,74400000.0,13200000.0,,,-76300000.0,-27500000.0,366500000.0,,,,-76300000.0,-27500000.0,366500000.0,262700000.0,-4800000.0,247300000.0,247300000.0,,24100000.0,7900000.0,179500000.0,-86600000.0,,-187900000.0,-19100000.0,,-6000000.0,,,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-07-25 16:23:55+00:00,200000.0,39000000.0,,,88900000.0,39100000.0,,,-245400000.0,-174700000.0,494500000.0,,,,-245400000.0,-174700000.0,494500000.0,74400000.0,-8000000.0,404300000.0,404300000.0,,-37900000.0,25800000.0,56300000.0,-173100000.0,,-194400000.0,-36600000.0,,-129200000.0,,,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2TTM,2011-07-01,2012-06-30,,400000.0,76500000.0,,,-33100000.0,89700000.0,,,-609500000.0,-273300000.0,832400000.0,,,,-609500000.0,-273300000.0,832400000.0,-50400000.0,-1400000.0,778200000.0,778200000.0,,10400000.0,6100000.0,56300000.0,-330300000.0,,-267000000.0,-85900000.0,,-373600000.0,,23300000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2,2012-04-01,2012-06-30,,100000.0,19900000.0,,,63900000.0,39100000.0,,,-194500000.0,-165400000.0,228700000.0,,,,-194500000.0,-165400000.0,228700000.0,-131200000.0,-5900000.0,206800000.0,206800000.0,,-62000000.0,-12200000.0,56300000.0,-86300000.0,,-172900000.0,-18000000.0,,-129200000.0,,-30800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q1,2012-01-01,2012-03-31,2012-04-24 15:55:02+00:00,100000.0,19100000.0,,,25000000.0,,,,-50900000.0,-9300000.0,265800000.0,,,,-50900000.0,-9300000.0,265800000.0,205600000.0,-2100000.0,197500000.0,197500000.0,,24100000.0,38000000.0,,-86800000.0,,-21500000.0,-18600000.0,,,,30800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q1TTM,2011-04-01,2012-03-31,,400000.0,74500000.0,,,-70200000.0,50600000.0,,,-682300000.0,-157300000.0,878200000.0,,,,-682300000.0,-157300000.0,878200000.0,38600000.0,6600000.0,776100000.0,776100000.0,,97400000.0,32900000.0,,-324000000.0,,-134800000.0,-89200000.0,,-448400000.0,,66700000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q4,2013-10-01,2013-12-31,,0.0,0.0,,,0.0,17000000.0,,,-71300000.0,-298900000.0,74900000.0,,,,-71300000.0,-298900000.0,74900000.0,-295300000.0,-7900000.0,287700000.0,287700000.0,,-212800000.0,19200000.0,-36000000.0,-99600000.0,,-278100000.0,-31200000.0,,,,46400000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,FY,2013-01-01,2013-12-31,2015-02-05 16:22:07+00:00,,90600000.0,,,32400000.0,118200000.0,,,-276800000.0,-437500000.0,1233200000.0,,,,-276800000.0,-437500000.0,1233200000.0,518900000.0,-29700000.0,1047700000.0,1047700000.0,,62500000.0,45500000.0,,-396700000.0,,-417400000.0,-105800000.0,,-14100000.0,,85700000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-10-24 10:42:28+00:00,300000.0,65500000.0,,,289500000.0,101200000.0,,,-205500000.0,-138600000.0,1159400000.0,,,,-205500000.0,-138600000.0,1158300000.0,814200000.0,-21800000.0,760000000.0,760000000.0,,44100000.0,26300000.0,36000000.0,-297100000.0,,-139300000.0,-74600000.0,,-14100000.0,,39300000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3TTM,2012-10-01,2013-09-30,,,86800000.0,,,96200000.0,135500000.0,,,-495300000.0,-246500000.0,1201200000.0,,,,-495300000.0,-246500000.0,1200100000.0,458300000.0,-27800000.0,992000000.0,992000000.0,,26200000.0,51900000.0,-199800000.0,-640800000.0,,-299800000.0,-95800000.0,,-14100000.0,,348900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3,2013-07-01,2013-09-30,,100000.0,22100000.0,,,110900000.0,10300000.0,,,-111600000.0,-81400000.0,431500000.0,,,,-111600000.0,-81400000.0,430400000.0,237400000.0,-11700000.0,270300000.0,270300000.0,,29700000.0,3300000.0,12300000.0,-99400000.0,,-60200000.0,-33100000.0,,-14100000.0,,-400000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-07-24 10:01:22+00:00,200000.0,43400000.0,,,178600000.0,90900000.0,,,-93900000.0,-57200000.0,727900000.0,,,,-93900000.0,-57200000.0,727900000.0,576800000.0,-10100000.0,489700000.0,489700000.0,,14400000.0,23000000.0,23700000.0,-197700000.0,,-79100000.0,-41500000.0,,0.0,,39700000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2TTM,2012-07-01,2013-06-30,,,85300000.0,,,59700000.0,138400000.0,,,-460000000.0,-192600000.0,1136200000.0,,,,-460000000.0,-192600000.0,1136200000.0,483600000.0,-20900000.0,969000000.0,969000000.0,,20600000.0,56500000.0,-32600000.0,-628000000.0,,-427500000.0,-81800000.0,,-6000000.0,,349300000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2,2013-04-01,2013-06-30,,,,,,,20700000.0,,,-72900000.0,-25600000.0,268500000.0,,,,-72900000.0,-25600000.0,268500000.0,170000000.0,-4900000.0,0.0,,,,10300000.0,12100000.0,-99000000.0,,-34800000.0,-18700000.0,,,,15800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q1,2013-01-01,2013-03-31,2013-04-24 13:02:14+00:00,100000.0,21500000.0,,,183600000.0,70200000.0,,,-21000000.0,-31600000.0,459400000.0,,,,-21000000.0,-31600000.0,459400000.0,406800000.0,-5200000.0,241900000.0,241900000.0,,12300000.0,12700000.0,11600000.0,-98700000.0,,-44300000.0,-22800000.0,,,,23900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q1TTM,2012-04-01,2013-03-31,,,83300000.0,,,128600000.0,156800000.0,,,-581600000.0,-332400000.0,1096400000.0,,,,-581600000.0,-332400000.0,1096400000.0,182400000.0,-21900000.0,928000000.0,928000000.0,,-43500000.0,34000000.0,11600000.0,-615300000.0,,-565600000.0,-81100000.0,,-135200000.0,,302700000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,FY,2014-01-01,2014-12-31,2017-02-07 17:12:27+00:00,,111700000.0,,0.0,-70400000.0,85200000.0,,,-792400000.0,-443400000.0,1343900000.0,,,,-792400000.0,-443400000.0,1343900000.0,108100000.0,,1229600000.0,1229600000.0,,73000000.0,0.0,0.0,-462100000.0,,-483800000.0,-126200000.0,,-415500000.0,,166600000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q4,2014-10-01,2014-12-31,,,28300000.0,,,-337200000.0,32600000.0,,,-238500000.0,-27700000.0,127800000.0,,,,-238500000.0,-27700000.0,127800000.0,-138400000.0,,315900000.0,315900000.0,,120800000.0,-24400000.0,,-114900000.0,,-26900000.0,-43600000.0,,-131800000.0,,42800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3TTM,2013-10-01,2014-09-30,,-300000.0,108500000.0,,,9700000.0,69600000.0,,,-625200000.0,-714600000.0,1289900000.0,,,,-625200000.0,-714600000.0,1291000000.0,-48800000.0,-7900000.0,1201400000.0,1201400000.0,,-29400000.0,43600000.0,-36000000.0,-446800000.0,,-735000000.0,-113800000.0,,-283700000.0,,170200000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3,2014-07-01,2014-09-30,,,28300000.0,,,135900000.0,13100000.0,,,-322400000.0,-227900000.0,490500000.0,,,,-322400000.0,-227900000.0,490500000.0,-59800000.0,,303600000.0,303600000.0,,22700000.0,6800000.0,,-115500000.0,,-207000000.0,-22900000.0,,-226800000.0,,2000000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-22 12:42:52+00:00,,83400000.0,,,266800000.0,52600000.0,,,-553900000.0,-415700000.0,1216100000.0,,,,-553900000.0,-415700000.0,1216100000.0,246500000.0,,913700000.0,913700000.0,,-47800000.0,24400000.0,,-347200000.0,,-456900000.0,-82600000.0,,-283700000.0,,123800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2TTM,2013-07-01,2014-06-30,,-200000.0,102300000.0,,,-15300000.0,66800000.0,,,-414400000.0,-568100000.0,1230900000.0,,,,-414400000.0,-568100000.0,1230900000.0,248400000.0,-19600000.0,1168100000.0,1168100000.0,,-22400000.0,40100000.0,-23700000.0,-430700000.0,,-588200000.0,-124000000.0,,-71000000.0,,167800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2,2014-04-01,2014-06-30,,,28000000.0,,,-59000000.0,17300000.0,,,-115500000.0,-158000000.0,238500000.0,,,,-115500000.0,-158000000.0,238500000.0,-35000000.0,,305800000.0,305800000.0,,-36300000.0,8700000.0,,-115900000.0,,-147600000.0,-34300000.0,,-25600000.0,,23900000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-23 11:15:19+00:00,,55100000.0,,,130900000.0,39500000.0,,,-231500000.0,-187800000.0,725600000.0,,,,-231500000.0,-187800000.0,725600000.0,306300000.0,,610100000.0,610100000.0,,-70500000.0,17600000.0,,-231700000.0,,-249900000.0,-59700000.0,,-56900000.0,,121800000.0,
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q1,2014-01-01,2014-03-31,2015-04-22 10:36:46+00:00,,27100000.0,,,189900000.0,22200000.0,,,-116000000.0,-29800000.0,487100000.0,,,,-116000000.0,-29800000.0,487100000.0,341300000.0,,304300000.0,304300000.0,,-34200000.0,8900000.0,,-115800000.0,,-102300000.0,-25400000.0,,-31300000.0,,97900000.0,
