company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
M&T Bank Corp,MTB,,36270,2008.0,FY,,2008-12-31,2010-02-19 16:46:34+00:00,787904000.0,-736881000.0,1546804000.0,2962722000.0,970529000.0,21347000.0,3192128000.0,183496000.0,33725149000.0,10284000.0,49000463000.0,12075149000.0,48212559000.0,388855000.0,8856114000.0,3633256000.0,1364879000.0,5062754000.0,2039206000.0,65815757000.0,6217268000.0,6784731000.0,6784731000.0,59031026000.0,65815757000.0,567463000.0,8627028000.0,-1071327000.0
M&T Bank Corp,MTB,,36270,2009.0,FY,,2009-12-31,2011-02-22 10:22:48+00:00,878022000.0,-335997000.0,1226223000.0,2507487000.0,2211692000.0,20119000.0,3524625000.0,182418000.0,33655202000.0,133335000.0,51936686000.0,10240016000.0,51058664000.0,435845000.0,13794636000.0,4131577000.0,995056000.0,5076884000.0,230890000.0,68880399000.0,7022672000.0,7752907000.0,7752907000.0,61127492000.0,68880399000.0,730235000.0,8167593000.0,-225702000.0
M&T Bank Corp,MTB,,36270,2009.0,Q3,,2009-09-30,2009-11-04 19:22:34+00:00,867874000.0,-419286000.0,1356508000.0,2513332000.0,2298032000.0,17206000.0,3524625000.0,199148000.0,34131768000.0,54443000.0,52203772000.0,10354392000.0,51335898000.0,436586000.0,12730083000.0,3941710000.0,1241576000.0,5035808000.0,629236000.0,68997450000.0,6884615000.0,7612363000.0,7612363000.0,61385087000.0,68997450000.0,727748000.0,8131326000.0,-245239000.0
M&T Bank Corp,MTB,,36270,2009.0,Q2,,2009-06-30,2009-09-03 15:40:49+00:00,855365000.0,-580756000.0,1148428000.0,2513293000.0,901422000.0,2300000.0,3524625000.0,216072000.0,34350708000.0,59950000.0,52714644000.0,11568238000.0,51859279000.0,442162000.0,12403999000.0,4009643000.0,1238959000.0,5003551000.0,2049727000.0,69913217000.0,6674692000.0,7400164000.0,7400164000.0,62513053000.0,69913217000.0,725472000.0,8650758000.0,-261396000.0
M&T Bank Corp,MTB,,36270,2010.0,Q1,,2011-03-31,2011-04-29 15:31:10+00:00,903703000.0,-197521000.0,972005000.0,2431643000.0,441196000.0,10300000.0,3524625000.0,113603000.0,35328537000.0,100101000.0,52118681000.0,7305420000.0,51214978000.0,431292000.0,15219562000.0,4593402000.0,1015495000.0,5534909000.0,63480000.0,67881208000.0,7764133000.0,8507518000.0,8507518000.0,59373690000.0,67881208000.0,743385000.0,6920902000.0,-4898000.0
M&T Bank Corp,MTB,,36270,2010.0,FY,,2010-12-31,2011-11-09 15:47:38+00:00,902941000.0,-205220000.0,908755000.0,2463002000.0,866555000.0,25000000.0,3524625000.0,125917000.0,35247716000.0,101222000.0,51990382000.0,7840151000.0,51087441000.0,435837000.0,14557568000.0,4138092000.0,1070701000.0,5426701000.0,80877000.0,68021263000.0,7617038000.0,8357695000.0,8357695000.0,59663568000.0,68021263000.0,740657000.0,7674374000.0,-67445000.0
M&T Bank Corp,MTB,,36270,2010.0,Q3,,2010-09-30,2010-11-05 17:06:51+00:00,894720000.0,-192554000.0,1070625000.0,2473081000.0,1142103000.0,18700000.0,3524625000.0,139186000.0,33989020000.0,401624000.0,50791558000.0,8991508000.0,49896838000.0,421352000.0,14665603000.0,4149470000.0,1157250000.0,5319198000.0,69580000.0,68246837000.0,7493794000.0,8231773000.0,8231773000.0,60015064000.0,68246837000.0,737979000.0,8624417000.0,-105931000.0
M&T Bank Corp,MTB,,36270,2010.0,Q2,,2010-06-30,2010-09-01 18:14:24+00:00,894667000.0,-197197000.0,1045886000.0,2473882000.0,2059653000.0,10000000.0,3524625000.0,152712000.0,33561948000.0,117826000.0,51061286000.0,9255529000.0,50166619000.0,422557000.0,13960723000.0,4128127000.0,1114615000.0,5223834000.0,99304000.0,68153616000.0,7366494000.0,8101844000.0,8101844000.0,60051772000.0,68153616000.0,735350000.0,8585264000.0,-134025000.0
M&T Bank Corp,MTB,,36270,2011.0,Q1,,2012-03-31,2012-05-10 14:10:20+00:00,909006000.0,-331258000.0,1344092000.0,2924221000.0,461977000.0,0.0,3524625000.0,159619000.0,40263973000.0,1282040000.0,60921750000.0,6476526000.0,60012744000.0,580033000.0,20648970000.0,4570818000.0,1856749000.0,5969236000.0,50004000.0,79186887000.0,8562199000.0,9428688000.0,9428688000.0,69758199000.0,79186887000.0,866489000.0,7712916000.0,
M&T Bank Corp,MTB,,36270,2011.0,FY,,2011-12-31,2013-02-22 18:04:22+00:00,908290000.0,-356441000.0,1449547000.0,2895900000.0,732059000.0,2850000.0,3524625000.0,176394000.0,39376766000.0,154960000.0,60096005000.0,6686226000.0,59187715000.0,581435000.0,20017883000.0,4611773000.0,1790121000.0,5867165000.0,50023000.0,77924287000.0,8406624000.0,9271209000.0,9271209000.0,68653078000.0,77924287000.0,864585000.0,8234988000.0,
M&T Bank Corp,MTB,,36270,2011.0,Q3,,2011-09-30,2011-11-09 15:47:38+00:00,908525000.0,-192533000.0,1349057000.0,2881014000.0,551471000.0,5000000.0,3524625000.0,257656000.0,39844898000.0,2226779000.0,58401264000.0,6748857000.0,57492739000.0,569495000.0,19637491000.0,4659186000.0,1563121000.0,5823928000.0,142927000.0,77863891000.0,8512409000.0,9375126000.0,9375126000.0,68488765000.0,77863891000.0,862717000.0,7779354000.0,0.0
M&T Bank Corp,MTB,,36270,2011.0,Q2,,2011-06-30,2011-08-09 16:48:28+00:00,907589000.0,-228769000.0,1297335000.0,2866809000.0,452091000.0,35580000.0,3524625000.0,275057000.0,40630387000.0,2275450000.0,58541229000.0,7128916000.0,57633640000.0,567107000.0,18598828000.0,4743109000.0,1557685000.0,5745253000.0,115053000.0,77727154000.0,8383293000.0,9244194000.0,9244194000.0,68482960000.0,77727154000.0,860901000.0,7375251000.0,0.0
M&T Bank Corp,MTB,,36270,2012.0,FY,,2012-12-31,2013-11-12 09:42:25+00:00,925860000.0,-240264000.0,1983615000.0,3093081000.0,1074482000.0,3000000.0,3524625000.0,115763000.0,41370451000.0,129945000.0,66570957000.0,4607758000.0,65645097000.0,594652000.0,24240802000.0,4448779000.0,1512717000.0,6477276000.0,,83008803000.0,9330093000.0,10202593000.0,10202593000.0,72806210000.0,83008803000.0,872500000.0,6563327000.0,
