company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depositsinterestincome,dilutedeps,fedfundsandrepointerestincome,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
M&T Bank Corp,MTB,,36270,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 16:46:34+00:00,66486000.0,6.05,6.05,,959319000.0,300000.0,5.95,857000.0,309278000.0,386945000.0,3155967000.0,461178000.0,,654259000.0,654259000.0,654259000.0,1850237000.0,169050000.0,-86890000.0,,,,,111893000.0,479635000.0,695817000.0,4203000.0,192000000.0,908315000.0,274079000.0,1694576000.0,3544813000.0,1627689000.0,932989000.0,963537000.0,2783226000.0,744000.0,212169000.0,108100000.0,108100000.0,110000000.0
M&T Bank Corp,MTB,,36270,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 10:22:48+00:00,66646000.0,5.04,5.04,,665849000.0,109000.0,5.01,254000.0,183892000.0,450172000.0,2825587000.0,529319000.0,,555887000.0,555887000.0,555096000.0,1939796000.0,188845000.0,-167574000.0,,,,,156012000.0,507730000.0,730206000.0,6689000.0,412000000.0,957086000.0,142627000.0,1337795000.0,3277591000.0,1726996000.0,938979000.0,739779000.0,2878775000.0,1469000.0,220335000.0,110100000.0,110100000.0,110800000.0
M&T Bank Corp,MTB,,36270,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 19:22:34+00:00,15840000.0,0.83,0.83,0.7,150381000.0,25000.0,0.82,74000.0,-24992000.0,116615000.0,684281000.0,134579000.0,,91185000.0,91185000.0,91185000.0,488239000.0,47033000.0,-162475000.0,,,,,38002000.0,133690000.0,183183000.0,1522000.0,101000000.0,236678000.0,28155000.0,313115000.0,801354000.0,434763000.0,113717000.0,66193000.0,601956000.0,359000.0,55007000.0,109900000.0,110265000.0,110807000.0
M&T Bank Corp,MTB,,36270,2008.0,Q2,2008-04-01,2008-06-30,2009-09-03 15:40:49+00:00,16615000.0,1.45,1.45,0.7,162488000.0,22000.0,1.44,52000.0,77839000.0,109274000.0,708083000.0,125842000.0,,160265000.0,160265000.0,160265000.0,486632000.0,47252000.0,-11811000.0,,,,,38219000.0,118182000.0,187137000.0,1534000.0,100000000.0,236127000.0,42612000.0,330942000.0,817574000.0,419710000.0,271182000.0,238104000.0,757814000.0,143000.0,57637000.0,110500000.0,110191000.0,111227000.0
M&T Bank Corp,MTB,,36270,2009.0,Q4,2009-10-01,2009-12-31,,16730000.0,1.08,1.08,-2.1,62320000.0,14000.0,1.07,7000.0,64340000.0,94238000.0,598326000.0,70628000.0,,136818000.0,137025000.0,108056000.0,558719000.0,53703000.0,-29777000.0,28762000.0,207000.0,,,42045000.0,141036000.0,209566000.0,19902000.0,145000000.0,247080000.0,1002000.0,133950000.0,692669000.0,478451000.0,265890000.0,201158000.0,824609000.0,84000.0,44056000.0,114500000.0,114500000.0,114900000.0
M&T Bank Corp,MTB,,36270,2009.0,Q3YTD,2009-01-01,2009-09-30,,47525000.0,1.82,1.82,2.1,259963000.0,20000.0,1.82,56000.0,75060000.0,303580000.0,1728422000.0,269409000.0,,243073000.0,242866000.0,223950000.0,1497029000.0,157688000.0,41836000.0,19123000.0,-207000.0,,,13552000.0,465489000.0,584705000.0,76617000.0,459000000.0,754793000.0,6127000.0,535499000.0,2032528000.0,1502112000.0,782216000.0,318133000.0,2279245000.0,450000.0,142123000.0,131600000.0,117370000.0,117547000.0
M&T Bank Corp,MTB,,36270,2009.0,Q2YTD,2009-01-01,2009-06-30,,30601000.0,0.85,0.85,1.4,186440000.0,13000.0,0.85,39000.0,30899000.0,203005000.0,1128563000.0,191758000.0,,115409000.0,115202000.0,96286000.0,949374000.0,99493000.0,34414000.0,19123000.0,-207000.0,,,23328000.0,317125000.0,350040000.0,55493000.0,305000000.0,499344000.0,4363000.0,382561000.0,1331935000.0,1002056000.0,503990000.0,146308000.0,1453364000.0,315000.0,96208000.0,113800000.0,113218000.0,113521000.0
M&T Bank Corp,MTB,,36270,2010.0,Q1TTM,2009-04-01,2011-03-31,,61199000.0,4.0,4.0,,257630000.0,62000.0,3.99,62000.0,222199000.0,370792000.0,2366451000.0,298520000.0,,521943000.0,521943000.0,466797000.0,2176745000.0,219882000.0,59271000.0,55146000.0,,,,56554000.0,632379000.0,834837000.0,109757000.0,521000000.0,1018571000.0,5273000.0,561423000.0,2738168000.0,2041788000.0,1130185000.0,744142000.0,3306930000.0,801000.0,179523000.0,119600000.0,119201000.0,119852000.0
M&T Bank Corp,MTB,,36270,2010.0,Q4,2010-10-01,2010-12-31,,17430000.0,1.17,1.17,0.7,55170000.0,13000.0,1.16,6000.0,68662000.0,91654000.0,599932000.0,73803000.0,,149124000.0,149124000.0,135345000.0,561627000.0,49617000.0,-112348000.0,13779000.0,,,,70044000.0,130066000.0,229432000.0,20583000.0,115000000.0,241369000.0,1028000.0,130001000.0,691628000.0,459065000.0,230224000.0,217786000.0,791851000.0,23000.0,43096000.0,118191000.0,118191000.0,118191000.0
M&T Bank Corp,MTB,,36270,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 18:04:22+00:00,58103000.0,5.72,5.72,2.8,187685000.0,88000.0,5.69,42000.0,356628000.0,334968000.0,2394082000.0,271578000.0,,736161000.0,736161000.0,675826000.0,2267526000.0,216064000.0,-81993000.0,60335000.0,,,,184625000.0,561637000.0,833186000.0,79324000.0,368000000.0,999709000.0,3006000.0,462269000.0,2729795000.0,1914837000.0,1108100000.0,1092789000.0,3375626000.0,615000.0,172282000.0,118191000.0,118191000.0,118191000.0
