company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q2TTM,2008-07-01,2009-06-30,,283500000.0,-206100000.0,111300000.0,144000000.0,2010100000.0,1167200000.0,972200000.0,-404900000.0,642300000.0,2566600000.0,-404900000.0,642300000.0,2566600000.0,2804000000.0,208900000.0,391700000.0,391700000.0,-262700000.0,-2234200000.0,,,-149700000.0,-8453100000.0,-72000000.0,-365300000.0,-4000000.0,,9167400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q2,2009-04-01,2009-06-30,,-48900000.0,,,35500000.0,755000000.0,1150400000.0,722300000.0,-55500000.0,1219400000.0,465000000.0,-55500000.0,1219400000.0,465000000.0,1628900000.0,32600000.0,164000000.0,164000000.0,-440600000.0,-1589300000.0,,,-8300000.0,-1371700000.0,-3300000.0,-362500000.0,-700000.0,,2594400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 14:32:42+00:00,36200000.0,,,68800000.0,968300000.0,1154400000.0,750000000.0,-927200000.0,1232800000.0,1414900000.0,-927200000.0,1232800000.0,1414900000.0,1720500000.0,68100000.0,286600000.0,286600000.0,55000000.0,-2512100000.0,,,-16500000.0,-3287500000.0,-16500000.0,-367400000.0,-3700000.0,,4536800000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 09:20:21+00:00,85100000.0,,,33300000.0,213300000.0,4000000.0,27700000.0,-871700000.0,13400000.0,949900000.0,-871700000.0,13400000.0,949900000.0,91600000.0,35500000.0,122600000.0,122600000.0,495600000.0,-922800000.0,,,-8200000.0,-1915800000.0,-13200000.0,-4900000.0,-3000000.0,,1942400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q4,2010-10-01,2010-12-31,,57100000.0,-55200000.0,123400000.0,33500000.0,291100000.0,600000.0,-24800000.0,-975200000.0,-278400000.0,862200000.0,-975200000.0,-278400000.0,862200000.0,-391400000.0,10200000.0,181700000.0,181700000.0,298800000.0,-774200000.0,,,-184500000.0,-2682200000.0,-10100000.0,-2200000.0,-300000.0,,2413900000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 09:53:04+00:00,268700000.0,-55200000.0,123400000.0,164700000.0,1268600000.0,20600000.0,4000000.0,-3182200000.0,27500000.0,2791700000.0,-3182200000.0,27500000.0,2791700000.0,-363000000.0,46200000.0,680800000.0,680800000.0,408900000.0,-3030100000.0,,,-209200000.0,-8594900000.0,-21500000.0,-11100000.0,-2600000.0,,8643900000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q3TTM,2009-10-01,2010-09-30,,233400000.0,-75400000.0,129900000.0,165300000.0,1286500000.0,20000000.0,28800000.0,-3527000000.0,176500000.0,2378100000.0,-3527000000.0,176500000.0,2378100000.0,-972400000.0,-300000.0,654000000.0,654000000.0,38900000.0,-3361800000.0,,,-192500000.0,-7563000000.0,-17000000.0,-18900000.0,-2300000.0,,7756500000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q3,2010-07-01,2010-09-30,,61700000.0,,,71900000.0,381500000.0,10900000.0,-300000.0,-742600000.0,738900000.0,445200000.0,-742600000.0,738900000.0,445200000.0,441500000.0,-1000000.0,151300000.0,151300000.0,-221200000.0,-741200000.0,,,-8200000.0,-1281700000.0,-2800000.0,-2500000.0,-300000.0,,2023400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-02 09:57:03+00:00,211600000.0,,,131200000.0,977500000.0,20000000.0,28800000.0,-2207000000.0,305900000.0,1929500000.0,-2207000000.0,305900000.0,1929500000.0,28400000.0,36000000.0,499100000.0,499100000.0,110100000.0,-2255900000.0,,,-24700000.0,-5912700000.0,-11400000.0,-8900000.0,-2300000.0,,6230000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q2TTM,2009-07-01,2010-06-30,,205900000.0,-75400000.0,129900000.0,129000000.0,1156200000.0,-22300000.0,24200000.0,-4174600000.0,-639000000.0,2312400000.0,-4174600000.0,-639000000.0,2312400000.0,-2501200000.0,12800000.0,706900000.0,706900000.0,114400000.0,-3482100000.0,,,-192500000.0,-10002800000.0,-18300000.0,-512300000.0,-2400000.0,,9382100000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q2,2010-04-01,2010-06-30,,77100000.0,,,29400000.0,346600000.0,800000.0,-2300000.0,-662500000.0,29000000.0,831100000.0,-662500000.0,29000000.0,831100000.0,197600000.0,-1700000.0,144200000.0,144200000.0,233800000.0,-647700000.0,,,-8300000.0,-2173700000.0,-4400000.0,-3000000.0,-300000.0,,2207100000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-03 11:23:18+00:00,149900000.0,,,59300000.0,596000000.0,9100000.0,29100000.0,-1464400000.0,-433000000.0,1484300000.0,-1464400000.0,-433000000.0,1484300000.0,-413100000.0,37000000.0,347800000.0,347800000.0,331300000.0,-1514700000.0,,,-16500000.0,-4631000000.0,-8600000.0,-6400000.0,-2000000.0,,4206600000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q1TTM,2009-04-01,2010-03-31,,79900000.0,-75400000.0,129900000.0,135100000.0,1564600000.0,1127300000.0,748800000.0,-3567600000.0,551400000.0,1946300000.0,-3567600000.0,551400000.0,1946300000.0,-1069900000.0,47100000.0,726700000.0,726700000.0,-560000000.0,-4423700000.0,,,-192500000.0,-9200800000.0,-17200000.0,-871800000.0,-2800000.0,,9769400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 12:01:15+00:00,72800000.0,,,29900000.0,249400000.0,8300000.0,31400000.0,-801900000.0,-462000000.0,653200000.0,-801900000.0,-462000000.0,653200000.0,-610700000.0,38700000.0,203600000.0,203600000.0,97500000.0,-867000000.0,,,-8200000.0,-2457300000.0,-4200000.0,-3400000.0,-1700000.0,,1999500000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q4,2011-10-01,2011-12-31,,48500000.0,-152800000.0,154100000.0,32500000.0,145600000.0,2700000.0,600000.0,684800000.0,-113000000.0,827900000.0,684800000.0,-113000000.0,827900000.0,1399700000.0,-3300000.0,142000000.0,142000000.0,459300000.0,984000000.0,,,-222000000.0,-2157800000.0,-24300000.0,22800000.0,-100000000.0,,2069100000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,FY,2011-01-01,2011-12-31,2014-02-12 12:08:26+00:00,271400000.0,-152800000.0,154100000.0,119900000.0,956200000.0,25900000.0,3200000.0,-1554700000.0,-202100000.0,2713300000.0,-1554700000.0,-202100000.0,2713300000.0,956500000.0,-18500000.0,674500000.0,674500000.0,691300000.0,-750000000.0,,,-246700000.0,-8679800000.0,-56900000.0,-12200000.0,-556400000.0,,8534600000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q3TTM,2010-10-01,2011-09-30,,280000000.0,-55200000.0,123400000.0,120900000.0,1101700000.0,23800000.0,-22200000.0,-3214700000.0,-367500000.0,2747600000.0,-3214700000.0,-367500000.0,2747600000.0,-834600000.0,-5000000.0,714200000.0,714200000.0,530800000.0,-2508200000.0,,,-209200000.0,-9204200000.0,-42700000.0,-37200000.0,-456700000.0,,8879400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q3,2011-07-01,2011-09-30,,122800000.0,,,28100000.0,223900000.0,12400000.0,600000.0,47700000.0,-883000000.0,99900000.0,47700000.0,-883000000.0,99900000.0,-735400000.0,18600000.0,74500000.0,74500000.0,-349400000.0,276400000.0,,,-8200000.0,-2496700000.0,-14100000.0,-31900000.0,-220200000.0,,1627800000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-31 11:36:34+00:00,222900000.0,,,87400000.0,810600000.0,23200000.0,2600000.0,-2239500000.0,-89100000.0,1885400000.0,-2239500000.0,-89100000.0,1885400000.0,-443200000.0,-15200000.0,532500000.0,532500000.0,232000000.0,-1734000000.0,,,-24700000.0,-6522000000.0,-32600000.0,-35000000.0,-456400000.0,,6465500000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q2TTM,2010-07-01,2011-06-30,,218900000.0,-55200000.0,123400000.0,164700000.0,1259300000.0,22300000.0,-23100000.0,-4005000000.0,1254400000.0,3092900000.0,-4005000000.0,1254400000.0,3092900000.0,342300000.0,-24600000.0,791000000.0,791000000.0,659000000.0,-3525800000.0,,,-209200000.0,-7989200000.0,-31400000.0,-7800000.0,-236800000.0,,9275000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q2,2011-04-01,2011-06-30,,62300000.0,,,27900000.0,288300000.0,1700000.0,1200000.0,-482600000.0,78000000.0,590000000.0,-482600000.0,78000000.0,590000000.0,185400000.0,-8000000.0,249200000.0,249200000.0,-37700000.0,-237500000.0,,,-8300000.0,-2159600000.0,-14400000.0,-1400000.0,-230300000.0,,2252000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-01 11:24:52+00:00,100100000.0,,,59300000.0,586700000.0,10800000.0,2000000.0,-2287200000.0,793900000.0,1785500000.0,-2287200000.0,793900000.0,1785500000.0,292200000.0,-33800000.0,458000000.0,458000000.0,581400000.0,-2010400000.0,,,-16500000.0,-4025300000.0,-18500000.0,-3100000.0,-236200000.0,,4837700000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q1TTM,2010-04-01,2011-03-31,,233700000.0,-55200000.0,123400000.0,166200000.0,1317600000.0,21400000.0,-26600000.0,-4184900000.0,1205400000.0,3334000000.0,-4184900000.0,1205400000.0,3334000000.0,354500000.0,-18300000.0,686000000.0,686000000.0,930500000.0,-3936000000.0,,,-209200000.0,-8003300000.0,-21400000.0,-9400000.0,-6800000.0,,9230100000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 13:23:33+00:00,37800000.0,,,31400000.0,298400000.0,9100000.0,800000.0,-1804600000.0,715900000.0,1195500000.0,-1804600000.0,715900000.0,1195500000.0,106800000.0,-25800000.0,208800000.0,208800000.0,619100000.0,-1772900000.0,,,-8200000.0,-1865700000.0,-4100000.0,-1700000.0,-5900000.0,,2585700000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q4,2012-10-01,2012-12-31,,67300000.0,-82700000.0,127700000.0,33000000.0,558800000.0,4200000.0,890500000.0,1083200000.0,107900000.0,707100000.0,1083200000.0,107900000.0,707100000.0,1898200000.0,17100000.0,226700000.0,226700000.0,-178700000.0,685900000.0,,,-78200000.0,-2692100000.0,-3300000.0,-436300000.0,,,2803300000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,FY,2012-01-01,2012-12-31,2015-02-11 12:58:06+00:00,94900000.0,-82700000.0,127700000.0,132100000.0,2174500000.0,28900000.0,1493400000.0,-126200000.0,-1611300000.0,3080800000.0,-126200000.0,-1611300000.0,3080800000.0,1343300000.0,32000000.0,825400000.0,825400000.0,-146100000.0,-624100000.0,,,-264300000.0,-11191600000.0,-38900000.0,-519400000.0,-272700000.0,,9619200000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3TTM,2011-10-01,2012-09-30,,76100000.0,-152800000.0,154100000.0,131600000.0,1761300000.0,27400000.0,603500000.0,-524600000.0,-1832200000.0,3201600000.0,-524600000.0,-1832200000.0,3201600000.0,844800000.0,11600000.0,740700000.0,740700000.0,491900000.0,-326000000.0,,,-408100000.0,-10657300000.0,-59900000.0,-60300000.0,-372700000.0,,8885000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3,2012-07-01,2012-09-30,,84000000.0,,,32900000.0,719700000.0,13000000.0,438300000.0,653100000.0,-892400000.0,871700000.0,653100000.0,-892400000.0,871700000.0,632400000.0,25500000.0,198800000.0,198800000.0,-163700000.0,397300000.0,,,-69900000.0,-3084000000.0,-10900000.0,-81600000.0,-69500000.0,,2202500000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-30 10:45:57+00:00,27600000.0,,,99100000.0,1615700000.0,24700000.0,602900000.0,-1209400000.0,-1719200000.0,2373700000.0,-1209400000.0,-1719200000.0,2373700000.0,-554900000.0,14900000.0,598700000.0,598700000.0,32600000.0,-1310000000.0,,,-186100000.0,-8499500000.0,-35600000.0,-83100000.0,-272700000.0,,6815900000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2TTM,2011-07-01,2012-06-30,,114900000.0,-152800000.0,154100000.0,126800000.0,1265500000.0,26800000.0,165800000.0,-1130000000.0,-1822800000.0,2429800000.0,-1130000000.0,-1822800000.0,2429800000.0,-523000000.0,4700000.0,616400000.0,616400000.0,306200000.0,-446900000.0,,,-346400000.0,-10070000000.0,-63100000.0,-10600000.0,-523400000.0,,8310300000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2,2012-04-01,2012-06-30,,72900000.0,,,33400000.0,316700000.0,2600000.0,163600000.0,-469300000.0,-136300000.0,600300000.0,-469300000.0,-136300000.0,600300000.0,-5300000.0,2800000.0,178600000.0,178600000.0,-1300000.0,-452400000.0,,,-53700000.0,-2340300000.0,-7400000.0,6800000.0,-139000000.0,,2211400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-31 10:17:12+00:00,-56400000.0,,,66200000.0,896000000.0,11700000.0,164600000.0,-1862500000.0,-826800000.0,1502000000.0,-1862500000.0,-826800000.0,1502000000.0,-1187300000.0,-10600000.0,399900000.0,399900000.0,196300000.0,-1707300000.0,,,-116200000.0,-5415500000.0,-24700000.0,-1500000.0,-203200000.0,,4613400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q1TTM,2011-04-01,2012-03-31,,104300000.0,-152800000.0,154100000.0,121300000.0,1237100000.0,25900000.0,3400000.0,-1143300000.0,-1608500000.0,2419500000.0,-1143300000.0,-1608500000.0,2419500000.0,-332300000.0,-6100000.0,687000000.0,687000000.0,269800000.0,-232000000.0,,,-301000000.0,-9889300000.0,-70100000.0,-18800000.0,-614700000.0,,8350900000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 09:28:41+00:00,-129300000.0,,,32800000.0,579300000.0,9100000.0,1000000.0,-1393200000.0,-690500000.0,901700000.0,-1393200000.0,-690500000.0,901700000.0,-1182000000.0,-13400000.0,221300000.0,221300000.0,197600000.0,-1254900000.0,,,-62500000.0,-3075200000.0,-17300000.0,-8300000.0,-64200000.0,,2402000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,FY,2013-01-01,2013-12-31,2016-02-10 12:20:48+00:00,187100000.0,61200000.0,144100000.0,153900000.0,1746800000.0,125800000.0,146200000.0,-2800300000.0,-1226300000.0,2221200000.0,-2800300000.0,-1226300000.0,2221200000.0,-1805400000.0,-225700000.0,936100000.0,936100000.0,-802700000.0,-2153400000.0,,,-321400000.0,-12572000000.0,-59400000.0,-218200000.0,-153600000.0,,11405100000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q4,2013-10-01,2013-12-31,,51100000.0,61200000.0,144100000.0,39400000.0,608800000.0,45600000.0,-9500000.0,-365100000.0,206500000.0,823300000.0,-365100000.0,206500000.0,823300000.0,664700000.0,50500000.0,250400000.0,250400000.0,-126400000.0,-360500000.0,,,-85000000.0,-2181200000.0,-36700000.0,-6000000.0,-200000.0,,2424400000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3TTM,2012-10-01,2013-09-30,,203300000.0,-82700000.0,127700000.0,147500000.0,1696800000.0,84400000.0,1046200000.0,-1352000000.0,-1324900000.0,2105000000.0,-1352000000.0,-1324900000.0,2105000000.0,-571900000.0,-259100000.0,912400000.0,912400000.0,-855000000.0,-1107000000.0,,,-314600000.0,-13082900000.0,-26000000.0,-648500000.0,-153400000.0,,11784000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3,2013-07-01,2013-09-30,,34400000.0,,,39300000.0,565600000.0,42400000.0,14900000.0,-507500000.0,489800000.0,614300000.0,-507500000.0,489800000.0,614300000.0,596600000.0,-252400000.0,259100000.0,259100000.0,-284100000.0,-157100000.0,,,-93000000.0,-2345400000.0,-10800000.0,-300000.0,-62000000.0,,2846000000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-29 11:12:11+00:00,136000000.0,,,114500000.0,1138000000.0,80200000.0,155700000.0,-2435200000.0,-1432800000.0,1397900000.0,-2435200000.0,-1432800000.0,1397900000.0,-2470100000.0,-276200000.0,685700000.0,685700000.0,-676300000.0,-1792900000.0,,,-236400000.0,-10390800000.0,-22700000.0,-212200000.0,-153400000.0,,8980700000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2TTM,2012-07-01,2013-06-30,,252900000.0,-82700000.0,127700000.0,141100000.0,1850900000.0,55000000.0,1469600000.0,-191400000.0,-2707100000.0,2362400000.0,-191400000.0,-2707100000.0,2362400000.0,-536100000.0,18800000.0,852100000.0,852100000.0,-734600000.0,-552600000.0,,,-291500000.0,-13821500000.0,-26100000.0,-729800000.0,-160900000.0,,11140500000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2,2013-04-01,2013-06-30,,46000000.0,,,40300000.0,294200000.0,17500000.0,137300000.0,-341200000.0,-397200000.0,187700000.0,-341200000.0,-397200000.0,187700000.0,-550700000.0,-30700000.0,236600000.0,236600000.0,-429400000.0,-177500000.0,,,-75800000.0,-3663500000.0,-11900000.0,-211500000.0,-500000.0,,3284900000.0,-6700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-30 12:21:40+00:00,101600000.0,,,75200000.0,572400000.0,37800000.0,140800000.0,-1927700000.0,-1922600000.0,783600000.0,-1927700000.0,-1922600000.0,783600000.0,-3066700000.0,-23800000.0,426600000.0,426600000.0,-392200000.0,-1635800000.0,,,-143400000.0,-8045400000.0,-11900000.0,-211900000.0,-91400000.0,,6134700000.0,
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q1TTM,2012-04-01,2013-03-31,,279800000.0,-82700000.0,127700000.0,134200000.0,1873400000.0,40100000.0,1495900000.0,-319500000.0,-2446200000.0,2775000000.0,-319500000.0,-2446200000.0,2775000000.0,9300000.0,52300000.0,794100000.0,794100000.0,-306500000.0,-827500000.0,,,-269400000.0,-12498300000.0,-21600000.0,-511500000.0,-299400000.0,,10067000000.0,6700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 10:24:51+00:00,55600000.0,,,34900000.0,278200000.0,20300000.0,3500000.0,-1586500000.0,-1525400000.0,595900000.0,-1586500000.0,-1525400000.0,595900000.0,-2516000000.0,6900000.0,190000000.0,190000000.0,37200000.0,-1458300000.0,,,-67600000.0,-4381900000.0,,-400000.0,-90900000.0,,2849800000.0,6700000.0
