company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,otherservicechargeincome,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2007.0,FY,2007-01-01,2007-12-31,2010-02-17 14:28:25+00:00,3.12,3.12,,3.09,208100000.0,884500000.0,864300000.0,20200000.0,827300000.0,24200000.0,3637700000.0,2634700000.0,3398800000.0,33000000.0,4634100000.0,6435300000.0,9834100000.0,10906500000.0,1072400000.0,10906500000.0,265200000.0,265200000.0,267700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 12:48:23+00:00,1.64,1.64,,1.63,-4500000.0,465800000.0,465800000.0,,425100000.0,7700000.0,3300200000.0,2426500000.0,3254700000.0,33000000.0,4209200000.0,6219900000.0,9474600000.0,9935900000.0,461300000.0,9935900000.0,259300000.0,259300000.0,259300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 12:01:41+00:00,0.35,0.35,,0.35,-2200000.0,108700000.0,108700000.0,,90100000.0,10400000.0,849100000.0,599000000.0,794100000.0,8200000.0,1049700000.0,1597200000.0,2391300000.0,2497800000.0,106500000.0,2497800000.0,257400000.0,257400000.0,257400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 17:04:12+00:00,0.65,0.65,,0.64,29400000.0,183100000.0,183100000.0,,168300000.0,6500000.0,879400000.0,622500000.0,811600000.0,8300000.0,1156200000.0,1634000000.0,2445600000.0,2658100000.0,212500000.0,2658100000.0,258900000.0,258900000.0,263000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 11:19:22+00:00,1.98,1.98,,1.97,100100000.0,645700000.0,645700000.0,,589700000.0,23000000.0,3002500000.0,2096000000.0,2768800000.0,33000000.0,3750600000.0,5334500000.0,8103300000.0,8849100000.0,745800000.0,8849100000.0,297300000.0,297300000.0,297300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q4,2009-10-01,2009-12-31,,0.45,0.45,,0.45,14600000.0,154900000.0,154900000.0,,141900000.0,4700000.0,745700000.0,556600000.0,686400000.0,8300000.0,930100000.0,1376500000.0,2062900000.0,2232400000.0,169500000.0,2232400000.0,297300000.0,297300000.0,297300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.53,1.53,,1.52,85500000.0,490800000.0,490800000.0,,447800000.0,18300000.0,2256800000.0,1539400000.0,2082400000.0,24700000.0,2820500000.0,3958000000.0,6040400000.0,6616700000.0,576300000.0,6616700000.0,319100000.0,319100000.0,319100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 16:22:00+00:00,0.58,0.58,,0.57,44100000.0,204200000.0,204200000.0,,184700000.0,11300000.0,786700000.0,550700000.0,704900000.0,8200000.0,932900000.0,1317100000.0,2022000000.0,2270300000.0,248300000.0,2270300000.0,319100000.0,319100000.0,319100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.95,0.95,,0.95,41400000.0,286600000.0,286600000.0,,263100000.0,7000000.0,1470100000.0,988700000.0,1377500000.0,16500000.0,1887600000.0,2640900000.0,4018400000.0,4346400000.0,328000000.0,4346400000.0,289900000.0,289900000.0,289900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 14:32:42+00:00,0.52,0.52,,0.52,33900000.0,164000000.0,164000000.0,,150300000.0,5400000.0,704900000.0,515200000.0,625600000.0,8300000.0,937700000.0,1334300000.0,1959900000.0,2157800000.0,197900000.0,2157800000.0,289900000.0,289900000.0,289900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 09:20:21+00:00,0.43,0.43,,0.43,7500000.0,122600000.0,122600000.0,,112800000.0,1600000.0,765200000.0,473500000.0,751900000.0,8200000.0,949900000.0,1306600000.0,2058500000.0,2188600000.0,130100000.0,2188600000.0,262300000.0,262300000.0,262300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q4,2010-10-01,2010-12-31,,-1.33,0.51,,0.5,26400000.0,181700000.0,181700000.0,,162900000.0,10500000.0,817900000.0,651200000.0,932300000.0,8300000.0,943000000.0,1271700000.0,2204000000.0,2412100000.0,208100000.0,2412100000.0,4845400000.0,320300000.0,320300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 09:53:04+00:00,0.13,1.97,,1.95,104900000.0,680800000.0,680800000.0,,629900000.0,17900000.0,3305600000.0,2337100000.0,3208200000.0,33000000.0,3555500000.0,5204300000.0,8412500000.0,9198200000.0,785700000.0,9198200000.0,4845400000.0,320300000.0,320300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.46,1.46,,1.45,78500000.0,499100000.0,499100000.0,,467000000.0,7400000.0,2487700000.0,1685900000.0,2275900000.0,24700000.0,2612500000.0,3932600000.0,6208500000.0,6786100000.0,577600000.0,6786100000.0,320700000.0,320700000.0,320700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.91,1.91,,1.9,93100000.0,654000000.0,654000000.0,,608900000.0,12100000.0,3233400000.0,2242500000.0,2962300000.0,33000000.0,3542600000.0,5309100000.0,8271400000.0,9018500000.0,747100000.0,9018500000.0,320700000.0,320700000.0,320700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 09:57:03+00:00,0.44,0.44,,0.44,12200000.0,151300000.0,151300000.0,,142200000.0,900000.0,859600000.0,563500000.0,804700000.0,8200000.0,865400000.0,1320300000.0,2125000000.0,2288500000.0,163500000.0,2288500000.0,320700000.0,320700000.0,320700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.02,1.02,,1.01,66300000.0,347800000.0,347800000.0,,324800000.0,6500000.0,1628100000.0,1122400000.0,1471200000.0,16500000.0,1747100000.0,2612300000.0,4083500000.0,4497600000.0,414100000.0,4497600000.0,320100000.0,320100000.0,320100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.05,2.05,,2.03,125000000.0,706900000.0,706900000.0,,651400000.0,22500000.0,3160500000.0,2229700000.0,2862500000.0,33000000.0,3610100000.0,5305900000.0,8168400000.0,9000300000.0,831900000.0,9000300000.0,320100000.0,320100000.0,320100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 11:23:18+00:00,0.42,0.42,,0.42,13600000.0,144200000.0,144200000.0,,134000000.0,1900000.0,810600000.0,554800000.0,738800000.0,8300000.0,868200000.0,1337000000.0,2075800000.0,2233600000.0,157800000.0,2233600000.0,320100000.0,320100000.0,320100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.15,2.15,,2.13,145300000.0,726700000.0,726700000.0,,667700000.0,26000000.0,3054800000.0,2190100000.0,2749300000.0,33000000.0,3679600000.0,5303200000.0,8052500000.0,8924500000.0,872000000.0,8924500000.0,319800000.0,319800000.0,319800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 12:01:15+00:00,0.6,0.6,,0.59,52700000.0,203600000.0,203600000.0,,190800000.0,4600000.0,817500000.0,567600000.0,732400000.0,8200000.0,878900000.0,1275300000.0,2007700000.0,2264000000.0,256300000.0,2264000000.0,319800000.0,319800000.0,319800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q4,2011-10-01,2011-12-31,,1.95,0.44,0.7,0.45,8000000.0,142000000.0,142000000.0,,134100000.0,-400000.0,755400000.0,634100000.0,789900000.0,8300000.0,669300000.0,1118900000.0,1908800000.0,2058800000.0,150000000.0,2058800000.0,314500000.0,314500000.0,314500000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,FY,2011-01-01,2011-12-31,2014-02-12 12:08:26+00:00,1.97,1.92,0.7,1.91,198300000.0,674500000.0,674500000.0,,605300000.0,36200000.0,3253000000.0,2526700000.0,3181300000.0,33000000.0,2891000000.0,4616600000.0,7797900000.0,8670700000.0,872800000.0,8670700000.0,314500000.0,314500000.0,314500000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.02,1.48,,1.46,190300000.0,532500000.0,532500000.0,,471200000.0,36600000.0,2497600000.0,1892600000.0,2391400000.0,24700000.0,2221700000.0,3497700000.0,5889100000.0,6611900000.0,722800000.0,6611900000.0,3595000000.0,311900000.0,311900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q3TTM,2010-10-01,2011-09-30,,-1.31,1.99,,1.96,216700000.0,714200000.0,714200000.0,,634100000.0,47100000.0,3315500000.0,2543800000.0,3323700000.0,33000000.0,3164700000.0,4769400000.0,8093100000.0,9024000000.0,930900000.0,9024000000.0,3595000000.0,311900000.0,311900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q3,2011-07-01,2011-09-30,2012-10-31 11:36:34+00:00,0.02,0.23,,0.23,76600000.0,74500000.0,74500000.0,,71900000.0,-5600000.0,784500000.0,636400000.0,827600000.0,8200000.0,672700000.0,1114900000.0,1942500000.0,2093600000.0,151100000.0,2093600000.0,3595000000.0,311900000.0,311900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q2YTD,2011-01-01,2011-06-30,,,1.25,,1.23,113700000.0,458000000.0,458000000.0,,399300000.0,42200000.0,1713100000.0,1256200000.0,1563800000.0,16500000.0,1549000000.0,2382800000.0,3946600000.0,4518300000.0,571700000.0,4518300000.0,5432500000.0,320000000.0,320000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q2TTM,2010-07-01,2011-06-30,,-0.89,2.2,,2.17,152300000.0,791000000.0,791000000.0,,704400000.0,53600000.0,3390600000.0,2470900000.0,3300800000.0,33000000.0,3357400000.0,4974800000.0,8275600000.0,9218900000.0,943300000.0,9218900000.0,5432500000.0,320000000.0,320000000.0
