company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,otherservicechargeincome,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 11:24:52+00:00,0.04,0.68,,0.67,61000000.0,249200000.0,249200000.0,,217300000.0,23600000.0,911300000.0,633200000.0,792300000.0,8300000.0,751900000.0,1193900000.0,1986200000.0,2296400000.0,310200000.0,2296400000.0,5432500000.0,320000000.0,320000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q1TTM,2010-04-01,2011-03-31,,-0.51,1.94,,1.92,104900000.0,686000000.0,686000000.0,,621100000.0,31900000.0,3289900000.0,2392500000.0,3247300000.0,33000000.0,3473700000.0,5117900000.0,8365200000.0,9156100000.0,790900000.0,9156100000.0,-4550000000.0,321300000.0,321300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 13:23:33+00:00,-0.04,0.57,,0.56,52700000.0,208800000.0,208800000.0,,182000000.0,18600000.0,801800000.0,623000000.0,771500000.0,8200000.0,797100000.0,1188900000.0,1960400000.0,2221900000.0,261500000.0,2221900000.0,-4550000000.0,321300000.0,321300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q4,2012-10-01,2012-12-31,,0.72,0.72,0.78,0.71,34200000.0,226700000.0,226700000.0,,214900000.0,3500000.0,878200000.0,717600000.0,880600000.0,8300000.0,700100000.0,1154400000.0,2035000000.0,2295900000.0,260900000.0,2295900000.0,297500000.0,297500000.0,297500000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,FY,2012-01-01,2012-12-31,2015-02-11 12:58:06+00:00,2.6,2.6,0.78,2.58,134600000.0,825400000.0,825400000.0,,773600000.0,18800000.0,3369000000.0,2626700000.0,3131200000.0,33000000.0,3219400000.0,5123900000.0,8255100000.0,9215100000.0,960000000.0,9215100000.0,297500000.0,297500000.0,297500000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.88,1.88,,1.87,100400000.0,598700000.0,598700000.0,,558700000.0,15300000.0,2490800000.0,1909100000.0,2250600000.0,24700000.0,2519300000.0,3969500000.0,6220100000.0,6919200000.0,699100000.0,6919200000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.83,2.32,0.7,2.32,108400000.0,740700000.0,740700000.0,,692800000.0,14900000.0,3246200000.0,2543200000.0,3040500000.0,33000000.0,3188600000.0,5088400000.0,8128900000.0,8978000000.0,849100000.0,8978000000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3,2012-07-01,2012-09-30,2013-10-30 10:45:57+00:00,0.64,0.64,,0.63,-7200000.0,198800000.0,198800000.0,,187200000.0,3400000.0,871500000.0,675000000.0,866100000.0,8200000.0,1158200000.0,1647000000.0,2513100000.0,2704700000.0,191600000.0,2704700000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.24,1.24,,1.24,107600000.0,399900000.0,399900000.0,,371500000.0,11900000.0,1619300000.0,1234100000.0,1384500000.0,16500000.0,1361100000.0,2322500000.0,3707000000.0,4214500000.0,507500000.0,4214500000.0,299400000.0,299400000.0,299400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.21,1.91,0.7,1.92,192200000.0,616400000.0,616400000.0,,577500000.0,5900000.0,3159200000.0,2504600000.0,3002000000.0,33000000.0,2703100000.0,4556300000.0,7558300000.0,8366900000.0,808600000.0,8366900000.0,299400000.0,299400000.0,299400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2,2012-04-01,2012-06-30,2013-07-31 10:17:12+00:00,0.56,0.56,,0.56,50900000.0,178600000.0,178600000.0,,167600000.0,2700000.0,801200000.0,636100000.0,779100000.0,8300000.0,681300000.0,1110000000.0,1889100000.0,2118600000.0,229500000.0,2118600000.0,299400000.0,299400000.0,299400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.69,2.03,0.7,2.03,202300000.0,687000000.0,687000000.0,,627200000.0,26800000.0,3269300000.0,2501700000.0,3015200000.0,33000000.0,2773700000.0,4640200000.0,7655400000.0,8544700000.0,889300000.0,8544700000.0,301800000.0,301800000.0,301800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 09:28:41+00:00,0.68,0.68,,0.68,56700000.0,221300000.0,221300000.0,,203900000.0,9200000.0,818100000.0,598000000.0,605400000.0,8200000.0,679800000.0,1212500000.0,1817900000.0,2095900000.0,278000000.0,2095900000.0,301800000.0,301800000.0,301800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,FY,2013-01-01,2013-12-31,2016-02-10 12:20:48+00:00,2.99,2.99,0.98,2.95,187900000.0,936100000.0,936100000.0,,879700000.0,23400000.0,2913200000.0,3222200000.0,3481900000.0,33000000.0,3154100000.0,4683600000.0,8165500000.0,9289500000.0,1124000000.0,9289500000.0,294600000.0,294600000.0,294600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q4,2013-10-01,2013-12-31,,0.79,0.79,0.49,0.77,59500000.0,250400000.0,250400000.0,,233400000.0,8700000.0,771600000.0,881800000.0,965500000.0,8300000.0,1019200000.0,1397200000.0,2362700000.0,2672600000.0,309900000.0,2672600000.0,294600000.0,294600000.0,294600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.2,2.2,0.49,2.18,128400000.0,685700000.0,685700000.0,,646300000.0,14700000.0,2141600000.0,2340400000.0,2516400000.0,24700000.0,2134900000.0,3286400000.0,5802800000.0,6616900000.0,814100000.0,6616900000.0,294900000.0,294900000.0,294900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3TTM,2012-10-01,2013-09-30,,2.92,2.92,1.27,2.89,162600000.0,912400000.0,912400000.0,,861200000.0,18200000.0,3019800000.0,3058000000.0,3397000000.0,33000000.0,2835000000.0,4440800000.0,7837800000.0,8912800000.0,1075000000.0,8912800000.0,294900000.0,294900000.0,294900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3,2013-07-01,2013-09-30,2014-10-29 11:12:11+00:00,0.83,0.83,0.26,0.82,61200000.0,259100000.0,259100000.0,,245700000.0,5200000.0,733600000.0,803000000.0,823100000.0,8200000.0,703000000.0,1096200000.0,1919300000.0,2239600000.0,320300000.0,2239600000.0,294900000.0,294900000.0,294900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.37,1.37,0.23,1.36,67200000.0,426600000.0,426600000.0,,400600000.0,9500000.0,1408000000.0,1537400000.0,1693300000.0,16500000.0,1431900000.0,2190200000.0,3883500000.0,4377300000.0,493800000.0,4377300000.0,294100000.0,294100000.0,294100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.73,2.73,1.01,2.7,94200000.0,852100000.0,852100000.0,,802700000.0,16400000.0,3157700000.0,2930000000.0,3440000000.0,33000000.0,3290200000.0,4991600000.0,8431600000.0,9377900000.0,946300000.0,9377900000.0,294100000.0,294100000.0,294100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2,2013-04-01,2013-06-30,2014-07-30 12:21:40+00:00,0.76,0.76,0.23,0.75,29000000.0,236600000.0,236600000.0,,222300000.0,6000000.0,669600000.0,803800000.0,849300000.0,8300000.0,737200000.0,1095700000.0,1945000000.0,2210600000.0,265600000.0,2210600000.0,294100000.0,294100000.0,294100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q1TTM,2012-04-01,2013-03-31,,2.53,2.53,0.78,2.51,116100000.0,794100000.0,794100000.0,,748000000.0,13100000.0,3289300000.0,2762300000.0,3369800000.0,33000000.0,3234300000.0,5005900000.0,8375700000.0,9285900000.0,910200000.0,9285900000.0,294100000.0,294100000.0,294100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 10:24:51+00:00,0.61,0.61,,0.61,38200000.0,190000000.0,190000000.0,,178300000.0,3500000.0,738400000.0,733600000.0,844000000.0,8200000.0,694700000.0,1094500000.0,1938500000.0,2166700000.0,228200000.0,2166700000.0,294100000.0,294100000.0,294100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,FY,2014-01-01,2014-12-31,2017-02-08 11:57:30+00:00,3.7,3.7,1.28,3.65,318500000.0,1176400000.0,1176400000.0,,1111100000.0,32300000.0,3272600000.0,3482100000.0,3751700000.0,33000000.0,3722900000.0,5231000000.0,8982700000.0,10477600000.0,1494900000.0,10477600000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q4,2014-10-01,2014-12-31,,0.92,0.92,0.34,0.9,36900000.0,280300000.0,280300000.0,,270400000.0,1600000.0,787500000.0,912400000.0,969500000.0,8300000.0,1208100000.0,1621300000.0,2590800000.0,2908000000.0,317200000.0,2908000000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.78,2.78,0.94,2.75,281600000.0,896100000.0,896100000.0,,840700000.0,30700000.0,2485100000.0,2569700000.0,2782200000.0,24700000.0,2514800000.0,3609700000.0,6391900000.0,7569600000.0,1177700000.0,7569600000.0,294200000.0,294200000.0,312600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.57,3.57,1.43,3.52,341100000.0,1146500000.0,1146500000.0,,1074100000.0,39400000.0,3256700000.0,3451500000.0,3747700000.0,33000000.0,3534000000.0,5006900000.0,8754600000.0,10242200000.0,1487600000.0,10242200000.0,294200000.0,294200000.0,312600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q3,2014-07-01,2014-09-30,2015-10-28 10:18:30+00:00,0.78,0.78,0.34,0.77,141000000.0,252800000.0,252800000.0,,240700000.0,3900000.0,724000000.0,884500000.0,976700000.0,8200000.0,875800000.0,1113800000.0,2090500000.0,2484300000.0,393800000.0,2484300000.0,294200000.0,294200000.0,312600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.0,2.0,0.6,1.98,140600000.0,643300000.0,643300000.0,,600000000.0,26800000.0,1761100000.0,1685200000.0,1805500000.0,16500000.0,1639000000.0,2495900000.0,4301400000.0,5085300000.0,783900000.0,5085300000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.62,3.62,1.35,3.57,261300000.0,1152800000.0,1152800000.0,,1079100000.0,40700000.0,3266300000.0,3370000000.0,3594100000.0,33000000.0,3361200000.0,4989300000.0,8583400000.0,9997500000.0,1414100000.0,9997500000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q2,2014-04-01,2014-06-30,2015-07-29 12:22:05+00:00,1.04,1.04,0.32,1.03,88300000.0,319200000.0,319200000.0,,306300000.0,4600000.0,915800000.0,855500000.0,930800000.0,8300000.0,835400000.0,1268400000.0,2199200000.0,2606700000.0,407500000.0,2606700000.0,294700000.0,294700000.0,294700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.34,3.34,1.26,3.29,202000000.0,1070200000.0,1070200000.0,,995100000.0,42100000.0,3020100000.0,3318300000.0,3512600000.0,33000000.0,3263000000.0,4816600000.0,8329200000.0,9601400000.0,1272200000.0,9601400000.0,295800000.0,295800000.0,295800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 09:35:51+00:00,0.96,0.96,0.28,0.95,52300000.0,324100000.0,324100000.0,,293700000.0,22200000.0,845300000.0,829700000.0,874700000.0,8200000.0,803600000.0,1227500000.0,2102200000.0,2478600000.0,376400000.0,2478600000.0,295800000.0,295800000.0,295800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,FY,2015-01-01,2015-12-31,2018-02-09 10:48:53+00:00,4.11,4.11,1.5,4.06,177600000.0,1253200000.0,1253200000.0,,1209300000.0,19200000.0,3001000000.0,3653100000.0,3835900000.0,24700000.0,5310300000.0,6697700000.0,10533600000.0,11964400000.0,1430800000.0,11964400000.0,294400000.0,294400000.0,294400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q4,2015-10-01,2015-12-31,,0.86,0.86,0.38,0.85,50700000.0,258300000.0,258300000.0,,253600000.0,4700000.0,743700000.0,908900000.0,960800000.0,,1154400000.0,1537200000.0,2498000000.0,2807000000.0,309000000.0,2807000000.0,294400000.0,294400000.0,294400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 09:46:40+00:00,1.02,1.02,0.38,1.01,68300000.0,300900000.0,300900000.0,,300400000.0,500000.0,791900000.0,891900000.0,1002100000.0,,1557100000.0,1869600000.0,2871700000.0,3240900000.0,369200000.0,3240900000.0,295000000.0,295000000.0,295000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q3YTD,2015-01-01,2015-09-30,,3.25,3.25,1.12,3.21,126900000.0,994900000.0,994900000.0,,955700000.0,14500000.0,2257300000.0,2744200000.0,2875100000.0,24700000.0,4155900000.0,5160500000.0,8035600000.0,9157400000.0,1121800000.0,9157400000.0,295000000.0,295000000.0,295000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q3TTM,2014-10-01,2015-09-30,,4.17,4.17,1.46,4.11,163800000.0,1275200000.0,1275200000.0,,1226100000.0,16100000.0,3044800000.0,3656600000.0,3844600000.0,33000000.0,5364000000.0,6781800000.0,10626400000.0,12065400000.0,1439000000.0,12065400000.0,295000000.0,295000000.0,295000000.0
