company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Las Vegas Sands Corp,LVS,,1300514,2009.0,FY,,2009-12-31,2011-03-30 16:50:11+00:00,82695000.0,460766000.0,,26748000.0,4955416000.0,,5115511000.0,26442000.0,,50129000.0,10852147000.0,27073000.0,14561091000.0,1089888000.0,149074000.0,22219000.0,0.0,,35336000.0,1564963000.0,18332000.0,176539000.0,81959000.0,138454000.0,298200000.0,,410834000.0,118641000.0,473833000.0,173315000.0,,20572106000.0,5616092000.0,5623674000.0,1839305000.0,5850699000.0,6940587000.0,13220685000.0,20572106000.0,387341000.0,11381380000.0,234607000.0,
Las Vegas Sands Corp,LVS,,1300514,2010.0,FY,,2010-12-31,2012-02-29 16:06:03+00:00,113505000.0,716919000.0,,129519000.0,3037081000.0,0.0,5445413000.0,61606000.0,0.0,89805000.0,9373755000.0,32260000.0,15901037000.0,1268197000.0,147378000.0,10423000.0,115219000.0,,,1677215000.0,42625000.0,183153000.0,78240000.0,800983000.0,294736000.0,46726000.0,503379000.0,164315000.0,880703000.0,767068000.0,,21044308000.0,6455635000.0,4058907000.0,2600413000.0,6662991000.0,7931188000.0,12609741000.0,21044308000.0,1084364000.0,10009328000.0,207356000.0,
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q3,,2010-09-30,2010-11-09 06:02:05+00:00,101163000.0,618998000.0,,101619000.0,2394712000.0,0.0,5167057000.0,26931000.0,8051000.0,91735000.0,9567391000.0,27751000.0,15723412000.0,1210438000.0,147802000.0,16855000.0,44762000.0,,41481000.0,1619272000.0,15017000.0,180060000.0,74260000.0,922375000.0,295602000.0,,480242000.0,203687000.0,608260000.0,572458000.0,,20247997000.0,5876936000.0,3313560000.0,2315961000.0,6111539000.0,7321977000.0,12445778000.0,20247997000.0,1211025000.0,10129817000.0,234603000.0,
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q2,,2010-06-30,2010-08-06 21:16:06+00:00,119156000.0,530331000.0,,26400000.0,3518835000.0,0.0,5150515000.0,75858000.0,15011000.0,92010000.0,9826661000.0,26523000.0,15337174000.0,1152111000.0,148226000.0,26046000.0,50229000.0,,39833000.0,1670330000.0,20952000.0,178936000.0,89937000.0,176164000.0,296468000.0,,457106000.0,91983000.0,440249000.0,569196000.0,173461000.0,20267154000.0,5617164000.0,4456824000.0,2394645000.0,5851771000.0,7003882000.0,12806166000.0,20267154000.0,473156000.0,10411521000.0,234607000.0,
Las Vegas Sands Corp,LVS,,1300514,2011.0,FY,,2011-12-31,2013-03-01 16:44:45+00:00,104113000.0,1336817000.0,,94104000.0,3902718000.0,0.0,5610893000.0,72192000.0,108060000.0,80068000.0,9577131000.0,34990000.0,16421447000.0,1588463000.0,119915000.0,153000.0,205438000.0,,,1799019000.0,31668000.0,169352000.0,89445000.0,175951000.0,314336000.0,45607000.0,,4828000.0,2145692000.0,455846000.0,,22244123000.0,7850689000.0,5397152000.0,2498706000.0,7850689000.0,9439152000.0,12804971000.0,22244123000.0,425524000.0,10306265000.0,,
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q3,,2011-09-30,2011-11-09 06:06:44+00:00,103319000.0,1112896000.0,,103067000.0,3951575000.0,0.0,5588624000.0,9664000.0,78447000.0,82546000.0,9282084000.0,33462000.0,16187512000.0,1496295000.0,120285000.0,14361000.0,134928000.0,,,1674543000.0,19318000.0,176247000.0,81950000.0,161929000.0,314795000.0,50693000.0,572787000.0,184366000.0,1830097000.0,457344000.0,,21965251000.0,7521788000.0,5342656000.0,2332971000.0,7629156000.0,9125451000.0,12267013000.0,21965251000.0,435083000.0,9934042000.0,107368000.0,
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q2,,2011-06-30,2011-08-09 06:01:17+00:00,92953000.0,968988000.0,,218495000.0,3479106000.0,0.0,5565019000.0,14713000.0,39130000.0,85844000.0,8985396000.0,35634000.0,16333813000.0,1419001000.0,116712000.0,9259000.0,133859000.0,,51636000.0,1519793000.0,13982000.0,180491000.0,79938000.0,406445000.0,315260000.0,,549651000.0,171228000.0,1476466000.0,1073484000.0,,21737157000.0,7259980000.0,4721305000.0,2739342000.0,7397998000.0,8816999000.0,12370507000.0,21737157000.0,682039000.0,9631165000.0,138018000.0,
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q1,,2011-03-31,2011-05-09 21:29:40+00:00,87734000.0,803100000.0,,164012000.0,3133941000.0,0.0,5544891000.0,33860000.0,8631000.0,87905000.0,9185752000.0,33633000.0,16097786000.0,1341686000.0,139392000.0,8729000.0,124038000.0,,54219000.0,1550181000.0,23421000.0,180538000.0,81182000.0,656747000.0,293870000.0,,526515000.0,146532000.0,1108859000.0,917007000.0,,21236990000.0,6817762000.0,4205285000.0,2586974000.0,6957581000.0,8299267000.0,12411208000.0,21236990000.0,933919000.0,9824234000.0,139819000.0,
Las Vegas Sands Corp,LVS,,1300514,2012.0,FY,,2012-12-31,2014-02-28 16:24:12+00:00,106498000.0,1819260000.0,1895483000.0,263078000.0,2512766000.0,0.0,6238312000.0,2299000.0,164126000.0,70618000.0,10132265000.0,43875000.0,17225489000.0,1596570000.0,,43280000.0,185945000.0,,,343372000.0,15542000.0,130348000.0,133936000.0,216403000.0,430271000.0,94793000.0,,4521000.0,560452000.0,97802000.0,,22163652000.0,7061842000.0,4477514000.0,2622823000.0,7061842000.0,8658412000.0,13505240000.0,22163652000.0,460649000.0,10882417000.0,,0.0
Las Vegas Sands Corp,LVS,,1300514,2012.0,Q3,,2012-09-30,2012-11-09 06:08:12+00:00,150192000.0,1702458000.0,,256222000.0,3745415000.0,0.0,6212990000.0,12023000.0,163209000.0,73165000.0,9397866000.0,42511000.0,17082038000.0,1455858000.0,118805000.0,31748000.0,156346000.0,,,2098191000.0,10249000.0,140770000.0,128858000.0,231564000.0,312456000.0,92269000.0,,4401000.0,2598984000.0,98136000.0,,23158362000.0,9068196000.0,5599077000.0,2519977000.0,9068196000.0,10524054000.0,12634308000.0,23158362000.0,477247000.0,10114331000.0,,
