company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otherrevenue,otherspecialcharges,preferreddividends,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Las Vegas Sands Corp,LVS,,1300514,2008.0,FY,2008-01-01,2008-12-31,2011-03-30 16:50:11+00:00,,-0.48,-0.48,,506986000.0,-0.48,37568000.0,-59700000.0,-168325000.0,-168325000.0,-188764000.0,-4767000.0,2768752000.0,4735126000.0,41865000.0,19492000.0,-345180000.0,169899000.0,25206000.0,12789000.0,688424000.0,2810617000.0,1579329000.0,430966000.0,19786000.0,1415666000.0,163663000.0,-391688000.0,-228025000.0,4389946000.0,393300000.0,392131375.0,392131375.0
Las Vegas Sands Corp,LVS,,1300514,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:06:03+00:00,,-0.82,-0.82,,586041000.0,-0.82,169468000.0,-3884000.0,-368743000.0,-368743000.0,-540050000.0,-14264000.0,2876873000.0,4929444000.0,103802000.0,-9891000.0,-366339000.0,166932000.0,185571000.0,533000.0,688196000.0,2980675000.0,1582430000.0,345118000.0,11122000.0,1611170000.0,-28740000.0,-343887000.0,-372627000.0,4563105000.0,658600000.0,656836950.0,656836950.0
Las Vegas Sands Corp,LVS,,1300514,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 06:02:05+00:00,,-0.19,-0.19,,148677000.0,-0.19,0.0,54316000.0,-80617000.0,-80617000.0,-122992000.0,-4111000.0,720763000.0,1233989000.0,29272000.0,-1564000.0,-92845000.0,28571000.0,46486000.0,80000.0,151399000.0,750035000.0,391109000.0,88718000.0,1599000.0,328727000.0,62382000.0,-88683000.0,-26301000.0,1141144000.0,647300000.0,660245590.0,660245590.0
Las Vegas Sands Corp,LVS,,1300514,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 21:16:06+00:00,,-0.34,-0.34,,143633000.0,-0.34,151175000.0,-54488000.0,-178263000.0,-178263000.0,-222248000.0,-2323000.0,672053000.0,1142994000.0,20707000.0,773000.0,-84294000.0,46483000.0,46308000.0,10000.0,195984000.0,692760000.0,365940000.0,64871000.0,2692000.0,537285000.0,-171345000.0,-61406000.0,-232751000.0,1058700000.0,658877256.0,653700000.0,653700000.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q4,2010-10-01,2010-12-31,,41302000.0,0.41,0.41,,184450000.0,0.35,,27866000.0,386407000.0,386407000.0,226550000.0,60898000.0,1069494000.0,2123302000.0,24776000.0,-2055000.0,-108256000.0,15127000.0,98959000.0,525000.0,190686000.0,1094270000.0,920776000.0,74938000.0,2580000.0,432090000.0,488686000.0,-74413000.0,414273000.0,2015046000.0,668000000.0,667463535.0,791760624.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:44:45+00:00,41302000.0,0.61,0.61,,694971000.0,0.51,16057000.0,74302000.0,781603000.0,781603000.0,407463000.0,182209000.0,3875187000.0,7317937000.0,97762000.0,-8260000.0,-464755000.0,153388000.0,191931000.0,1783000.0,792146000.0,3972949000.0,2880233000.0,325368000.0,8947000.0,1699647000.0,1180586000.0,-324681000.0,855905000.0,6853182000.0,668000000.0,667463535.0,791760624.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 06:06:44+00:00,,0.25,0.25,,186738000.0,0.21,16057000.0,25161000.0,268834000.0,268834000.0,168011000.0,54337000.0,1040553000.0,2046376000.0,37833000.0,6444000.0,-137604000.0,12513000.0,46486000.0,425000.0,231348000.0,1078386000.0,830386000.0,98415000.0,2661000.0,447081000.0,383305000.0,-89310000.0,293995000.0,1908772000.0,672000000.0,660836841.0,789156247.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q3YTD,2010-01-01,2010-09-30,,,0.2,0.2,,510521000.0,0.16,16057000.0,46436000.0,395196000.0,395196000.0,180913000.0,121311000.0,2805693000.0,5194635000.0,72986000.0,-6205000.0,-356499000.0,138261000.0,92972000.0,1258000.0,601460000.0,2878679000.0,1959457000.0,250430000.0,6367000.0,1267557000.0,691900000.0,-250268000.0,441632000.0,4838136000.0,672000000.0,660836841.0,789156247.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q2,2010-04-01,2010-06-30,2010-08-06 21:16:06+00:00,,-0.01,-0.01,,170694000.0,-0.01,0.0,8073000.0,78548000.0,78548000.0,-4679000.0,36741000.0,938144000.0,1705413000.0,18711000.0,-6201000.0,-110937000.0,87797000.0,46486000.0,676000.0,211679000.0,956855000.0,637621000.0,76026000.0,2073000.0,470846000.0,166775000.0,-80154000.0,86621000.0,1594476000.0,660364559.0,467900000.0,467900000.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q2YTD,2010-01-01,2010-06-30,,,-0.05,-0.05,,323783000.0,-0.05,,21275000.0,126362000.0,126362000.0,12902000.0,66974000.0,1765140000.0,3148259000.0,35153000.0,-12649000.0,-218895000.0,125748000.0,46486000.0,833000.0,370112000.0,1800293000.0,1129071000.0,152015000.0,3706000.0,820476000.0,308595000.0,-160958000.0,147637000.0,2929364000.0,660364559.0,467900000.0,467900000.0
Las Vegas Sands Corp,LVS,,1300514,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 21:29:40+00:00,,-0.04,-0.04,,153089000.0,-0.04,,13202000.0,47814000.0,47814000.0,17581000.0,30233000.0,826996000.0,1442846000.0,16442000.0,-6448000.0,-107958000.0,37951000.0,0.0,157000.0,158433000.0,843438000.0,491450000.0,75989000.0,1633000.0,349630000.0,141820000.0,-80804000.0,61016000.0,1334888000.0,-439500000.0,660280641.0,660280641.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q4,2011-10-01,2011-12-31,,10033000.0,0.44,0.44,,197935000.0,0.39,,59744000.0,524352000.0,524352000.0,320114000.0,89068000.0,1372554000.0,2670639000.0,57949000.0,5429000.0,-126284000.0,23677000.0,115170000.0,5008000.0,213917000.0,1430503000.0,1113852000.0,90565000.0,5950000.0,450570000.0,663282000.0,-79186000.0,584096000.0,2544355000.0,729600000.0,728343428.0,811816687.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:24:12+00:00,43366000.0,1.74,1.74,0.0,794404000.0,1.56,0.0,211704000.0,1883119000.0,1883119000.0,1269508000.0,322996000.0,4922677000.0,9862334000.0,150456000.0,-3955000.0,-451589000.0,76028000.0,290615000.0,11309000.0,1022618000.0,5073133000.0,4337612000.0,305503000.0,14394000.0,1947725000.0,2389887000.0,-295064000.0,2094823000.0,9410745000.0,729600000.0,728343428.0,811816687.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 06:08:12+00:00,10143000.0,0.48,0.48,0.0,200071000.0,0.44,0.0,52375000.0,505172000.0,505172000.0,353631000.0,80293000.0,1217881000.0,2536558000.0,33953000.0,-6617000.0,-127183000.0,16760000.0,71248000.0,3308000.0,294703000.0,1251834000.0,1157541000.0,70761000.0,2369000.0,524985000.0,632556000.0,-75009000.0,557547000.0,2409375000.0,736700000.0,729773246.0,812543534.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q3YTD,2011-01-01,2011-09-30,,33333000.0,1.3,1.3,,596469000.0,1.17,,151960000.0,1358767000.0,1358767000.0,949394000.0,233928000.0,3550123000.0,7191695000.0,92507000.0,-9384000.0,-325305000.0,52351000.0,175445000.0,6301000.0,808701000.0,3642630000.0,3223760000.0,214938000.0,8444000.0,1497155000.0,1726605000.0,-215878000.0,1510727000.0,6866390000.0,736700000.0,729773246.0,812543534.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q3TTM,2010-10-01,2011-09-30,,74635000.0,1.71,1.71,,780919000.0,1.52,,179826000.0,1745174000.0,1745174000.0,1175944000.0,294826000.0,4619617000.0,9314997000.0,117283000.0,-11439000.0,-433561000.0,67478000.0,274404000.0,6826000.0,999387000.0,4736900000.0,4144536000.0,289876000.0,11024000.0,1929245000.0,2215291000.0,-290291000.0,1925000000.0,8881436000.0,736700000.0,729773246.0,812543534.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q2,2011-04-01,2011-06-30,2012-08-09 06:08:14+00:00,10034000.0,0.5,0.5,0.0,206161000.0,0.45,0.0,54374000.0,489092000.0,489092000.0,367607000.0,78455000.0,1203305000.0,2448626000.0,23496000.0,1908000.0,-103530000.0,25621000.0,43030000.0,2420000.0,265937000.0,1226801000.0,1118295000.0,70592000.0,4028000.0,510173000.0,608122000.0,-64656000.0,543466000.0,2345096000.0,735200000.0,728695140.0,811274706.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q2YTD,2011-01-01,2011-06-30,,23190000.0,0.82,0.82,,396398000.0,0.73,,99585000.0,853595000.0,853595000.0,595763000.0,153635000.0,2332242000.0,4655137000.0,58554000.0,-2767000.0,-198122000.0,35591000.0,104197000.0,2993000.0,513998000.0,2390796000.0,2066219000.0,144177000.0,6075000.0,972170000.0,1094049000.0,-140869000.0,953180000.0,4457015000.0,735200000.0,728695140.0,811274706.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q2TTM,2010-07-01,2011-06-30,,64492000.0,1.48,1.48,,767586000.0,1.29,16057000.0,152612000.0,1508836000.0,1508836000.0,990324000.0,268870000.0,4442289000.0,8824815000.0,121163000.0,1622000.0,-443982000.0,63231000.0,249642000.0,3943000.0,936032000.0,4563452000.0,3817381000.0,317530000.0,11316000.0,1851341000.0,1966040000.0,-304592000.0,1661448000.0,8380833000.0,735200000.0,728695140.0,811274706.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 06:10:22+00:00,13156000.0,0.32,0.32,0.0,190237000.0,0.28,0.0,45211000.0,364503000.0,364503000.0,228156000.0,75180000.0,1128937000.0,2206511000.0,35058000.0,-4675000.0,-94592000.0,9970000.0,61167000.0,573000.0,248061000.0,1163995000.0,947924000.0,73585000.0,2047000.0,461997000.0,485927000.0,-76213000.0,409714000.0,2111919000.0,713000000.0,723389226.0,811239242.0
Las Vegas Sands Corp,LVS,,1300514,2011.0,Q1TTM,2010-04-01,2011-03-31,,54458000.0,0.97,0.97,,732119000.0,0.83,16057000.0,106311000.0,1098292000.0,1098292000.0,618038000.0,227156000.0,4177128000.0,8081602000.0,116378000.0,-6487000.0,-451389000.0,125407000.0,253098000.0,2199000.0,881774000.0,4293506000.0,3336707000.0,322964000.0,9361000.0,1812014000.0,1524693000.0,-320090000.0,1204603000.0,7630213000.0,713000000.0,723389226.0,811239242.0
Las Vegas Sands Corp,LVS,,1300514,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 08:29:28+00:00,40165000.0,1.89,1.89,3.75,892046000.0,1.85,143674000.0,180763000.0,1881813000.0,1881813000.0,1524093000.0,357720000.0,6069575000.0,11684669000.0,239332000.0,5740000.0,-553537000.0,146035000.0,,19958000.0,1268965000.0,6308907000.0,4822225000.0,277798000.0,23252000.0,2510843000.0,2311382000.0,-248806000.0,2062576000.0,11131132000.0,806400000.0,806395660.0,824556036.0
Las Vegas Sands Corp,LVS,,1300514,2012.0,Q4,2012-10-01,2012-12-31,,10149000.0,0.51,0.51,3.0,250321000.0,0.53,,45156000.0,571343000.0,571343000.0,434782000.0,136561000.0,1710613000.0,3230881000.0,55935000.0,5025000.0,-153879000.0,10003000.0,,7762000.0,360214000.0,1766548000.0,1310454000.0,67067000.0,6536000.0,638449000.0,672005000.0,-55506000.0,616499000.0,3077002000.0,806400000.0,806395660.0,824556036.0
