company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Willis Towers Watson PLC,WLTW,,1140536,2009.0,FY,,2009-12-31,2011-02-25 19:33:24+00:00,347000000.0,-594000000.0,221000000.0,,918000000.0,816000000.0,3277000000.0,572000000.0,,2165000000.0,352000000.0,49000000.0,10231000000.0,733000000.0,9942000000.0,,1859000000.0,209000000.0,15625000000.0,2180000000.0,2180000000.0,2229000000.0,13396000000.0,15625000000.0,,156000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2010.0,FY,,2010-12-31,2012-02-29 16:10:39+00:00,355000000.0,-541000000.0,316000000.0,0.0,985000000.0,839000000.0,3294000000.0,492000000.0,,2157000000.0,381000000.0,31000000.0,10367000000.0,776000000.0,9844000000.0,,2136000000.0,110000000.0,15850000000.0,2577000000.0,2577000000.0,2608000000.0,13242000000.0,15850000000.0,0.0,161000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2010.0,Q3,,2010-09-30,2010-11-05 16:19:52+00:00,,-572000000.0,141000000.0,,962000000.0,,3275000000.0,507000000.0,,2202000000.0,356000000.0,28000000.0,11304000000.0,1179000000.0,9763000000.0,,2083000000.0,110000000.0,15752000000.0,2470000000.0,2470000000.0,2498000000.0,13254000000.0,15752000000.0,,169000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2010.0,Q2,,2010-06-30,2010-08-06 16:55:25+00:00,,-610000000.0,139000000.0,,951000000.0,,3271000000.0,528000000.0,,2154000000.0,346000000.0,28000000.0,12585000000.0,1269000000.0,10975000000.0,,2063000000.0,193000000.0,17020000000.0,2401000000.0,2401000000.0,2429000000.0,14591000000.0,17020000000.0,,151000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2011.0,FY,,2011-12-31,2013-02-28 16:46:24+00:00,335000000.0,-744000000.0,436000000.0,0.0,1073000000.0,910000000.0,3295000000.0,420000000.0,,2354000000.0,406000000.0,31000000.0,10091000000.0,861000000.0,9646000000.0,,2160000000.0,15000000.0,15728000000.0,2486000000.0,2486000000.0,2517000000.0,13211000000.0,15728000000.0,0.0,170000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2011.0,Q3,,2011-09-30,2011-11-09 14:55:43+00:00,325000000.0,-539000000.0,363000000.0,,1050000000.0,911000000.0,3297000000.0,440000000.0,,2285000000.0,387000000.0,29000000.0,11031000000.0,793000000.0,10381000000.0,,2180000000.0,114000000.0,16615000000.0,2688000000.0,2688000000.0,2717000000.0,13898000000.0,16615000000.0,0.0,186000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2011.0,Q2,,2011-06-30,2011-08-19 13:15:37+00:00,373000000.0,-488000000.0,317000000.0,,1033000000.0,1049000000.0,3317000000.0,461000000.0,,2307000000.0,391000000.0,32000000.0,12220000000.0,812000000.0,11596000000.0,,2165000000.0,114000000.0,17941000000.0,2707000000.0,2707000000.0,2739000000.0,15202000000.0,17941000000.0,0.0,186000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2011.0,Q1,,2011-03-31,2011-05-10 09:33:50+00:00,378000000.0,-509000000.0,432000000.0,,1017000000.0,992000000.0,3312000000.0,477000000.0,,2432000000.0,386000000.0,39000000.0,11446000000.0,779000000.0,10835000000.0,,2125000000.0,145000000.0,17238000000.0,2630000000.0,2630000000.0,2669000000.0,14569000000.0,17238000000.0,0.0,193000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2012.0,FY,,2012-12-31,2014-02-27 15:04:27+00:00,,-850000000.0,500000000.0,0.0,1125000000.0,933000000.0,2827000000.0,385000000.0,,2338000000.0,468000000.0,26000000.0,9825000000.0,10707000000.0,327000000.0,,1427000000.0,15000000.0,15112000000.0,1699000000.0,1699000000.0,1725000000.0,13387000000.0,15112000000.0,0.0,174000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2012.0,Q3,,2012-09-30,2012-11-07 13:57:30+00:00,337000000.0,-717000000.0,424000000.0,0.0,1116000000.0,908000000.0,3304000000.0,379000000.0,,2364000000.0,446000000.0,24000000.0,11367000000.0,855000000.0,10734000000.0,,2278000000.0,15000000.0,17003000000.0,2674000000.0,2674000000.0,2698000000.0,14305000000.0,17003000000.0,0.0,175000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2012.0,Q2,,2012-06-30,2012-08-09 11:20:44+00:00,356000000.0,-744000000.0,407000000.0,0.0,1091000000.0,1022000000.0,3298000000.0,391000000.0,,2397000000.0,428000000.0,24000000.0,11885000000.0,851000000.0,11279000000.0,,2343000000.0,14000000.0,17608000000.0,2687000000.0,2687000000.0,2711000000.0,14897000000.0,17608000000.0,0.0,177000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2012.0,Q1,,2012-03-31,2012-05-10 13:33:29+00:00,347000000.0,-713000000.0,464000000.0,0.0,1072000000.0,1009000000.0,3308000000.0,406000000.0,,2435000000.0,426000000.0,29000000.0,11291000000.0,861000000.0,10727000000.0,,2319000000.0,17000000.0,17091000000.0,2675000000.0,2675000000.0,2704000000.0,14387000000.0,17091000000.0,0.0,187000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2013.0,FY,,2013-12-31,2015-02-24 16:57:00+00:00,,-693000000.0,796000000.0,0.0,1316000000.0,1041000000.0,2838000000.0,353000000.0,,2311000000.0,481000000.0,28000000.0,9115000000.0,9816000000.0,415000000.0,0.0,1595000000.0,15000000.0,14800000000.0,2215000000.0,2215000000.0,2243000000.0,12557000000.0,14800000000.0,0.0,176000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2013.0,Q3,,2013-09-30,2013-11-05 13:04:14+00:00,522000000.0,-808000000.0,623000000.0,0.0,1258000000.0,985000000.0,2846000000.0,361000000.0,,2315000000.0,472000000.0,23000000.0,9852000000.0,826000000.0,9596000000.0,,1577000000.0,17000000.0,15323000000.0,2024000000.0,2024000000.0,2047000000.0,13276000000.0,15323000000.0,0.0,184000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2013.0,Q2,,2013-06-30,2013-08-06 10:16:06+00:00,448000000.0,-880000000.0,503000000.0,0.0,1207000000.0,1044000000.0,2829000000.0,373000000.0,,2326000000.0,452000000.0,23000000.0,10560000000.0,847000000.0,10300000000.0,,1653000000.0,17000000.0,15938000000.0,1977000000.0,1977000000.0,2000000000.0,13938000000.0,15938000000.0,0.0,177000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2013.0,Q1,,2013-03-31,2013-05-08 11:56:58+00:00,489000000.0,-886000000.0,531000000.0,0.0,1155000000.0,1051000000.0,2813000000.0,369000000.0,,2387000000.0,447000000.0,28000000.0,10408000000.0,851000000.0,10167000000.0,,1599000000.0,15000000.0,15802000000.0,1865000000.0,1865000000.0,1893000000.0,13909000000.0,15802000000.0,0.0,183000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2014.0,FY,,2014-12-31,2016-02-29 15:47:48+00:00,,-1066000000.0,635000000.0,0.0,1524000000.0,1044000000.0,2937000000.0,450000000.0,,2130000000.0,483000000.0,22000000.0,9703000000.0,10614000000.0,444000000.0,59000000.0,1530000000.0,167000000.0,15421000000.0,1985000000.0,1985000000.0,2007000000.0,13355000000.0,15421000000.0,0.0,169000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2014.0,Q3,,2014-09-30,2014-11-06 12:35:53+00:00,,-735000000.0,656000000.0,0.0,1475000000.0,1021000000.0,2803000000.0,331000000.0,16000000.0,2148000000.0,481000000.0,15000000.0,9739000000.0,10161000000.0,445000000.0,,1521000000.0,165000000.0,15208000000.0,2258000000.0,2258000000.0,2273000000.0,12935000000.0,15208000000.0,0.0,177000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2014.0,Q2,,2014-06-30,2014-08-06 13:21:37+00:00,,-660000000.0,708000000.0,0.0,1443000000.0,1175000000.0,2870000000.0,360000000.0,,2302000000.0,496000000.0,18000000.0,10752000000.0,11305000000.0,467000000.0,,1664000000.0,15000000.0,16551000000.0,2444000000.0,2444000000.0,2462000000.0,14089000000.0,16551000000.0,0.0,190000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2014.0,Q1,,2014-03-31,2014-05-09 11:07:33+00:00,,-685000000.0,734000000.0,0.0,1378000000.0,1185000000.0,2835000000.0,339000000.0,,2307000000.0,482000000.0,30000000.0,10057000000.0,10539000000.0,495000000.0,,1752000000.0,15000000.0,15828000000.0,2442000000.0,2442000000.0,2472000000.0,13356000000.0,15828000000.0,0.0,196000000.0,-3000000.0
Willis Towers Watson PLC,WLTW,,1140536,2015.0,FY,,2015-12-31,2017-03-01 16:20:38+00:00,752000000.0,-1037000000.0,532000000.0,0.0,1672000000.0,1258000000.0,3737000000.0,1115000000.0,,2278000000.0,563000000.0,131000000.0,11634000000.0,1347000000.0,11061000000.0,53000000.0,1597000000.0,988000000.0,18839000000.0,2229000000.0,2229000000.0,2360000000.0,16426000000.0,18839000000.0,0.0,,-3000000.0
