company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Willis Towers Watson PLC,WLTW,,1140536,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 19:33:24+00:00,36000000.0,,,1.04,54000000.0,,,97000000.0,,105000000.0,324000000.0,323000000.0,1000000.0,303000000.0,21000000.0,-105000000.0,81000000.0,,,,22000000.0,,603000000.0,2746000000.0,-7000000.0,,1638000000.0,,105000000.0,2324000000.0,2827000000.0,398000000.0,2722000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:10:39+00:00,100000000.0,,,1.04,64000000.0,,,94000000.0,,174000000.0,459000000.0,455000000.0,4000000.0,438000000.0,21000000.0,-174000000.0,50000000.0,,,,33000000.0,,577000000.0,3203000000.0,,,1822000000.0,,174000000.0,2563000000.0,3253000000.0,516000000.0,3079000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:19:52+00:00,29000000.0,,,0.26,15000000.0,,,-29000000.0,,47000000.0,81000000.0,80000000.0,1000000.0,79000000.0,2000000.0,-47000000.0,10000000.0,,,,16000000.0,,150000000.0,715000000.0,,,449000000.0,,47000000.0,643000000.0,725000000.0,35000000.0,678000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:55:25+00:00,23000000.0,,,0.26,14000000.0,,,31000000.0,,43000000.0,91000000.0,91000000.0,,87000000.0,4000000.0,-43000000.0,12000000.0,,,,,,139000000.0,772000000.0,,,443000000.0,,43000000.0,619000000.0,784000000.0,122000000.0,741000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:46:24+00:00,82000000.0,,,1.04,63000000.0,,0.0,140000000.0,,166000000.0,470000000.0,470000000.0,0.0,455000000.0,15000000.0,-166000000.0,38000000.0,,,,23000000.0,,566000000.0,3294000000.0,0.0,,1868000000.0,,166000000.0,2579000000.0,3332000000.0,587000000.0,3166000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 14:55:43+00:00,22000000.0,0.38,0.38,0.26,14000000.0,0.37,,10000000.0,,40000000.0,65000000.0,65000000.0,,64000000.0,,-40000000.0,10000000.0,,,1000000.0,9000000.0,,129000000.0,723000000.0,,,462000000.0,,40000000.0,627000000.0,733000000.0,66000000.0,693000000.0,168400000.0,168400000.0,173000000.0
Willis Towers Watson PLC,WLTW,,1140536,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 09:33:50+00:00,21000000.0,1.21,1.21,0.26,15000000.0,1.2,,67000000.0,,43000000.0,211000000.0,211000000.0,,204000000.0,7000000.0,-43000000.0,9000000.0,,,,20000000.0,,149000000.0,963000000.0,,,486000000.0,,43000000.0,671000000.0,972000000.0,258000000.0,929000000.0,168600000.0,168600000.0,170000000.0
Willis Towers Watson PLC,WLTW,,1140536,2011.0,Q4,2011-10-01,2011-12-31,,16000000.0,,,0.26,18000000.0,,,-2000000.0,,44000000.0,29000000.0,28000000.0,1000000.0,25000000.0,4000000.0,-44000000.0,8000000.0,,,,-11000000.0,,198000000.0,811000000.0,-4000000.0,,510000000.0,,44000000.0,738000000.0,819000000.0,37000000.0,775000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 15:04:27+00:00,68000000.0,,,1.04,74000000.0,,0.0,32000000.0,,156000000.0,220000000.0,219000000.0,1000000.0,204000000.0,16000000.0,-156000000.0,31000000.0,,,,12000000.0,,656000000.0,3416000000.0,167000000.0,,2087000000.0,,156000000.0,3052000000.0,3447000000.0,239000000.0,3291000000.0,,,
Willis Towers Watson PLC,WLTW,,1140536,2011.0,Q3YTD,2011-01-01,2011-09-30,,52000000.0,,,0.78,56000000.0,,,34000000.0,,112000000.0,191000000.0,191000000.0,,179000000.0,12000000.0,-112000000.0,23000000.0,,,,23000000.0,,458000000.0,2605000000.0,171000000.0,,1577000000.0,,112000000.0,2314000000.0,2628000000.0,202000000.0,2516000000.0,,,
