company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 18:45:41+00:00,-86000000.0,290000000.0,35000000.0,18000000.0,16000000.0,13000000.0,15000000.0,-576000000.0,-515000000.0,810000000.0,-576000000.0,-515000000.0,810000000.0,-263000000.0,788000000.0,788000000.0,-284000000.0,11000000.0,-7000000.0,-107000000.0,-476000000.0,-420000000.0,-173000000.0,-335000000.0,395000000.0,44000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2008.0,Q4,2008-09-29,2008-12-31,,-38000000.0,81000000.0,,-46000000.0,,11000000.0,14000000.0,-66000000.0,-296000000.0,262000000.0,-66000000.0,-296000000.0,262000000.0,-146000000.0,59000000.0,59000000.0,122000000.0,1000000.0,10000000.0,-46000000.0,-163000000.0,-242000000.0,-41000000.0,-5000000.0,128000000.0,9000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 12:32:07+00:00,-231000000.0,314000000.0,64000000.0,-53000000.0,-159000000.0,63000000.0,113000000.0,-237000000.0,-848000000.0,987000000.0,-237000000.0,-848000000.0,987000000.0,-151000000.0,818000000.0,818000000.0,14000000.0,13000000.0,11000000.0,-146000000.0,-505000000.0,-625000000.0,-152000000.0,-128000000.0,409000000.0,29000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2008.0,Q3,2008-06-30,2008-09-28,,-76000000.0,75000000.0,64000000.0,-13000000.0,40000000.0,52000000.0,19000000.0,-60000000.0,-196000000.0,319000000.0,-60000000.0,-196000000.0,319000000.0,50000000.0,247000000.0,247000000.0,-43000000.0,,-4000000.0,-43000000.0,-166000000.0,-146000000.0,-10000000.0,-78000000.0,122000000.0,10000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2008.0,Q3YTD,2008-01-01,2008-09-28,2009-10-30 14:09:17+00:00,-193000000.0,233000000.0,64000000.0,-7000000.0,-159000000.0,52000000.0,99000000.0,-171000000.0,-552000000.0,725000000.0,-171000000.0,-552000000.0,725000000.0,-5000000.0,759000000.0,759000000.0,-108000000.0,12000000.0,1000000.0,-100000000.0,-342000000.0,-383000000.0,-111000000.0,-123000000.0,281000000.0,20000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2008.0,Q2YTD,2008-01-01,2008-06-29,2009-07-30 12:38:01+00:00,-117000000.0,158000000.0,,6000000.0,-199000000.0,,80000000.0,-111000000.0,-356000000.0,406000000.0,-111000000.0,-356000000.0,406000000.0,-55000000.0,512000000.0,512000000.0,-65000000.0,12000000.0,5000000.0,-57000000.0,-176000000.0,-237000000.0,-101000000.0,-45000000.0,159000000.0,10000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q4,2009-09-28,2009-12-31,,2000000.0,88000000.0,,3000000.0,54000000.0,18000000.0,70000000.0,-21000000.0,-145000000.0,407000000.0,-21000000.0,-145000000.0,407000000.0,244000000.0,290000000.0,290000000.0,-25000000.0,-1000000.0,6000000.0,-53000000.0,-202000000.0,-117000000.0,-35000000.0,-20000000.0,164000000.0,2000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 06:02:55+00:00,-5000000.0,326000000.0,,17000000.0,287000000.0,72000000.0,82000000.0,-141000000.0,-509000000.0,1137000000.0,-141000000.0,-509000000.0,1137000000.0,504000000.0,484000000.0,484000000.0,40000000.0,-1000000.0,7000000.0,-175000000.0,-511000000.0,-345000000.0,-99000000.0,-20000000.0,335000000.0,10000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q3TTM,2008-09-29,2009-09-27,,-45000000.0,319000000.0,,-32000000.0,233000000.0,65000000.0,26000000.0,-186000000.0,-660000000.0,992000000.0,-186000000.0,-660000000.0,992000000.0,114000000.0,253000000.0,253000000.0,187000000.0,1000000.0,11000000.0,-168000000.0,-472000000.0,-470000000.0,-105000000.0,-5000000.0,299000000.0,17000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q3,2009-06-29,2009-09-27,,-5000000.0,84000000.0,-1000000.0,-1000000.0,245000000.0,54000000.0,1000000.0,-1000000.0,-255000000.0,409000000.0,-1000000.0,-255000000.0,409000000.0,152000000.0,110000000.0,110000000.0,-30000000.0,,1000000.0,-41000000.0,-219000000.0,-70000000.0,-15000000.0,,38000000.0,1000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q3YTD,2009-01-01,2009-09-27,2010-10-29 10:49:20+00:00,-7000000.0,238000000.0,,14000000.0,233000000.0,54000000.0,12000000.0,-120000000.0,-364000000.0,730000000.0,-120000000.0,-364000000.0,730000000.0,260000000.0,194000000.0,194000000.0,65000000.0,,1000000.0,-122000000.0,-309000000.0,-228000000.0,-64000000.0,,171000000.0,8000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q2TTM,2008-06-30,2009-06-28,,-116000000.0,310000000.0,65000000.0,-44000000.0,28000000.0,63000000.0,44000000.0,-245000000.0,-601000000.0,902000000.0,-245000000.0,-601000000.0,902000000.0,12000000.0,390000000.0,390000000.0,174000000.0,1000000.0,6000000.0,-170000000.0,-419000000.0,-546000000.0,-100000000.0,-83000000.0,383000000.0,26000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q2,2009-03-30,2009-06-28,,,78000000.0,-4000000.0,21000000.0,147000000.0,,,-66000000.0,-19000000.0,245000000.0,-66000000.0,-19000000.0,245000000.0,181000000.0,70000000.0,70000000.0,-50000000.0,,,-37000000.0,12000000.0,-83000000.0,-29000000.0,,55000000.0,1000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q2YTD,2009-01-01,2009-06-28,2010-07-30 10:44:45+00:00,-2000000.0,154000000.0,1000000.0,15000000.0,-12000000.0,,11000000.0,-119000000.0,-109000000.0,321000000.0,-119000000.0,-109000000.0,321000000.0,108000000.0,84000000.0,84000000.0,95000000.0,,,-81000000.0,-90000000.0,-158000000.0,-49000000.0,,133000000.0,7000000.0
Cummins Inc,CMI,ZUNI8PYC725B6H8JU438,26172,2009.0,Q1,2009-01-01,2009-03-29,2010-04-29 10:50:30+00:00,-2000000.0,76000000.0,5000000.0,-6000000.0,-159000000.0,,11000000.0,-53000000.0,-90000000.0,76000000.0,-53000000.0,-90000000.0,76000000.0,-73000000.0,14000000.0,14000000.0,145000000.0,,,-44000000.0,-102000000.0,-75000000.0,-20000000.0,,78000000.0,6000000.0
