company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 13:31:57+00:00,-1884000000.0,1163000000.0,2608000000.0,1485000000.0,4038000000.0,310000000.0,294000000.0,-150000000.0,4123000000.0,23418000000.0,-4740000000.0,-4675000000.0,16094000000.0,-5000000.0,-4740000000.0,-4675000000.0,16089000000.0,6969000000.0,10418000000.0,10418000000.0,0.0,624000000.0,,125000000.0,,-2147000000.0,-24117000000.0,-4630000000.0,-11306000000.0,-18828000000.0,24984000000.0,537000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,FY,2008-01-01,2008-12-31,2010-02-23 13:31:57+00:00,-7029000000.0,1310000000.0,2111000000.0,1460000000.0,4140000000.0,71000000.0,58000000.0,707000000.0,3774000000.0,13829000000.0,-11834000000.0,-9285000000.0,18812000000.0,,-11834000000.0,-9285000000.0,18812000000.0,-2250000000.0,12334000000.0,12334000000.0,,321000000.0,,-16000000.0,,-2585000000.0,-4590000000.0,-4171000000.0,-16273000000.0,-10578000000.0,6100000000.0,350000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,Q4,2008-10-01,2008-12-31,,-457000000.0,325000000.0,2111000000.0,1460000000.0,996000000.0,,116000000.0,714000000.0,116000000.0,5578000000.0,-2870000000.0,-880000000.0,6621000000.0,,-2870000000.0,-880000000.0,6621000000.0,2986000000.0,4427000000.0,4427000000.0,,173000000.0,,-219000000.0,,-669000000.0,-330000000.0,-1220000000.0,-7153000000.0,-740000000.0,997000000.0,350000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 14:02:36+00:00,-6572000000.0,985000000.0,,,3144000000.0,71000000.0,-58000000.0,-7000000.0,3658000000.0,8251000000.0,-8964000000.0,-8405000000.0,12191000000.0,,-8964000000.0,-8405000000.0,12191000000.0,-5236000000.0,7907000000.0,7907000000.0,,148000000.0,,203000000.0,,-1916000000.0,-4260000000.0,-2951000000.0,-9120000000.0,-9838000000.0,5103000000.0,
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-28 14:06:31+00:00,-6272000000.0,654000000.0,,,2096000000.0,29000000.0,175000000.0,353000000.0,2704000000.0,6813000000.0,-7083000000.0,-6909000000.0,8453000000.0,,-7083000000.0,-6909000000.0,8453000000.0,-5365000000.0,5084000000.0,5084000000.0,,265000000.0,,219000000.0,,-1239000000.0,-2971000000.0,-1999000000.0,-8197000000.0,-7164000000.0,4084000000.0,
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q4,2009-10-01,2009-12-31,,-1223000000.0,298000000.0,1567000000.0,1240000000.0,967000000.0,-6000000.0,-95000000.0,274000000.0,1550000000.0,4269000000.0,-1206000000.0,-2495000000.0,6448000000.0,,-1206000000.0,-2495000000.0,6448000000.0,2652000000.0,4813000000.0,4813000000.0,,97000000.0,,-674000000.0,,-727000000.0,-1113000000.0,-1326000000.0,-3235000000.0,-3064000000.0,1517000000.0,330000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 14:52:20+00:00,-1824000000.0,1221000000.0,1567000000.0,1240000000.0,3773000000.0,400000000.0,98000000.0,2191000000.0,3052000000.0,6683000000.0,-14700000000.0,-6729000000.0,20773000000.0,,-14700000000.0,-6729000000.0,20773000000.0,-558000000.0,13425000000.0,13425000000.0,,163000000.0,,-184000000.0,,-2860000000.0,-5604000000.0,-3447000000.0,-14146000000.0,-7429000000.0,3599000000.0,330000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-27 14:02:36+00:00,-601000000.0,923000000.0,,,2806000000.0,406000000.0,193000000.0,1917000000.0,1502000000.0,2414000000.0,-13494000000.0,-4234000000.0,14325000000.0,,-13494000000.0,-4234000000.0,14325000000.0,-3210000000.0,8612000000.0,8612000000.0,,66000000.0,,490000000.0,,-2133000000.0,-4491000000.0,-2121000000.0,-10911000000.0,-4365000000.0,2082000000.0,
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q3TTM,2008-10-01,2009-09-30,,-1058000000.0,1248000000.0,2111000000.0,1460000000.0,3802000000.0,406000000.0,309000000.0,2631000000.0,1618000000.0,7992000000.0,-16364000000.0,-5114000000.0,20946000000.0,,-16364000000.0,-5114000000.0,20946000000.0,-224000000.0,13039000000.0,13039000000.0,,239000000.0,,271000000.0,,-2802000000.0,-4821000000.0,-3341000000.0,-18064000000.0,-5105000000.0,3079000000.0,350000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q3,2009-07-01,2009-09-30,,-182000000.0,305000000.0,,,953000000.0,50000000.0,160000000.0,587000000.0,980000000.0,445000000.0,-5168000000.0,-2337000000.0,5198000000.0,,-5168000000.0,-2337000000.0,5198000000.0,-2147000000.0,3214000000.0,3214000000.0,,137000000.0,,1308000000.0,,-726000000.0,-2161000000.0,-2121000000.0,-4937000000.0,-929000000.0,768000000.0,
