company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 13:31:57+00:00,7.27,7.27,,7.15,4071000000.0,10418000000.0,10418000000.0,0.0,10418000000.0,57057000000.0,98785000000.0,,,-626000000.0,5195000000.0,22060000000.0,57057000000.0,41729000000.0,611000000.0,26629000000.0,15100000000.0,-611000000.0,14489000000.0,98786000000.0,1433000000.0,1433935221.0,1456880751.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 13:08:33+00:00,9.02,9.02,,8.89,4381000000.0,12334000000.0,12334000000.0,,12334000000.0,57969000000.0,103630000000.0,,,-298000000.0,5184000000.0,23386000000.0,57969000000.0,45661000000.0,673000000.0,28272000000.0,17389000000.0,-673000000.0,16715000000.0,103630000000.0,1367400000.0,1369367069.0,1387797198.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 14:02:36+00:00,2.08,2.08,0.5,2.04,1071000000.0,2824000000.0,2824000000.0,,2824000000.0,14343000000.0,25301000000.0,,,-51000000.0,1312000000.0,5644000000.0,14342000000.0,10959000000.0,159000000.0,6905000000.0,4054000000.0,-159000000.0,3895000000.0,25302000000.0,1357700000.0,1359500000.0,1384100000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,Q2,2008-04-01,2008-06-30,2009-07-28 14:06:31+00:00,2.01,2.01,1.0,1.97,,2765000000.0,3814000000.0,,2765000000.0,15220000000.0,26820000000.0,-1049000000.0,,-24000000.0,1375000000.0,6289000000.0,15221000000.0,11599000000.0,145000000.0,7640000000.0,3959000000.0,-145000000.0,3814000000.0,26820000000.0,1375600000.0,2752400000.0,2804200000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 14:52:20+00:00,10.12,10.12,,10.01,4713000000.0,13425000000.0,13425000000.0,,13425000000.0,51972000000.0,95759000000.0,,,-351000000.0,4643000000.0,20952000000.0,51973000000.0,43786000000.0,402000000.0,25244000000.0,18542000000.0,-402000000.0,18138000000.0,95759000000.0,1326600000.0,1327157410.0,1341352754.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q4,2009-10-01,2009-12-31,,3.63,3.63,-1.6,3.59,1568000000.0,4813000000.0,4813000000.0,,4813000000.0,14084000000.0,27231000000.0,,,-24000000.0,1147000000.0,5560000000.0,14086000000.0,13147000000.0,81000000.0,6683000000.0,6464000000.0,-81000000.0,6381000000.0,27232000000.0,1326600000.0,1327157410.0,1341352754.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q3YTD,2009-01-01,2009-09-30,,6.49,6.49,1.6,6.42,3145000000.0,8612000000.0,8612000000.0,,8612000000.0,37888000000.0,68528000000.0,,,-327000000.0,3496000000.0,15392000000.0,37887000000.0,30639000000.0,321000000.0,18561000000.0,12078000000.0,-321000000.0,11757000000.0,68527000000.0,1317200000.0,1319900000.0,1338200000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q3,2009-07-01,2009-09-30,2010-10-26 14:08:52+00:00,2.44,2.44,0.55,2.4,1159000000.0,3214000000.0,3214000000.0,,3214000000.0,12938000000.0,23566000000.0,,,5000000.0,1152000000.0,5013000000.0,12938000000.0,10627000000.0,84000000.0,6170000000.0,4457000000.0,-84000000.0,4373000000.0,23566000000.0,1317200000.0,1319900000.0,1338200000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q2YTD,2009-01-01,2009-06-30,,4.05,4.05,1.05,4.02,1986000000.0,5398000000.0,5398000000.0,,5398000000.0,24950000000.0,44962000000.0,,,-332000000.0,2344000000.0,10379000000.0,24949000000.0,20012000000.0,237000000.0,12391000000.0,7621000000.0,-237000000.0,7384000000.0,44961000000.0,1326100000.0,1326100000.0,1336900000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q2,2009-04-01,2009-06-30,2010-07-27 14:42:55+00:00,2.34,2.34,0.55,2.32,1159000000.0,3103000000.0,3103000000.0,,3103000000.0,12669000000.0,23251000000.0,,,-28000000.0,1132000000.0,5115000000.0,12669000000.0,10581000000.0,101000000.0,6219000000.0,4362000000.0,-101000000.0,4262000000.0,23250000000.0,1326100000.0,1326100000.0,1336900000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 14:01:05+00:00,1.71,1.71,0.5,1.7,827000000.0,2295000000.0,2295000000.0,,2295000000.0,12281000000.0,21711000000.0,,,-304000000.0,1212000000.0,5264000000.0,12280000000.0,9431000000.0,136000000.0,6172000000.0,3259000000.0,-136000000.0,3122000000.0,21711000000.0,1342100000.0,1344300000.0,1349500000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q4,2010-10-01,2010-12-31,,4.18,4.18,-1.85,4.12,1698000000.0,5257000000.0,5258000000.0,,5257000000.0,14792000000.0,29019000000.0,,,-41000000.0,1260000000.0,5950000000.0,14792000000.0,14228000000.0,101000000.0,7169000000.0,7059000000.0,-101000000.0,6956000000.0,29018000000.0,1268900000.0,1268789202.0,1287355388.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 15:35:35+00:00,11.69,11.69,,11.52,4890000000.0,14833000000.0,14833000000.0,,14833000000.0,53857000000.0,99871000000.0,,,-787000000.0,4872000000.0,21837000000.0,53857000000.0,46014000000.0,368000000.0,25922000000.0,20092000000.0,-368000000.0,19723000000.0,99870000000.0,1268900000.0,1268789202.0,1287355388.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q3YTD,2010-01-01,2010-09-30,,7.51,7.51,1.85,7.4,3192000000.0,9576000000.0,9575000000.0,,9576000000.0,39065000000.0,70852000000.0,,,-746000000.0,3612000000.0,15887000000.0,39065000000.0,31786000000.0,267000000.0,18753000000.0,13033000000.0,-267000000.0,12767000000.0,70852000000.0,1254900000.0,1255200000.0,1272800000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q3TTM,2009-10-01,2010-09-30,,11.14,11.14,0.25,10.99,4760000000.0,14389000000.0,14388000000.0,,14389000000.0,53149000000.0,98083000000.0,,,-770000000.0,4759000000.0,21447000000.0,53151000000.0,44933000000.0,348000000.0,25436000000.0,19497000000.0,-348000000.0,19148000000.0,98084000000.0,1254900000.0,1255200000.0,1272800000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q3,2010-07-01,2010-09-30,2011-10-25 13:01:40+00:00,2.86,2.86,0.65,2.82,1088000000.0,3589000000.0,3589000000.0,,3589000000.0,13270000000.0,24271000000.0,,,-106000000.0,1186000000.0,5149000000.0,13270000000.0,11001000000.0,95000000.0,6229000000.0,4772000000.0,-95000000.0,4677000000.0,24271000000.0,1254900000.0,1255200000.0,1272800000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q2YTD,2010-01-01,2010-06-30,,4.65,4.65,1.2,4.58,2104000000.0,5987000000.0,5986000000.0,,5987000000.0,25795000000.0,46581000000.0,,,-640000000.0,2426000000.0,10738000000.0,25795000000.0,20785000000.0,172000000.0,12524000000.0,8261000000.0,-172000000.0,8090000000.0,46581000000.0,1277700000.0,1278600000.0,1296700000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q2TTM,2009-07-01,2010-06-30,,10.72,10.72,0.15,10.57,4831000000.0,14014000000.0,14013000000.0,,14014000000.0,52817000000.0,97378000000.0,,,-659000000.0,4725000000.0,21311000000.0,52819000000.0,44559000000.0,337000000.0,25377000000.0,19182000000.0,-337000000.0,18844000000.0,97379000000.0,1277700000.0,1278600000.0,1296700000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q2,2010-04-01,2010-06-30,2011-07-26 14:07:05+00:00,2.65,2.65,0.65,2.61,1190000000.0,3386000000.0,3385000000.0,,3386000000.0,12914000000.0,23723000000.0,,,-95000000.0,1178000000.0,5061000000.0,12915000000.0,10809000000.0,90000000.0,6144000000.0,4665000000.0,-90000000.0,4575000000.0,23724000000.0,1277700000.0,1278600000.0,1296700000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q1TTM,2009-04-01,2010-03-31,,10.41,10.41,0.05,10.28,4800000000.0,13731000000.0,13731000000.0,,13731000000.0,52572000000.0,96906000000.0,,,-592000000.0,4679000000.0,21365000000.0,52573000000.0,44331000000.0,348000000.0,25452000000.0,18879000000.0,-348000000.0,18531000000.0,96905000000.0,1300500000.0,1301200000.0,1321600000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q1,2010-01-01,2010-03-31,2011-04-26 13:07:53+00:00,2.0,2.0,0.55,1.97,914000000.0,2601000000.0,2601000000.0,,2601000000.0,12881000000.0,22858000000.0,,,-545000000.0,1248000000.0,5677000000.0,12880000000.0,9976000000.0,82000000.0,6380000000.0,3596000000.0,-82000000.0,3515000000.0,22857000000.0,1300500000.0,1301200000.0,1321600000.0
