company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2008.0,FY,,2008-12-31,2010-02-23 13:31:57+00:00,7014000000.0,1172000000.0,,24140000000.0,-21845000000.0,12741000000.0,,39129000000.0,10239000000.0,1542000000.0,2743000000.0,4623000000.0,1601000000.0,18226000000.0,38445000000.0,2878000000.0,22689000000.0,,2701000000.0,14305000000.0,119000000.0,3171000000.0,7270000000.0,19452000000.0,11183000000.0,26383000000.0,,6580000000.0,,5058000000.0,8192000000.0,4299000000.0,,70353000000.0,11236000000.0,166000000.0,109524000000.0,13466000000.0,49004000000.0,42435000000.0,13465000000.0,13584000000.0,95939000000.0,109524000000.0,46216000000.0,53504000000.0,-74171000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,FY,,2009-12-31,2011-02-22 13:08:33+00:00,7436000000.0,1143000000.0,,25431000000.0,-18830000000.0,12183000000.0,,41810000000.0,10845000000.0,1730000000.0,3826000000.0,4505000000.0,3001000000.0,20190000000.0,39596000000.0,2513000000.0,21932000000.0,,2494000000.0,14165000000.0,118000000.0,3562000000.0,4195000000.0,15953000000.0,10644000000.0,25650000000.0,,5223000000.0,,5379000000.0,8819000000.0,3946000000.0,,80900000000.0,4168000000.0,1791000000.0,109022000000.0,22637000000.0,48935000000.0,36002000000.0,22637000000.0,22755000000.0,86267000000.0,109022000000.0,45922000000.0,50266000000.0,-81243000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q3,,2009-09-30,2009-10-27 14:02:36+00:00,6145000000.0,1252000000.0,,25600000000.0,-20487000000.0,9532000000.0,,40482000000.0,9703000000.0,1832000000.0,2213000000.0,4311000000.0,2711000000.0,19272000000.0,39789000000.0,2436000000.0,20583000000.0,,2546000000.0,14189000000.0,98000000.0,3348000000.0,6341000000.0,18427000000.0,10229000000.0,22370000000.0,,5704000000.0,,5051000000.0,9863000000.0,3934000000.0,,76812000000.0,4885000000.0,1980000000.0,103675000000.0,18396000000.0,43446000000.0,32960000000.0,18396000000.0,18493000000.0,85182000000.0,103675000000.0,46040000000.0,52221000000.0,-78411000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2009.0,Q2,,2009-06-30,2009-07-28 14:06:31+00:00,5869000000.0,1179000000.0,,24721000000.0,-21043000000.0,11678000000.0,,39774000000.0,10335000000.0,1652000000.0,2259000000.0,3901000000.0,2182000000.0,18737000000.0,38669000000.0,2580000000.0,20868000000.0,,2691000000.0,13948000000.0,94000000.0,3283000000.0,6762000000.0,18459000000.0,10197000000.0,22677000000.0,,5562000000.0,,4813000000.0,9141000000.0,3709000000.0,,74328000000.0,8504000000.0,848000000.0,103655000000.0,15380000000.0,44435000000.0,36430000000.0,15380000000.0,15473000000.0,88182000000.0,103655000000.0,45271000000.0,51751000000.0,-77679000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,FY,,2010-12-31,2012-02-28 14:52:20+00:00,7804000000.0,11968000000.0,,26193000000.0,-18743000000.0,10661000000.0,0.0,45418000000.0,11580000000.0,1564000000.0,4216000000.0,5028000000.0,3068000000.0,25136000000.0,40289000000.0,3488000000.0,21846000000.0,,2450000000.0,14096000000.0,126000000.0,3666000000.0,3220000000.0,15978000000.0,10548000000.0,16257000000.0,,5156000000.0,,5778000000.0,8226000000.0,4226000000.0,,92532000000.0,6778000000.0,990000000.0,113452000000.0,23046000000.0,48116000000.0,40562000000.0,23046000000.0,23172000000.0,90279000000.0,113452000000.0,51238000000.0,49716000000.0,-96161000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q3,,2010-09-30,2010-10-26 14:08:52+00:00,7084000000.0,1187000000.0,,25927000000.0,-17479000000.0,9859000000.0,,44328000000.0,10499000000.0,1596000000.0,2908000000.0,4651000000.0,4379000000.0,22703000000.0,39936000000.0,3047000000.0,21899000000.0,,2629000000.0,14009000000.0,121000000.0,3487000000.0,2953000000.0,15145000000.0,9448000000.0,23309000000.0,,4745000000.0,,6166000000.0,8842000000.0,4661000000.0,,88095000000.0,5556000000.0,1227000000.0,107174000000.0,22237000000.0,44469000000.0,35443000000.0,22238000000.0,22359000000.0,84815000000.0,107174000000.0,48696000000.0,49373000000.0,-92707000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q2,,2010-06-30,2010-07-27 14:42:55+00:00,7233000000.0,1140000000.0,,24758000000.0,-18510000000.0,10325000000.0,,43522000000.0,10671000000.0,1444000000.0,2895000000.0,4022000000.0,3575000000.0,20544000000.0,38292000000.0,2526000000.0,21017000000.0,,2595000000.0,13534000000.0,117000000.0,3341000000.0,3122000000.0,14598000000.0,9185000000.0,22352000000.0,,4539000000.0,,6038000000.0,8295000000.0,5124000000.0,,85323000000.0,5633000000.0,1916000000.0,103420000000.0,21059000000.0,44895000000.0,34993000000.0,21059000000.0,21176000000.0,82244000000.0,103420000000.0,44990000000.0,47251000000.0,-89276000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2010.0,Q1,,2010-03-31,2010-04-27 14:01:05+00:00,6345000000.0,1104000000.0,,25178000000.0,-18178000000.0,12472000000.0,,42665000000.0,11456000000.0,1565000000.0,2775000000.0,3701000000.0,3289000000.0,20889000000.0,39018000000.0,2618000000.0,21305000000.0,,2524000000.0,13841000000.0,116000000.0,3456000000.0,3537000000.0,15216000000.0,9542000000.0,22407000000.0,,5285000000.0,,5794000000.0,8506000000.0,4121000000.0,,82783000000.0,5014000000.0,1505000000.0,105208000000.0,22032000000.0,45697000000.0,34575000000.0,22033000000.0,22149000000.0,83059000000.0,105208000000.0,45669000000.0,48483000000.0,-85238000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2011.0,FY,,2011-12-31,2013-02-26 15:35:35+00:00,8517000000.0,12660000000.0,,26241000000.0,-21885000000.0,11922000000.0,0.0,48129000000.0,12197000000.0,1601000000.0,3313000000.0,5099000000.0,2843000000.0,26213000000.0,40124000000.0,3392000000.0,22857000000.0,,2595000000.0,13883000000.0,97000000.0,3847000000.0,3503000000.0,18374000000.0,10776000000.0,16901000000.0,,4535000000.0,,4895000000.0,8996000000.0,5249000000.0,,104857000000.0,8463000000.0,0.0,116433000000.0,20138000000.0,50928000000.0,42123000000.0,20138000000.0,20236000000.0,96197000000.0,116433000000.0,51622000000.0,54074000000.0,-110963000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2011.0,Q3,,2011-09-30,2011-10-25 13:01:40+00:00,7093000000.0,10842000000.0,,26252000000.0,-18099000000.0,11303000000.0,,47558000000.0,11252000000.0,1247000000.0,2360000000.0,4826000000.0,5131000000.0,24913000000.0,40139000000.0,3033000000.0,24089000000.0,,2663000000.0,13887000000.0,87000000.0,3634000000.0,2570000000.0,15375000000.0,9830000000.0,14145000000.0,,4426000000.0,,5422000000.0,8654000000.0,5172000000.0,,100266000000.0,6071000000.0,,110158000000.0,22291000000.0,45373000000.0,36028000000.0,22291000000.0,22378000000.0,87781000000.0,110158000000.0,50899000000.0,51752000000.0,-107434000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2011.0,Q2,,2011-06-30,2011-07-26 14:07:05+00:00,7112000000.0,11666000000.0,,26887000000.0,-17109000000.0,11714000000.0,,46975000000.0,12660000000.0,1557000000.0,2363000000.0,4706000000.0,4855000000.0,25609000000.0,41126000000.0,3205000000.0,21915000000.0,,2573000000.0,14239000000.0,84000000.0,3641000000.0,2877000000.0,16014000000.0,10422000000.0,14715000000.0,,5144000000.0,,5329000000.0,8851000000.0,4662000000.0,,97334000000.0,7858000000.0,50000000.0,113474000000.0,23127000000.0,46937000000.0,39843000000.0,23127000000.0,23210000000.0,90263000000.0,113474000000.0,52297000000.0,50421000000.0,-104073000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2011.0,Q1,,2011-03-31,2011-04-26 13:07:53+00:00,6747000000.0,1145000000.0,,26557000000.0,-18119000000.0,12763000000.0,,46278000000.0,12820000000.0,1695000000.0,2531000000.0,4446000000.0,3788000000.0,25408000000.0,40765000000.0,3324000000.0,21749000000.0,,2549000000.0,14208000000.0,104000000.0,3724000000.0,3076000000.0,15995000000.0,10254000000.0,24513000000.0,,5336000000.0,,5380000000.0,8330000000.0,4376000000.0,,94590000000.0,8508000000.0,482000000.0,112960000000.0,22671000000.0,47524000000.0,40387000000.0,22671000000.0,22776000000.0,90185000000.0,112960000000.0,51230000000.0,49798000000.0,-100078000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2012.0,FY,,2012-12-31,2014-02-25 14:13:24+00:00,7952000000.0,12540000000.0,,26505000000.0,-25759000000.0,10412000000.0,0.0,50110000000.0,11952000000.0,1415000000.0,4948000000.0,4745000000.0,945000000.0,29247000000.0,40501000000.0,3787000000.0,24088000000.0,,2287000000.0,13996000000.0,124000000.0,4491000000.0,3973000000.0,20418000000.0,12812000000.0,18038000000.0,,4847000000.0,,5021000000.0,7607000000.0,4024000000.0,,117641000000.0,9181000000.0,717000000.0,119213000000.0,18861000000.0,49433000000.0,43625000000.0,18860000000.0,18984000000.0,100229000000.0,119213000000.0,55785000000.0,56604000000.0,-123131000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2012.0,Q3,,2012-09-30,2012-10-30 14:01:17+00:00,7085000000.0,11838000000.0,,26688000000.0,-20720000000.0,11909000000.0,,49603000000.0,11230000000.0,1522000000.0,2147000000.0,4730000000.0,3424000000.0,28270000000.0,40716000000.0,3565000000.0,24333000000.0,,2586000000.0,14027000000.0,126000000.0,4263000000.0,2555000000.0,16682000000.0,10791000000.0,14925000000.0,,4973000000.0,,5006000000.0,9335000000.0,5016000000.0,,112773000000.0,9334000000.0,345000000.0,115778000000.0,21541000000.0,48141000000.0,39499000000.0,21541000000.0,21666000000.0,94112000000.0,115778000000.0,53611000000.0,54613000000.0,-120115000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2012.0,Q2,,2012-06-30,2012-07-31 13:59:43+00:00,7482000000.0,11875000000.0,,26293000000.0,-21498000000.0,10864000000.0,,49157000000.0,12311000000.0,1478000000.0,2183000000.0,4656000000.0,2862000000.0,27735000000.0,40158000000.0,3657000000.0,24766000000.0,,2758000000.0,13865000000.0,92000000.0,3889000000.0,2795000000.0,16544000000.0,10795000000.0,14982000000.0,,4602000000.0,,4730000000.0,9166000000.0,5113000000.0,,109928000000.0,7669000000.0,323000000.0,113832000000.0,20471000000.0,47392000000.0,38903000000.0,20472000000.0,20563000000.0,93269000000.0,113832000000.0,52574000000.0,54365000000.0,-117116000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2012.0,Q1,,2012-03-31,2012-04-24 13:33:46+00:00,7416000000.0,11681000000.0,,26496000000.0,-21115000000.0,11835000000.0,,48800000000.0,13269000000.0,1617000000.0,2184000000.0,4370000000.0,2974000000.0,27468000000.0,40441000000.0,3641000000.0,25760000000.0,,2754000000.0,13946000000.0,82000000.0,3904000000.0,3100000000.0,17579000000.0,10549000000.0,15160000000.0,,4677000000.0,,4822000000.0,9112000000.0,5299000000.0,,107036000000.0,6293000000.0,500000000.0,115347000000.0,20701000000.0,48847000000.0,38209000000.0,20701000000.0,20783000000.0,94563000000.0,115347000000.0,52554000000.0,56355000000.0,-114020000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2013.0,FY,,2013-12-31,2015-02-24 14:08:09+00:00,7461000000.0,12049000000.0,,26654000000.0,-21602000000.0,10716000000.0,0.0,51594000000.0,12557000000.0,1651000000.0,4633000000.0,3893000000.0,5551000000.0,31184000000.0,40475000000.0,3871000000.0,32856000000.0,,2310000000.0,13821000000.0,137000000.0,4108000000.0,3051000000.0,16242000000.0,12755000000.0,19787000000.0,,4748000000.0,,4639000000.0,9934000000.0,4488000000.0,,130042000000.0,6862000000.0,350000000.0,126223000000.0,22792000000.0,51350000000.0,40154000000.0,22792000000.0,22929000000.0,103294000000.0,126223000000.0,61051000000.0,63140000000.0,-137242000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2013.0,Q3,,2013-09-30,2013-10-29 16:51:27+00:00,6263000000.0,11548000000.0,,26931000000.0,-24971000000.0,10072000000.0,,51203000000.0,11658000000.0,1752000000.0,4746000000.0,4210000000.0,1476000000.0,30882000000.0,40808000000.0,4003000000.0,28478000000.0,,2492000000.0,13877000000.0,131000000.0,4087000000.0,3682000000.0,17994000000.0,11675000000.0,16786000000.0,,4643000000.0,,4718000000.0,8057000000.0,4723000000.0,,124885000000.0,7702000000.0,160000000.0,117845000000.0,19877000000.0,47533000000.0,39222000000.0,19877000000.0,20008000000.0,97837000000.0,117845000000.0,56436000000.0,58616000000.0,-131240000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2013.0,Q2,,2013-06-30,2013-07-30 21:30:19+00:00,6821000000.0,12175000000.0,,26196000000.0,-25774000000.0,9558000000.0,,50886000000.0,12241000000.0,1584000000.0,4708000000.0,4223000000.0,922000000.0,28846000000.0,39552000000.0,3418000000.0,26292000000.0,,2388000000.0,13356000000.0,127000000.0,4166000000.0,4150000000.0,17962000000.0,11828000000.0,16661000000.0,,5214000000.0,,4721000000.0,7812000000.0,4746000000.0,,121883000000.0,7830000000.0,799000000.0,115153000000.0,17756000000.0,47911000000.0,41037000000.0,17756000000.0,17883000000.0,97269000000.0,115153000000.0,53885000000.0,56232000000.0,-129239000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2013.0,Q1,,2013-03-31,2013-04-30 14:34:00+00:00,7203000000.0,12055000000.0,,26459000000.0,-25466000000.0,10585000000.0,,50522000000.0,12971000000.0,1592000000.0,4678000000.0,3964000000.0,903000000.0,29025000000.0,40056000000.0,3601000000.0,24672000000.0,,2421000000.0,13597000000.0,122000000.0,4409000000.0,4227000000.0,19069000000.0,11946000000.0,16141000000.0,,4583000000.0,,5011000000.0,7771000000.0,4747000000.0,,119713000000.0,8725000000.0,1407000000.0,117258000000.0,19092000000.0,48949000000.0,42122000000.0,19092000000.0,19214000000.0,98044000000.0,117258000000.0,54713000000.0,55921000000.0,-125677000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2014.0,FY,,2014-12-31,2015-10-27 13:36:47+00:00,6864000000.0,11996000000.0,,28263000000.0,-27875000000.0,8476000000.0,,52666000000.0,11877000000.0,2044000000.0,5084000000.0,4031000000.0,2160000000.0,30556000000.0,39034000000.0,3104000000.0,35073000000.0,,2104000000.0,10771000000.0,146000000.0,3691000000.0,4808000000.0,18261000000.0,11109000000.0,19835000000.0,,6013000000.0,-301431000000.0,5603000000.0,8892000000.0,4967000000.0,,137793000000.0,5731000000.0,0.0,117532000000.0,11868000000.0,49422000000.0,39600000000.0,11868000000.0,12014000000.0,105518000000.0,117532000000.0,57340000000.0,65917000000.0,150715000000.0
International Business Machines Corp,IBM,VGRQXHF3J8VDLUA7XE92,51143,2014.0,Q3,,2014-09-30,2014-10-28 13:56:04+00:00,5855000000.0,10591000000.0,,28882000000.0,-20978000000.0,9561000000.0,,52446000000.0,11346000000.0,2219000000.0,2475000000.0,3965000000.0,7443000000.0,31045000000.0,39950000000.0,3373000000.0,32821000000.0,,2356000000.0,11068000000.0,140000000.0,3683000000.0,2697000000.0,15093000000.0,10993000000.0,17411000000.0,,5788000000.0,,5126000000.0,10613000000.0,5022000000.0,,133403000000.0,12876000000.0,4000000.0,118911000000.0,14255000000.0,47163000000.0,42306000000.0,14255000000.0,14395000000.0,104515000000.0,118911000000.0,60677000000.0,62210000000.0,-150616000000.0
