company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Jack Henry & Associates Inc,JKHY,,779152,2010.0,FY,,2010-06-30,2011-09-01 09:31:50+00:00,13500000.0,208450000.0,46403000.0,125518000.0,335815000.0,264219000.0,6940000.0,14300000.0,533520000.0,,322790000.0,272732000.0,19432000.0,274670000.0,11398000.0,73603000.0,31762000.0,36478000.0,8070000.0,,724142000.0,105963000.0,1000000.0,1560560000.0,750372000.0,393102000.0,444385000.0,750372000.0,750372000.0,810188000.0,1560560000.0,892788000.0,365803000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,FY,,2011-06-30,2012-08-27 16:38:02+00:00,12829000.0,207510000.0,49479000.0,63125000.0,362139000.0,276837000.0,17116000.0,15274000.0,533520000.0,,300566000.0,127939000.0,,270186000.0,18267000.0,89304000.0,,47575000.0,10000000.0,65199000.0,827222000.0,26092000.0,1000000.0,1505797000.0,879776000.0,353950000.0,380511000.0,879776000.0,879776000.0,626021000.0,1505797000.0,881661000.0,245510000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q3,,2011-03-31,2011-05-06 16:15:53+00:00,8754000.0,115529000.0,42110000.0,54383000.0,359392000.0,122296000.0,6170000.0,13890000.0,533520000.0,,305859000.0,224587000.0,20743000.0,270124000.0,15311000.0,78604000.0,33929000.0,43529000.0,9610000.0,,799715000.0,20102000.0,1000000.0,1384786000.0,849522000.0,231754000.0,207152000.0,849522000.0,849522000.0,535264000.0,1384786000.0,882908000.0,328112000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q2,,2010-12-31,2011-02-04 16:27:48+00:00,8026000.0,126827000.0,40720000.0,46871000.0,353042000.0,174920000.0,7852000.0,10549000.0,533520000.0,,310764000.0,229889000.0,23240000.0,270984000.0,15096000.0,74687000.0,33273000.0,43315000.0,9569000.0,,775690000.0,15043000.0,1000000.0,1397646000.0,819147000.0,239063000.0,249258000.0,819147000.0,819147000.0,578499000.0,1397646000.0,887599000.0,329241000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2011.0,Q1,,2010-09-30,2010-11-05 12:01:12+00:00,8633000.0,133499000.0,37915000.0,46766000.0,338958000.0,220965000.0,6217000.0,26484000.0,537106000.0,,317005000.0,235422000.0,25627000.0,274471000.0,14373000.0,75111000.0,35645000.0,38169000.0,8395000.0,,747791000.0,11043000.0,1000000.0,1415505000.0,777164000.0,248754000.0,305040000.0,777164000.0,777164000.0,638341000.0,1415505000.0,892280000.0,333301000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2012.0,FY,,2012-06-30,2013-08-27 15:49:43+00:00,16317000.0,218305000.0,58260000.0,157313000.0,382934000.0,275907000.0,8476000.0,26256000.0,533520000.0,,288726000.0,106166000.0,,276730000.0,20093000.0,100932000.0,,51867000.0,7002000.0,84555000.0,944078000.0,25503000.0,,1619492000.0,983056000.0,468649000.0,402243000.0,983056000.0,983056000.0,636436000.0,1619492000.0,874113000.0,234193000.0,0.0,-343956000.0
Jack Henry & Associates Inc,JKHY,,779152,2012.0,Q3,,2012-03-31,2012-05-04 12:06:57+00:00,10236000.0,118371000.0,49549000.0,89771000.0,377661000.0,118039000.0,7284000.0,15316000.0,533520000.0,,289991000.0,112483000.0,,273106000.0,20228000.0,99407000.0,,54455000.0,11419000.0,77537000.0,910715000.0,28567000.0,0.0,1444035000.0,978791000.0,292963000.0,221707000.0,978791000.0,978791000.0,465244000.0,1444035000.0,877966000.0,243537000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2012.0,Q2,,2011-12-31,2012-02-06 16:34:20+00:00,7527000.0,126600000.0,48311000.0,95202000.0,369978000.0,171394000.0,6868000.0,21215000.0,533520000.0,,291594000.0,118107000.0,,278233000.0,19926000.0,93214000.0,,51482000.0,10547000.0,79103000.0,884054000.0,28914000.0,1000000.0,1463602000.0,944447000.0,308773000.0,277361000.0,944447000.0,944447000.0,519155000.0,1463602000.0,876596000.0,241794000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2012.0,Q1,,2011-09-30,2011-11-07 14:50:26+00:00,10316000.0,134648000.0,43974000.0,108055000.0,364125000.0,219368000.0,5337000.0,20980000.0,533520000.0,,296128000.0,124148000.0,,279745000.0,19150000.0,91240000.0,,49411000.0,10278000.0,73934000.0,854623000.0,33161000.0,1000000.0,1481778000.0,909163000.0,322974000.0,327799000.0,909163000.0,909163000.0,572615000.0,1481778000.0,879059000.0,244816000.0,0.0,-309585000.0
Jack Henry & Associates Inc,JKHY,,779152,2013.0,FY,,2013-06-30,2015-06-25 14:53:11+00:00,11701000.0,231263000.0,68528000.0,127905000.0,401730000.0,323678000.0,6107000.0,22366000.0,533291000.0,,289159000.0,7366000.0,,300511000.0,115918000.0,93498000.0,,93306000.0,5586000.0,90844000.0,1016168000.0,7929000.0,,1672386000.0,1015816000.0,456119000.0,434202000.0,1015816000.0,1015816000.0,656570000.0,1672386000.0,915756000.0,222368000.0,0.0,-402082000.0
