company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 17:12:56+00:00,2.79,2.79,1.44,1770000000.0,2.78,539000000.0,1020000000.0,1020000000.0,1006000000.0,9353000000.0,13237000000.0,,,43000000.0,,,14000000.0,,9353000000.0,3884000000.0,762000000.0,164000000.0,1770000000.0,2114000000.0,-555000000.0,1559000000.0,13237000000.0,360600000.0,351000000.0,353000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 14:38:15+00:00,3.64,3.64,1.56,1651000000.0,3.63,425000000.0,1352000000.0,1198000000.0,1338000000.0,10716000000.0,14628000000.0,154000000.0,,-4000000.0,,,14000000.0,,10716000000.0,3912000000.0,728000000.0,94000000.0,1651000000.0,2261000000.0,-638000000.0,1623000000.0,14628000000.0,367600000.0,357000000.0,358000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.52,2.52,1.26,1298000000.0,2.5,376000000.0,957000000.0,957000000.0,947000000.0,6786000000.0,9860000000.0,,,63000000.0,,,10000000.0,,6786000000.0,3074000000.0,533000000.0,27000000.0,1298000000.0,1776000000.0,-443000000.0,1333000000.0,9860000000.0,378600000.0,370000000.0,388000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 14:33:23+00:00,0.84,0.84,0.42,450000000.0,0.83,136000000.0,321000000.0,321000000.0,318000000.0,2178000000.0,3235000000.0,,,23000000.0,,,3000000.0,,2178000000.0,1057000000.0,174000000.0,1000000.0,450000000.0,607000000.0,-150000000.0,457000000.0,3235000000.0,378600000.0,370000000.0,388000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.68,1.68,0.84,848000000.0,1.67,240000000.0,636000000.0,636000000.0,629000000.0,4608000000.0,6625000000.0,,,40000000.0,,,7000000.0,,4608000000.0,2017000000.0,359000000.0,26000000.0,848000000.0,1169000000.0,-293000000.0,876000000.0,6625000000.0,376700000.0,736000000.0,369000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 17:18:16+00:00,1.03,1.03,0.42,429000000.0,1.02,125000000.0,392000000.0,392000000.0,388000000.0,2109000000.0,3194000000.0,,,22000000.0,,,4000000.0,,2109000000.0,1085000000.0,178000000.0,17000000.0,429000000.0,656000000.0,-139000000.0,517000000.0,3194000000.0,376700000.0,736000000.0,369000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:58:29+00:00,0.65,0.65,0.42,419000000.0,0.65,115000000.0,244000000.0,244000000.0,241000000.0,2499000000.0,3431000000.0,,,18000000.0,,,3000000.0,,2499000000.0,932000000.0,181000000.0,9000000.0,419000000.0,513000000.0,-154000000.0,359000000.0,3431000000.0,370800000.0,364000000.0,366000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.23,2.23,1.38,1420000000.0,2.19,782000000.0,1463000000.0,1463000000.0,1446000000.0,11560000000.0,15997000000.0,,,51000000.0,,,17000000.0,,11560000000.0,4437000000.0,835000000.0,12000000.0,1420000000.0,3017000000.0,-772000000.0,2245000000.0,15997000000.0,787900000.0,390000000.0,392000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 16:49:24+00:00,0.66,0.66,0.46,501000000.0,0.66,214000000.0,526000000.0,526000000.0,520000000.0,5017000000.0,6526000000.0,,,54000000.0,,,6000000.0,,5017000000.0,1509000000.0,328000000.0,6000000.0,501000000.0,1008000000.0,-268000000.0,740000000.0,6526000000.0,787900000.0,390000000.0,392000000.0
PG&E Corp,PCG,1HNPXZSMMB7HMBMVBS46,1004980,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.57,1.57,0.92,919000000.0,1.53,568000000.0,937000000.0,937000000.0,926000000.0,6543000000.0,9471000000.0,,,-3000000.0,,,11000000.0,,6543000000.0,2928000000.0,507000000.0,6000000.0,919000000.0,2009000000.0,-504000000.0,1505000000.0,9471000000.0,759100000.0,373000000.0,390000000.0
