company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2008.0,FY,,2008-12-31,2009-10-23 06:07:33+00:00,5594000000.0,9480000000.0,12069000000.0,8758000000.0,-5905000000.0,4327000000.0,,11179000000.0,1551000000.0,15363000000.0,15106000000.0,3443000000.0,9337000000.0,,8340000000.0,6348000000.0,1009000000.0,,3633000000.0,6574000000.0,1002000000.0,769000000.0,,,,-200000000.0,2581000000.0,4198000000.0,,,25159000000.0,2139000000.0,56837000000.0,15917000000.0,24467000000.0,19802000000.0,15917000000.0,16926000000.0,39911000000.0,56837000000.0,26022000000.0,20109000000.0,,-14316000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,FY,,2009-12-31,2011-02-10 06:29:48+00:00,4634000000.0,8469000000.0,11792000000.0,,-3487000000.0,4449000000.0,0.0,11746000000.0,1689000000.0,16298000000.0,,3538000000.0,8257000000.0,,7509000000.0,6364000000.0,933000000.0,,2102000000.0,4150000000.0,1047000000.0,1078000000.0,,,,-181000000.0,3219000000.0,4054000000.0,389000000.0,,27396000000.0,1487000000.0,55762000000.0,20066000000.0,23194000000.0,17913000000.0,20066000000.0,20999000000.0,34374000000.0,55762000000.0,26204000000.0,16461000000.0,0.0,-15408000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,Q3,,2009-09-30,2009-10-23 06:07:33+00:00,4430000000.0,8460000000.0,12067000000.0,9197000000.0,-4580000000.0,4632000000.0,,11516000000.0,1666000000.0,16204000000.0,15475000000.0,3546000000.0,8729000000.0,,8086000000.0,6278000000.0,1157000000.0,,3268000000.0,6663000000.0,1049000000.0,885000000.0,,,,-184000000.0,3503000000.0,4339000000.0,,,26827000000.0,1703000000.0,57577000000.0,18489000000.0,23729000000.0,18200000000.0,18489000000.0,19646000000.0,37931000000.0,57577000000.0,27570000000.0,19731000000.0,,-15090000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,Q2,,2009-06-30,2009-07-24 06:26:02+00:00,4599000000.0,8522000000.0,11877000000.0,8898000000.0,-5275000000.0,4016000000.0,,11369000000.0,1593000000.0,15754000000.0,15077000000.0,3456000000.0,8721000000.0,,8539000000.0,6179000000.0,1027000000.0,,3451000000.0,6589000000.0,1029000000.0,966000000.0,,,,-187000000.0,3040000000.0,4258000000.0,,,26133000000.0,2095000000.0,56545000000.0,17379000000.0,23636000000.0,18571000000.0,17379000000.0,18406000000.0,38139000000.0,56545000000.0,26730000000.0,19568000000.0,,-14661000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q1,,2010-03-31,2010-04-26 06:47:20+00:00,4801000000.0,8737000000.0,11921000000.0,9499000000.0,-3746000000.0,4788000000.0,,11937000000.0,1676000000.0,17069000000.0,15834000000.0,4047000000.0,10004000000.0,,8172000000.0,6335000000.0,960000000.0,,2081000000.0,4099000000.0,1088000000.0,948000000.0,,,,-176000000.0,3447000000.0,4314000000.0,377000000.0,,27854000000.0,1948000000.0,58388000000.0,19964000000.0,24321000000.0,18670000000.0,19964000000.0,20924000000.0,37087000000.0,58388000000.0,27732000000.0,18417000000.0,,-15905000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,FY,,2011-12-31,2013-02-07 07:05:44+00:00,5570000000.0,9546000000.0,12287000000.0,,-5490000000.0,5960000000.0,0.0,13445000000.0,1662000000.0,17943000000.0,,3918000000.0,9501000000.0,,7797000000.0,6201000000.0,940000000.0,,2387000000.0,5007000000.0,1035000000.0,793000000.0,,0.0,0.0,-152000000.0,4210000000.0,5150000000.0,358000000.0,,33487000000.0,759000000.0,61452000000.0,21880000000.0,25758000000.0,18616000000.0,21880000000.0,22820000000.0,38274000000.0,61452000000.0,29493000000.0,19658000000.0,0.0,-19410000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q3,,2011-09-30,2011-10-24 06:24:09+00:00,5597000000.0,9503000000.0,12604000000.0,9905000000.0,-3766000000.0,5966000000.0,,13330000000.0,1551000000.0,17980000000.0,16042000000.0,3966000000.0,9501000000.0,,8617000000.0,6137000000.0,998000000.0,,1744000000.0,3409000000.0,1035000000.0,787000000.0,,,,-156000000.0,4662000000.0,5059000000.0,327000000.0,,32594000000.0,1863000000.0,61948000000.0,22590000000.0,26424000000.0,20064000000.0,22590000000.0,23588000000.0,38033000000.0,61948000000.0,29387000000.0,17969000000.0,,-19412000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q2,,2011-06-30,2011-07-25 06:20:11+00:00,5686000000.0,9801000000.0,12622000000.0,10036000000.0,-2896000000.0,5396000000.0,,13036000000.0,1557000000.0,18309000000.0,16365000000.0,4141000000.0,9492000000.0,,8795000000.0,6329000000.0,1016000000.0,,1724000000.0,3528000000.0,1059000000.0,880000000.0,,,,-158000000.0,4156000000.0,4826000000.0,348000000.0,,31701000000.0,1906000000.0,62147000000.0,22723000000.0,26429000000.0,20214000000.0,22723000000.0,23739000000.0,38060000000.0,62147000000.0,29389000000.0,17846000000.0,,-18960000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q1,,2011-03-31,2011-04-25 06:09:01+00:00,5635000000.0,9260000000.0,12780000000.0,9924000000.0,-3101000000.0,4440000000.0,,12789000000.0,1578000000.0,18193000000.0,16306000000.0,4177000000.0,9986000000.0,,8827000000.0,6382000000.0,1000000000.0,,1861000000.0,3583000000.0,1085000000.0,900000000.0,,,,-162000000.0,3961000000.0,4734000000.0,319000000.0,,30812000000.0,501000000.0,60664000000.0,22126000000.0,25005000000.0,18916000000.0,22126000000.0,23126000000.0,37219000000.0,60664000000.0,29277000000.0,18303000000.0,,-18212000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,FY,,2012-12-31,2014-02-06 07:02:20+00:00,6431000000.0,11099000000.0,15310000000.0,,-5448000000.0,4819000000.0,0.0,13976000000.0,1611000000.0,27801000000.0,,15189000000.0,21597000000.0,,9537000000.0,8518000000.0,1155000000.0,,1599000000.0,7520000000.0,1150000000.0,1473000000.0,,1071000000.0,421000000.0,-139000000.0,5542000000.0,9199000000.0,238000000.0,,36776000000.0,1624000000.0,89409000000.0,25914000000.0,29610000000.0,23786000000.0,25914000000.0,27069000000.0,62102000000.0,89409000000.0,51281000000.0,38316000000.0,0.0,-19251000000.0
