company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,Q2TTM,2008-07-01,2009-06-30,,-903000000.0,1912000000.0,659000000.0,1285000000.0,296000000.0,-263000000.0,-80000000.0,162000000.0,1007000000.0,-3411000000.0,-1632000000.0,5880000000.0,,,,-3411000000.0,-1632000000.0,5880000000.0,574000000.0,4464000000.0,4464000000.0,,211000000.0,-11000000.0,,-1306000000.0,,-1014000000.0,-1284000000.0,-1990000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-07-24 06:26:02+00:00,-197000000.0,,,609000000.0,44000000.0,-24000000.0,-574000000.0,101000000.0,248000000.0,-1785000000.0,-527000000.0,2025000000.0,,,,-1785000000.0,-527000000.0,2025000000.0,-311000000.0,1865000000.0,1865000000.0,,125000000.0,-34000000.0,,-679000000.0,,-340000000.0,-1105000000.0,-350000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,Q2,2009-04-01,2009-06-30,,-75000000.0,,,303000000.0,44000000.0,86000000.0,153000000.0,65000000.0,248000000.0,-576000000.0,-306000000.0,1540000000.0,,,,-576000000.0,-306000000.0,1540000000.0,744000000.0,1066000000.0,1066000000.0,,18000000.0,-102000000.0,,-340000000.0,,-173000000.0,-399000000.0,-150000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2009.0,Q1,2009-01-01,2009-03-31,2010-04-26 06:47:20+00:00,-122000000.0,,,306000000.0,,-110000000.0,-727000000.0,36000000.0,,-1209000000.0,-221000000.0,485000000.0,,,,-1209000000.0,-221000000.0,485000000.0,-1055000000.0,799000000.0,799000000.0,,107000000.0,68000000.0,,-339000000.0,,-167000000.0,-706000000.0,-200000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q4,2010-10-01,2010-12-31,,-191000000.0,1222000000.0,753000000.0,292000000.0,5000000.0,22000000.0,493000000.0,175000000.0,-130000000.0,-2832000000.0,-464000000.0,1490000000.0,-13000000.0,-37000000.0,186000000.0,-2845000000.0,-501000000.0,1676000000.0,-1648000000.0,-1921000000.0,-2109000000.0,188000000.0,2814000000.0,81000000.0,,-368000000.0,,-359000000.0,-1953000000.0,-556000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q3TTM,2009-10-01,2010-09-30,,-2697000000.0,1396000000.0,704000000.0,1341000000.0,251000000.0,44000000.0,-232000000.0,341000000.0,2529000000.0,-1591000000.0,-3059000000.0,5705000000.0,,,,-1591000000.0,-3059000000.0,5705000000.0,1099000000.0,7801000000.0,7801000000.0,,-3205000000.0,191000000.0,,-1452000000.0,,-804000000.0,-1045000000.0,-1964000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q3,2010-07-01,2010-09-30,,-183000000.0,,,342000000.0,68000000.0,98000000.0,-261000000.0,49000000.0,212000000.0,-713000000.0,-327000000.0,1676000000.0,,,,-713000000.0,-327000000.0,1676000000.0,734000000.0,4473000000.0,4473000000.0,,-2878000000.0,-35000000.0,,-370000000.0,,-177000000.0,-110000000.0,-494000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-25 06:20:11+00:00,-2368000000.0,,,666000000.0,132000000.0,-52000000.0,-530000000.0,162000000.0,2280000000.0,405000000.0,-2359000000.0,2554000000.0,,,,405000000.0,-2359000000.0,2554000000.0,548000000.0,2159000000.0,2159000000.0,,259000000.0,179000000.0,,-744000000.0,,-302000000.0,-143000000.0,-1150000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q2TTM,2009-07-01,2010-06-30,,-2874000000.0,1396000000.0,704000000.0,1315000000.0,246000000.0,36000000.0,290000000.0,403000000.0,2069000000.0,-2001000000.0,-2936000000.0,5882000000.0,,,,-2001000000.0,-2936000000.0,5882000000.0,981000000.0,4473000000.0,4473000000.0,,-196000000.0,480000000.0,,-1421000000.0,,-788000000.0,-1152000000.0,-1900000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q2,2010-04-01,2010-06-30,,-260000000.0,,,339000000.0,91000000.0,-43000000.0,-353000000.0,63000000.0,68000000.0,-913000000.0,-235000000.0,1400000000.0,,,,-913000000.0,-235000000.0,1400000000.0,209000000.0,1212000000.0,1212000000.0,,202000000.0,89000000.0,,-371000000.0,,-155000000.0,-23000000.0,-650000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q1,2010-01-01,2010-03-31,2011-04-25 06:09:01+00:00,-2108000000.0,,,327000000.0,41000000.0,-9000000.0,-177000000.0,99000000.0,2212000000.0,1318000000.0,-2124000000.0,1154000000.0,,,,1318000000.0,-2124000000.0,1154000000.0,339000000.0,947000000.0,947000000.0,,57000000.0,90000000.0,,-373000000.0,,-147000000.0,-120000000.0,-500000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2010.0,Q1TTM,2009-04-01,2010-03-31,,-2689000000.0,1396000000.0,704000000.0,1279000000.0,199000000.0,165000000.0,796000000.0,405000000.0,2249000000.0,-1664000000.0,-3007000000.0,6022000000.0,,,,-1664000000.0,-3007000000.0,6022000000.0,1516000000.0,4327000000.0,4327000000.0,,-380000000.0,289000000.0,,-1390000000.0,,-806000000.0,-1528000000.0,-1400000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q4,2011-10-01,2011-12-31,,-128000000.0,1432000000.0,642000000.0,301000000.0,112000000.0,-14000000.0,-47000000.0,30000000.0,-509000000.0,-1593000000.0,-384000000.0,1910000000.0,-2000000.0,-25000000.0,102000000.0,-1595000000.0,-409000000.0,2012000000.0,-6000000.0,1533000000.0,1375000000.0,158000000.0,281000000.0,-9000000.0,,-410000000.0,,-359000000.0,-704000000.0,,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,FY,2011-01-01,2011-12-31,2014-02-06 07:02:20+00:00,-357000000.0,1432000000.0,642000000.0,1263000000.0,494000000.0,-1000000.0,-508000000.0,226000000.0,621000000.0,-3983000000.0,-672000000.0,6460000000.0,-22000000.0,-35000000.0,130000000.0,-4005000000.0,-707000000.0,6590000000.0,1877000000.0,5374000000.0,5216000000.0,158000000.0,489000000.0,120000000.0,,-1602000000.0,,-929000000.0,-1053000000.0,-2175000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q3TTM,2010-10-01,2011-09-30,,-420000000.0,1222000000.0,753000000.0,1254000000.0,387000000.0,35000000.0,32000000.0,371000000.0,1000000000.0,-5222000000.0,-752000000.0,6040000000.0,-33000000.0,-47000000.0,214000000.0,-5255000000.0,-799000000.0,6254000000.0,235000000.0,1920000000.0,1732000000.0,188000000.0,3022000000.0,210000000.0,,-1560000000.0,,-929000000.0,-2302000000.0,-2731000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q3,2011-07-01,2011-09-30,,-45000000.0,,,324000000.0,237000000.0,-97000000.0,111000000.0,28000000.0,-32000000.0,-1291000000.0,14000000.0,1907000000.0,-20000000.0,-10000000.0,28000000.0,-1311000000.0,4000000.0,1935000000.0,570000000.0,1384000000.0,1384000000.0,,88000000.0,21000000.0,39000000.0,-411000000.0,,-199000000.0,-201000000.0,-675000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-26 07:05:08+00:00,-229000000.0,,,962000000.0,382000000.0,13000000.0,-461000000.0,196000000.0,1130000000.0,-2390000000.0,-288000000.0,4550000000.0,-20000000.0,-10000000.0,28000000.0,-2410000000.0,-298000000.0,4578000000.0,1883000000.0,3841000000.0,3841000000.0,,208000000.0,129000000.0,,-1192000000.0,,-570000000.0,-349000000.0,-2175000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-30 17:25:42+00:00,-184000000.0,,,638000000.0,145000000.0,110000000.0,-572000000.0,168000000.0,1162000000.0,-1099000000.0,-302000000.0,2643000000.0,,,,-1099000000.0,-302000000.0,2643000000.0,1313000000.0,2457000000.0,2457000000.0,,120000000.0,108000000.0,-39000000.0,-781000000.0,,-371000000.0,-148000000.0,-1500000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q2TTM,2010-07-01,2011-06-30,,-558000000.0,1222000000.0,753000000.0,1272000000.0,218000000.0,230000000.0,-340000000.0,392000000.0,1244000000.0,-4644000000.0,-1093000000.0,5809000000.0,-13000000.0,-37000000.0,186000000.0,-4657000000.0,-1130000000.0,5995000000.0,399000000.0,5009000000.0,4821000000.0,188000000.0,56000000.0,154000000.0,-39000000.0,-1519000000.0,,-907000000.0,-2211000000.0,-2550000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q2,2011-04-01,2011-06-30,,-78000000.0,,,322000000.0,96000000.0,34000000.0,-393000000.0,79000000.0,936000000.0,-228000000.0,-100000000.0,1323000000.0,,,,-228000000.0,-100000000.0,1323000000.0,956000000.0,1403000000.0,1403000000.0,,-9000000.0,82000000.0,-73000000.0,-413000000.0,,-200000000.0,-57000000.0,-773000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q1,2011-01-01,2011-03-31,2012-04-30 17:20:40+00:00,-106000000.0,,,316000000.0,49000000.0,76000000.0,-179000000.0,89000000.0,226000000.0,-871000000.0,-202000000.0,1320000000.0,,,,-871000000.0,-202000000.0,1320000000.0,357000000.0,1054000000.0,1054000000.0,,129000000.0,26000000.0,34000000.0,-368000000.0,,-171000000.0,-91000000.0,-727000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2011.0,Q1TTM,2010-04-01,2011-03-31,,-740000000.0,1222000000.0,753000000.0,1289000000.0,213000000.0,153000000.0,-300000000.0,376000000.0,376000000.0,-5329000000.0,-1228000000.0,5886000000.0,-13000000.0,-37000000.0,186000000.0,-5342000000.0,-1265000000.0,6072000000.0,-348000000.0,4818000000.0,4630000000.0,188000000.0,267000000.0,161000000.0,34000000.0,-1477000000.0,,-862000000.0,-2177000000.0,-2427000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q4,2012-10-01,2012-12-31,,-18000000.0,1772000000.0,725000000.0,477000000.0,63000000.0,5000000.0,146000000.0,62000000.0,-4408000000.0,-5965000000.0,-800000000.0,1954000000.0,,352000000.0,-22000000.0,-5965000000.0,-448000000.0,1932000000.0,-1461000000.0,1327000000.0,1037000000.0,290000000.0,294000000.0,-204000000.0,3015000000.0,-464000000.0,,-641000000.0,-1155000000.0,,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 06:57:05+00:00,-16026000000.0,1772000000.0,725000000.0,1524000000.0,425000000.0,30000000.0,-207000000.0,522000000.0,10899000000.0,8021000000.0,-18795000000.0,6605000000.0,,,,8021000000.0,-18795000000.0,6605000000.0,-1124000000.0,5490000000.0,5200000000.0,290000000.0,88000000.0,-1805000000.0,3015000000.0,-1752000000.0,,-1389000000.0,-1648000000.0,0.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q3TTM,2011-10-01,2012-09-30,,-16136000000.0,1432000000.0,642000000.0,1348000000.0,474000000.0,11000000.0,-400000000.0,490000000.0,14798000000.0,12393000000.0,-18379000000.0,6561000000.0,-2000000.0,-377000000.0,124000000.0,12391000000.0,-18756000000.0,6685000000.0,331000000.0,5696000000.0,5538000000.0,158000000.0,75000000.0,-1610000000.0,,-1698000000.0,,-1107000000.0,-1197000000.0,,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q3,2012-07-01,2012-09-30,,-15799000000.0,,,422000000.0,78000000.0,62000000.0,-239000000.0,322000000.0,4523000000.0,4609000000.0,-5723000000.0,1625000000.0,,-345000000.0,19000000.0,4609000000.0,-6068000000.0,1644000000.0,247000000.0,1341000000.0,1341000000.0,,101000000.0,10315000000.0,,-463000000.0,,-317000000.0,227000000.0,,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-25 06:59:57+00:00,-16008000000.0,,,1047000000.0,362000000.0,25000000.0,-353000000.0,460000000.0,15307000000.0,13986000000.0,-17995000000.0,4651000000.0,,-352000000.0,22000000.0,13986000000.0,-18347000000.0,4673000000.0,337000000.0,4163000000.0,4163000000.0,,-206000000.0,-1601000000.0,,-1288000000.0,,-748000000.0,-493000000.0,0.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q2TTM,2011-07-01,2012-06-30,,-382000000.0,1432000000.0,642000000.0,1250000000.0,633000000.0,-148000000.0,-50000000.0,196000000.0,10243000000.0,6493000000.0,-12642000000.0,6843000000.0,-22000000.0,-42000000.0,133000000.0,6471000000.0,-12684000000.0,6976000000.0,654000000.0,5739000000.0,5581000000.0,158000000.0,62000000.0,-11904000000.0,39000000.0,-1646000000.0,,-989000000.0,-1625000000.0,-675000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q2,2012-04-01,2012-06-30,,-137000000.0,,,307000000.0,232000000.0,-87000000.0,-71000000.0,18000000.0,10784000000.0,10214000000.0,-12162000000.0,1703000000.0,2000000.0,-6000000.0,24000000.0,10216000000.0,-12168000000.0,1727000000.0,-312000000.0,1558000000.0,1558000000.0,,-91000000.0,-12013000000.0,,-413000000.0,,-244000000.0,-175000000.0,,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-26 06:55:32+00:00,-209000000.0,,,625000000.0,284000000.0,-37000000.0,-114000000.0,138000000.0,10784000000.0,9377000000.0,-12272000000.0,3026000000.0,0.0,-7000000.0,3000000.0,9377000000.0,-12279000000.0,3029000000.0,90000000.0,2822000000.0,2822000000.0,,-307000000.0,-11916000000.0,,-825000000.0,,-431000000.0,-720000000.0,0.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q1TTM,2011-04-01,2012-03-31,,-323000000.0,1432000000.0,642000000.0,1265000000.0,497000000.0,-27000000.0,-372000000.0,257000000.0,395000000.0,-3949000000.0,-580000000.0,6463000000.0,-24000000.0,-36000000.0,109000000.0,-3973000000.0,-616000000.0,6572000000.0,1922000000.0,5584000000.0,5426000000.0,158000000.0,144000000.0,191000000.0,-34000000.0,-1646000000.0,,-945000000.0,-1507000000.0,-1448000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 06:46:44+00:00,-72000000.0,,,318000000.0,52000000.0,50000000.0,-43000000.0,120000000.0,,-837000000.0,-110000000.0,1323000000.0,-2000000.0,-1000000.0,-21000000.0,-839000000.0,-111000000.0,1302000000.0,402000000.0,1264000000.0,1264000000.0,,-216000000.0,97000000.0,,-412000000.0,,-187000000.0,-545000000.0,0.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q4,2013-10-01,2013-12-31,,-31000000.0,2789000000.0,1047000000.0,486000000.0,95000000.0,-12000000.0,458000000.0,42000000.0,92000000.0,-1714000000.0,-865000000.0,2614000000.0,,-351000000.0,603000000.0,-1714000000.0,-1216000000.0,3217000000.0,-2000000.0,1586000000.0,1551000000.0,35000000.0,119000000.0,-288000000.0,-277000000.0,-513000000.0,,-641000000.0,-1135000000.0,-200000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,FY,2013-01-01,2013-12-31,2015-02-05 06:57:05+00:00,-151000000.0,2789000000.0,1047000000.0,1821000000.0,1560000000.0,-41000000.0,-65000000.0,378000000.0,92000000.0,-5940000000.0,-1464000000.0,7505000000.0,,,,-5940000000.0,-1464000000.0,7505000000.0,-217000000.0,6109000000.0,6074000000.0,35000000.0,-325000000.0,-1185000000.0,-277000000.0,-1908000000.0,,-1688000000.0,-3302000000.0,-1200000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q3TTM,2012-10-01,2013-09-30,,-138000000.0,1772000000.0,725000000.0,1812000000.0,1528000000.0,-24000000.0,-377000000.0,398000000.0,-4408000000.0,-10191000000.0,-1399000000.0,6845000000.0,,703000000.0,-625000000.0,-10191000000.0,-696000000.0,6220000000.0,-1676000000.0,5850000000.0,5560000000.0,290000000.0,-150000000.0,-1101000000.0,3015000000.0,-1859000000.0,,-1688000000.0,-3322000000.0,-1000000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q3,2013-07-01,2013-09-30,,-54000000.0,,,452000000.0,166000000.0,24000000.0,-218000000.0,114000000.0,,-1239000000.0,-707000000.0,1543000000.0,,,91000000.0,-1239000000.0,-707000000.0,1634000000.0,-288000000.0,1526000000.0,1526000000.0,,-217000000.0,-436000000.0,,-465000000.0,,-383000000.0,-558000000.0,-330000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-24 06:55:53+00:00,-120000000.0,,,1335000000.0,1465000000.0,-29000000.0,-523000000.0,336000000.0,,-4226000000.0,-599000000.0,4891000000.0,,351000000.0,-603000000.0,-4226000000.0,-248000000.0,4288000000.0,-215000000.0,4523000000.0,4523000000.0,,-444000000.0,-897000000.0,,-1395000000.0,,-1047000000.0,-2167000000.0,-1000000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q2TTM,2012-07-01,2013-06-30,,-15883000000.0,1772000000.0,725000000.0,1782000000.0,1440000000.0,14000000.0,-398000000.0,606000000.0,115000000.0,-4343000000.0,-6415000000.0,6927000000.0,,358000000.0,-697000000.0,-4343000000.0,-6057000000.0,6230000000.0,-1141000000.0,5665000000.0,5375000000.0,290000000.0,168000000.0,9650000000.0,3015000000.0,-1857000000.0,,-1622000000.0,-2537000000.0,-670000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q2,2013-04-01,2013-06-30,,-42000000.0,,,439000000.0,553000000.0,-35000000.0,-38000000.0,69000000.0,-3000000.0,-1968000000.0,-231000000.0,1939000000.0,,402000000.0,21000000.0,-1968000000.0,171000000.0,1960000000.0,128000000.0,1645000000.0,1645000000.0,,-107000000.0,-373000000.0,,-465000000.0,,-369000000.0,-1234000000.0,-335000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-25 06:51:03+00:00,-66000000.0,,,883000000.0,1299000000.0,-53000000.0,-305000000.0,222000000.0,,-2987000000.0,108000000.0,3348000000.0,,351000000.0,-694000000.0,-2987000000.0,459000000.0,2654000000.0,73000000.0,2997000000.0,2997000000.0,,-227000000.0,-461000000.0,,-930000000.0,,-664000000.0,-1609000000.0,-670000000.0,
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2013.0,Q1TTM,2012-04-01,2013-03-31,,-15978000000.0,1772000000.0,725000000.0,1650000000.0,1119000000.0,-38000000.0,-431000000.0,555000000.0,10902000000.0,7839000000.0,-18346000000.0,6691000000.0,2000000.0,-50000000.0,-694000000.0,7841000000.0,-18396000000.0,5997000000.0,-1581000000.0,5578000000.0,5288000000.0,290000000.0,184000000.0,-1990000000.0,3015000000.0,-1805000000.0,,-1497000000.0,-1478000000.0,-335000000.0,
