company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Aptiv PLC,APTV,,1521332,2011.0,FY,,2011-12-31,2013-02-11 07:23:10+00:00,2397000000.0,2459000000.0,1208000000.0,-183000000.0,,1363000000.0,0.0,1761000000.0,8000000.0,588000000.0,1996000000.0,257000000.0,1054000000.0,2315000000.0,483000000.0,674000000.0,616000000.0,,,459000000.0,575000000.0,,,9000000.0,110000000.0,107000000.0,9128000000.0,1688000000.0,5501000000.0,3712000000.0,1688000000.0,2171000000.0,6957000000.0,9128000000.0,1312000000.0,3245000000.0,0.0
Aptiv PLC,APTV,,1521332,2012.0,FY,,2012-12-31,2014-02-10 08:23:55+00:00,2278000000.0,2425000000.0,1241000000.0,-237000000.0,,1105000000.0,0.0,1726000000.0,473000000.0,803000000.0,2324000000.0,231000000.0,1066000000.0,2860000000.0,485000000.0,929000000.0,623000000.0,,,582000000.0,434000000.0,,,8000000.0,856000000.0,140000000.0,10176000000.0,2345000000.0,5227000000.0,3659000000.0,2345000000.0,2830000000.0,7346000000.0,10176000000.0,2089000000.0,3687000000.0,0.0
Aptiv PLC,APTV,,1521332,2012.0,Q3,,2012-09-30,2012-11-01 12:34:58+00:00,2244000000.0,2540000000.0,1334000000.0,-114000000.0,,1634000000.0,,1724000000.0,548000000.0,,1998000000.0,222000000.0,1121000000.0,2466000000.0,464000000.0,694000000.0,591000000.0,,,506000000.0,407000000.0,,,11000000.0,796000000.0,92000000.0,9639000000.0,2406000000.0,5897000000.0,3670000000.0,2406000000.0,2870000000.0,6769000000.0,9639000000.0,1276000000.0,3099000000.0,0.0
Aptiv PLC,APTV,,1521332,2012.0,Q2,,2012-06-30,2012-07-31 16:29:20+00:00,2356000000.0,2635000000.0,1271000000.0,-220000000.0,,1523000000.0,,1745000000.0,552000000.0,,1995000000.0,207000000.0,1106000000.0,2367000000.0,478000000.0,671000000.0,574000000.0,,,461000000.0,412000000.0,,,12000000.0,660000000.0,69000000.0,9437000000.0,2185000000.0,5850000000.0,3696000000.0,2185000000.0,2663000000.0,6774000000.0,9437000000.0,1220000000.0,3078000000.0,0.0
Aptiv PLC,APTV,,1521332,2012.0,Q1,,2012-03-31,2012-04-26 16:46:48+00:00,2469000000.0,2854000000.0,1330000000.0,-55000000.0,,1412000000.0,0.0,1765000000.0,580000000.0,,1996000000.0,209000000.0,1137000000.0,2403000000.0,483000000.0,694000000.0,600000000.0,,,480000000.0,465000000.0,,,13000000.0,452000000.0,89000000.0,9688000000.0,2162000000.0,6016000000.0,3888000000.0,2162000000.0,2645000000.0,7043000000.0,9688000000.0,1269000000.0,3155000000.0,0.0
Aptiv PLC,APTV,,1521332,2013.0,FY,,2013-12-31,2015-02-09 08:42:23+00:00,2595000000.0,2662000000.0,1238000000.0,-237000000.0,,1389000000.0,0.0,1702000000.0,496000000.0,723000000.0,2351000000.0,234000000.0,1093000000.0,3216000000.0,523000000.0,959000000.0,604000000.0,,,626000000.0,409000000.0,,,4000000.0,1446000000.0,61000000.0,11047000000.0,2911000000.0,5752000000.0,3894000000.0,2911000000.0,3434000000.0,7613000000.0,11047000000.0,2079000000.0,3719000000.0,0.0
Aptiv PLC,APTV,,1521332,2013.0,Q3,,2013-09-30,2013-11-05 16:09:17+00:00,2504000000.0,2856000000.0,1294000000.0,-262000000.0,,1053000000.0,0.0,1721000000.0,485000000.0,742000000.0,2359000000.0,217000000.0,1233000000.0,2982000000.0,477000000.0,909000000.0,640000000.0,,,598000000.0,463000000.0,,,5000000.0,1287000000.0,59000000.0,10811000000.0,2746000000.0,5787000000.0,3857000000.0,2746000000.0,3223000000.0,7588000000.0,10811000000.0,2042000000.0,3731000000.0,0.0
Aptiv PLC,APTV,,1521332,2013.0,Q2,,2013-06-30,2013-07-31 16:11:11+00:00,2501000000.0,2868000000.0,1249000000.0,-377000000.0,,1001000000.0,0.0,1721000000.0,467000000.0,757000000.0,2367000000.0,208000000.0,1162000000.0,2875000000.0,521000000.0,888000000.0,597000000.0,,,611000000.0,445000000.0,,,5000000.0,1177000000.0,59000000.0,10551000000.0,2521000000.0,5633000000.0,3809000000.0,2521000000.0,3042000000.0,7509000000.0,10551000000.0,2043000000.0,3700000000.0,0.0
Aptiv PLC,APTV,,1521332,2013.0,Q1,,2013-03-31,2013-05-01 16:22:57+00:00,2386000000.0,2795000000.0,1185000000.0,-292000000.0,,830000000.0,0.0,1719000000.0,466000000.0,766000000.0,2375000000.0,223000000.0,1148000000.0,2843000000.0,499000000.0,888000000.0,610000000.0,,,588000000.0,439000000.0,,,4000000.0,971000000.0,103000000.0,10273000000.0,2398000000.0,5387000000.0,3674000000.0,2398000000.0,2897000000.0,7376000000.0,10273000000.0,2043000000.0,3702000000.0,0.0
Aptiv PLC,APTV,,1521332,2014.0,Q3,,2014-09-30,2014-10-24 16:09:36+00:00,2521000000.0,2839000000.0,1286000000.0,-406000000.0,,1026000000.0,0.0,1698000000.0,456000000.0,627000000.0,2417000000.0,243000000.0,1227000000.0,3273000000.0,485000000.0,911000000.0,588000000.0,,,642000000.0,372000000.0,,,2000000.0,1602000000.0,37000000.0,10923000000.0,2894000000.0,5682000000.0,3844000000.0,2894000000.0,3379000000.0,7544000000.0,10923000000.0,1968000000.0,3700000000.0,0.0
