company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Aptiv PLC,APTV,,1521332,2010.0,FY,2010-01-01,2010-12-31,2013-02-11 07:23:10+00:00,0.0,70000000.0,351000000.0,,7000000.0,157000000.0,0.0,-126000000.0,-911000000.0,1142000000.0,,,-126000000.0,-911000000.0,1142000000.0,112000000.0,703000000.0,703000000.0,,-139000000.0,,46000000.0,,-27000000.0,-750000000.0,-500000000.0,-99000000.0,0.0,0.0,293000000.0,
Aptiv PLC,APTV,,1521332,2011.0,Q4,2011-10-01,2011-12-31,,,27000000.0,96000000.0,,-20000000.0,122000000.0,-1000000.0,-286000000.0,-185000000.0,468000000.0,,,-286000000.0,-185000000.0,468000000.0,-23000000.0,312000000.0,312000000.0,,-89000000.0,,-3000000.0,,-107000000.0,-14000000.0,-176000000.0,-69000000.0,,-109000000.0,8000000.0,
Aptiv PLC,APTV,,1521332,2011.0,FY,2011-01-01,2011-12-31,2014-02-10 08:23:55+00:00,-17000000.0,89000000.0,396000000.0,,-29000000.0,-173000000.0,3361000000.0,-3194000000.0,-10000000.0,1377000000.0,,,-3194000000.0,-10000000.0,1377000000.0,-1856000000.0,1223000000.0,1223000000.0,,-158000000.0,0.0,29000000.0,,-136000000.0,-14000000.0,-630000000.0,-1672000000.0,0.0,-4747000000.0,622000000.0,
Aptiv PLC,APTV,,1521332,2011.0,Q3,2011-07-01,2011-09-30,,,24000000.0,104000000.0,,-59000000.0,27000000.0,-1000000.0,-151000000.0,-136000000.0,410000000.0,,,-151000000.0,-136000000.0,410000000.0,64000000.0,285000000.0,285000000.0,,-30000000.0,,11000000.0,,-24000000.0,,-162000000.0,-54000000.0,,-72000000.0,15000000.0,
Aptiv PLC,APTV,,1521332,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-01 12:34:58+00:00,-17000000.0,62000000.0,300000000.0,,-9000000.0,-295000000.0,3362000000.0,-2908000000.0,175000000.0,909000000.0,,,-2908000000.0,175000000.0,909000000.0,-1833000000.0,911000000.0,911000000.0,,-69000000.0,,32000000.0,,-29000000.0,,-454000000.0,-1603000000.0,0.0,-4638000000.0,614000000.0,
Aptiv PLC,APTV,,1521332,2011.0,Q2,2011-04-01,2011-06-30,,-17000000.0,20000000.0,97000000.0,,21000000.0,-78000000.0,953000000.0,-553000000.0,-122000000.0,343000000.0,,,-553000000.0,-122000000.0,343000000.0,-311000000.0,316000000.0,316000000.0,,-12000000.0,,4000000.0,,-5000000.0,,-111000000.0,-1492000000.0,,-9000000.0,49000000.0,-47000000.0
Aptiv PLC,APTV,,1521332,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-31 16:29:20+00:00,-17000000.0,38000000.0,196000000.0,,50000000.0,-322000000.0,3363000000.0,-2757000000.0,311000000.0,499000000.0,,,-2757000000.0,311000000.0,499000000.0,-1897000000.0,626000000.0,626000000.0,,-39000000.0,,21000000.0,,-5000000.0,,-292000000.0,-1549000000.0,0.0,-4566000000.0,599000000.0,
Aptiv PLC,APTV,,1521332,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 16:46:48+00:00,,18000000.0,99000000.0,,29000000.0,-244000000.0,2410000000.0,-2204000000.0,433000000.0,156000000.0,,,-2204000000.0,433000000.0,156000000.0,-1586000000.0,310000000.0,310000000.0,,-27000000.0,,17000000.0,,,,-181000000.0,-57000000.0,,-4557000000.0,550000000.0,47000000.0
Aptiv PLC,APTV,,1521332,2012.0,Q4,2012-10-01,2012-12-31,,-980000000.0,28000000.0,122000000.0,,11000000.0,-86000000.0,358000000.0,255000000.0,-1105000000.0,310000000.0,,,255000000.0,-1105000000.0,310000000.0,-529000000.0,155000000.0,155000000.0,,91000000.0,,1000000.0,,-8000000.0,,-142000000.0,8000000.0,-103000000.0,,16000000.0,
Aptiv PLC,APTV,,1521332,2012.0,FY,2012-01-01,2012-12-31,2015-02-09 08:42:23+00:00,-980000000.0,101000000.0,402000000.0,,0.0,-263000000.0,358000000.0,-105000000.0,-1631000000.0,1478000000.0,,,-105000000.0,-1631000000.0,1478000000.0,-258000000.0,1160000000.0,1160000000.0,,78000000.0,0.0,-17000000.0,,-47000000.0,,-705000000.0,-13000000.0,-403000000.0,,71000000.0,
Aptiv PLC,APTV,,1521332,2012.0,Q3TTM,2011-10-01,2012-09-30,,,100000000.0,376000000.0,,-31000000.0,-55000000.0,-1000000.0,-646000000.0,-711000000.0,1636000000.0,,,-646000000.0,-711000000.0,1636000000.0,248000000.0,1317000000.0,1317000000.0,,-102000000.0,,-21000000.0,,-146000000.0,-14000000.0,-739000000.0,-90000000.0,-300000000.0,-109000000.0,63000000.0,
Aptiv PLC,APTV,,1521332,2012.0,Q3,2012-07-01,2012-09-30,,,25000000.0,93000000.0,,24000000.0,16000000.0,,-167000000.0,-160000000.0,414000000.0,,,-167000000.0,-160000000.0,414000000.0,111000000.0,292000000.0,292000000.0,,-12000000.0,,1000000.0,,-34000000.0,,-163000000.0,17000000.0,-150000000.0,,2000000.0,
Aptiv PLC,APTV,,1521332,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-05 16:09:17+00:00,0.0,73000000.0,280000000.0,,-11000000.0,-177000000.0,0.0,-360000000.0,-526000000.0,1168000000.0,,,-360000000.0,-526000000.0,1168000000.0,271000000.0,1005000000.0,1005000000.0,,-13000000.0,0.0,-18000000.0,,-39000000.0,,-563000000.0,-21000000.0,-300000000.0,,55000000.0,
