company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,FY,,2008-12-31,2010-02-26 17:15:36+00:00,5045000000.0,4297000000.0,1905000000.0,11166000000.0,-2008000000.0,1164000000.0,908000000.0,2673000000.0,637000000.0,1225000000.0,27437000000.0,,3812000000.0,1127000000.0,1308000000.0,16271000000.0,84000000.0,2292000000.0,2241000000.0,,819000000.0,,,,342000000.0,1251000000.0,11642000000.0,143000000.0,28589000000.0,12307000000.0,7332000000.0,7730000000.0,12307000000.0,12391000000.0,16198000000.0,28589000000.0,4986000000.0,8468000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,FY,,2009-12-31,2011-02-25 12:18:38+00:00,4223000000.0,3650000000.0,1954000000.0,13244000000.0,-1675000000.0,1234000000.0,1362000000.0,2808000000.0,525000000.0,1225000000.0,29871000000.0,,4319000000.0,913000000.0,1438000000.0,16627000000.0,144000000.0,2409000000.0,2222000000.0,,1537000000.0,,,,304000000.0,1312000000.0,12251000000.0,148000000.0,29465000000.0,13384000000.0,7987000000.0,6850000000.0,13384000000.0,13528000000.0,15937000000.0,29465000000.0,4851000000.0,9087000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q3,,2009-09-30,2009-11-06 15:40:57+00:00,4248000000.0,3552000000.0,1681000000.0,12712000000.0,-1827000000.0,1220000000.0,957000000.0,2775000000.0,403000000.0,1225000000.0,29358000000.0,,4243000000.0,975000000.0,1424000000.0,16646000000.0,133000000.0,2327000000.0,2259000000.0,,993000000.0,,,,338000000.0,1240000000.0,11926000000.0,136000000.0,28437000000.0,12874000000.0,6926000000.0,6468000000.0,12874000000.0,13007000000.0,15430000000.0,28437000000.0,4865000000.0,8962000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q2,,2009-06-30,2009-08-07 16:09:43+00:00,5331000000.0,4097000000.0,1679000000.0,11966000000.0,-2100000000.0,1249000000.0,1063000000.0,2742000000.0,468000000.0,1225000000.0,28387000000.0,,4178000000.0,1013000000.0,1358000000.0,16421000000.0,119000000.0,2413000000.0,2235000000.0,,990000000.0,,,,336000000.0,1263000000.0,11617000000.0,135000000.0,28916000000.0,12259000000.0,7508000000.0,7613000000.0,12259000000.0,12378000000.0,16538000000.0,28916000000.0,4987000000.0,8925000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,FY,,2010-12-31,2012-02-27 16:51:55+00:00,4274000000.0,4718000000.0,2567000000.0,14576000000.0,-1159000000.0,1203000000.0,1608000000.0,3594000000.0,726000000.0,2408000000.0,35703000000.0,,5537000000.0,443000000.0,1452000000.0,21127000000.0,120000000.0,2167000000.0,2995000000.0,,1002000000.0,,,,471000000.0,1239000000.0,14254000000.0,46000000.0,35396000000.0,16689000000.0,8780000000.0,7613000000.0,16689000000.0,16809000000.0,18587000000.0,35396000000.0,5489000000.0,10974000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q3,,2010-09-30,2010-11-05 11:20:15+00:00,4071000000.0,3939000000.0,1916000000.0,13958000000.0,-1377000000.0,1336000000.0,2353000000.0,2878000000.0,537000000.0,2045000000.0,33042000000.0,,5541000000.0,775000000.0,1682000000.0,19084000000.0,98000000.0,2470000000.0,3059000000.0,,865000000.0,,,,272000000.0,1154000000.0,14229000000.0,43000000.0,33485000000.0,15730000000.0,8839000000.0,6567000000.0,15730000000.0,15828000000.0,17657000000.0,33485000000.0,5562000000.0,11090000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q2,,2010-06-30,2010-08-04 14:39:46+00:00,3855000000.0,3871000000.0,1956000000.0,13004000000.0,-1603000000.0,1043000000.0,1363000000.0,2863000000.0,486000000.0,1218000000.0,29539000000.0,,4293000000.0,864000000.0,1628000000.0,16535000000.0,165000000.0,2316000000.0,2079000000.0,,1434000000.0,,,,271000000.0,1225000000.0,13105000000.0,33000000.0,29500000000.0,14365000000.0,8296000000.0,6330000000.0,14365000000.0,14530000000.0,14970000000.0,29500000000.0,4669000000.0,8640000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q1,,2010-03-31,2010-05-07 16:12:07+00:00,4501000000.0,4503000000.0,2005000000.0,12563000000.0,-1749000000.0,1015000000.0,1370000000.0,2843000000.0,627000000.0,1218000000.0,29099000000.0,,4303000000.0,847000000.0,1405000000.0,16536000000.0,172000000.0,2283000000.0,2171000000.0,,1502000000.0,,,,285000000.0,1268000000.0,12761000000.0,32000000.0,29949000000.0,13855000000.0,8780000000.0,7165000000.0,13855000000.0,14027000000.0,15922000000.0,29949000000.0,4633000000.0,8757000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2011.0,FY,,2011-12-31,2013-02-28 17:12:31+00:00,3712000000.0,5011000000.0,3524000000.0,14998000000.0,-1067000000.0,1844000000.0,351000000.0,3757000000.0,812000000.0,2305000000.0,39710000000.0,,6005000000.0,384000000.0,1423000000.0,24712000000.0,76000000.0,2941000000.0,2843000000.0,,1554000000.0,,,,455000000.0,1752000000.0,15826000000.0,52000000.0,39136000000.0,18516000000.0,8339000000.0,8100000000.0,18516000000.0,18592000000.0,20544000000.0,39136000000.0,6085000000.0,12444000000.0,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2011.0,Q3,,2011-09-30,2011-11-04 12:48:23+00:00,3486000000.0,4163000000.0,2258000000.0,16265000000.0,-867000000.0,1881000000.0,827000000.0,3709000000.0,818000000.0,2383000000.0,40432000000.0,,5548000000.0,391000000.0,1516000000.0,24167000000.0,81000000.0,2322000000.0,3157000000.0,,973000000.0,,,,597000000.0,1233000000.0,15991000000.0,44000000.0,37339000000.0,18833000000.0,7479000000.0,6606000000.0,18833000000.0,18914000000.0,18425000000.0,37339000000.0,5693000000.0,11819000000.0,
