company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:15:36+00:00,,1576000000.0,,-259000000.0,,234000000.0,,71000000.0,-3474000000.0,3627000000.0,,,,71000000.0,-3474000000.0,3627000000.0,224000000.0,1953000000.0,1953000000.0,,357000000.0,111000000.0,-50000000.0,-248000000.0,-3578000000.0,-26000000.0,,61000000.0,93000000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,Q4,2008-10-01,2008-12-31,,,568000000.0,,-237000000.0,,18000000.0,,247000000.0,-1212000000.0,493000000.0,,,,247000000.0,-1212000000.0,493000000.0,-472000000.0,-80000000.0,-80000000.0,,242000000.0,108000000.0,-56000000.0,123000000.0,-1156000000.0,-2000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 12:18:38+00:00,,1999000000.0,,-108000000.0,,30000000.0,,57000000.0,-4444000000.0,4688000000.0,,,,57000000.0,-4444000000.0,4688000000.0,301000000.0,2357000000.0,2357000000.0,,440000000.0,219000000.0,-6000000.0,-130000000.0,-4438000000.0,-62000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,Q3,2008-07-01,2008-09-30,,,497000000.0,,-5000000.0,,12000000.0,,-113000000.0,-1266000000.0,1280000000.0,,,,-113000000.0,-1266000000.0,1280000000.0,-99000000.0,774000000.0,774000000.0,,14000000.0,8000000.0,11000000.0,-108000000.0,-1277000000.0,-25000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:40:57+00:00,,1431000000.0,,129000000.0,,12000000.0,,-190000000.0,-3232000000.0,4195000000.0,,,,-190000000.0,-3232000000.0,4195000000.0,773000000.0,2437000000.0,2437000000.0,,198000000.0,111000000.0,50000000.0,-253000000.0,-3282000000.0,-60000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 16:09:43+00:00,,934000000.0,,134000000.0,,0.0,,-77000000.0,-1966000000.0,2915000000.0,,,,-77000000.0,-1966000000.0,2915000000.0,872000000.0,1663000000.0,1663000000.0,,184000000.0,103000000.0,39000000.0,-145000000.0,-2005000000.0,-35000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q4,2009-10-01,2009-12-31,,,584000000.0,,132000000.0,,731000000.0,,91000000.0,-957000000.0,1271000000.0,,,,91000000.0,-957000000.0,1271000000.0,405000000.0,370000000.0,370000000.0,,185000000.0,16000000.0,-32000000.0,,-925000000.0,-656000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:51:55+00:00,,2200000000.0,,-870000000.0,,1991000000.0,,332000000.0,-2924000000.0,3046000000.0,,,,332000000.0,-2924000000.0,3046000000.0,454000000.0,807000000.0,807000000.0,,909000000.0,16000000.0,-6000000.0,-131000000.0,-2918000000.0,-1544000000.0,,,0.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q3TTM,2008-10-01,2009-09-30,,,2184000000.0,,-1239000000.0,,1278000000.0,,488000000.0,-3179000000.0,2268000000.0,,,,488000000.0,-3179000000.0,2268000000.0,-423000000.0,357000000.0,357000000.0,,966000000.0,108000000.0,-30000000.0,-8000000.0,-3149000000.0,-890000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q3,2009-07-01,2009-09-30,,,572000000.0,,-626000000.0,,2000000.0,,-30000000.0,-610000000.0,534000000.0,,,,-30000000.0,-610000000.0,534000000.0,-106000000.0,352000000.0,352000000.0,,236000000.0,,-6000000.0,-33000000.0,-604000000.0,1000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 11:20:15+00:00,,1616000000.0,,-1002000000.0,,1260000000.0,,241000000.0,-1967000000.0,1775000000.0,,,,241000000.0,-1967000000.0,1775000000.0,49000000.0,437000000.0,437000000.0,,724000000.0,,26000000.0,-131000000.0,-1993000000.0,-888000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q2TTM,2008-07-01,2009-06-30,,,2109000000.0,,-618000000.0,,1288000000.0,,405000000.0,-3835000000.0,3014000000.0,,,,405000000.0,-3835000000.0,3014000000.0,-416000000.0,779000000.0,779000000.0,,744000000.0,116000000.0,-13000000.0,-83000000.0,-3822000000.0,-916000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q2,2009-04-01,2009-06-30,,,558000000.0,,-359000000.0,,6000000.0,,-43000000.0,-667000000.0,616000000.0,,,,-43000000.0,-667000000.0,616000000.0,-94000000.0,102000000.0,102000000.0,,315000000.0,,18000000.0,-33000000.0,-685000000.0,-16000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 14:39:46+00:00,,1044000000.0,,-376000000.0,,1258000000.0,,271000000.0,-1357000000.0,1241000000.0,,,,271000000.0,-1357000000.0,1241000000.0,155000000.0,85000000.0,85000000.0,,488000000.0,,32000000.0,-98000000.0,-1389000000.0,-889000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:12:07+00:00,,486000000.0,,-17000000.0,,1252000000.0,,314000000.0,-690000000.0,625000000.0,,,,314000000.0,-690000000.0,625000000.0,249000000.0,-17000000.0,-17000000.0,,173000000.0,,14000000.0,-65000000.0,-704000000.0,-873000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q4,2010-10-01,2010-12-31,,,633000000.0,,191000000.0,,17000000.0,,43000000.0,-2266000000.0,1478000000.0,,,,43000000.0,-2266000000.0,1478000000.0,-745000000.0,83000000.0,83000000.0,,571000000.0,8000000.0,75000000.0,,-2341000000.0,18000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:12:31+00:00,,2317000000.0,,-386000000.0,,1278000000.0,,975000000.0,-5259000000.0,4530000000.0,,,,975000000.0,-5259000000.0,4530000000.0,246000000.0,2138000000.0,2138000000.0,,461000000.0,8000000.0,50000000.0,-131000000.0,-5492000000.0,-180000000.0,,,183000000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q3TTM,2009-10-01,2010-09-30,,,2268000000.0,,-445000000.0,,1992000000.0,,1023000000.0,-3950000000.0,4323000000.0,,,,1023000000.0,-3950000000.0,4323000000.0,1396000000.0,2425000000.0,2425000000.0,,75000000.0,16000000.0,-57000000.0,-131000000.0,-4076000000.0,-854000000.0,,,183000000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q3,2010-07-01,2010-09-30,,,584000000.0,,-44000000.0,,1261000000.0,,1195000000.0,-1451000000.0,1246000000.0,,,,1195000000.0,-1451000000.0,1246000000.0,990000000.0,1091000000.0,1091000000.0,,-385000000.0,,11000000.0,-33000000.0,-1462000000.0,-33000000.0,,,
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 12:48:23+00:00,,1684000000.0,,-577000000.0,,1261000000.0,,932000000.0,-2993000000.0,3052000000.0,,,,932000000.0,-2993000000.0,3052000000.0,991000000.0,2055000000.0,2055000000.0,,-110000000.0,,-25000000.0,-131000000.0,-3151000000.0,-198000000.0,,,183000000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q2TTM,2009-07-01,2010-06-30,,,2256000000.0,,-1027000000.0,,733000000.0,,-202000000.0,-3109000000.0,3611000000.0,,,,-202000000.0,-3109000000.0,3611000000.0,300000000.0,1686000000.0,1686000000.0,,696000000.0,16000000.0,-74000000.0,-131000000.0,-3218000000.0,-820000000.0,,,183000000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q2,2010-04-01,2010-06-30,,,558000000.0,,-120000000.0,,-13000000.0,,-68000000.0,-920000000.0,981000000.0,,,,-68000000.0,-920000000.0,981000000.0,-7000000.0,396000000.0,396000000.0,,147000000.0,,-202000000.0,-32000000.0,-901000000.0,-23000000.0,,,183000000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 12:40:16+00:00,,1100000000.0,,-533000000.0,,0.0,,-263000000.0,-1542000000.0,1806000000.0,,,,-263000000.0,-1542000000.0,1806000000.0,1000000.0,964000000.0,964000000.0,,275000000.0,,-36000000.0,-98000000.0,-1689000000.0,-165000000.0,,,183000000.0
