company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:15:36+00:00,5.86,5.86,,1576000000.0,5.74,2096000000.0,,1872000000.0,944000000.0,1953000000.0,1953000000.0,,1832000000.0,121000000.0,22693000000.0,31727000000.0,80000000.0,,-21000000.0,,614000000.0,22693000000.0,9034000000.0,256000000.0,176000000.0,5209000000.0,3825000000.0,,3825000000.0,31727000000.0,312600000.0,312600000.0,319300000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 12:18:38+00:00,7.35,7.35,0.4,1999000000.0,7.24,2597000000.0,30000000.0,2340000000.0,1025000000.0,2357000000.0,2357000000.0,,2360000000.0,-3000000.0,29776000000.0,41134000000.0,-115000000.0,,0.0,,672000000.0,29776000000.0,11358000000.0,267000000.0,44000000.0,6323000000.0,5035000000.0,-338000000.0,4697000000.0,41134000000.0,320803000.0,320803000.0,325847000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:40:57+00:00,,2.4,0.1,497000000.0,2.37,660000000.0,,725000000.0,266000000.0,774000000.0,774000000.0,,775000000.0,-1000000.0,8226000000.0,11396000000.0,-62000000.0,,,,170000000.0,8226000000.0,3170000000.0,68000000.0,52000000.0,1593000000.0,1577000000.0,-78000000.0,1499000000.0,11396000000.0,,322900000.0,327400000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:09:43+00:00,2.81,2.81,0.1,482000000.0,2.76,652000000.0,,812000000.0,267000000.0,911000000.0,911000000.0,,900000000.0,11000000.0,8384000000.0,11711000000.0,37000000.0,,,,156000000.0,8384000000.0,3327000000.0,65000000.0,-19000000.0,1557000000.0,1770000000.0,-47000000.0,1723000000.0,11711000000.0,320300000.0,320300000.0,326200000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q4,2009-10-01,2009-12-31,,1.1,1.1,0.1,530000000.0,1.09,649000000.0,54000000.0,341000000.0,266000000.0,370000000.0,370000000.0,,358000000.0,12000000.0,6054000000.0,8678000000.0,-56000000.0,,,,203000000.0,6054000000.0,2624000000.0,91000000.0,-64000000.0,1702000000.0,922000000.0,-211000000.0,711000000.0,8678000000.0,323890000.0,323890000.0,325965000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:51:55+00:00,2.28,2.28,0.4,2200000000.0,2.27,2634000000.0,54000000.0,715000000.0,1008000000.0,807000000.0,807000000.0,,740000000.0,67000000.0,21144000000.0,29614000000.0,184000000.0,,0.0,,647000000.0,21144000000.0,8470000000.0,360000000.0,-229000000.0,6543000000.0,1927000000.0,-405000000.0,1522000000.0,29614000000.0,323890000.0,323890000.0,325965000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.18,1.18,0.3,1670000000.0,1.18,1985000000.0,,374000000.0,742000000.0,437000000.0,437000000.0,,382000000.0,55000000.0,15090000000.0,20936000000.0,240000000.0,,,,444000000.0,15090000000.0,5846000000.0,269000000.0,-165000000.0,4841000000.0,1005000000.0,-194000000.0,811000000.0,20936000000.0,324066000.0,324066000.0,326038000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 11:20:15+00:00,1.05,1.05,0.1,626000000.0,1.05,627000000.0,0.0,182000000.0,240000000.0,352000000.0,352000000.0,,341000000.0,11000000.0,5112000000.0,7270000000.0,163000000.0,,,,148000000.0,5112000000.0,2158000000.0,97000000.0,-49000000.0,1641000000.0,517000000.0,17000000.0,534000000.0,7270000000.0,324066000.0,324066000.0,326038000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.13,0.13,0.2,1044000000.0,0.13,1358000000.0,,192000000.0,502000000.0,85000000.0,85000000.0,,41000000.0,44000000.0,9978000000.0,13666000000.0,77000000.0,,,,296000000.0,9978000000.0,3688000000.0,172000000.0,-116000000.0,3200000000.0,488000000.0,-211000000.0,277000000.0,13666000000.0,323975000.0,323975000.0,325779000.0
Hess Corp,HES,UASVRYNXNK17ULIGK870,4447,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 14:39:46+00:00,0.31,0.31,0.1,558000000.0,0.31,756000000.0,,115000000.0,245000000.0,102000000.0,102000000.0,,100000000.0,2000000.0,4748000000.0,6751000000.0,79000000.0,,,,136000000.0,4748000000.0,2003000000.0,95000000.0,-75000000.0,1695000000.0,308000000.0,-91000000.0,217000000.0,6751000000.0,323975000.0,323975000.0,325779000.0
