company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2008.0,FY,,2009-06-27,2010-02-02 08:00:55+00:00,1856887000.0,2468511000.0,797756000.0,-277986000.0,1087084000.0,0.0,1525527000.0,,486348000.0,26746000.0,1510795000.0,121089000.0,2467486000.0,1650666000.0,2979200000.0,,526377000.0,,,,214252000.0,622900000.0,93858000.0,64418000.0,,6539890000.0,9163000.0,0.0,10216619000.0,3449702000.0,5270679000.0,3150154000.0,3449702000.0,3449702000.0,6766917000.0,10216619000.0,1966740000.0,3616763000.0,0.0,-4337729000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2008.0,Q2,,2008-12-27,2010-02-02 08:00:55+00:00,1707331000.0,2623509000.0,806055000.0,-197287000.0,373074000.0,0.0,1516018000.0,,773076000.0,249840000.0,1384790000.0,78976000.0,1972612000.0,1862187000.0,2890641000.0,,539534000.0,,,,193926000.0,712055000.0,93541000.0,60938000.0,,6281575000.0,6747000.0,0.0,9811422000.0,3294012000.0,4919708000.0,3293209000.0,3294012000.0,3294012000.0,6517410000.0,9811422000.0,2001073000.0,3224201000.0,0.0,-4306294000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q2,,2009-12-26,2011-02-08 08:01:28+00:00,1834024000.0,2526044000.0,793303000.0,-180095000.0,574885000.0,0.0,1553313000.0,0.0,75257000.0,70753000.0,1551550000.0,118032000.0,2468690000.0,1790327000.0,3072721000.0,,545863000.0,,,,245716000.0,548383000.0,128683000.0,63674000.0,,6844095000.0,8438000.0,61860000.0,10204245000.0,3930287000.0,5016790000.0,2711022000.0,3930287000.0,3930287000.0,6273958000.0,10204245000.0,2114734000.0,3562936000.0,0.0,-4287026000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,FY,,2009-06-27,2010-08-31 08:01:43+00:00,1788454000.0,2468511000.0,797756000.0,-277986000.0,1018651000.0,0.0,1525527000.0,0.0,486348000.0,26746000.0,1510795000.0,121089000.0,2467486000.0,1650666000.0,2979200000.0,,526377000.0,,,,214252000.0,622900000.0,93858000.0,64418000.0,,6539890000.0,9163000.0,0.0,10148186000.0,3449702000.0,5202246000.0,3081721000.0,3449702000.0,3449702000.0,6698484000.0,10148186000.0,1966740000.0,3616763000.0,0.0,-4337729000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q3,,2009-03-28,2010-05-04 08:00:32+00:00,1830432000.0,2549769000.0,776767000.0,-200413000.0,899117000.0,0.0,1520583000.0,0.0,502364000.0,239773000.0,1404993000.0,87011000.0,2463243000.0,1710251000.0,2891893000.0,,530100000.0,,,,193400000.0,696440000.0,93714000.0,67131000.0,,6366304000.0,6529000.0,,10137052000.0,3331177000.0,5226268000.0,3116092000.0,3331177000.0,3331177000.0,6805875000.0,10137052000.0,2018891000.0,3689783000.0,0.0,-4355297000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,FY,,2010-07-03,2011-08-30 08:01:45+00:00,1953092000.0,2617352000.0,870114000.0,-480251000.0,585443000.0,0.0,1582008000.0,7421000.0,178022000.0,,1549815000.0,106398000.0,2472662000.0,1771539000.0,3203823000.0,,271512000.0,,,,252919000.0,732803000.0,124488000.0,70992000.0,,7134139000.0,7970000.0,23511000.0,10313701000.0,3827526000.0,5076258000.0,3009198000.0,3827526000.0,3827526000.0,6486175000.0,10313701000.0,2033620000.0,3476977000.0,0.0,-4408370000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q3,,2010-03-27,2011-05-10 11:24:31+00:00,1972984000.0,2633995000.0,794235000.0,-167827000.0,586854000.0,0.0,1564453000.0,22008000.0,76258000.0,92757000.0,1559291000.0,114254000.0,2468517000.0,1751239000.0,3176220000.0,,513211000.0,,,,258320000.0,541229000.0,135590000.0,71761000.0,,6943640000.0,7817000.0,0.0,10402289000.0,4028038000.0,5065857000.0,2851294000.0,4028038000.0,4028038000.0,6374251000.0,10402289000.0,2160212000.0,3522957000.0,0.0,-4312228000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,FY,,2011-07-02,2012-08-27 18:21:50+00:00,2183417000.0,2898283000.0,856569000.0,-259958000.0,639765000.0,0.0,1652929000.0,48572000.0,146083000.0,,1633289000.0,109938000.0,2279517000.0,2073766000.0,3512389000.0,,204223000.0,,,,286541000.0,621498000.0,110516000.0,72496000.0,,7681669000.0,389006000.0,,11385555000.0,4705242000.0,5732882000.0,3575075000.0,4705242000.0,4705242000.0,6680313000.0,11385555000.0,2140284000.0,3105238000.0,0.0,-4369398000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,Q3,,2011-04-02,2012-05-08 08:05:53+00:00,2143219000.0,2926033000.0,800155000.0,-330060000.0,385668000.0,0.0,1627010000.0,0.0,183784000.0,,1596727000.0,101518000.0,2663470000.0,2047371000.0,3419862000.0,,130453000.0,,,,282782000.0,812356000.0,110488000.0,79485000.0,,7499532000.0,9292000.0,,10949934000.0,4207205000.0,5438557000.0,3136450000.0,4207205000.0,4207205000.0,6742729000.0,10949934000.0,2091515000.0,3606279000.0,0.0,-4589277000.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,Q2,,2011-01-01,2012-02-07 08:02:14+00:00,1804690000.0,2623300000.0,761954000.0,-387421000.0,209755000.0,0.0,1613787000.0,0.0,147023000.0,,1577108000.0,104511000.0,2653529000.0,1963397000.0,3370553000.0,,185239000.0,,,,274650000.0,773490000.0,134579000.0,70430000.0,,7392996000.0,7867000.0,,10328283000.0,3994491000.0,4866882000.0,2721534000.0,3994491000.0,3994491000.0,6333792000.0,10328283000.0,2090848000.0,3612258000.0,0.0,-4624871000.0
