company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,extraordinaryincome,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2008.0,Q2,2008-09-28,2008-12-27,2010-02-02 08:00:55+00:00,,0.4,0.4,0.24,,0.4,,,,161033000.0,,237654000.0,237654000.0,,237654000.0,,7399690000.0,9149803000.0,,,,5223000.0,,,,,,,1328249000.0,7399690000.0,1750113000.0,28400000.0,,1328249000.0,421864000.0,-23177000.0,398687000.0,9149803000.0,594100000.0,597549831.0,598233384.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2008.0,Q1,2008-06-29,2008-09-27,2009-11-03 08:05:13+00:00,0.0,0.46,0.46,0.22,0.0,0.46,0.0,0.0,0.0,204341000.0,0.0,0.0,0.0,0.0,,0.0,7990873000.0,9877429000.0,0.0,0.0,-276814000.0,2813000.0,0.0,0.0,0.0,0.0,0.0,0.0,1381804000.0,7990873000.0,1886556000.0,26410000.0,0.0,1381804000.0,504752000.0,-23597000.0,481155000.0,9877429000.0,0.0,602257425.0,605707175.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2008.0,FY,2007-07-01,2008-06-28,2010-08-31 08:01:43+00:00,,1.83,1.83,0.85,,1.81,,,,685187000.0,,1106151000.0,1106151000.0,,1106151000.0,,30327254000.0,37522111000.0,,,,22930000.0,,,,,,,5314908000.0,30327254000.0,7194857000.0,111541000.0,,5314908000.0,1879949000.0,-88611000.0,1791338000.0,37522111000.0,604500000.0,605905545.0,610970783.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q2TTM,2008-12-28,2009-12-26,,,1.97,1.97,0.88,,1.95,,,,622766000.0,,1463051000.0,1463051000.0,,1463051000.0,,29444370000.0,36444804000.0,,,276814000.0,18044000.0,,,,,,,5087422000.0,29444370000.0,7000434000.0,122053000.0,,5087422000.0,1913012000.0,-104009000.0,1809003000.0,36444804000.0,596300000.0,592651712.0,593372477.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q2,2009-09-27,2009-12-26,2011-02-08 08:01:28+00:00,,0.45,0.45,0.25,,0.45,,,,163618000.0,,268349000.0,268349000.0,,268349000.0,,7173612000.0,8868499000.0,,,,1138000.0,,,,,,,1232536000.0,7173612000.0,1694887000.0,31522000.0,,1232536000.0,462351000.0,-30384000.0,431967000.0,8868499000.0,596300000.0,592651712.0,593372477.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q2YTD,2009-06-28,2009-12-26,,,1.0,1.0,0.49,,1.0,,,,302953000.0,,594554000.0,594554000.0,,594554000.0,,14507679000.0,17949925000.0,,,,3150000.0,,,,,,,2482567000.0,14507679000.0,3442246000.0,65322000.0,,2482567000.0,959679000.0,-62172000.0,897507000.0,17949925000.0,596300000.0,592651712.0,593372477.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q1TTM,2008-09-28,2009-09-26,,,1.92,1.92,0.87,,1.9,,,,620181000.0,,1432356000.0,1432356000.0,,1432356000.0,,29670448000.0,36726108000.0,,,276814000.0,22129000.0,,,,,,,5183135000.0,29670448000.0,7055660000.0,118931000.0,,5183135000.0,1872525000.0,-96802000.0,1775723000.0,36726108000.0,593100000.0,591568212.0,591983474.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q1,2009-06-28,2009-09-26,2010-11-09 08:01:04+00:00,,0.55,0.55,0.24,,0.55,,,,139335000.0,,326205000.0,326205000.0,,326205000.0,,7334067000.0,9081426000.0,,,,2012000.0,,,,,,,1250031000.0,7334067000.0,1747359000.0,33800000.0,,1250031000.0,497328000.0,-31788000.0,465540000.0,9081426000.0,593100000.0,591568212.0,591983474.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q4,2009-03-29,2009-06-27,,,0.53,0.53,0.24,,0.53,,,,195074000.0,,315314000.0,315314000.0,,315314000.0,,7324162000.0,9086748000.0,,,,3395000.0,,,,,,,1222314000.0,7324162000.0,1762586000.0,33279000.0,,1222314000.0,540272000.0,-29884000.0,510388000.0,9086748000.0,596600000.0,595127577.0,596069204.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q3,2008-12-28,2009-03-28,2010-05-04 08:00:32+00:00,,0.38,0.38,0.24,,0.38,,,,154438000.0,,226166000.0,226166000.0,,226166000.0,,7102274000.0,8739350000.0,,,,3514000.0,,,,,,,1231753000.0,7102274000.0,1637076000.0,28233000.0,,1231753000.0,405323000.0,-24719000.0,380604000.0,8739350000.0,595200000.0,590152592.0,590667577.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2009.0,Q3YTD,2008-06-29,2009-03-28,,,1.38,1.38,0.73,,1.38,,,,457391000.0,,820720000.0,820720000.0,,820720000.0,,21609953000.0,26689275000.0,,,,6664000.0,,,,,,,3714320000.0,21609953000.0,5079322000.0,93555000.0,,3714320000.0,1365002000.0,-86891000.0,1278111000.0,26689275000.0,595200000.0,590152592.0,590667577.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q4,2010-03-28,2010-07-03,,,0.57,0.57,0.25,,0.57,,,,210880000.0,,337781000.0,337781000.0,,337781000.0,,8285788000.0,10348477000.0,,,,-2924000.0,,,,,,,1478603000.0,8285788000.0,2062689000.0,32501000.0,,1478603000.0,584086000.0,-35425000.0,548661000.0,10348477000.0,593000000.0,592157221.0,593590042.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,FY,2009-06-28,2010-07-03,2012-08-27 18:21:50+00:00,,1.99,1.99,0.99,,1.99,,,,669606000.0,,1179983000.0,1179983000.0,,1179983000.0,,30055188000.0,37243495000.0,,,,-802000.0,,,,,,,5212439000.0,30055188000.0,7188307000.0,125477000.0,,5212439000.0,1975868000.0,-126279000.0,1849589000.0,37243495000.0,593000000.0,592157221.0,593590042.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q3,2009-12-27,2010-03-27,2011-05-10 11:24:31+00:00,,0.42,0.42,0.25,,0.42,,,,155773000.0,,247648000.0,247648000.0,,247648000.0,,7261721000.0,8945093000.0,,,,-1028000.0,,,,,,,1251269000.0,7261721000.0,1683372000.0,27654000.0,,1251269000.0,432103000.0,-28682000.0,403421000.0,8945093000.0,589600000.0,593129783.0,594833736.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q3YTD,2009-06-28,2010-03-27,,,1.42,1.42,0.74,,1.42,,,,458726000.0,,842202000.0,842202000.0,,842202000.0,,21769400000.0,26895018000.0,,,,2122000.0,,,,,,,3733836000.0,21769400000.0,5125618000.0,92976000.0,,3733836000.0,1391782000.0,-90854000.0,1300928000.0,26895018000.0,589600000.0,593129783.0,594833736.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q3TTM,2009-03-29,2010-03-27,,,1.95,1.95,0.98,,1.95,,,,653800000.0,,1157516000.0,1157516000.0,,1157516000.0,,29093562000.0,35981766000.0,,,,5517000.0,,,,,,,4956150000.0,29093562000.0,6888204000.0,126255000.0,,4956150000.0,1932054000.0,-120738000.0,1811316000.0,35981766000.0,589600000.0,593129783.0,594833736.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q2YTD,2009-06-28,2009-12-26,,,1.0,1.0,0.49,,1.0,,,,302953000.0,,594554000.0,594554000.0,,594554000.0,,14507679000.0,17949925000.0,,,,3150000.0,,,,,,,2482567000.0,14507679000.0,3442246000.0,65322000.0,,2482567000.0,959679000.0,-62172000.0,897507000.0,17949925000.0,596300000.0,592651712.0,593372477.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q2TTM,2008-12-28,2009-12-26,,,1.91,1.91,0.97,,1.91,,,,652465000.0,,1136034000.0,1136034000.0,,1136034000.0,,28934115000.0,35776023000.0,,,,10059000.0,,,,,,,4936634000.0,28934115000.0,6841908000.0,126834000.0,,4936634000.0,1905274000.0,-116775000.0,1788499000.0,35776023000.0,596300000.0,592651712.0,593372477.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2010.0,Q1TTM,2009-09-27,2009-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593100000.0,591568212.0,591983474.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,Q4,2011-04-03,2011-07-02,,,0.13,0.57,0.26,,0.57,,,,198584000.0,,336310000.0,336310000.0,,336310000.0,,8471311000.0,10425703000.0,,,,4278000.0,,,,,,,1393642000.0,8471311000.0,1954392000.0,30134000.0,,1393642000.0,560750000.0,-25856000.0,534894000.0,10425703000.0,587800000.0,586526142.0,588691546.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,FY,2010-07-04,2011-07-02,2013-08-26 17:57:33+00:00,,1.96,1.96,1.03,,1.96,,,,675424000.0,,1152030000.0,1152030000.0,,1152030000.0,,31928777000.0,39323489000.0,,,,14219000.0,,,,,,,5463210000.0,31928777000.0,7394712000.0,118267000.0,,5463210000.0,1931502000.0,-104048000.0,1827454000.0,39323489000.0,587800000.0,586526142.0,588691546.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,Q3,2011-01-02,2011-04-02,2012-05-08 08:05:53+00:00,,0.88,0.44,0.26,,0.44,,,,146994000.0,,258478000.0,258478000.0,,258478000.0,,7929111000.0,9761660000.0,,,,6957000.0,,,,,,,1405062000.0,7929111000.0,1832549000.0,28972000.0,,1405062000.0,427487000.0,-22015000.0,405472000.0,9761660000.0,293700000.0,583722009.0,585421864.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,Q3YTD,2010-07-04,2011-04-02,,,1.83,1.39,0.77,,1.39,,,,476840000.0,,815720000.0,815720000.0,,815720000.0,,23457466000.0,28897786000.0,,,,9941000.0,,,,,,,4069568000.0,23457466000.0,5440320000.0,88133000.0,,4069568000.0,1370752000.0,-78192000.0,1292560000.0,28897786000.0,293700000.0,583722009.0,585421864.0
Sysco Corp,SYY,5RGWIFLMGH3YS7KWI652,96021,2011.0,Q3TTM,2010-03-28,2011-04-02,,,2.87,2.43,1.25,,2.43,,,,816600000.0,,1438461000.0,1438461000.0,,1438461000.0,,37984299000.0,47005155000.0,,,,6155000.0,,,,,,,6617501000.0,37984299000.0,9020856000.0,154449000.0,,6617501000.0,2403355000.0,-148294000.0,2255061000.0,47005155000.0,293700000.0,583722009.0,585421864.0
