company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Global Payments Inc,GPN,,1123360,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 09:42:40+00:00,0.32,0.32,0.01,0.32,12321000.0,52959000.0,52959000.0,,48813000.0,4146000.0,455936000.0,919762000.0,,,,358856000.0,455936000.0,463826000.0,41297000.0,1607000.0,358856000.0,104970000.0,-39690000.0,65280000.0,919762000.0,152304000.0,152304000.0,152304000.0
Global Payments Inc,GPN,,1123360,2017.0,Q1TTM,2015-09-01,2017-03-31,,1.54,1.54,0.14,1.54,50393000.0,250128000.0,250128000.0,,233833000.0,16295000.0,1330909000.0,3069116000.0,,,,1346065000.0,1330909000.0,1738207000.0,97370000.0,5749000.0,1346065000.0,392142000.0,-91621000.0,300521000.0,3069116000.0,152304000.0,152304000.0,152304000.0
Global Payments Inc,GPN,,1123360,2018.0,FY,2018-01-01,2018-12-31,2020-02-21 16:20:28+00:00,2.85,2.85,0.04,2.84,77488000.0,484667000.0,484667000.0,,452053000.0,32614000.0,1095014000.0,3366366000.0,0.0,,,1534297000.0,1095014000.0,2271352000.0,195619000.0,20719000.0,1534297000.0,737055000.0,-174900000.0,562155000.0,3366366000.0,158672000.0,158672000.0,158672000.0
Global Payments Inc,GPN,,1123360,2018.0,Q4,2018-10-01,2018-12-31,,0.47,0.47,0.01,0.48,31048000.0,83323000.0,83323000.0,,75215000.0,8108000.0,313071000.0,880555000.0,,,,400498000.0,313071000.0,567484000.0,55938000.0,3323000.0,400498000.0,166986000.0,-52615000.0,114371000.0,880555000.0,158672000.0,158672000.0,158672000.0
Global Payments Inc,GPN,,1123360,2018.0,Q3,2018-07-01,2018-09-30,2019-10-31 09:17:33+00:00,1.12,1.12,0.01,1.11,-6089000.0,186029000.0,186029000.0,,176370000.0,9659000.0,265013000.0,857670000.0,,,,369495000.0,265013000.0,592657000.0,46356000.0,3134000.0,369495000.0,223162000.0,-43222000.0,179940000.0,857670000.0,158168000.0,158168000.0,158168000.0
Global Payments Inc,GPN,,1123360,2018.0,Q3YTD,2018-01-01,2018-09-30,,2.38,2.38,0.03,2.36,46440000.0,401344000.0,401344000.0,,376838000.0,24506000.0,781943000.0,2485811000.0,,,,1133799000.0,781943000.0,1703868000.0,139681000.0,17396000.0,1133799000.0,570069000.0,-122285000.0,447784000.0,2485811000.0,158168000.0,158168000.0,158168000.0
Global Payments Inc,GPN,,1123360,2018.0,Q3TTM,2017-10-01,2018-09-30,,3.91,3.91,0.08,3.91,-95840000.0,651650000.0,651650000.0,,618801000.0,32849000.0,1291012000.0,3540065000.0,,,,1529409000.0,1291012000.0,2249053000.0,184106000.0,20272000.0,1529409000.0,719644000.0,-163834000.0,555810000.0,3540065000.0,158168000.0,158168000.0,158168000.0
Global Payments Inc,GPN,,1123360,2018.0,Q2,2018-04-01,2018-06-30,2019-07-30 09:20:40+00:00,0.69,0.69,0.01,0.68,27856000.0,117729000.0,117729000.0,,109069000.0,8660000.0,264544000.0,833164000.0,,,,377883000.0,264544000.0,568620000.0,47720000.0,2568000.0,377883000.0,190737000.0,-45152000.0,145585000.0,833164000.0,159003000.0,159003000.0,159003000.0
Global Payments Inc,GPN,,1123360,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.26,1.26,0.02,1.25,52529000.0,215315000.0,215315000.0,,200468000.0,14847000.0,516930000.0,1628141000.0,,,,764304000.0,516930000.0,1111211000.0,93325000.0,14262000.0,764304000.0,346907000.0,-79063000.0,267844000.0,1628141000.0,159003000.0,159003000.0,159003000.0
Global Payments Inc,GPN,,1123360,2018.0,Q2TTM,2017-07-01,2018-06-30,,3.48,3.48,0.04,3.48,-74059000.0,583983000.0,583983000.0,,553171000.0,30812000.0,1519882000.0,3721302000.0,,,,1532467000.0,1519882000.0,2201420000.0,178514000.0,19485000.0,1532467000.0,668953000.0,-159029000.0,509924000.0,3721302000.0,159003000.0,159003000.0,159003000.0
Global Payments Inc,GPN,,1123360,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 09:15:57+00:00,0.57,0.57,0.01,0.57,24673000.0,97586000.0,97586000.0,,91399000.0,6187000.0,252386000.0,794977000.0,,,,386421000.0,252386000.0,542591000.0,45605000.0,11694000.0,386421000.0,156170000.0,-33911000.0,122259000.0,794977000.0,159321000.0,159321000.0,159321000.0
Global Payments Inc,GPN,,1123360,2018.0,Q1TTM,2017-04-01,2018-03-31,,3.21,3.21,0.1,3.21,-89035000.0,538697000.0,538697000.0,,511011000.0,27686000.0,1724487000.0,3850378000.0,,,,1515823000.0,1724487000.0,2125891000.0,179155000.0,18749000.0,1515823000.0,610068000.0,-160406000.0,449662000.0,3850378000.0,159321000.0,159321000.0,159321000.0
Global Payments Inc,GPN,,1123360,2019.0,Q4,2019-10-01,2019-12-31,,0.15,0.15,0.19,0.14,22426000.0,114301000.0,114301000.0,,102770000.0,11531000.0,1038577000.0,1987760000.0,13541000.0,,,753021000.0,1038577000.0,949183000.0,84047000.0,11071000.0,753021000.0,196162000.0,-72976000.0,123186000.0,1987760000.0,198298000.0,198298000.0,198298000.0
Global Payments Inc,GPN,,1123360,2019.0,FY,2019-01-01,2019-12-31,2020-02-21 16:20:28+00:00,2.17,2.17,0.225,2.16,62190000.0,469276000.0,469276000.0,,430613000.0,38663000.0,2073803000.0,4911892000.0,13541000.0,,,2046672000.0,2073803000.0,2838089000.0,304905000.0,31413000.0,2046672000.0,791417000.0,-273492000.0,517925000.0,4911892000.0,198298000.0,198298000.0,198298000.0
Global Payments Inc,GPN,,1123360,2019.0,Q3YTD,2019-01-01,2019-09-30,,2.02,2.02,0.03,2.02,39764000.0,354975000.0,354975000.0,,327843000.0,27132000.0,1035226000.0,2924132000.0,,,,1293651000.0,1035226000.0,1888906000.0,220858000.0,20342000.0,1293651000.0,595255000.0,-200516000.0,394739000.0,2924132000.0,177039000.0,177039000.0,177039000.0
Global Payments Inc,GPN,,1123360,2019.0,Q3TTM,2018-10-01,2019-09-30,,2.49,2.49,0.04,2.5,70812000.0,438298000.0,438298000.0,,403058000.0,35240000.0,1348297000.0,3804687000.0,,,,1694149000.0,1348297000.0,2456390000.0,276796000.0,23665000.0,1694149000.0,762241000.0,-253131000.0,509110000.0,3804687000.0,177039000.0,177039000.0,177039000.0
Global Payments Inc,GPN,,1123360,2019.0,Q3,2019-07-01,2019-09-30,2019-10-31 09:17:33+00:00,0.54,0.54,0.01,0.54,-16623000.0,105731000.0,105731000.0,,95044000.0,10687000.0,427720000.0,1105941000.0,,,,504184000.0,427720000.0,678221000.0,96161000.0,11232000.0,504184000.0,174037000.0,-84929000.0,89108000.0,1105941000.0,177039000.0,177039000.0,177039000.0
Global Payments Inc,GPN,,1123360,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.48,1.48,0.02,1.48,56387000.0,249244000.0,249244000.0,,232799000.0,16445000.0,607506000.0,1818191000.0,,,,789467000.0,607506000.0,1210685000.0,124697000.0,9110000.0,789467000.0,421218000.0,-115587000.0,305631000.0,1818191000.0,156768000.0,156768000.0,156768000.0
Global Payments Inc,GPN,,1123360,2019.0,Q2TTM,2018-07-01,2019-06-30,,3.07,3.07,0.04,3.07,81346000.0,518596000.0,518596000.0,,484384000.0,34212000.0,1185590000.0,3556416000.0,,,,1559460000.0,1185590000.0,2370826000.0,226991000.0,15567000.0,1559460000.0,811366000.0,-211424000.0,599942000.0,3556416000.0,156768000.0,156768000.0,156768000.0
Global Payments Inc,GPN,,1123360,2019.0,Q2,2019-04-01,2019-06-30,2019-07-30 09:20:40+00:00,0.77,0.77,0.01,0.77,32247000.0,130039000.0,130039000.0,,120458000.0,9581000.0,302276000.0,935152000.0,,,,411150000.0,302276000.0,632876000.0,65616000.0,6176000.0,411150000.0,221726000.0,-59440000.0,162286000.0,935152000.0,156768000.0,156768000.0,156768000.0
Global Payments Inc,GPN,,1123360,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 09:24:32+00:00,0.71,0.71,0.01,0.71,24140000.0,119205000.0,119205000.0,,112341000.0,6864000.0,305230000.0,883039000.0,0.0,,,378317000.0,305230000.0,577809000.0,59081000.0,2934000.0,378317000.0,199492000.0,-56147000.0,143345000.0,883039000.0,157519000.0,157519000.0,157519000.0
Global Payments Inc,GPN,,1123360,2019.0,Q1TTM,2018-04-01,2019-03-31,,2.99,2.99,0.04,2.98,76955000.0,506286000.0,506286000.0,,472995000.0,33291000.0,1147858000.0,3454428000.0,,,,1526193000.0,1147858000.0,2306570000.0,209095000.0,11959000.0,1526193000.0,780377000.0,-197136000.0,583241000.0,3454428000.0,157519000.0,157519000.0,157519000.0
Global Payments Inc,GPN,,1123360,2020.0,Q1TTM,2019-04-01,2020-03-31,,1.94,1.94,0.41,1.93,53552000.0,500679000.0,500679000.0,,461847000.0,38832000.0,2702444000.0,5932451000.0,25810000.0,,,2394103000.0,2702444000.0,3230007000.0,338468000.0,30985000.0,2394103000.0,835904000.0,-307483000.0,528421000.0,5932451000.0,299388000.0,299388000.0,299388000.0
Global Payments Inc,GPN,,1123360,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 09:24:32+00:00,0.48,0.48,0.195,0.48,15502000.0,150608000.0,150608000.0,,143575000.0,7033000.0,933871000.0,1903598000.0,12269000.0,,,725748000.0,933871000.0,969727000.0,92644000.0,2506000.0,725748000.0,243979000.0,-90138000.0,153841000.0,1903598000.0,299388000.0,299388000.0,299388000.0
